"year","education","hgtyp1hh","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","college entrance qualification","(Married) couple without C.","22657.4","20506.68","323","9597","14342","28377","37274","61266","21218.88","24095.92","895","113666","19255","23552"
"1984","college entrance qualification","1-pers.-HH","12587.32","11727.46","211","3006","5174","16208","21981","43898","11133.23","14041.41","0","94603","9660","12615"
"1984","college entrance qualification","Couple + C. GT 16 ","29886.56","28211.15","213","17299","21504","35573","44353","65633","28131.53","31641.59","7149","129256","26633","29223"
"1984","college entrance qualification","Couple + C. LE 16","25734.05","25482.16","294","13553","18758","30393","37196","62292","24479.42","26988.68","307","76979","23782","26032"
"1984","college entrance qualification","Couple + C. LE and GT 16","30353.48","27951.62","106","19010","23430","34257","46229","67205","28324.79","32382.17","12126","67205","25811","29590"
"1984","college entrance qualification","Single parent","18187.77","14898.44","48","7792","12213","20309","30372","58171","15303.57","21071.97","4221","58171","12396","18178"
"1984","lower secondary degree","(Married) couple without C.","16008.03","14480","1602","8566","11259","19281","24120","41200","15556.59","16459.47","0","170618","14636","15339"
"1984","lower secondary degree","1-pers.-HH","8271.72","7669","683","3982","5657","10430","12766","21126","7928.04","8615.4","0","60934","7502","8160"
"1984","lower secondary degree","Couple + C. GT 16 ","25485.77","23426","991","14837","18333","29187","37382","57027","24765.95","26205.59","7658","129256","22710","24229"
"1984","lower secondary degree","Couple + C. LE 16","19144.38","17382.98","1303","11868","14018","21778","26640","55500","18595.05","19693.71","3491","131250","16941","17708"
"1984","lower secondary degree","Couple + C. LE and GT 16","25398.07","23906","795","15661","19129","29695","36944","63815","24761.47","26034.67","5441","67205","22563","23906"
"1984","lower secondary degree","Single parent","14176.53","12516","322","5292","9086","17733","23733","58171","13162.58","15190.48","307","68782","12003","14037"
"1984","no degree/no degree yet","(Married) couple without C.","14435.74","15050.11","145","7496","9633","18407","22184","26513","13562.51","15308.97","3555","26513","14503","17080"
"1984","no degree/no degree yet","1-pers.-HH","8709.13","8749.64","82","3511","6136","11004","13030","28469","7732.65","9685.61","0","28469","8687","10875"
"1984","no degree/no degree yet","Couple + C. GT 16 ","25469.73","23171.7","238","14029","18103","29223","36791","89039","24180.32","26759.14","7658","89039","20486","22435"
"1984","no degree/no degree yet","Couple + C. LE 16","16446","15758.62","362","10660","13237","19692","22233","29563","15789.85","17102.15","0","74351","15560","16883"
"1984","no degree/no degree yet","Couple + C. LE and GT 16","25196.41","24047.45","313","13608","18595","29721","36619","67087","23880.37","26512.45","7470","103309","20532","23752"
"1984","no degree/no degree yet","Single parent","13903.44","12816.59","64","7899","11075","17179","18438","28041","12187.04","15619.84","1734","45212","12003","14982"
"1984","Other degree","(Married) couple without C.","18712.89","17149","197","10058","14067","21519","26466","36994","17132.24","20293.54","5831","113747","16547","19582"
"1984","Other degree","1-pers.-HH","10618.5","10022.19","113","7040","8296","12071","15543","19725","9962.92","11274.08","2664","20824","9283","10986"
"1984","Other degree","Couple + C. GT 16 ","21986.74","20500.99","168","12094","14649","26571","35467","50367","20552.36","23421.12","9244","53736","20486","23512"
"1984","Other degree","Couple + C. LE 16","17338.93","16604","618","10362","12703","21040","25003.46","37837","16736.11","17941.75","0","83895","16390","17335"
"1984","Other degree","Couple + C. LE and GT 16","22120.94","20961.46","230","13313","16654","25182","34319","41733","21152.32","23089.56","7957","50014","19308","21393"
"1984","Other degree","Single parent","15975.67","14132.93","45","7168","11216","19243","26809","37616","13401.99","18549.35","920","37616","13488","19715"
"1984","secondary school degree","(Married) couple without C.","21243","19619.27","427","12083","15498","25034","31646","46924","20345.41","22140.59","895","111313","19430","21303"
"1984","secondary school degree","1-pers.-HH","11212.71","10505.08","241","5522","7976","13784","17179","31728","10541.43","11883.99","0","36813","10282","11232"
"1984","secondary school degree","Couple + C. GT 16 ","27568.97","26096.39","371","17603","20933","32751","39989","51072","26594.02","28543.92","7149","89039","25049","27377"
"1984","secondary school degree","Couple + C. LE 16","23775.76","21616.34","463","13753","17358","27210","33840","59821","22577.4","24974.12","307","143736","20905","22843"
"1984","secondary school degree","Couple + C. LE and GT 16","27919.8","25723.65","261","18235","21437","31340","38531","77463","26671.13","29168.47","7957","77463","24537","26615"
"1984","secondary school degree","Single parent","17562.39","15524.51","97","6244","11963","19459","29148","58171","15230.65","19894.13","920","68782","13184","16534"
"1985","college entrance qualification","(Married) couple without C.","22891.79","21365","300","11147","15159","29521","35637","56807","21635.59","24147.99","17","72590","19944","23707"
"1985","college entrance qualification","1-pers.-HH","12236.21","12272.32","206","3638","6059","16081","19693","42300","11109.79","13362.63","0","64303","10550","12993"
"1985","college entrance qualification","Couple + C. GT 16 ","31681.64","31563.81","237","18648","24071","38317","47274","54538","30335.34","33027.94","9244","62449","28997","32741"
"1985","college entrance qualification","Couple + C. LE 16","26077.98","24447","274","13562","19621","31091","39319","58983","24810.69","27345.27","6010","69739","23714","25976"
"1985","college entrance qualification","Couple + C. LE and GT 16","33143.75","31714.46","80","19546","26897","35575","49769","129341","29831.25","36456.25","11277","129341","28729","33510"
"1985","college entrance qualification","Single parent","18994.48","15116.53","48","8620","13200","19896","38797","56141","15783.42","22205.54","2405","56141","14146","18196"
"1985","lower secondary degree","(Married) couple without C.","16609.47","15128","1434","9090","11781","20126","25460","42409","16214.2","17004.74","0","77794","15269","16091"
"1985","lower secondary degree","1-pers.-HH","8798.76","8071.16","585","4320","6037","10686","13396","32998","8358.33","9239.19","25","70914","7689","8609"
