"year","migback","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","direct migration background","Female","18704.46","17046.65","1601","7669","12271","23854","29563","49780","18180.49","19228.43","0","148650","17632","18537"
"1984","direct migration background","Male","18903.13","17049.38","1816","9244","12414","23211","29970","50367","18405.43","19400.83","0","148650","17650","18667"
"1984","indirect migration background","Female","17554.3","15387.34","66","10236","12208","22435","28213","34346","15400.62","19707.98","4651","43622","16031","22435"
"1984","indirect migration background","Male","16867.1","16337.88","62","6867","11550","21289","25738","39143","14836.44","18897.76","3068","43622","17425","24154"
"1984","no migration background","Female","18345.26","16592.33","4565","6277","10484","23881","31251","56801","18003.49","18687.03","0","170618","17477","18200"
"1984","no migration background","Male","20991.99","19032.29","4121","9860","13575","25982","33794","58171","20639.08","21344.9","0","170618","19215","19864"
"1985","direct migration background","Female","18634.46","17001.42","1374","7906","12054","23585","30972","54121","18160.6","19108.32","0","77794","18082","19250"
"1985","direct migration background","Male","19270.29","17594.65","1571","9644","12774","23958","30110","46541","18830.19","19710.39","0","114342","18189","19540"
"1985","indirect migration background","Female","17855.83","15323.78","78","10767","12373","23585","26250","33830","16063.04","19648.62","8400","43352","17733","23859"
"1985","indirect migration background","Male","16514.47","16168.27","66","7123","10080","21465","28334","36939","14627.46","18401.48","5692","39845","17171","23453"
"1985","no migration background","Female","18766.17","16922","4180","6706","10708","24393","32741","56141","18414.72","19117.62","0","142772","18291","18930"
"1985","no migration background","Male","21553.08","19532.46","3818","10121","13751","26465","34660","57674","21164.13","21942.03","0","169250","19939","20657"
"1986","direct migration background","Female","18875.9","17588.51","1317","7772","11996","23880","31604","49250","18400.65","19351.15","307","59474","18967","20475"
"1986","direct migration background","Male","19724.58","17876.34","1539","10056","13117","24219","31358","50830","19284","20165.16","0","75592","19252","20508"
"1986","indirect migration background","Female","17279.94","17463","83","5011","8177","24755","28524","42500","15016.6","19543.28","3357","57443","17722","23802"
"1986","indirect migration background","Male","18937.82","17067.43","73","9361","12621","22698","29637","50088","16422.92","21452.72","6343","57443","17821","25304"
"1986","no migration background","Female","19090.05","17063.62","3977","6624","10588","24956","32744","60172","18699.94","19480.16","0","215855","19094","19862"
"1986","no migration background","Male","21879.16","19981","3654","9993","13941","27004","35171","61416","21472.68","22285.64","0","215855","20544","21280"
"1987","direct migration background","Female","19939.47","19311.99","1321","8367","12982","25146","32325","48182","19433.89","20445.05","0","68160","20398","21540"
"1987","direct migration background","Male","21193.71","20075.26","1522","10509","13997","26072","34132","55462","20701.57","21685.85","0","77872","21013","21903"
"1987","indirect migration background","Female","18281.05","16825.05","94","9516","11872","24485","27336","40050","16492.94","20069.16","2496","48617","18607","23721"
"1987","indirect migration background","Male","21842.09","19395.8","83","11659","17695","24734","35780","46063","19739.05","23945.13","3866","48617","19999","24652"
"1987","no migration background","Female","19893.35","17993.35","3892","7151","11094","25729","34627","61607","19505.23","20281.47","18","124820","19781","20656"
"1987","no migration background","Male","22744.04","20838.91","3601","10302","14502","27885","37278","62833","22345.87","23142.21","0","124820","21679","22395"
"1988","direct migration background","Female","20160.8","19156.92","1268","7506","12803","25332","33137","49473","19594.28","20727.32","8","80790","20412","21681"
"1988","direct migration background","Male","21358.77","19974.02","1422","10503","14263","26691","33826","48586","20829.67","21887.87","498","80790","20971","22191"
"1988","indirect migration background","Female","19815.67","19148.51","116","8446","12950","27080","31476","49462","17680.43","21950.91","3712","80790","19131","22237"
"1988","indirect migration background","Male","20235.82","19743.07","108","11805","13611","24507","30809","49462","18437.87","22033.77","4295","49473","19953","24778"
"1988","no migration background","Female","20437.14","18397","3684","7338","11228","26747","35279","61202","20030.75","20843.53","0","152338","20334","21262"
"1988","no migration background","Male","23424.9","21471.04","3424","10655","15155","29040","37841","64944","23011.73","23838.07","0","124872","22213","22941"
"1989","direct migration background","Female","21558.39","20223.8","1249","9193","13481","26162","34421","80541","20957.76","22159.02","8","101708","21400","22645"
"1989","direct migration background","Male","22583.38","21022.16","1357","11503","14978","26692","35147","70372","21993.06","23173.7","2700","132757","22071","23210"
"1989","indirect migration background","Female","21087.79","19480.81","137","11339","13950","26807","32508","45772","19284.96","22890.62","3025","68126","21658","24828"
"1989","indirect migration background","Male","22094.96","21248.48","123","13407","14624","25555","32251","47901","20287.11","23902.81","7623","64045","22111","25555"
"1989","no migration background","Female","21364.75","19302.44","3542","7486","11619","27553","37169","66354","20911.76","21817.74","0","170922","21203","22114"
"1989","no migration background","Male","24693.02","22557.17","3301","11122","15874","30141","39596","72825","24227.26","25158.78","200","170922","23173","24097"
"1990","direct migration background","Female","21613.15","19923.49","1208","9634","13568","27135","35407","58779","20974.11","22252.19","322","92644","21483","23004"
"1990","direct migration background","Male","23493.34","21341.01","1343","11541","15274","28180","36009","72165","22841.28","24145.4","24","171815","22492","24052"
"1990","indirect migration background","Female","21910.58","20668.98","151","10167","14306","28355","36367","47815","20258.82","23562.34","149","70874","22619","26541"
"1990","indirect migration background","Male","24039.1","24127","145","12914","15270","28495","37224","57962","22099.78","25978.42","5721","70874","24314","28355"
"1990","no migration background","Female","22273.5","19949.25","3468","8035","12262","28615","38178","72165","21776.91","22770.09","0","221883","21956","22837"
"1990","no migration background","Male","25458.12","22964.03","3202","11510","16394","31442","40451","75680","24946.58","25969.66","0","221883","23734","24576"
"1991","direct migration background","Female","23422.55","22217.47","1186","9838","14845","30118","38011","63764","22763.14","24081.96","418","93460","23456","24732"
"1991","direct migration background","Male","25312.49","23346.92","1315","12382","16709","31167","39529","64937","24639.54","25985.44","3075","178897","24126","25577"
"1991","indirect migration background","Female","24012.45","22900.03","175","8726","13336","32038","41759","58262","22200.03","25824.87","419","60646","24511","27225"
"1991","indirect migration background","Male","25564.67","26624","174","12138","14641","32868","40152","56889","23665.45","27463.89","418","70853","26225","29202"
"1991","no migration background","Female","23828.67","21174.64","3446","8328","12522","30869","41858","80002","23308.25","24349.09","10","178897","23408","24341"
"1991","no migration background","Male","27198.35","24515.94","3170","12289","17419","33681","43931","78189","26695.64","27701.06","10","153869","25292","26373"
"1992","direct migration background","Female","23220.8","21868.43","1237","8672","14035","30108","39024","60809","22552.37","23889.23","0","69813","23284","24940"
"1992","direct migration background","Male","25469.27","23583.25","1334","12103","16831","31051","39643","64510","24781.58","26156.96","997","173775","24524","26090"
"1992","indirect migration background","Female","26330.16","24162.84","203","9917","16850","32997","43708","65188","24444.68","28215.64","149","78349","25368","28668"
"1992","indirect migration background","Male","26843.39","26977.4","208","13882","18930","31995","40946","55723","25218.17","28468.61","0","77232","26525","29002"
"1992","no migration background","Female","23057.7","20240.82","5461","7768","12173","30030","41124","75166","22676.64","23438.76","153","255823","21125","21887"
"1992","no migration background","Male","26336.13","23800.39","4948","11209","16263","32975","44196","78186","25944.67","26727.59","874","255823","23411","24256"
"1993","direct migration background","Female","24475.52","22444.02","1202","9720","15058","31224","40749","68723","23733.49","25217.55","859","88067","23736","25032"
"1993","direct migration background","Male","27678.01","24904.23","1296","12936","17280","33377","44625","74477","26875.04","28480.98","2029","221375","25011","26642"
"1993","indirect migration background","Female","26392.31","24058.79","236","10007","17754","33870","43082","80770","24602.26","28182.36","188","86375","23931","28986"
"1993","indirect migration background","Male","28372.2","27407.11","240","14080","19635","35320","44713","61102","26704.85","30039.55","1543","82319","26515","30245"
"1993","no migration background","Female","24329.03","21504.12","5347","8439","12860","31625","43053","74975","23921.46","24736.6","0","221375","22913","23778"
"1993","no migration background","Male","27755.58","25172","4857","11568","17625","34836","46075","76533","27346.46","28164.7","86","153933","25395","26157"
"1994","direct migration background","Female","25342.69","23678.43","1157","9766","15415","33174","43218","67097","24586.09","26099.29","0","86332","24400","26430"
"1994","direct migration background","Male","28252.87","25149.24","1217","12676","17092","35439","45241","79963","27402.17","29103.57","0","185898","25592","27385"
"1994","indirect migration background","Female","25972.14","24614.89","248","9730","14896","33731","44871","59477","24301.48","27642.8","0","67296","24814","29894"
"1994","indirect migration background","Male","30157.37","30342.09","248","15059","22011","37382","44749","60811","28503.52","31811.22","0","75597","29104","32247"
"1994","no migration background","Female","25390.41","22629.78","5299","8985","13678","32607","44444","76117","24973.93","25806.89","0","204137","24651","25457"
"1994","no migration background","Male","28784.04","26238.17","4775","12618","18411","35811","47266","76117","28360.67","29207.41","0","204137","26655","27442"
"1995","direct migration background","Female","24213.32","22247.45","1391","9217","14218","31599","41737","68156","23521.26","24905.38","0","135523","23012","24499"
"1995","direct migration background","Male","25963.14","23508.43","1423","9930","16149","32001","42606","77975","25173.33","26752.95","0","213353","24012","25574"
"1995","indirect migration background","Female","26332.98","25780.49","257","11103","16325","33876","45779","58256","24700.45","27965.51","448","80058","25763","28399"
"1995","indirect migration background","Male","30564.12","29493.1","256","13535","20501","37257","47935","76118","28756.95","32371.29","1090","135523","27199","31707"
"1995","no migration background","Female","25648.2","22661.73","5282","9050","14031","32756","45632","76913","25225.01","26071.39","0","213353","24733","25513"
"1995","no migration background","Male","28884.46","26081.15","4761","12808","18390","36050","47930","78925","28454.84","29314.08","167","164014","26768","27652"
