"year","age_gr","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","16-34 y.","East Germany","","","","","","","","","","","","","",""
"1984","16-34 y.","West Germany","20741.31","19136.77","4608","9113","13514","25593","33228","58171","20414.73","21067.89","0","148650","18830","19433"
"1984","35-65 y.","East Germany","","","","","","","","","","","","","",""
"1984","35-65 y.","West Germany","21063.95","19280","6343","9817","13791","25964","33592","58171","20784.01","21343.89","0","170618","19189","19650"
"1984","66 and older","East Germany","","","","","","","","","","","","","",""
"1984","66 and older","West Germany","12726.26","10739","1280","5440","7179","15339","21899","41977","12181.1","13271.42","0","170618","11223","12259"
"1985","16-34 y.","East Germany","","","","","","","","","","","","","",""
"1985","16-34 y.","West Germany","21025.29","19540","4183","9254","13350","26032","34467","56930","20691.35","21359.23","0","162146","19554","20242"
"1985","35-65 y.","East Germany","","","","","","","","","","","","","",""
"1985","35-65 y.","West Germany","21581.92","19657.08","5786","9928","14031","26547","34345","58983","21292.96","21870.88","0","169250","19844","20362"
"1985","66 and older","East Germany","","","","","","","","","","","","","",""
"1985","66 and older","West Germany","13347.02","11244.36","1118","5568","7465","16121","23547","45308","12770.86","13923.18","67","108060","11895","12962"
"1986","16-34 y.","East Germany","","","","","","","","","","","","","",""
"1986","16-34 y.","West Germany","21588.66","20156.79","4098","9277","13725","26835","34716","62495","21228.55","21948.77","0","215855","20458","21087"
"1986","35-65 y.","East Germany","","","","","","","","","","","","","",""
"1986","35-65 y.","West Germany","21966.53","20270.03","5498","9909","14496","27279","34957","60172","21660.78","22272.28","51","215855","20551","21163"
"1986","66 and older","East Germany","","","","","","","","","","","","","",""
"1986","66 and older","West Germany","13117.31","11112.48","1047","5788","7779","15791","22726","49210","12543.3","13691.32","174","66928","11752","12753"
"1987","16-34 y.","East Germany","","","","","","","","","","","","","",""
"1987","16-34 y.","West Germany","22551.1","20942","4044","9919","14797","27528","36960","62833","22192.92","22909.28","0","124820","21439","22098"
"1987","35-65 y.","East Germany","","","","","","","","","","","","","",""
"1987","35-65 y.","West Germany","23057.44","21392.39","5384","10460","15238","28222","37047","60860","22756.02","23358.86","18","124820","21835","22418"
"1987","66 and older","East Germany","","","","","","","","","","","","","",""
"1987","66 and older","West Germany","13621.89","11522","1085","6023","8032","16542","24078","45681","13004.79","14238.99","891","121339","12021","13285"
"1988","16-34 y.","East Germany","","","","","","","","","","","","","",""
"1988","16-34 y.","West Germany","23179.59","21588.61","3854","10201","15200","28493","37553","61950","22805.64","23553.54","0","152338","21929","22549"
"1988","35-65 y.","East Germany","","","","","","","","","","","","","",""
"1988","35-65 y.","West Germany","23647.76","21764","5113","10614","15678","29536","37874","61950","23329.69","23965.83","0","124872","22205","22874"
"1988","66 and older","East Germany","","","","","","","","","","","","","",""
"1988","66 and older","West Germany","14131.1","11636","1055","6403","8294","16942","24079","48656","13475.9","14786.3","1524","124872","12138","13582"
"1989","16-34 y.","East Germany","","","","","","","","","","","","","",""
"1989","16-34 y.","West Germany","24412.12","22532.26","3773","10447","15764","29639","39596","74720","24001.87","24822.37","54","150321","22702","23393"
"1989","35-65 y.","East Germany","","","","","","","","","","","","","",""
"1989","35-65 y.","West Germany","24773.73","22801","4907","11277","16351","30287","39202","72825","24419.33","25128.13","0","170922","23231","23953"
"1989","66 and older","East Germany","","","","","","","","","","","","","",""
"1989","66 and older","West Germany","14847.48","11839.86","1029","6351","8627","17793","25617","53644","14081.68","15613.28","2020","170922","13314","14349"
"1990","16-34 y.","East Germany","","","","","","","","","","","","","",""
"1990","16-34 y.","West Germany","25147.09","22968.42","3658","11162","16246","30377","39840","75680","24680.79","25613.39","0","221883","23265","23970"
"1990","35-65 y.","East Germany","","","","","","","","","","","","","",""
"1990","35-65 y.","West Germany","25619.92","23604.73","4798","11474","16700","31806","40545","74372","25238.25","26001.59","0","159864","24212","25025"
"1990","66 and older","East Germany","","","","","","","","","","","","","",""
"1990","66 and older","West Germany","15382.44","12574.39","1061","6713","9012","18368","25821","53084","14628.5","16136.38","305","145759","13718","14873"
"1991","16-34 y.","East Germany","","","","","","","","","","","","","",""
"1991","16-34 y.","West Germany","26640.73","24250.74","3623","11452","17020","32815","43319","85390","26178.33","27103.13","10","178897","24745","25525"
"1991","35-65 y.","East Germany","","","","","","","","","","","","","",""
"1991","35-65 y.","West Germany","27989","25642","4767","12534","18074","34648","44866","80002","27587.3","28390.7","418","178897","26142","26978"
"1991","66 and older","East Germany","","","","","","","","","","","","","",""
"1991","66 and older","West Germany","15802.23","13265.67","1076","6637","9369","19544","26719","51199","15128.1","16476.36","849","90479","14630","15923"
"1992","16-34 y.","East Germany","18520.05","17483.84","1398","8379","13162","22580","28588","46219","18088.09","18952.01","1841","64315","18341","19137"
"1992","16-34 y.","West Germany","27540.43","25627.81","3602","12255","18257","33303","45600","80277","27095.69","27985.17","0","112909","25949","26859"
"1992","35-65 y.","East Germany","18285.13","17561","2195","8370","11943","23097","28629","44106","17929.65","18640.61","2239","64315","18626","19414"
"1992","35-65 y.","West Germany","29556.63","27118.67","4716","13243","19074","36529","47939","82305","29118.01","29995.25","0","255823","27628","28421"
"1992","66 and older","East Germany","9331.33","9242.76","400","4538","5527","11300","15375","28903","8772.94","9889.72","2375","36199","9477","10242"
"1992","66 and older","West Germany","16816.48","13882","1080","6952","9940","21063","30030","58384","16104.22","17528.74","153","98480","15402","16959"
"1993","16-34 y.","East Germany","21396.44","20293.57","1330","9612","15254","26132","33723","53754","20852.58","21940.3","86","126937","20929","22064"
"1993","16-34 y.","West Germany","28007.79","25995.23","3590","11918","18056","35179","45622","73261","27531.19","28484.39","188","153933","26146","27479"
"1993","35-65 y.","East Germany","20926.34","20010.09","2116","9347","13276","26866","33723","52040","20488.15","21364.53","848","126937","21298","22374"
"1993","35-65 y.","West Germany","31161.87","28444.01","4642","13624","20030","38536","51447","89603","30691.25","31632.49","0","221375","28677","29556"
"1993","66 and older","East Germany","12403.15","10802","394","5927","7704","15161","20442","38037","11689.56","13116.74","3426","46907","11686","13153"
"1993","66 and older","West Germany","17294.97","14357.85","1106","7328","10356","21618","30753","58554","16581.28","18008.66","44","100181","15828","17429"
"1994","16-34 y.","East Germany","23722.32","22621.84","1275","11022","16680","29027","35513","61018","23076.89","24367.75","0","119607","23360","24642"
"1994","16-34 y.","West Germany","29031.01","27316.6","3543","12612","19081","36476","46149","74646","28545.91","29516.11","0","204137","27378","28563"
"1994","35-65 y.","East Germany","23672.87","22051.7","2108","10329","14807","29470","37307","61484","23142.83","24202.91","3474","131917","23900","24895"
"1994","35-65 y.","West Germany","31590.59","28617","4497","13940","20742","39576","52264","83829","31112.31","32068.87","0","204137","29211","30039"
"1994","66 and older","East Germany","13904.94","12887","405","7505","8810","17121","21002","35519","13156.63","14653.25","4082","61484","13587","15267"
"1994","66 and older","West Germany","18182.49","15439","1116","7461","10530","22769","32492","65583","17453.91","18911.07","44","81051","16664","17858"
"1995","16-34 y.","East Germany","24060.61","22744.18","1230","11718","16996","29105","36736","65220","23392.43","24728.79","1227","121019","23716","24742"
"1995","16-34 y.","West Germany","28003.08","26402","3732","10800","17823","35609","46199","75631","27517.93","28488.23","167","210927","26379","27404"
"1995","35-65 y.","East Germany","24458.07","22894.49","2062","10904","15769","30422","38573","67368","23924.92","24991.22","205","141277","24380","25454"
"1995","35-65 y.","West Germany","31281.53","28224.43","4792","13303","19988","39404","52177","91445","30808.09","31754.97","0","213353","28584","29538"
"1995","66 and older","East Germany","15055.8","14141.04","413","7707","9588","18462","23270","37921","14265.85","15845.75","870","76296","15072","16738"
"1995","66 and older","West Germany","18976.85","16129.75","1141","7945","11418","24152","33391","65405","18232.7","19721","0","86703","17218","19013"
"1996","16-34 y.","East Germany","24047.37","22789.33","1192","11453","17262","28778","37562","63989","23375.64","24719.1","2389","97504","24047","25071"
"1996","16-34 y.","West Germany","28868.65","26708","3589","11125","18268","36234","47933","80049","28363.43","29373.87","0","236125","26879","27861"
"1996","35-65 y.","East Germany","25169.42","23551","2079","12049","16835","31497","39836","64547","24656.44","25682.4","915","127679","25227","26170"
"1996","35-65 y.","West Germany","31661.93","28835.87","4686","13377","20105","40082","52191","90481","31167.17","32156.69","0","261326","29027","29940"
"1996","66 and older","East Germany","15762.63","15384.03","425","8260","10482","19565","23562","36358","14964.93","16560.33","628","77474","16238","17386"
"1996","66 and older","West Germany","19263.5","16623","1154","7790","11414","24848","32469","57329","18507.92","20019.08","0","99899","17655","19592"
"1997","16-34 y.","East Germany","24898.67","23493.38","1167","11352","16942","30266","39213","65950","24132.95","25664.39","1922","192239","24982","26512"
"1997","16-34 y.","West Germany","29001.87","27277.42","3469","12012","18961","36452","48369","74875","28516.38","29487.36","0","119522","27826","28935"
"1997","35-65 y.","East Germany","26003.37","24423","2043","12005","17424","32413","40815","71317","25415.44","26591.3","427","192239","26088","27480"
"1997","35-65 y.","West Germany","31922.68","29331.93","4623","13614","20290","39938","52529","87172","31460.17","32385.19","211","173716","29770","30569"
"1997","66 and older","East Germany","16449.07","15579.63","441","8566","11361","19902","23957","38048","15654.52","17243.62","3984","82125","17113","18099"
"1997","66 and older","West Germany","19881.04","16956.17","1172","8365","11747","24576","35728","61093","19126.01","20636.07","223","100919","18268","19555"
"1998","16-34 y.","East Germany","24748.06","23802.84","1210","10437","16757","30497","38683","61907","24027.77","25468.35","1385","134546","25408","26654"
"1998","16-34 y.","West Germany","29111.15","27136.13","3675","12298","18824","35966","48041","78115","28620.57","29601.73","0","131275","27383","28557"
"1998","35-65 y.","East Germany","25703.83","24043","2190","11771","16803","31657","40959","66687","25159.42","26248.24","511","134546","25722","26725"
"1998","35-65 y.","West Germany","32286.14","29692","5361","14487","21057","40306","51958","90817","31840.36","32731.92","0","276704","29842","30709"
"1998","66 and older","East Germany","17347.95","16524","485","8694","11891","21215","25493","41010","16557.14","18138.76","3680","82327","16740","18397"
"1998","66 and older","West Germany","20043.54","17256.4","1406","8426","11987","24810","35618","61093","19392.6","20694.48","0","88659","18521","19697"
"1999","16-34 y.","East Germany","25621.62","24644.23","1173","11112","16492","32243","41058","62422","24882.34","26360.9","1773","89346","25348","26726"
"1999","16-34 y.","West Germany","30005.37","27392","3444","11958","19414","37978","50002","82511","29472.3","30538.44","108","242816","27958","28902"
"1999","35-65 y.","East Germany","26719.11","24787.45","2137","11902","17828","32380","42154","69853","26143.5","27294.72","596","183193","26310","27344"
"1999","35-65 y.","West Germany","33297.53","30265.54","5179","14762","21338","41880","54751","92667","32829.89","33765.17","102","242816","30537","31406"
"1999","66 and older","East Germany","18148.25","17316.43","493","9501","12318","22070","27168","47034","17307.26","18989.24","3676","87652","17703","18957"
"1999","66 and older","West Germany","20596.43","18275","1342","8680","12208","25646","35783","60592","19945.68","21247.18","2394","92554","18974","20344"
"2000","16-34 y.","East Germany","27394.91","25352.99","1681","10643","17401","34641","43938","75272","26580.46","28209.36","0","314389","26131","27631"
"2000","16-34 y.","West Germany","30936.59","28529.14","5464","11894","19265","38819","52131","89882","30469.82","31403.36","0","291390","29360","30187"
"2000","35-65 y.","East Germany","27445.9","25095","3310","11599","17845","33783","44131","74593","26925.87","27965.93","0","314389","26691","27690"
"2000","35-65 y.","West Germany","34045.35","30965","10169","14676","21835","42096","56316","96542","33683.4","34407.3","0","291390","31631","32358"
"2000","66 and older","East Germany","17820.26","17000.05","885","9157","12048","21508","26171","52133","17254.28","18386.24","2274","75098","17188","18398"
"2000","66 and older","West Germany","21523.5","18614.65","2755","8672","12248","26301","37179","68258","20953.66","22093.34","0","222456","19428","20152"
"2001","16-34 y.","East Germany","27066.54","25389.04","1540","10709","17540","34010","44099","74520","26338.06","27795.02","0","105904","26947","28170"
"2001","16-34 y.","West Germany","31609.89","29065.78","4760","11983","18975","40097","52403","90324","31088.87","32130.91","13","293555","30267","31389"
"2001","35-65 y.","East Germany","27954.08","26012.19","3074","11786","18145","34787","45243","75020","27453.13","28455.03","1559","140330","27537","28571"
"2001","35-65 y.","West Germany","34930.54","32005.52","9244","14919","22474","43174","56612","100746","34527.53","35333.55","0","293555","33097","33787"
"2001","66 and older","East Germany","18304.56","17224","851","10239","12814","22136","27000","44450","17720.35","18888.77","3679","93461","17861","19244"
"2001","66 and older","West Germany","22546.5","19579.27","2594","9401","13216","27877","39080","72328","21954.86","23138.14","665","261624","20366","21149"
"2002","16-34 y.","East Germany","27561.1","26281.32","1496","11281","16813","34940","44748","79465","26680.52","28441.68","0","124388","28380","29998"
"2002","16-34 y.","West Germany","32157.22","29015","4690","11710","20258","39440","52512","103037","31399.89","32914.55","400","577811","32972","34073"
"2002","35-65 y.","East Germany","28247.45","26199.25","3062","12010","17543","35128","45498","85268","27563.59","28931.31","23","255660","29420","30606"
"2002","35-65 y.","West Germany","35982.14","32258.33","10268","14778","22426","43030","59698","118506","35393.34","36570.94","0","581740","37653","38645"
