"year","e11102","hgtyp1hh","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","Employed","(Married) couple without C.","21251.68","20010.2","1494","12238","15646","25080","31425","49780","20771.37","21731.99","716","113747","19582","20301"
"1984","Employed","1-pers.-HH","12079.53","10911","678","6022","8610","14053","18444","36512","11562.78","12596.28","1033","94603","10676","11228"
"1984","Employed","Couple + C. GT 16 ","27198.29","25738","1301","16703","20078","31803","39834","57027","26636.91","27759.67","7658","129256","24816","25817"
"1984","Employed","Couple + C. LE 16","22020.38","20057.21","2191","13129","15993","25112","31411","62271","21582.53","22458.23","1907","143736","19434","19960"
"1984","Employed","Couple + C. LE and GT 16","26884.7","24720.07","1115","16777","20294","31238","38531","67087","26304.05","27465.35","5441","103309","23861","24525"
"1984","Employed","Single parent","16891.77","14930.32","350","7805","11538","19404","26426","68782","15842.06","17941.48","2568","68782","14129","16082"
"1984","Not Employed","(Married) couple without C.","14419.66","12945.47","1211","7656","10277","16566","21167","41200","13871.77","14967.55","0","170618","12578","13295"
"1984","Not Employed","1-pers.-HH","7922.57","7096.7","657","3424","5215","9817","12981","22088","7571.8","8273.34","0","39555","6595","7363"
"1984","Not Employed","Couple + C. GT 16 ","25084.39","22468.25","692","13455","17793","29126","39719","89039","24159.01","26009.77","7149","129256","20902","22710"
"1984","Not Employed","Couple + C. LE 16","17526.6","15574.54","891","10160","12769","20160","26403","46213","16930.32","18122.88","0","131250","14559","15417"
"1984","Not Employed","Couple + C. LE and GT 16","24791.04","23370","605","14721","18235","29665","36253","67087","24013.31","25568.77","5441","103309","20240","21881"
"1984","Not Employed","Single parent","13022.18","12067.14","229","4724","7516","17179","21325","58171","11975.19","14069.17","307","58171","11075","12474"
"1985","Employed","(Married) couple without C.","21686.6","20460","1344","12337","16106","25597","32140","53479","21242.62","22130.58","1174","77794","19894","20678"
"1985","Employed","1-pers.-HH","12732.47","11290.73","608","5737","8840","14344","17854","44570","11849.76","13615.18","501","169250","10886","11641"
"1985","Employed","Couple + C. GT 16 ","28178.44","26237","1336","16941","20735","33187","40846","59564","27586.9","28769.98","4768","137599","26012","27247"
"1985","Employed","Couple + C. LE 16","22295.5","20386.22","1906","12729","15845","25209","31918","65855","21827.83","22763.17","2352","142772","19450","20346"
"1985","Employed","Couple + C. LE and GT 16","28869.94","27092.43","960","17349","20864","33141","42105","68706","28155.02","29584.86","10579","129341","24614","25806"
"1985","Employed","Single parent","17469.54","15328.91","333","8550","11883","20553","29241","56141","16479.19","18459.89","3179","56141","14979","16678"
"1985","Not Employed","(Married) couple without C.","15021.68","13517","1091","8019","10788","17909","22979","42321","14575.5","15467.86","0","77794","13269","13892"
"1985","Not Employed","1-pers.-HH","8552.08","7417.66","573","3911","5568","10357","13641","27084","8066.31","9037.85","0","70914","6841","7537"
"1985","Not Employed","Couple + C. GT 16 ","24994.4","22967.73","693","13892","17727","29917","39075","57380","24229.38","25759.42","4768","63764","22004","23773"
"1985","Not Employed","Couple + C. LE 16","18497.15","16402.18","776","10709","12975","21521","27139","55891","17849.79","19144.51","2352","142772","14985","16007"
"1985","Not Employed","Couple + C. LE and GT 16","24890.92","23057.66","533","13942","17788","29456","36671","55447","24126.31","25655.53","7136","68706","20576","22373"
"1985","Not Employed","Single parent","13146.59","12428.4","213","4620","8590","16364","21288","38797","12116.02","14177.16","0","56141","10986","13265"
"1986","Employed","(Married) couple without C.","22460.54","21159.08","1380","13056","16410","26145","32821","47623","21921.74","22999.34","2593","185058","20511","21283"
"1986","Employed","1-pers.-HH","11964.87","11786.82","582","6020","9074","14030","17528","34043","11544.47","12385.27","393","50748","11167","11938"
"1986","Employed","Couple + C. GT 16 ","29295.48","26932.64","1413","16850","21170","34559","44456","64079","28585.58","30005.38","6698","215855","26894","28212"
"1986","Employed","Couple + C. LE 16","22267.28","20762.57","1735","13681","16467","25910","32376","56721","21858.31","22676.25","6056","92846","20168","20862"
"1986","Employed","Couple + C. LE and GT 16","29616.86","27002","904","17540","21787","32271","41356","72208","28871.97","30361.75","9882","121424","25064","26568"
"1986","Employed","Single parent","18202.77","16481.7","314","8518","11553","22267","28517","60141","17160","19245.54","3448","60141","15474","18168"
"1986","Not Employed","(Married) couple without C.","15096.85","13394","1008","8380","10481","17932","23286","42213","14633.04","15560.66","2593","66928","13070","14110"
"1986","Not Employed","1-pers.-HH","8485.27","7466.01","540","4114","5670","10245","13136","26253","8040.28","8930.26","0","56464","6976","7772"
"1986","Not Employed","Couple + C. GT 16 ","25248.78","22843.27","694","12992","17238","29960","38147","64079","24260.95","26236.61","6698","215855","22628","24058"
