"ple0017","year","bula_h","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"No","2010","Saxony","vocational + Abi","","","","","2"
"No","2010","Saxony","higher vocational","","","","","2"
"No","2010","Saxony","higher education","","","","","2"
"No","2010","Saxony-Anhalt","in school","","","","","2"
"No","2010","Saxony-Anhalt","inadequately","","","","","2"
"No","2010","Saxony-Anhalt","general elemantary","","","","","2"
"No","2010","Saxony-Anhalt","middle vocational","","","","","2"
"No","2010","Saxony-Anhalt","vocational + Abi","","","","","2"
"No","2010","Saxony-Anhalt","higher vocational","","","","","2"
"No","2010","Saxony-Anhalt","higher education","","","","","2"
"No","2010","Thuringia","in school","","","","","2"
"No","2010","Thuringia","inadequately","","","","","2"
"No","2010","Thuringia","general elemantary","","","","","2"
"No","2010","Thuringia","middle vocational","","","","","2"
"No","2010","Thuringia","vocational + Abi","","","","","2"
"No","2010","Thuringia","higher vocational","","","","","2"
"No","2010","Thuringia","higher education","","","","","2"
"No","2010","Schleswig-Holstein","in school","","","","","2"
"No","2010","Schleswig-Holstein","inadequately","","","","","2"
"No","2010","Schleswig-Holstein","general elemantary","","","","","2"
"No","2010","Schleswig-Holstein","middle vocational","","","","","2"
"No","2010","Schleswig-Holstein","vocational + Abi","","","","","2"
"No","2010","Schleswig-Holstein","higher vocational","","","","","2"
"No","2010","Schleswig-Holstein","higher education","","","","","2"
"No","2010","Lower Saxony","in school","","","","","2"
"No","2010","Lower Saxony","inadequately","","","","","2"
"No","2010","Lower Saxony","general elemantary","","","","","2"
"No","2010","Lower Saxony","middle vocational","","","","","2"
"No","2010","Lower Saxony","vocational + Abi","","","","","2"
"No","2010","Lower Saxony","higher vocational","","","","","2"
"No","2010","Lower Saxony","higher education","","","","","2"
"No","2010","Bremen","in school","","","","","2"
"No","2010","Bremen","inadequately","","","","","2"
"No","2010","Bremen","general elemantary","","","","","2"
"No","2010","Bremen","middle vocational","","","","","2"
"No","2010","Bremen","vocational + Abi","","","","","2"
"No","2010","Bremen","higher vocational","","","","","2"
"No","2010","Bremen","higher education","","","","","2"
"No","2010","North Rhine-Westphalia","in school","","","","","2"
"No","2010","North Rhine-Westphalia","inadequately","","","","","2"
"No","2010","North Rhine-Westphalia","general elemantary","","","","","2"
"No","2010","North Rhine-Westphalia","middle vocational","","","","","2"
"No","2010","North Rhine-Westphalia","vocational + Abi","","","","","2"
"No","2010","North Rhine-Westphalia","higher vocational","","","","","2"
"No","2010","North Rhine-Westphalia","higher education","","","","","2"
"No","2010","Hesse","in school","","","","","2"
"No","2010","Hesse","inadequately","","","","","2"
"No","2010","Hesse","general elemantary","","","","","2"
"No","2010","Hesse","middle vocational","","","","","2"
"No","2010","Hesse","vocational + Abi","","","","","2"
"No","2010","Hesse","higher vocational","","","","","2"
"No","2010","Hesse","higher education","","","","","2"
"No","2010","Rhineland-Palatinate,Saarland","in school","","","","","2"
"No","2010","Rhineland-Palatinate,Saarland","inadequately","","","","","2"
"No","2010","Rhineland-Palatinate,Saarland","general elemantary","","","","","2"
"No","2010","Rhineland-Palatinate,Saarland","middle vocational","","","","","2"
"No","2010","Rhineland-Palatinate,Saarland","vocational + Abi","","","","","2"
"No","2010","Rhineland-Palatinate,Saarland","higher vocational","","","","","2"
"No","2010","Rhineland-Palatinate,Saarland","higher education","","","","","2"
"No","2010","Baden-Württemberg","in school","","","","","2"
"No","2010","Baden-Württemberg","inadequately","","","","","2"
"No","2010","Baden-Württemberg","general elemantary","","","","","2"
"No","2010","Baden-Württemberg","middle vocational","","","","","2"
"No","2010","Baden-Württemberg","vocational + Abi","","","","","2"
"No","2010","Baden-Württemberg","higher vocational","","","","","2"
"No","2010","Baden-Württemberg","higher education","","","","","2"
"No","2010","Berlin","in school","","","","","2"
"No","2010","Berlin","inadequately","","","","","2"
"No","2010","Berlin","general elemantary","","","","","2"
"No","2010","Berlin","middle vocational","","","","","2"
"No","2010","Berlin","vocational + Abi","","","","","2"
"No","2010","Berlin","higher vocational","","","","","2"
"No","2010","Berlin","higher education","","","","","2"
"No","2010","Hamburg","in school","","","","","2"
"No","2010","Hamburg","inadequately","","","","","2"
"No","2010","Hamburg","general elemantary","","","","","2"
"No","2010","Hamburg","middle vocational","","","","","2"
"No","2010","Hamburg","vocational + Abi","","","","","2"
"No","2010","Hamburg","higher vocational","","","","","2"
"No","2010","Hamburg","higher education","","","","","2"
"Yes","2010","Schleswig-Holstein","in school","","","","","1"
"Yes","2010","Schleswig-Holstein","inadequately","","","","","1"
"Yes","2010","Schleswig-Holstein","general elemantary","","","","","1"
"Yes","2010","Schleswig-Holstein","middle vocational","","","","","1"
"Yes","2010","Schleswig-Holstein","vocational + Abi","","","","","1"
"Yes","2010","Schleswig-Holstein","higher vocational","","","","","1"
"Yes","2010","Schleswig-Holstein","higher education","","","","","1"
"Yes","2010","Hamburg","in school","","","","","1"
"Yes","2010","Hamburg","inadequately","","","","","1"
"Yes","2010","Hamburg","general elemantary","","","","","1"
"Yes","2010","Hamburg","middle vocational","","","","","1"
"Yes","2010","Hamburg","vocational + Abi","","","","","1"
"Yes","2010","Hamburg","higher vocational","","","","","1"
"Yes","2010","Hamburg","higher education","","","","","1"
"Yes","2010","Lower Saxony","in school","","","","","1"
"Yes","2010","Lower Saxony","inadequately","","","","","1"
"Yes","2010","Lower Saxony","general elemantary","","","","","1"
"Yes","2010","Lower Saxony","middle vocational","","","","","1"
"Yes","2010","Lower Saxony","vocational + Abi","","","","","1"
"Yes","2010","Lower Saxony","higher vocational","","","","","1"
"Yes","2010","Lower Saxony","higher education","","","","","1"
"Yes","2010","Bremen","in school","","","","","1"
"Yes","2010","Bremen","inadequately","","","","","1"
"Yes","2010","Bremen","general elemantary","","","","","1"
"Yes","2010","Bremen","middle vocational","","","","","1"
"Yes","2010","Bremen","vocational + Abi","","","","","1"
"Yes","2010","Bremen","higher vocational","","","","","1"
"Yes","2010","Bremen","higher education","","","","","1"
"Yes","2010","North Rhine-Westphalia","in school","","","","","1"
"Yes","2010","North Rhine-Westphalia","inadequately","","","","","1"
"Yes","2010","North Rhine-Westphalia","general elemantary","","","","","1"
"Yes","2010","North Rhine-Westphalia","middle vocational","","","","","1"
"Yes","2010","North Rhine-Westphalia","vocational + Abi","","","","","1"
"Yes","2010","North Rhine-Westphalia","higher vocational","","","","","1"
"Yes","2010","North Rhine-Westphalia","higher education","","","","","1"
"Yes","2010","Hesse","in school","","","","","1"
"Yes","2010","Hesse","inadequately","","","","","1"
"Yes","2010","Hesse","general elemantary","","","","","1"
"Yes","2010","Hesse","middle vocational","","","","","1"
"Yes","2010","Hesse","vocational + Abi","","","","","1"
"Yes","2010","Hesse","higher vocational","","","","","1"
"Yes","2010","Hesse","higher education","","","","","1"
"Yes","2010","Rhineland-Palatinate,Saarland","in school","","","","","1"
"Yes","2010","Rhineland-Palatinate,Saarland","inadequately","","","","","1"
"Yes","2010","Rhineland-Palatinate,Saarland","general elemantary","","","","","1"
"Yes","2010","Rhineland-Palatinate,Saarland","middle vocational","","","","","1"
"Yes","2010","Rhineland-Palatinate,Saarland","vocational + Abi","","","","","1"
"Yes","2010","Rhineland-Palatinate,Saarland","higher vocational","","","","","1"
"Yes","2010","Rhineland-Palatinate,Saarland","higher education","","","","","1"
"Yes","2010","Baden-Württemberg","in school","","","","","1"
"Yes","2010","Baden-Württemberg","inadequately","","","","","1"
"Yes","2010","Baden-Württemberg","general elemantary","","","","","1"
"Yes","2010","Baden-Württemberg","middle vocational","","","","","1"
"Yes","2010","Baden-Württemberg","vocational + Abi","","","","","1"
"Yes","2010","Baden-Württemberg","higher vocational","","","","","1"
"Yes","2010","Baden-Württemberg","higher education","","","","","1"
"Yes","2010","Bavaria","in school","","","","","1"
"Yes","2010","Bavaria","inadequately","","","","","1"
"Yes","2010","Bavaria","general elemantary","","","","","1"
"Yes","2010","Bavaria","middle vocational","","","","","1"
"Yes","2010","Bavaria","vocational + Abi","","","","","1"
"Yes","2010","Bavaria","higher vocational","","","","","1"
"Yes","2010","Bavaria","higher education","","","","","1"
"Yes","2010","Berlin","in school","","","","","1"
"Yes","2010","Berlin","inadequately","","","","","1"
"Yes","2010","Berlin","general elemantary","","","","","1"
"Yes","2010","Berlin","middle vocational","","","","","1"
"Yes","2010","Berlin","vocational + Abi","","","","","1"
"Yes","2010","Berlin","higher vocational","","","","","1"
"Yes","2010","Berlin","higher education","","","","","1"
"Yes","2010","Brandenburg","in school","","","","","1"
"Yes","2010","Brandenburg","inadequately","","","","","1"
"Yes","2010","Brandenburg","general elemantary","","","","","1"
"Yes","2010","Brandenburg","middle vocational","","","","","1"
"Yes","2010","Brandenburg","vocational + Abi","","","","","1"
"Yes","2010","Brandenburg","higher vocational","","","","","1"
"Yes","2010","Brandenburg","higher education","","","","","1"
"Yes","2010","Mecklenburg-Western Pomerania","in school","","","","","1"
"Yes","2010","Mecklenburg-Western Pomerania","inadequately","","","","","1"
"Yes","2010","Mecklenburg-Western Pomerania","general elemantary","","","","","1"
"Yes","2010","Mecklenburg-Western Pomerania","middle vocational","","","","","1"
"Yes","2010","Mecklenburg-Western Pomerania","vocational + Abi","","","","","1"
"Yes","2010","Mecklenburg-Western Pomerania","higher vocational","","","","","1"
"Yes","2010","Mecklenburg-Western Pomerania","higher education","","","","","1"
"Yes","2010","Saxony","in school","","","","","1"
"Yes","2010","Saxony","inadequately","","","","","1"
"Yes","2010","Saxony","general elemantary","","","","","1"
"Yes","2010","Saxony","middle vocational","","","","","1"
"Yes","2010","Saxony","vocational + Abi","","","","","1"
"Yes","2010","Saxony","higher vocational","","","","","1"
"Yes","2010","Saxony","higher education","","","","","1"
"Yes","2010","Saxony-Anhalt","in school","","","","","1"
"Yes","2010","Saxony-Anhalt","inadequately","","","","","1"
"Yes","2010","Saxony-Anhalt","general elemantary","","","","","1"
"Yes","2010","Saxony-Anhalt","middle vocational","","","","","1"
"Yes","2010","Saxony-Anhalt","vocational + Abi","","","","","1"
"Yes","2010","Saxony-Anhalt","higher vocational","","","","","1"
"Yes","2010","Saxony-Anhalt","higher education","","","","","1"
"Yes","2010","Thuringia","in school","","","","","1"
"Yes","2010","Thuringia","inadequately","","","","","1"
"Yes","2010","Thuringia","general elemantary","","","","","1"
"Yes","2010","Thuringia","middle vocational","","","","","1"
"Yes","2010","Thuringia","vocational + Abi","","","","","1"
"Yes","2010","Thuringia","higher vocational","","","","","1"
"Yes","2010","Thuringia","higher education","","","","","1"
"No","2011","Bavaria","in school","37","0.993078820654901","0.9670593954139","1.0190982458959","2"
"No","2011","Bavaria","inadequately","27","","","","2"
"No","2011","Bavaria","general elemantary","333","0.948743995782442","0.92564139026859","0.971846601296293","2"
"No","2011","Bavaria","middle vocational","1601","0.94361004399256","0.932638281357493","0.954581806627626","2"
"No","2011","Bavaria","vocational + Abi","149","0.908269336164123","0.864226962900016","0.95231170942823","2"
"No","2011","Bavaria","higher vocational","210","0.900767237601646","0.861874456981446","0.939660018221846","2"
"No","2011","Bavaria","higher education","617","0.957952462928218","0.9425236088031","0.973381317053337","2"
"No","2011","North Rhine-Westphalia","higher vocational","236","0.956360190481333","0.93118689934965","0.981533481613017","2"
"No","2011","North Rhine-Westphalia","higher education","790","0.946296770968539","0.931015522717267","0.961578019219811","2"
