"ple0017","year","bula_h","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"No","2009","Brandenburg","general elemantary","53","0.967707740763516","0.920989329128163","1.01442615239887","2"
"No","2009","Bavaria","in school","49","1","1","1","2"
"No","2009","Saxony","in school","15","","","","2"
"No","2009","Saxony","general elemantary","71","0.964798189823827","0.922522821576249","1.0070735580714","2"
"No","2009","Mecklenburg-Western Pomerania","higher education","132","0.978506434435419","0.954133113168201","1.00287975570264","2"
"No","2009","Saxony","inadequately","2","","","","2"
"No","2009","Mecklenburg-Western Pomerania","higher vocational","35","0.815997310823095","0.697389685319101","0.934604936327088","2"
"No","2009","Saxony-Anhalt","higher vocational","68","0.97715013446078","0.942145822675484","1.01215444624608","2"
"No","2009","Bavaria","inadequately","15","","","","2"
"No","2009","Bavaria","general elemantary","261","0.929218458389092","0.899017054641682","0.959419862136503","2"
"No","2009","Bavaria","middle vocational","1292","0.94144962272578","0.929008246190212","0.953890999261349","2"
"No","2009","Bavaria","vocational + Abi","121","0.942584284022769","0.902747164116616","0.982421403928922","2"
"No","2009","Bavaria","higher vocational","194","0.951266408754484","0.9217925872395","0.980740230269467","2"
"No","2009","Bavaria","higher education","516","0.95471838266951","0.937149038083817","0.972287727255203","2"
"No","2009","Thuringia","higher education","169","0.924310265265765","0.885453605054406","0.963166925477124","2"
"No","2009","Brandenburg","in school","13","","","","2"
"No","2009","Brandenburg","inadequately","","","","","2"
"No","2009","Mecklenburg-Western Pomerania","middle vocational","236","0.954520965436253","0.928378199642649","0.980663731229857","2"
"No","2009","Mecklenburg-Western Pomerania","vocational + Abi","8","","","","2"
"No","2009","Schleswig-Holstein","in school","10","","","","2"
"No","2009","Schleswig-Holstein","inadequately","5","","","","2"
"No","2009","Schleswig-Holstein","general elemantary","51","0.978243323914652","0.9389670865897","1.0175195612396","2"
"No","2009","Schleswig-Holstein","middle vocational","264","0.929436086013521","0.899439614514204","0.959432557512838","2"
"No","2009","Schleswig-Holstein","vocational + Abi","28","","","","2"
"No","2009","Schleswig-Holstein","higher vocational","40","0.96720361781462","0.913970023723666","1.02043721190557","2"
"No","2009","Schleswig-Holstein","higher education","76","0.882366665487108","0.813056203250665","0.951677127723551","2"
"No","2009","Saxony","higher education","320","0.94547630760759","0.921483182174772","0.969469433040408","2"
"No","2009","Saxony-Anhalt","in school","8","","","","2"
"No","2009","Saxony-Anhalt","inadequately","5","","","","2"
"No","2009","Saxony-Anhalt","general elemantary","45","0.983473132474724","0.946630920404566","1.02031534454488","2"
"No","2009","Saxony-Anhalt","middle vocational","382","0.947520634217366","0.9256678527607","0.969373415674032","2"
"No","2009","Saxony-Anhalt","vocational + Abi","26","","","","2"
"No","2009","Lower Saxony","in school","28","","","","2"
"No","2009","Lower Saxony","inadequately","13","","","","2"
"No","2009","Lower Saxony","general elemantary","176","0.927989335582588","0.891424183982839","0.964554487182336","2"
"No","2009","Lower Saxony","middle vocational","832","0.955752608088088","0.942103432115133","0.969401784061042","2"
"No","2009","Lower Saxony","vocational + Abi","92","0.910031459164513","0.853380326877314","0.966682591451712","2"
"No","2009","Lower Saxony","higher vocational","102","0.952636924164564","0.912007834085353","0.993266014243774","2"
"No","2009","Lower Saxony","higher education","291","0.951001730393235","0.926815487897939","0.975187972888532","2"
"No","2009","Bremen","in school","2","","","","2"
"No","2009","Bremen","inadequately","","","","","2"
"No","2009","Bremen","general elemantary","12","","","","2"
"No","2009","Bremen","middle vocational","56","0.979345666931555","0.943054939266245","1.01563639459687","2"
"No","2009","Bremen","vocational + Abi","10","","","","2"
"No","2009","Bremen","higher vocational","6","","","","2"
"No","2009","Bremen","higher education","28","","","","2"
"No","2009","North Rhine-Westphalia","in school","74","0.976883685848555","0.942874347586882","1.01089302411023","2"
"No","2009","North Rhine-Westphalia","inadequately","53","1","1","1","2"
"No","2009","North Rhine-Westphalia","general elemantary","391","0.955742011645998","0.935954544074669","0.975529479217327","2"
"No","2009","North Rhine-Westphalia","middle vocational","1689","0.958210693865834","0.948864570703108","0.967556817028561","2"
"No","2009","North Rhine-Westphalia","vocational + Abi","251","0.928627709156185","0.898032792359071","0.9592226259533","2"
"No","2009","North Rhine-Westphalia","higher vocational","235","0.949227769319747","0.922282883938804","0.97617265470069","2"
"No","2009","North Rhine-Westphalia","higher education","707","0.938676117335126","0.921436233728878","0.955916000941375","2"
"No","2009","Hesse","in school","20","","","","2"
"No","2009","Hesse","inadequately","7","","","","2"
"No","2009","Hesse","general elemantary","113","0.96085445510559","0.926298302657205","0.995410607553975","2"
"No","2009","Hesse","middle vocational","546","0.947595420138526","0.929444238305603","0.96574660197145","2"
"No","2009","Hesse","vocational + Abi","88","0.995476968707837","0.98161396814642","1.00933996926925","2"
"No","2009","Rhineland-Palatinate,Saarland","higher vocational","76","0.957777020909211","0.913432375341876","1.00212166647655","2"
"No","2009","Rhineland-Palatinate,Saarland","higher education","151","0.936908538506729","0.89981143419032","0.974005642823138","2"
"No","2009","Baden-Württemberg","in school","37","0.973024397602431","0.922177644178707","1.02387115102615","2"
"No","2009","Baden-Württemberg","inadequately","31","0.901100432364143","0.802200074203138","1.00000079052515","2"
"No","2009","Baden-Württemberg","general elemantary","262","0.948903877086885","0.922926300464742","0.974881453709027","2"
"No","2009","Baden-Württemberg","middle vocational","956","0.938294464347638","0.923447620244837","0.953141308450439","2"
"No","2009","Baden-Württemberg","vocational + Abi","112","0.928113105071526","0.881898123618329","0.974328086524723","2"
"No","2009","Brandenburg","middle vocational","364","0.941456865322977","0.918036555362905","0.96487717528305","2"
"No","2009","Brandenburg","vocational + Abi","27","","","","2"
"No","2009","Brandenburg","higher vocational","59","0.943192427023714","0.88510442436904","1.00128042967839","2"
"No","2009","Brandenburg","higher education","228","0.971891266169198","0.950936702514331","0.992845829824064","2"
"No","2009","Mecklenburg-Western Pomerania","in school","6","","","","2"
"No","2009","Mecklenburg-Western Pomerania","inadequately","4","","","","2"
"No","2009","Mecklenburg-Western Pomerania","general elemantary","22","","","","2"
"No","2009","Saxony","middle vocational","722","0.961106133470722","0.947287490224072","0.974924776717372","2"
"No","2009","Saxony","vocational + Abi","50","0.820959799703725","0.717743953028498","0.924175646378952","2"
"No","2009","Saxony","higher vocational","117","0.958322214781445","0.922712909591409","0.993931519971481","2"
"No","2009","Saxony-Anhalt","higher education","186","0.913603365382577","0.874568848277323","0.952637882487832","2"
"No","2009","Thuringia","in school","7","","","","2"
"No","2009","Thuringia","inadequately","1","","","","2"
"No","2009","Thuringia","general elemantary","52","1","1","1","2"
"No","2009","Thuringia","middle vocational","467","0.955855050573247","0.937740767592886","0.973969333553608","2"
"No","2009","Thuringia","vocational + Abi","20","","","","2"
"No","2009","Thuringia","higher vocational","51","0.977058445778442","0.936751318553687","1.0173655730032","2"
"No","2009","Hesse","higher vocational","67","0.949840075851907","0.8990682716049","1.00061188009891","2"
"No","2009","Hesse","higher education","308","0.963250420126667","0.942571382480602","0.983929457772731","2"
"No","2009","Rhineland-Palatinate,Saarland","in school","17","","","","2"
"No","2009","Rhineland-Palatinate,Saarland","inadequately","12","","","","2"
"No","2009","Rhineland-Palatinate,Saarland","general elemantary","148","0.928313622813089","0.888216315672196","0.968410929953982","2"
"No","2009","Rhineland-Palatinate,Saarland","middle vocational","498","0.944659194941522","0.925007195929887","0.964311193953158","2"
"No","2009","Rhineland-Palatinate,Saarland","vocational + Abi","48","0.98100790681139","0.943173601946985","1.01884221167579","2"
"No","2009","Baden-Württemberg","higher vocational","150","0.968940825037734","0.941542039336511","0.996339610738957","2"
"No","2009","Baden-Württemberg","higher education","417","0.956696276372046","0.93774249394952","0.975650058794572","2"
"No","2009","Berlin","in school","12","","","","2"
"No","2009","Berlin","inadequately","9","","","","2"
"No","2009","Berlin","general elemantary","39","0.927209210739225","0.850446759314174","1.00397166216428","2"
"No","2009","Berlin","middle vocational","255","0.950528955655648","0.92466324448105","0.976394666830246","2"
"No","2009","Berlin","vocational + Abi","34","0.943950110698547","0.870816301703079","1.01708391969401","2"
"No","2009","Berlin","higher vocational","48","0.933938257790953","0.867066267254241","1.00081024832766","2"
"No","2009","Berlin","higher education","230","0.917708926949559","0.883437794513374","0.951980059385744","2"
"No","2009","Hamburg","in school","8","","","","2"
"No","2009","Hamburg","inadequately","1","","","","2"
"No","2009","Hamburg","general elemantary","14","","","","2"
"No","2009","Hamburg","middle vocational","112","0.961276949209801","0.926317530140628","0.996236368278975","2"
"No","2009","Hamburg","vocational + Abi","23","","","","2"
"No","2009","Hamburg","higher vocational","19","","","","2"
"No","2009","Hamburg","higher education","77","0.97527577527069","0.941459120701761","1.00909242983962","2"
"Yes","2009","Schleswig-Holstein","in school","1","","","","1"
"Yes","2009","Schleswig-Holstein","inadequately","","","","","1"
"Yes","2009","Schleswig-Holstein","general elemantary","2","","","","1"
"Yes","2009","Schleswig-Holstein","middle vocational","16","","","","1"
"Yes","2009","Schleswig-Holstein","vocational + Abi","3","","","","1"
"Yes","2009","Schleswig-Holstein","higher vocational","3","","","","1"
"Yes","2009","Schleswig-Holstein","higher education","7","","","","1"
"Yes","2009","Hamburg","in school","","","","","1"
"Yes","2009","Hamburg","inadequately","","","","","1"
"Yes","2009","Hamburg","general elemantary","","","","","1"
"Yes","2009","Hamburg","middle vocational","5","","","","1"
"Yes","2009","Hamburg","vocational + Abi","2","","","","1"
"Yes","2009","Hamburg","higher vocational","2","","","","1"
"Yes","2009","Hamburg","higher education","4","","","","1"
"Yes","2009","Lower Saxony","in school","1","","","","1"
"Yes","2009","Lower Saxony","inadequately","1","","","","1"
"Yes","2009","Lower Saxony","general elemantary","16","","","","1"
"Yes","2009","Lower Saxony","middle vocational","40","0.0442473919119121","0.0305982159389575","0.0578965678848667","1"
"Yes","2009","Lower Saxony","vocational + Abi","6","","","","1"
"Yes","2009","Lower Saxony","higher vocational","3","","","","1"
"Yes","2009","Lower Saxony","higher education","15","","","","1"
"Yes","2009","Bremen","in school","1","","","","1"
"Yes","2009","Bremen","inadequately","","","","","1"
"Yes","2009","Bremen","general elemantary","","","","","1"
"Yes","2009","Bremen","middle vocational","3","","","","1"
"Yes","2009","Bremen","vocational + Abi","","","","","1"
"Yes","2009","Bremen","higher vocational","","","","","1"
"Yes","2009","Bremen","higher education","","","","","1"
"Yes","2009","North Rhine-Westphalia","in school","1","","","","1"
"Yes","2009","North Rhine-Westphalia","inadequately","","","","","1"
"Yes","2009","North Rhine-Westphalia","general elemantary","24","","","","1"
"Yes","2009","North Rhine-Westphalia","middle vocational","72","0.0417893061341656","0.0324431829714394","0.0511354292968919","1"
"Yes","2009","North Rhine-Westphalia","vocational + Abi","21","","","","1"
"Yes","2009","North Rhine-Westphalia","higher vocational","20","","","","1"
"Yes","2009","North Rhine-Westphalia","higher education","37","0.0613238826648737","0.044083999058625","0.0785637662711224","1"
"Yes","2009","Hesse","in school","1","","","","1"
"Yes","2009","Hesse","inadequately","3","","","","1"
"Yes","2009","Hesse","general elemantary","8","","","","1"
"Yes","2009","Hesse","middle vocational","33","0.0524045798614736","0.0342533980285502","0.070555761694397","1"
"Yes","2009","Hesse","vocational + Abi","2","","","","1"
"Yes","2009","Hesse","higher vocational","4","","","","1"
"Yes","2009","Hesse","higher education","10","","","","1"
"Yes","2009","Rhineland-Palatinate,Saarland","in school","","","","","1"
"Yes","2009","Rhineland-Palatinate,Saarland","inadequately","1","","","","1"
"Yes","2009","Rhineland-Palatinate,Saarland","general elemantary","11","","","","1"
"Yes","2009","Rhineland-Palatinate,Saarland","middle vocational","22","","","","1"
"Yes","2009","Rhineland-Palatinate,Saarland","vocational + Abi","2","","","","1"
"Yes","2009","Rhineland-Palatinate,Saarland","higher vocational","3","","","","1"
"Yes","2009","Rhineland-Palatinate,Saarland","higher education","14","","","","1"
"Yes","2009","Baden-Württemberg","in school","2","","","","1"
"Yes","2009","Baden-Württemberg","inadequately","4","","","","1"
"Yes","2009","Baden-Württemberg","general elemantary","14","","","","1"
"Yes","2009","Baden-Württemberg","middle vocational","53","0.0617055356523619","0.046858691549561","0.0765523797551627","1"
"Yes","2009","Baden-Württemberg","vocational + Abi","8","","","","1"
"Yes","2009","Baden-Württemberg","higher vocational","4","","","","1"
"Yes","2009","Baden-Württemberg","higher education","26","","","","1"
"Yes","2009","Bavaria","in school","","","","","1"
"Yes","2009","Bavaria","inadequately","1","","","","1"
"Yes","2009","Bavaria","general elemantary","16","","","","1"
"Yes","2009","Bavaria","middle vocational","76","0.0585503772742196","0.0461090007386511","0.0709917538097882","1"
"Yes","2009","Bavaria","vocational + Abi","10","","","","1"
"Yes","2009","Bavaria","higher vocational","11","","","","1"
"Yes","2009","Bavaria","higher education","22","","","","1"
"Yes","2009","Berlin","in school","","","","","1"
"Yes","2009","Berlin","inadequately","","","","","1"
"Yes","2009","Berlin","general elemantary","5","","","","1"
"Yes","2009","Berlin","middle vocational","15","","","","1"
"Yes","2009","Berlin","vocational + Abi","4","","","","1"
"Yes","2009","Berlin","higher vocational","5","","","","1"
"Yes","2009","Berlin","higher education","17","","","","1"
"Yes","2009","Brandenburg","in school","","","","","1"
"Yes","2009","Brandenburg","inadequately","","","","","1"
"Yes","2009","Brandenburg","general elemantary","2","","","","1"
"Yes","2009","Brandenburg","middle vocational","22","","","","1"
"Yes","2009","Brandenburg","vocational + Abi","1","","","","1"
"Yes","2009","Brandenburg","higher vocational","2","","","","1"
"Yes","2009","Brandenburg","higher education","11","","","","1"
"Yes","2009","Mecklenburg-Western Pomerania","in school","","","","","1"
"Yes","2009","Mecklenburg-Western Pomerania","inadequately","","","","","1"
"Yes","2009","Mecklenburg-Western Pomerania","general elemantary","1","","","","1"
"Yes","2009","Mecklenburg-Western Pomerania","middle vocational","8","","","","1"
"Yes","2009","Mecklenburg-Western Pomerania","vocational + Abi","1","","","","1"
"Yes","2009","Mecklenburg-Western Pomerania","higher vocational","6","","","","1"
"Yes","2009","Mecklenburg-Western Pomerania","higher education","4","","","","1"
"Yes","2009","Saxony","in school","","","","","1"
"Yes","2009","Saxony","inadequately","","","","","1"
"Yes","2009","Saxony","general elemantary","2","","","","1"
"Yes","2009","Saxony","middle vocational","30","0.038893866529278","0.0250752232826283","0.0527125097759278","1"
"Yes","2009","Saxony","vocational + Abi","3","","","","1"
"Yes","2009","Saxony","higher vocational","4","","","","1"
"Yes","2009","Saxony","higher education","24","","","","1"
"Yes","2009","Saxony-Anhalt","in school","","","","","1"
"Yes","2009","Saxony-Anhalt","inadequately","1","","","","1"
"Yes","2009","Saxony-Anhalt","general elemantary","1","","","","1"
"Yes","2009","Saxony-Anhalt","middle vocational","18","","","","1"
"Yes","2009","Saxony-Anhalt","vocational + Abi","1","","","","1"
"Yes","2009","Saxony-Anhalt","higher vocational","2","","","","1"
"Yes","2009","Saxony-Anhalt","higher education","13","","","","1"
"Yes","2009","Thuringia","in school","","","","","1"
"Yes","2009","Thuringia","inadequately","","","","","1"
"Yes","2009","Thuringia","general elemantary","","","","","1"
"Yes","2009","Thuringia","middle vocational","27","","","","1"
"Yes","2009","Thuringia","vocational + Abi","1","","","","1"
"Yes","2009","Thuringia","higher vocational","2","","","","1"
"Yes","2009","Thuringia","higher education","9","","","","1"
"No","2010","Bavaria","higher education","","","","","2"
"No","2010","Brandenburg","in school","","","","","2"
"No","2010","Brandenburg","general elemantary","","","","","2"
"No","2010","Mecklenburg-Western Pomerania","middle vocational","","","","","2"
"No","2010","Bavaria","in school","","","","","2"
"No","2010","Mecklenburg-Western Pomerania","higher education","","","","","2"
"No","2010","Saxony","in school","","","","","2"
"No","2010","Saxony","inadequately","","","","","2"
"No","2010","Saxony","general elemantary","","","","","2"
"No","2010","Mecklenburg-Western Pomerania","higher vocational","","","","","2"
"No","2010","Bavaria","inadequately","","","","","2"
"No","2010","Bavaria","general elemantary","","","","","2"
"No","2010","Bavaria","middle vocational","","","","","2"
"No","2010","Bavaria","vocational + Abi","","","","","2"
"No","2010","Bavaria","higher vocational","","","","","2"
"No","2010","Brandenburg","inadequately","","","","","2"
"No","2010","Mecklenburg-Western Pomerania","vocational + Abi","","","","","2"
"No","2010","Brandenburg","middle vocational","","","","","2"
"No","2010","Brandenburg","vocational + Abi","","","","","2"
"No","2010","Brandenburg","higher vocational","","","","","2"
"No","2010","Brandenburg","higher education","","","","","2"
"No","2010","Mecklenburg-Western Pomerania","in school","","","","","2"
"No","2010","Mecklenburg-Western Pomerania","inadequately","","","","","2"
"No","2010","Mecklenburg-Western Pomerania","general elemantary","","","","","2"
"No","2010","Saxony","middle vocational","","","","","2"
