"ple0017","year","sex","n","percent","lower_confidence","upper_confidence","value"
"No","2009","Male","8458","0.975921357403803","0.972689783269746","0.979152931537861","2"
"No","2009","Female","8739","0.923435790087866","0.91808381147187","0.928787768703862","2"
"Yes","2009","Male","186","0.0240786425961965","0.0208470684621389","0.0273102167302541","1"
"Yes","2009","Female","743","0.0765642099121342","0.0712122312961382","0.0819161885281302","1"
"No","2010","Male","","","","","2"
"No","2010","Female","","","","","2"
"Yes","2010","Male","","","","","1"
"Yes","2010","Female","","","","","1"
"No","2011","Male","9610","0.975841311068174","0.972807427628329","0.978875194508019","2"
"No","2011","Female","10090","0.916942579651252","0.911790318365831","0.922094840936673","2"
"Yes","2011","Male","229","0.0241586889318259","0.0211248054919806","0.0271925723716713","1"
"Yes","2011","Female","931","0.0830574203487481","0.0779051590633274","0.0882096816341688","1"
"No","2012","Male","","","","","2"
"No","2012","Female","","","","","2"
"Yes","2012","Male","","","","","1"
"Yes","2012","Female","","","","","1"
"No","2013","Male","8630","0.972323702258937","0.968910611694465","0.97573679282341","2"
"No","2013","Female","9122","0.902392279089676","0.896603437245336","0.908181120934017","2"
"Yes","2013","Male","244","0.027676297741063","0.0242632071765906","0.0310893883055354","1"
"Yes","2013","Female","975","0.0976077209103239","0.0918188790659833","0.103396562754664","1"
"No","2014","Male","","","","","2"
"No","2014","Female","","","","","2"
"Yes","2014","Male","","","","","1"
"Yes","2014","Female","","","","","1"
"No","2015","Male","11192","0.969056080051254","0.965893507280401","0.972218652822107","2"
"No","2015","Female","12259","0.902563739681718","0.897589424604834","0.907538054758603","2"
"Yes","2015","Male","325","0.0309439199487459","0.0277813471778927","0.0341064927195992","1"
"Yes","2015","Female","1394","0.0974362603182817","0.0924619452413971","0.102410575395166","1"
"No","2016","Male","","","","","2"
"No","2016","Female","","","","","2"
"Yes","2016","Male","","","","","1"
"Yes","2016","Female","","","","","1"
"No","2017","Male","11940","0.964738095256552","0.961483734404928","0.967992456108177","2"
"No","2017","Female","12870","0.897457943275139","0.892500402228153","0.902415484322125","2"
"Yes","2017","Male","399","0.0352619047434477","0.032007543891823","0.0385162655950723","1"
"Yes","2017","Female","1514","0.102542056724861","0.0975845156778749","0.107499597771847","1"
"No","2018","Male","","","","","2"
"No","2018","Female","","","","","2"
"Yes","2018","Male","","","","","1"
"Yes","2018","Female","","","","","1"
"No","2019","Male","11928","0.962713596106507","0.959372525352915","0.966054666860098","2"
"No","2019","Female","12023","0.895333731356515","0.890173279696236","0.900494183016794","2"
"Yes","2019","Male","425","0.0372864038934932","0.0339453331399018","0.0406274746470846","1"
"Yes","2019","Female","1495","0.104666268643485","0.099505816983206","0.109826720303764","1"
