"ple0017","year","hgtyp1hh","sampreg","n","percent","lower_confidence","upper_confidence"
"Yes","2009","1-pers.-HH","West Germany","90","0.0382916847917799","0.0302138982007055","0.0463694713828543"
"Yes","2009","1-pers.-HH","East Germany","45","0.0584188992085569","0.0415435919337151","0.0752942064833987"
"Yes","2009","(Married) couple without C. ","West Germany","258","0.0529706970059788","0.046677641083307","0.0592637529286507"
"Yes","2009","(Married) couple without C. ","East Germany","76","0.0431142015117514","0.0337698319838875","0.0524585710396153"
"Yes","2009","Single parent ","West Germany","57","0.0746311550545642","0.0555414191682787","0.0937208909408496"
"Yes","2009","Single parent ","East Germany","12","","",""
"Yes","2009","Couple + C. LE 16 ","West Germany","159","0.0745443198624572","0.0637131574889714","0.085375482235943"
"Yes","2009","Couple + C. LE 16 ","East Germany","35","0.0501452570577277","0.0326969062717825","0.0675936078436729"
"Yes","2009","Couple + C. GT 16 ","West Germany","85","0.0340282191190401","0.0266634619283635","0.0413929763097167"
"Yes","2009","Couple + C. GT 16 ","East Germany","36","0.0398282058770042","0.0265800568213888","0.0530763549326197"
"Yes","2009","Couple + C. LE and GT 16","West Germany","46","0.0549182339632602","0.0404993462100277","0.0693371217164926"
"Yes","2009","Couple + C. LE and GT 16","East Germany","14","","",""
"No","2009","1-pers.-HH","West Germany","2078","0.96170831520822","0.953630528617146","0.969786101799294"
"No","2009","1-pers.-HH","East Germany","697","0.941581100791443","0.924705793516601","0.958456408066285"
"No","2009","(Married) couple without C. ","West Germany","4608","0.947029302994021","0.940736247071349","0.953322358916693"
"No","2009","(Married) couple without C. ","East Germany","1739","0.956885798488249","0.947541428960385","0.966230168016112"
"No","2009","Single parent ","West Germany","671","0.925368844945436","0.90627910905915","0.944458580831721"
"No","2009","Single parent ","East Germany","256","0.945013835365311","0.917722392843247","0.972305277887375"
"No","2009","Couple + C. LE 16 ","West Germany","2100","0.925455680137543","0.914624517764057","0.936286842511029"
"No","2009","Couple + C. LE 16 ","East Germany","566","0.949854742942272","0.932406392156327","0.967303093728217"
"No","2009","Couple + C. GT 16 ","West Germany","2243","0.96597178088096","0.958607023690283","0.973336538071637"
"No","2009","Couple + C. GT 16 ","East Germany","801","0.960171794122996","0.94692364506738","0.973419943178611"
"No","2009","Couple + C. LE and GT 16","West Germany","913","0.94508176603674","0.930662878283507","0.959500653789972"
"No","2009","Couple + C. LE and GT 16","East Germany","208","0.94377247759507","0.913469888866011","0.974075066324129"
"Yes","2010","1-pers.-HH","West Germany","","","",""
"Yes","2010","1-pers.-HH","East Germany","","","",""
"Yes","2010","(Married) couple without C. ","West Germany","","","",""
"Yes","2010","(Married) couple without C. ","East Germany","","","",""
"Yes","2010","Single parent ","West Germany","","","",""
"Yes","2010","Single parent ","East Germany","","","",""
"Yes","2010","Couple + C. LE 16 ","West Germany","","","",""
"Yes","2010","Couple + C. LE 16 ","East Germany","","","",""
"Yes","2010","Couple + C. GT 16 ","West Germany","","","",""
"Yes","2010","Couple + C. GT 16 ","East Germany","","","",""
"Yes","2010","Couple + C. LE and GT 16","West Germany","","","",""
"Yes","2010","Couple + C. LE and GT 16","East Germany","","","",""
"No","2010","1-pers.-HH","West Germany","","","",""
"No","2010","1-pers.-HH","East Germany","","","",""
"No","2010","(Married) couple without C. ","West Germany","","","",""
"No","2010","(Married) couple without C. ","East Germany","","","",""
"No","2010","Single parent ","West Germany","","","",""
"No","2010","Single parent ","East Germany","","","",""
"No","2010","Couple + C. LE 16 ","West Germany","","","",""
"No","2010","Couple + C. LE 16 ","East Germany","","","",""
"No","2010","Couple + C. GT 16 ","West Germany","","","",""
"No","2010","Couple + C. GT 16 ","East Germany","","","",""
"No","2010","Couple + C. LE and GT 16","West Germany","","","",""
"No","2010","Couple + C. LE and GT 16","East Germany","","","",""
"Yes","2011","1-pers.-HH","West Germany","147","0.0530661907106531","0.0445649969427352","0.061567384478571"
"Yes","2011","1-pers.-HH","East Germany","52","0.0551283025000658","0.0402423048513759","0.0700143001487557"
"Yes","2011","(Married) couple without C. ","West Germany","323","0.0562413926784735","0.0504446529530519","0.0620381324038952"
"Yes","2011","(Married) couple without C. ","East Germany","74","0.0386602579390388","0.030369377264356","0.0469511386137217"
"Yes","2011","Single parent ","West Germany","64","0.0596566181651548","0.0440521487264693","0.0752610876038403"
"Yes","2011","Single parent ","East Germany","23","","",""
"Yes","2011","Couple + C. LE 16 ","West Germany","182","0.0726502668075559","0.0623723421134661","0.0829281915016457"
"Yes","2011","Couple + C. LE 16 ","East Germany","44","0.0698093678664576","0.0504706353054147","0.0891481004275006"
"Yes","2011","Couple + C. GT 16 ","West Germany","109","0.0439985570694484","0.0359494378986504","0.0520476762402464"
"Yes","2011","Couple + C. GT 16 ","East Germany","34","0.0370540364401503","0.0231302579757649","0.0509778149045357"
