"pli0093_h","year","age_gr","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Rarely","2005","16-34 y.","Couple + C. LE and GT 16","167","0.260798287645465","0.226621022159239","0.294975553131692"
"Rarely","2005","35-65 y.","1-pers.-HH","330","0.279785024178551","0.254226708967218","0.305343339389884"
"Rarely","2005","35-65 y.","(Married) couple without C. ","1183","0.320391729515912","0.305360314703697","0.335423144328128"
"Rarely","2005","35-65 y.","Single parent ","139","0.226108757651856","0.192006523680041","0.260210991623671"
"Rarely","2005","35-65 y.","Couple + C. LE 16 ","863","0.327420166132153","0.309416851541963","0.345423480722342"
"Rarely","2005","35-65 y.","Couple + C. GT 16 ","651","0.313616047200452","0.293912655625587","0.333319438775318"
"Rarely","2005","35-65 y.","Couple + C. LE and GT 16","325","0.285271469249274","0.258088625596336","0.312454312902211"
"Rarely","2005","66 and older","1-pers.-HH","143","0.135561421993199","0.11499245860924","0.156130385377158"
"Rarely","2005","66 and older","(Married) couple without C. ","505","0.215656093574318","0.198992284049363","0.232319903099272"
"Rarely","2005","66 and older","Single parent ","8","","",""
"Rarely","2005","66 and older","Couple + C. LE 16 ","1","","",""
"Rarely","2005","66 and older","Couple + C. GT 16 ","39","0.225895689507754","0.162089937182813","0.289701441832696"
"Rarely","2005","66 and older","Couple + C. LE and GT 16","2","","",""
"Never","2005","16-34 y.","1-pers.-HH","289","0.441828979949612","0.404881987051684","0.47877597284754"
"Never","2005","16-34 y.","(Married) couple without C. ","458","0.5031789470673","0.471283894642178","0.535073999492422"
"Never","2005","16-34 y.","Single parent ","234","0.533236320491106","0.48779342617327","0.578679214808943"
"Never","2005","16-34 y.","Couple + C. LE 16 ","654","0.611495020680208","0.582572877425353","0.640417163935063"
"Never","2005","16-34 y.","Couple + C. GT 16 ","550","0.440045215990337","0.413437504731455","0.46665292724922"
"Never","2005","16-34 y.","Couple + C. LE and GT 16","277","0.461062252892395","0.422260392622632","0.499864113162159"
"Never","2005","35-65 y.","1-pers.-HH","645","0.536179571049744","0.507786067543567","0.564573074555922"
"Never","2005","35-65 y.","(Married) couple without C. ","1899","0.53568517113531","0.519619792227749","0.551750550042871"
"Never","2005","35-65 y.","Single parent ","351","0.620665670279732","0.581108600973604","0.660222739585859"
"Never","2005","35-65 y.","Couple + C. LE 16 ","1334","0.522357912214716","0.503194924549938","0.541520899879494"
"Never","2005","35-65 y.","Couple + C. GT 16 ","1160","0.556543560129196","0.535445945594659","0.577641174663733"
"Never","2005","35-65 y.","Couple + C. LE and GT 16","589","0.615891838277828","0.586611630749707","0.645172045805948"
"Never","2005","66 and older","1-pers.-HH","803","0.75320974940766","0.72730381611267","0.779115682702651"
"Never","2005","66 and older","(Married) couple without C. ","1496","0.653835546637882","0.634559602415417","0.673111490860347"
"Never","2005","66 and older","Single parent ","48","0.824440153088945","0.728968303150539","0.919912003027352"
"Never","2005","66 and older","Couple + C. LE 16 ","1","","",""
"Never","2005","66 and older","Couple + C. GT 16 ","107","0.637628638625023","0.56428423862884","0.710973038621205"
"Never","2005","66 and older","Couple + C. LE and GT 16","1","","",""
"Daily","2006","16-34 y.","1-pers.-HH","","","",""
"Daily","2006","16-34 y.","(Married) couple without C. ","","","",""
"Daily","2006","16-34 y.","Single parent ","","","",""
"Daily","2006","16-34 y.","Couple + C. LE 16 ","","","",""
"Daily","2006","16-34 y.","Couple + C. GT 16 ","","","",""
"Daily","2006","16-34 y.","Couple + C. LE and GT 16","","","",""
"Daily","2006","35-65 y.","1-pers.-HH","","","",""
"Daily","2006","35-65 y.","(Married) couple without C. ","","","",""
"Daily","2006","35-65 y.","Single parent ","","","",""
"Daily","2006","35-65 y.","Couple + C. LE 16 ","","","",""
"Daily","2006","35-65 y.","Couple + C. GT 16 ","","","",""
"Daily","2006","35-65 y.","Couple + C. LE and GT 16","","","",""
"Daily","2006","66 and older","1-pers.-HH","","","",""
"Daily","2006","66 and older","(Married) couple without C. ","","","",""
"Daily","2006","66 and older","Single parent ","","","",""
"Daily","2006","66 and older","Couple + C. LE 16 ","","","",""
"Daily","2006","66 and older","Couple + C. GT 16 ","","","",""
"Daily","2006","66 and older","Couple + C. LE and GT 16","","","",""
"Min 1x per week","2006","16-34 y.","1-pers.-HH","","","",""
"Min 1x per week","2006","16-34 y.","(Married) couple without C. ","","","",""
"Min 1x per week","2006","16-34 y.","Single parent ","","","",""
"Min 1x per week","2006","16-34 y.","Couple + C. LE 16 ","","","",""
"Min 1x per week","2006","16-34 y.","Couple + C. GT 16 ","","","",""
"Min 1x per week","2006","16-34 y.","Couple + C. LE and GT 16","","","",""
"Min 1x per week","2006","35-65 y.","1-pers.-HH","","","",""
"Min 1x per week","2006","35-65 y.","(Married) couple without C. ","","","",""
"Min 1x per week","2006","35-65 y.","Single parent ","","","",""
"Min 1x per week","2006","35-65 y.","Couple + C. LE 16 ","","","",""
"Min 1x per week","2006","35-65 y.","Couple + C. GT 16 ","","","",""
"Min 1x per week","2006","35-65 y.","Couple + C. LE and GT 16","","","",""
"Min 1x per week","2006","66 and older","1-pers.-HH","","","",""
"Min 1x per week","2006","66 and older","(Married) couple without C. ","","","",""
"Min 1x per week","2006","66 and older","Single parent ","","","",""
"Min 1x per week","2006","66 and older","Couple + C. LE 16 ","","","",""
"Min 1x per week","2006","66 and older","Couple + C. GT 16 ","","","",""
"Min 1x per week","2006","66 and older","Couple + C. LE and GT 16","","","",""
"Min 1x per month","2006","16-34 y.","1-pers.-HH","","","",""
"Min 1x per month","2006","16-34 y.","(Married) couple without C. ","","","",""
"Min 1x per month","2006","16-34 y.","Single parent ","","","",""
"Min 1x per month","2006","16-34 y.","Couple + C. LE 16 ","","","",""
"Min 1x per month","2006","16-34 y.","Couple + C. GT 16 ","","","",""
"Min 1x per month","2006","16-34 y.","Couple + C. LE and GT 16","","","",""
"Min 1x per month","2006","35-65 y.","1-pers.-HH","","","",""
"Min 1x per month","2006","35-65 y.","(Married) couple without C. ","","","",""
"Min 1x per month","2006","35-65 y.","Single parent ","","","",""
"Min 1x per month","2006","35-65 y.","Couple + C. LE 16 ","","","",""
"Min 1x per month","2006","35-65 y.","Couple + C. GT 16 ","","","",""
"Min 1x per month","2006","35-65 y.","Couple + C. LE and GT 16","","","",""
"Min 1x per month","2006","66 and older","1-pers.-HH","","","",""
"Min 1x per month","2006","66 and older","(Married) couple without C. ","","","",""
"Min 1x per month","2006","66 and older","Single parent ","","","",""
"Min 1x per month","2006","66 and older","Couple + C. LE 16 ","","","",""
"Min 1x per month","2006","66 and older","Couple + C. GT 16 ","","","",""
"Min 1x per month","2006","66 and older","Couple + C. LE and GT 16","","","",""
"Rarely","2006","16-34 y.","1-pers.-HH","","","",""
"Rarely","2006","16-34 y.","(Married) couple without C. ","","","",""
"Rarely","2006","16-34 y.","Single parent ","","","",""
"Rarely","2006","16-34 y.","Couple + C. LE 16 ","","","",""
"Rarely","2006","16-34 y.","Couple + C. GT 16 ","","","",""
"Rarely","2006","16-34 y.","Couple + C. LE and GT 16","","","",""
"Rarely","2006","35-65 y.","1-pers.-HH","","","",""
"Rarely","2006","35-65 y.","(Married) couple without C. ","","","",""
"Rarely","2006","35-65 y.","Single parent ","","","",""
"Rarely","2006","35-65 y.","Couple + C. LE 16 ","","","",""
"Rarely","2006","35-65 y.","Couple + C. GT 16 ","","","",""
"Rarely","2006","35-65 y.","Couple + C. LE and GT 16","","","",""
"Rarely","2006","66 and older","1-pers.-HH","","","",""
"Rarely","2006","66 and older","(Married) couple without C. ","","","",""
"Rarely","2006","66 and older","Single parent ","","","",""
"Rarely","2006","66 and older","Couple + C. LE 16 ","","","",""
"Rarely","2006","66 and older","Couple + C. GT 16 ","","","",""
"Rarely","2006","66 and older","Couple + C. LE and GT 16","","","",""
"Never","2006","16-34 y.","1-pers.-HH","","","",""
"Never","2006","16-34 y.","(Married) couple without C. ","","","",""
"Never","2006","16-34 y.","Single parent ","","","",""
"Never","2006","16-34 y.","Couple + C. LE 16 ","","","",""
"Never","2006","16-34 y.","Couple + C. GT 16 ","","","",""
"Never","2006","16-34 y.","Couple + C. LE and GT 16","","","",""
"Never","2006","35-65 y.","1-pers.-HH","","","",""
"Never","2006","35-65 y.","(Married) couple without C. ","","","",""
"Never","2006","35-65 y.","Single parent ","","","",""
"Never","2006","35-65 y.","Couple + C. LE 16 ","","","",""
"Never","2006","35-65 y.","Couple + C. GT 16 ","","","",""
"Never","2006","35-65 y.","Couple + C. LE and GT 16","","","",""
"Never","2006","66 and older","1-pers.-HH","","","",""
"Never","2006","66 and older","(Married) couple without C. ","","","",""
"Never","2006","66 and older","Single parent ","","","",""
"Never","2006","66 and older","Couple + C. LE 16 ","","","",""
"Never","2006","66 and older","Couple + C. GT 16 ","","","",""
"Never","2006","66 and older","Couple + C. LE and GT 16","","","",""
"Daily","2007","16-34 y.","1-pers.-HH","","","",""
"Daily","2007","16-34 y.","(Married) couple without C. ","","","",""
"Daily","2007","16-34 y.","Single parent ","","","",""
"Daily","2007","16-34 y.","Couple + C. LE 16 ","","","",""
"Daily","2007","16-34 y.","Couple + C. GT 16 ","","","",""
"Daily","2007","16-34 y.","Couple + C. LE and GT 16","","","",""
"Daily","2007","35-65 y.","1-pers.-HH","","","",""
"Daily","2007","35-65 y.","(Married) couple without C. ","","","",""
"Daily","2007","35-65 y.","Single parent ","","","",""
"Daily","2007","35-65 y.","Couple + C. LE 16 ","","","",""
"Daily","2007","35-65 y.","Couple + C. GT 16 ","","","",""
"Daily","2007","35-65 y.","Couple + C. LE and GT 16","","","",""
"Daily","2007","66 and older","1-pers.-HH","","","",""
"Daily","2007","66 and older","(Married) couple without C. ","","","",""
"Daily","2007","66 and older","Single parent ","","","",""
"Daily","2007","66 and older","Couple + C. LE 16 ","","","",""
"Daily","2007","66 and older","Couple + C. GT 16 ","","","",""
"Daily","2007","66 and older","Couple + C. LE and GT 16","","","",""
"Min 1x per week","2007","16-34 y.","1-pers.-HH","105","0.141434446244001","0.114889403826615","0.167979488661387"
"Min 1x per week","2007","16-34 y.","(Married) couple without C. ","116","0.132048538641639","0.10934290246395","0.154754174819328"
"Min 1x per week","2007","16-34 y.","Single parent ","62","0.13079247224873","0.0985847392704869","0.163000205226973"
"Min 1x per week","2007","16-34 y.","Couple + C. LE 16 ","98","0.0880123434666222","0.0706512711232331","0.105373415810011"
"Min 1x per week","2007","16-34 y.","Couple + C. GT 16 ","200","0.138499604182967","0.118988275080438","0.158010933285497"
"Min 1x per week","2007","16-34 y.","Couple + C. LE and GT 16","82","0.132181564476367","0.09935795651736","0.165005172435373"
"Min 1x per week","2007","35-65 y.","1-pers.-HH","131","0.103650051320194","0.0870103628146662","0.120289739825722"
"Min 1x per week","2007","35-65 y.","(Married) couple without C. ","388","0.0973537082321751","0.0877577817690076","0.106949634695343"
"Min 1x per week","2007","35-65 y.","Single parent ","49","0.0659315883538797","0.0460913462726193","0.0857718304351402"
"Min 1x per week","2007","35-65 y.","Couple + C. LE 16 ","258","0.0925567636098578","0.0813105409959006","0.103802986223815"
"Min 1x per week","2007","35-65 y.","Couple + C. GT 16 ","187","0.0666762164970624","0.0560722559943383","0.0772801769997864"
"Min 1x per week","2007","35-65 y.","Couple + C. LE and GT 16","85","0.0636017871233658","0.0478749216386976","0.0793286526080339"
"Min 1x per week","2007","66 and older","1-pers.-HH","106","0.0880470473497499","0.0719810476860445","0.104113047013455"
"Min 1x per week","2007","66 and older","(Married) couple without C. ","242","0.0845967992524832","0.074241133084177","0.0949524654207893"
"Min 1x per week","2007","66 and older","Single parent ","4","","",""
"Min 1x per week","2007","66 and older","Couple + C. LE 16 ","1","","",""
"Min 1x per week","2007","66 and older","Couple + C. GT 16 ","17","","",""
"Min 1x per week","2007","66 and older","Couple + C. LE and GT 16","","","",""
"Min 1x per month","2007","16-34 y.","1-pers.-HH","57","0.069980245442924","0.050546660912622","0.089413829973226"
"Min 1x per month","2007","16-34 y.","(Married) couple without C. ","93","0.0870948815992602","0.0681832807400828","0.106006482458437"
"Min 1x per month","2007","16-34 y.","Single parent ","42","0.0997121336953697","0.0710919941869287","0.128332273203811"
"Min 1x per month","2007","16-34 y.","Couple + C. LE 16 ","65","0.0646560698596636","0.0495865091841339","0.0797256305351932"
"Min 1x per month","2007","16-34 y.","Couple + C. GT 16 ","156","0.104974172683409","0.0876603142691511","0.122288031097666"
"Min 1x per month","2007","16-34 y.","Couple + C. LE and GT 16","35","0.0805502948018696","0.0541758095039303","0.106924780099809"
"Min 1x per month","2007","35-65 y.","1-pers.-HH","108","0.0769870527609283","0.0624346610608572","0.0915394444609994"
"Min 1x per month","2007","35-65 y.","(Married) couple without C. ","278","0.0675832221651171","0.059457230970393","0.0757092133598412"
"Min 1x per month","2007","35-65 y.","Single parent ","45","0.0644614134922694","0.0448281895819032","0.0840946374026356"
"Min 1x per month","2007","35-65 y.","Couple + C. LE 16 ","219","0.0857516062464354","0.0748861968028538","0.0966170156900171"
"Min 1x per month","2007","35-65 y.","Couple + C. GT 16 ","166","0.076433206095993","0.0651393654830143","0.0877270467089717"
"Min 1x per month","2007","35-65 y.","Couple + C. LE and GT 16","58","0.0668675946044984","0.0507701584640445","0.0829650307449522"
"Min 1x per month","2007","66 and older","1-pers.-HH","55","0.0385658445625036","0.027648290908221","0.0494833982167862"
"Min 1x per month","2007","66 and older","(Married) couple without C. ","187","0.060178694604851","0.0513287839329021","0.0690286052768"
"Min 1x per month","2007","66 and older","Single parent ","6","","",""
"Min 1x per month","2007","66 and older","Couple + C. LE 16 ","1","","",""
"Min 1x per month","2007","66 and older","Couple + C. GT 16 ","11","","",""
"Min 1x per month","2007","66 and older","Couple + C. LE and GT 16","","","",""
"Rarely","2007","16-34 y.","1-pers.-HH","192","0.289162531277566","0.254626274785133","0.32369878777"
"Rarely","2007","16-34 y.","(Married) couple without C. ","260","0.319194297676437","0.28792930652467","0.350459288828204"
"Rarely","2007","16-34 y.","Single parent ","97","0.235072920937141","0.194567013795272","0.275578828079009"
"Rarely","2007","16-34 y.","Couple + C. LE 16 ","281","0.263861557810148","0.236854449625163","0.290868665995133"
"Rarely","2007","16-34 y.","Couple + C. GT 16 ","343","0.295659067427049","0.269882688177381","0.321435446676716"
"Rarely","2007","16-34 y.","Couple + C. LE and GT 16","94","0.24720674247046","0.205399217942527","0.289014266998393"
"Rarely","2007","35-65 y.","1-pers.-HH","307","0.232001955419005","0.208958504825369","0.255045406012642"
"Rarely","2007","35-65 y.","(Married) couple without C. ","1089","0.291189798157512","0.276483447459752","0.305896148855273"
"Rarely","2007","35-65 y.","Single parent ","143","0.277851584136172","0.24203942340041","0.313663744871935"
"Rarely","2007","35-65 y.","Couple + C. LE 16 ","759","0.285957649987605","0.268422652551536","0.303492647423674"
"Rarely","2007","35-65 y.","Couple + C. GT 16 ","629","0.286069732334358","0.266859601927762","0.305279862740953"
"Rarely","2007","35-65 y.","Couple + C. LE and GT 16","270","0.274489111492626","0.245730907981381","0.303247315003871"
"Rarely","2007","66 and older","1-pers.-HH","147","0.114961288978504","0.0968761819155366","0.133046396041472"
"Rarely","2007","66 and older","(Married) couple without C. ","561","0.197377487699103","0.182565977584761","0.212188997813445"
"Rarely","2007","66 and older","Single parent ","6","","",""
"Rarely","2007","66 and older","Couple + C. LE 16 ","2","","",""
"Rarely","2007","66 and older","Couple + C. GT 16 ","34","0.209440588105875","0.149996383608311","0.268884792603439"
"Rarely","2007","66 and older","Couple + C. LE and GT 16","1","","",""
"Never","2007","16-34 y.","1-pers.-HH","308","0.499422777035509","0.461334720664189","0.537510833406828"
"Never","2007","16-34 y.","(Married) couple without C. ","385","0.461662282082664","0.42822671008541","0.495097854079917"
"Never","2007","16-34 y.","Single parent ","220","0.53442247311876","0.486774393270963","0.582070552966556"
"Never","2007","16-34 y.","Couple + C. LE 16 ","579","0.583470028863566","0.553260588597566","0.613679469129567"
"Never","2007","16-34 y.","Couple + C. GT 16 ","505","0.460867155706575","0.432711177397967","0.489023134015183"
"Never","2007","16-34 y.","Couple + C. LE and GT 16","198","0.540061398251303","0.49176019658081","0.588362599921796"
"Never","2007","35-65 y.","1-pers.-HH","743","0.587360940499872","0.560485268566391","0.614236612433353"
"Never","2007","35-65 y.","(Married) couple without C. ","1911","0.543873271445195","0.527750359585115","0.559996183305276"
"Never","2007","35-65 y.","Single parent ","364","0.591755414017678","0.552459970762474","0.631050857272883"
"Never","2007","35-65 y.","Couple + C. LE 16 ","1315","0.535733980156102","0.51638086380685","0.555087096505353"
"Never","2007","35-65 y.","Couple + C. GT 16 ","1144","0.570820845072587","0.549781332065869","0.591860358079306"
"Never","2007","35-65 y.","Couple + C. LE and GT 16","512","0.59504150677951","0.563407361049753","0.626675652509266"
"Never","2007","66 and older","1-pers.-HH","887","0.758425819109242","0.734157150530301","0.782694487688183"
"Never","2007","66 and older","(Married) couple without C. ","1784","0.657847018443563","0.640192028179323","0.675502008707802"
"Never","2007","66 and older","Single parent ","51","0.838862814439088","0.750828082081617","0.926897546796559"
"Never","2007","66 and older","Couple + C. LE 16 ","2","","",""
"Never","2007","66 and older","Couple + C. GT 16 ","118","0.656511631539286","0.587138856325234","0.725884406753337"
"Never","2007","66 and older","Couple + C. LE and GT 16","2","","",""
"Daily","2008","16-34 y.","1-pers.-HH","22","","",""
"Daily","2008","16-34 y.","(Married) couple without C. ","20","","",""
"Daily","2008","16-34 y.","Single parent ","31","0.08480222802528","0.0587717069874112","0.110832749063149"
"Daily","2008","16-34 y.","Couple + C. LE 16 ","21","","",""
"Daily","2008","16-34 y.","Couple + C. GT 16 ","79","0.0596401051583697","0.0459884464110158","0.0732917639057236"
"Daily","2008","16-34 y.","Couple + C. LE and GT 16","31","0.0635172526990439","0.0389954702135441","0.0880390351845437"
"Daily","2008","35-65 y.","1-pers.-HH","33","0.0371415757933419","0.0265775258796667","0.0477056257070172"
"Daily","2008","35-65 y.","(Married) couple without C. ","68","0.016107379620258","0.0119115108642277","0.0203032483762882"
"Daily","2008","35-65 y.","Single parent ","7","","",""
"Daily","2008","35-65 y.","Couple + C. LE 16 ","48","0.0150970916164796","0.0101543353788876","0.0200398478540715"
"Daily","2008","35-65 y.","Couple + C. GT 16 ","43","0.0238535503571812","0.0172057672633361","0.0305013334510262"
"Daily","2008","35-65 y.","Couple + C. LE and GT 16","14","","",""
"Daily","2008","66 and older","1-pers.-HH","23","","",""
"Daily","2008","66 and older","(Married) couple without C. ","83","0.0225509116901216","0.0170359487215847","0.0280658746586586"
"Daily","2008","66 and older","Single parent ","1","","",""
"Daily","2008","66 and older","Couple + C. LE 16 ","1","","",""
"Daily","2008","66 and older","Couple + C. GT 16 ","4","","",""
"Daily","2008","66 and older","Couple + C. LE and GT 16","","","",""
"Min 1x per week","2008","16-34 y.","1-pers.-HH","100","0.156506345655506","0.127602167138689","0.185410524172324"
"Min 1x per week","2008","16-34 y.","(Married) couple without C. ","99","0.101848832532437","0.0810074474922008","0.122690217572674"
"Min 1x per week","2008","16-34 y.","Single parent ","64","0.125723255518421","0.0947452091765483","0.156701301860293"
"Min 1x per week","2008","16-34 y.","Couple + C. LE 16 ","88","0.109201751758251","0.0884529649600347","0.129950538556466"
"Min 1x per week","2008","16-34 y.","Couple + C. GT 16 ","199","0.160360447431499","0.139207823515427","0.181513071347572"
"Min 1x per week","2008","16-34 y.","Couple + C. LE and GT 16","71","0.17624237933909","0.137932464282741","0.214552294395439"
"Min 1x per week","2008","35-65 y.","1-pers.-HH","142","0.120675053588496","0.102477939755027","0.138872167421965"
"Min 1x per week","2008","35-65 y.","(Married) couple without C. ","372","0.103016751442634","0.092885066226584","0.113148436658683"
"Min 1x per week","2008","35-65 y.","Single parent ","46","0.0762909342963464","0.0546118507489694","0.0979700178437234"
"Min 1x per week","2008","35-65 y.","Couple + C. LE 16 ","261","0.0918837594103579","0.0801748637247879","0.103592655095928"
"Min 1x per week","2008","35-65 y.","Couple + C. GT 16 ","212","0.0806656479389089","0.0688018458172002","0.0925294500606175"
"Min 1x per week","2008","35-65 y.","Couple + C. LE and GT 16","82","0.0679100883397627","0.0507836570240174","0.085036519655508"
"Min 1x per week","2008","66 and older","1-pers.-HH","81","0.0695118023485777","0.0551164198628454","0.08390718483431"
"Min 1x per week","2008","66 and older","(Married) couple without C. ","231","0.0864580923444161","0.0760185721820216","0.0968976125068106"
"Min 1x per week","2008","66 and older","Single parent ","","","",""
"Min 1x per week","2008","66 and older","Couple + C. LE 16 ","","","",""
"Min 1x per week","2008","66 and older","Couple + C. GT 16 ","15","","",""
"Min 1x per week","2008","66 and older","Couple + C. LE and GT 16","1","","",""
"Min 1x per month","2008","16-34 y.","1-pers.-HH","67","0.113242637051149","0.0880333168752136","0.138451957227085"
"Min 1x per month","2008","16-34 y.","(Married) couple without C. ","100","0.146482033880228","0.122116701255705","0.17084736650475"
"Min 1x per month","2008","16-34 y.","Single parent ","37","0.0846106599825523","0.0586068358955634","0.110614484069541"
"Min 1x per month","2008","16-34 y.","Couple + C. LE 16 ","67","0.070209269924217","0.0532120433769536","0.0872064964714803"
"Min 1x per month","2008","16-34 y.","Couple + C. GT 16 ","147","0.127814740731849","0.108567697717696","0.147061783746002"
"Min 1x per month","2008","16-34 y.","Couple + C. LE and GT 16","36","0.0811435961515731","0.0536894942427073","0.108597698060439"
"Min 1x per month","2008","35-65 y.","1-pers.-HH","117","0.0918399665069552","0.0757069300348856","0.107973002979025"
"Min 1x per month","2008","35-65 y.","(Married) couple without C. ","340","0.0885586908452773","0.079089441675756","0.0980279400147986"
"Min 1x per month","2008","35-65 y.","Single parent ","64","0.09142407002551","0.0678872525955004","0.11496088745552"
"Min 1x per month","2008","35-65 y.","Couple + C. LE 16 ","209","0.0894753610191462","0.0779056258390966","0.101045096199196"
"Min 1x per month","2008","35-65 y.","Couple + C. GT 16 ","179","0.0745935527730541","0.063147394586931","0.0860397109591772"
"Min 1x per month","2008","35-65 y.","Couple + C. LE and GT 16","83","0.0925333924646655","0.0728075575328357","0.112259227396495"
"Min 1x per month","2008","66 and older","1-pers.-HH","73","0.060841236292109","0.0473109488699118","0.0743715237143061"
"Min 1x per month","2008","66 and older","(Married) couple without C. ","186","0.0707815979627582","0.0612551158136218","0.0803080801118946"
"Min 1x per month","2008","66 and older","Single parent ","2","","",""
"Min 1x per month","2008","66 and older","Couple + C. LE 16 ","1","","",""
"Min 1x per month","2008","66 and older","Couple + C. GT 16 ","9","","",""
"Min 1x per month","2008","66 and older","Couple + C. LE and GT 16","","","",""
"Rarely","2008","16-34 y.","1-pers.-HH","169","0.263936436627492","0.228872467124935","0.299000406130049"
"Rarely","2008","16-34 y.","(Married) couple without C. ","248","0.289576805959139","0.258322181647448","0.320831430270829"
"Rarely","2008","16-34 y.","Single parent ","108","0.262915375874742","0.221782561911355","0.30404818983813"
"Rarely","2008","16-34 y.","Couple + C. LE 16 ","221","0.252615851811925","0.223709687349857","0.281522016273994"
"Rarely","2008","16-34 y.","Couple + C. GT 16 ","276","0.227598329364271","0.203428403898635","0.251768254829906"
"Rarely","2008","16-34 y.","Couple + C. LE and GT 16","98","0.26368634916127","0.219383511692891","0.30798918662965"
"Rarely","2008","35-65 y.","1-pers.-HH","300","0.226205754516153","0.20283441325888","0.249577095773426"
"Rarely","2008","35-65 y.","(Married) couple without C. ","994","0.297904281989561","0.282661222956507","0.313147341022616"
"Rarely","2008","35-65 y.","Single parent ","130","0.222874056086354","0.188887096767439","0.256861015405269"
"Rarely","2008","35-65 y.","Couple + C. LE 16 ","697","0.306278538560949","0.287594244840824","0.324962832281075"
"Rarely","2008","35-65 y.","Couple + C. GT 16 ","568","0.283460544008731","0.263826525326288","0.303094562691174"
"Rarely","2008","35-65 y.","Couple + C. LE and GT 16","237","0.274218468044193","0.243850052571055","0.304586883517331"
"Rarely","2008","66 and older","1-pers.-HH","172","0.136401467117532","0.116974546382617","0.155828387852447"
"Rarely","2008","66 and older","(Married) couple without C. ","586","0.219108956625372","0.203743737373132","0.234474175877611"
"Rarely","2008","66 and older","Single parent ","7","","",""
"Rarely","2008","66 and older","Couple + C. LE 16 ","1","","",""
"Rarely","2008","66 and older","Couple + C. GT 16 ","43","0.268576718191367","0.204007225381778","0.333146211000956"
"Rarely","2008","66 and older","Couple + C. LE and GT 16","1","","",""
"Never","2008","16-34 y.","1-pers.-HH","249","0.425255555660792","0.385926263107628","0.464584848213957"
"Never","2008","16-34 y.","(Married) couple without C. ","342","0.43488529120069","0.400724376150203","0.469046206251176"
"Never","2008","16-34 y.","Single parent ","200","0.441948480599005","0.395545623369572","0.488351337828438"
"Never","2008","16-34 y.","Couple + C. LE 16 ","471","0.545253567754051","0.512127328315259","0.578379807192843"
"Never","2008","16-34 y.","Couple + C. GT 16 ","455","0.424586377314011","0.396093108745174","0.453079645882849"
"Never","2008","16-34 y.","Couple + C. LE and GT 16","144","0.415410422649023","0.365863062429291","0.464957782868754"
"Never","2008","35-65 y.","1-pers.-HH","639","0.524137649595053","0.496239049242694","0.552036249947413"
"Never","2008","35-65 y.","(Married) couple without C. ","1684","0.49441289610227","0.477748925700459","0.511076866504081"
"Never","2008","35-65 y.","Single parent ","329","0.599026373954192","0.559002628737876","0.639050119170508"
"Never","2008","35-65 y.","Couple + C. LE 16 ","1123","0.497265249393067","0.476998255072641","0.517532243713493"
"Never","2008","35-65 y.","Couple + C. GT 16 ","1022","0.537426704922125","0.515705058666757","0.559148351177493"
"Never","2008","35-65 y.","Couple + C. LE and GT 16","413","0.545655130403171","0.511761135375077","0.579549125431265"
"Never","2008","66 and older","1-pers.-HH","850","0.715363631161826","0.689822088566797","0.740905173756856"
"Never","2008","66 and older","(Married) couple without C. ","1698","0.601100441377332","0.582911024485583","0.619289858269081"
"Never","2008","66 and older","Single parent ","56","0.844353509676864","0.7568938172282","0.931813202125527"
"Never","2008","66 and older","Couple + C. LE 16 ","1","","",""
"Never","2008","66 and older","Couple + C. GT 16 ","110","0.556458942829944","0.484083325614929","0.628834560044958"
"Never","2008","66 and older","Couple + C. LE and GT 16","1","","",""
"Daily","2009","16-34 y.","1-pers.-HH","","","",""
"Daily","2009","16-34 y.","(Married) couple without C. ","","","",""
"Daily","2009","16-34 y.","Single parent ","","","",""
"Daily","2009","16-34 y.","Couple + C. LE 16 ","","","",""
"Daily","2009","16-34 y.","Couple + C. GT 16 ","","","",""
"Daily","2009","16-34 y.","Couple + C. LE and GT 16","","","",""
"Daily","2009","35-65 y.","1-pers.-HH","","","",""
"Daily","2009","35-65 y.","(Married) couple without C. ","","","",""
"Daily","2009","35-65 y.","Single parent ","","","",""
"Daily","2009","35-65 y.","Couple + C. LE 16 ","","","",""
"Daily","2009","35-65 y.","Couple + C. GT 16 ","","","",""
"Daily","2009","35-65 y.","Couple + C. LE and GT 16","","","",""
"Daily","2009","66 and older","1-pers.-HH","","","",""
"Daily","2009","66 and older","(Married) couple without C. ","","","",""
"Daily","2009","66 and older","Single parent ","","","",""
"Daily","2009","66 and older","Couple + C. LE 16 ","","","",""
"Daily","2009","66 and older","Couple + C. GT 16 ","","","",""
"Daily","2009","66 and older","Couple + C. LE and GT 16","","","",""
"Min 1x per week","2009","16-34 y.","1-pers.-HH","78","0.13459698257882","0.106022085403527","0.163171879754114"
"Min 1x per week","2009","16-34 y.","(Married) couple without C. ","87","0.0799282738196406","0.0604028690189708","0.0994536786203104"
"Min 1x per week","2009","16-34 y.","Single parent ","67","0.192329421685139","0.15360842307118","0.231050420299098"
"Min 1x per week","2009","16-34 y.","Couple + C. LE 16 ","66","0.0992028073570509","0.077851420167745","0.120554194546357"
"Min 1x per week","2009","16-34 y.","Couple + C. GT 16 ","187","0.151059988250722","0.129642961697754","0.17247701480369"
"Min 1x per week","2009","16-34 y.","Couple + C. LE and GT 16","84","0.190607222316856","0.150639401021951","0.230575043611762"
