"pli0093_h","year","hgtyp1hh","migback","n","percent","lower_confidence","upper_confidence","value"
"Min 1x per week","1995","Couple + C. LE 16 ","indirect migration background","5","","","","2"
"Min 1x per week","1995","Couple + C. GT 16 ","no migration background","154","0.0976490784156443","0.0837494609642256","0.111548695867063","2"
"Min 1x per week","1995","Couple + C. LE and GT 16","no migration background","97","0.139980068253484","0.115360911090415","0.164599225416552","2"
"Min 1x per week","1995","Couple + C. LE and GT 16","direct migration background","21","","","","2"
"Min 1x per week","1995","Couple + C. LE 16 ","no migration background","215","0.0978032608073899","0.085790747646588","0.109815773968192","2"
"Min 1x per week","1995","Couple + C. LE 16 ","direct migration background","31","0.0555777446109337","0.0390484821438517","0.0721070070780156","2"
"Min 1x per week","1995","Couple + C. GT 16 ","direct migration background","39","0.0953654727163441","0.071167886935992","0.119563058496696","2"
"Min 1x per week","1995","Couple + C. GT 16 ","indirect migration background","22","","","","2"
"Min 1x per week","1995","Couple + C. LE and GT 16","indirect migration background","15","","","","2"
"Never","1995","1-pers.-HH","no migration background","717","0.590145177714281","0.562491403791294","0.617798951637268","5"
"Never","1995","1-pers.-HH","direct migration background","133","0.652957454975261","0.586314559561687","0.719600350388835","5"
"Never","1995","1-pers.-HH","indirect migration background","13","","","","5"
"Never","1995","(Married) couple without C. ","no migration background","1439","0.496564137201755","0.47816581698292","0.51496245742059","5"
"Never","1995","(Married) couple without C. ","direct migration background","403","0.576219020053448","0.536777471291292","0.615660568815604","5"
"Never","1995","(Married) couple without C. ","indirect migration background","26","","","","5"
"Never","1995","Couple + C. GT 16 ","no migration background","791","0.443101936343287","0.419841346790484","0.46636252589609","5"
"Never","1995","Couple + C. GT 16 ","direct migration background","393","0.600619512893919","0.560270490636509","0.64096853515133","5"
"Never","1995","Single parent ","no migration background","238","0.495779487891738","0.450816432218892","0.540742543564584","5"
"Never","1995","Single parent ","direct migration background","64","0.558152328211138","0.46270932922805","0.653595327194226","5"
"Never","1995","Single parent ","indirect migration background","12","","","","5"
"Never","1995","Couple + C. LE 16 ","no migration background","1013","0.416411239324441","0.396476008722643","0.436346469926239","5"
"Never","1995","Couple + C. LE 16 ","direct migration background","512","0.621215525486762","0.586218015538038","0.656213035435486","5"
"Never","1995","Couple + C. LE 16 ","indirect migration background","29","","","","5"
"Never","1995","Couple + C. GT 16 ","indirect migration background","72","0.348046478077526","0.2768578198834","0.419235136271653","5"
"Never","1995","Couple + C. LE and GT 16","no migration background","294","0.360766903860606","0.326692458701288","0.394841349019925","5"
"Never","1995","Couple + C. LE and GT 16","direct migration background","233","0.636913700985621","0.58653356967448","0.687293832296762","5"
"Never","1995","Couple + C. LE and GT 16","indirect migration background","69","0.530141760419996","0.444347971823423","0.615935549016568","5"
"Rarely","1995","1-pers.-HH","no migration background","259","0.202118001733294","0.179537593810978","0.224698409655609","4"
"Rarely","1995","1-pers.-HH","direct migration background","30","0.147225797687423","0.0976203880577116","0.196831207317135","4"
"Rarely","1995","1-pers.-HH","indirect migration background","11","","","","4"
"Rarely","1995","(Married) couple without C. ","no migration background","859","0.303815182195275","0.286891867380997","0.320738497009553","4"
"Rarely","1995","(Married) couple without C. ","direct migration background","120","0.210840614570108","0.178283273093159","0.243397956047056","4"
"Rarely","1995","(Married) couple without C. ","indirect migration background","18","","","","4"
"Rarely","1995","Single parent ","no migration background","123","0.280852661784696","0.240437018381705","0.321268305187686","4"
"Rarely","1995","Single parent ","direct migration background","21","","","","4"
"Rarely","1995","Single parent ","indirect migration background","10","","","","4"
"Rarely","1995","Couple + C. GT 16 ","direct migration background","97","0.198044740477068","0.165212796197327","0.230876684756809","4"
"Rarely","1995","Couple + C. LE 16 ","no migration background","879","0.370802491059582","0.351269380805288","0.390335601313876","4"
"Rarely","1995","Couple + C. LE 16 ","direct migration background","138","0.219696616708314","0.18982468281271","0.249568550603917","4"
"Rarely","1995","Couple + C. LE 16 ","indirect migration background","18","","","","4"
"Rarely","1995","Couple + C. GT 16 ","no migration background","570","0.320191801241017","0.298345428324539","0.342038174157495","4"
"Rarely","1995","Couple + C. GT 16 ","indirect migration background","52","0.316611260569925","0.247095871914356","0.386126649225494","4"
"Rarely","1995","Couple + C. LE and GT 16","no migration background","284","0.36778123349029","0.333566410611238","0.401996056369342","4"
"Rarely","1995","Couple + C. LE and GT 16","direct migration background","62","0.170585596323942","0.131178808604661","0.209992384043223","4"
"Rarely","1995","Couple + C. LE and GT 16","indirect migration background","25","","","","4"
"Daily","1996","1-pers.-HH","no migration background","","","","","1"
"Daily","1996","1-pers.-HH","direct migration background","","","","","1"
"Daily","1996","1-pers.-HH","indirect migration background","","","","","1"
"Daily","1996","(Married) couple without C. ","no migration background","","","","","1"
"Daily","1996","(Married) couple without C. ","direct migration background","","","","","1"
"Daily","1996","(Married) couple without C. ","indirect migration background","","","","","1"
"Daily","1996","Single parent ","no migration background","","","","","1"
"Daily","1996","Single parent ","direct migration background","","","","","1"
"Daily","1996","Single parent ","indirect migration background","","","","","1"
"Daily","1996","Couple + C. LE 16 ","no migration background","","","","","1"
"Daily","1996","Couple + C. LE 16 ","direct migration background","","","","","1"
"Daily","1996","Couple + C. LE 16 ","indirect migration background","","","","","1"
"Daily","1996","Couple + C. GT 16 ","no migration background","","","","","1"
"Daily","1996","Couple + C. GT 16 ","direct migration background","","","","","1"
"Daily","1996","Couple + C. GT 16 ","indirect migration background","","","","","1"
"Daily","1996","Couple + C. LE and GT 16","no migration background","","","","","1"
"Daily","1996","Couple + C. LE and GT 16","direct migration background","","","","","1"
"Daily","1996","Couple + C. LE and GT 16","indirect migration background","","","","","1"
"Min 1x per month","1996","1-pers.-HH","no migration background","","","","","3"
"Min 1x per month","1996","1-pers.-HH","direct migration background","","","","","3"
"Min 1x per month","1996","1-pers.-HH","indirect migration background","","","","","3"
"Min 1x per month","1996","(Married) couple without C. ","direct migration background","","","","","3"
"Min 1x per month","1996","(Married) couple without C. ","no migration background","","","","","3"
"Min 1x per month","1996","(Married) couple without C. ","indirect migration background","","","","","3"
"Min 1x per month","1996","Single parent ","no migration background","","","","","3"
"Min 1x per month","1996","Couple + C. LE and GT 16","direct migration background","","","","","3"
"Min 1x per month","1996","Single parent ","direct migration background","","","","","3"
"Min 1x per month","1996","Single parent ","indirect migration background","","","","","3"
"Min 1x per month","1996","Couple + C. LE 16 ","no migration background","","","","","3"
"Min 1x per month","1996","Couple + C. LE 16 ","direct migration background","","","","","3"
"Min 1x per month","1996","Couple + C. LE 16 ","indirect migration background","","","","","3"
"Min 1x per month","1996","Couple + C. GT 16 ","direct migration background","","","","","3"
"Min 1x per month","1996","Couple + C. GT 16 ","indirect migration background","","","","","3"
"Min 1x per month","1996","Couple + C. LE and GT 16","no migration background","","","","","3"
"Min 1x per month","1996","Couple + C. LE and GT 16","indirect migration background","","","","","3"
"Min 1x per month","1996","Couple + C. GT 16 ","no migration background","","","","","3"
"Min 1x per week","1996","1-pers.-HH","indirect migration background","","","","","2"
"Min 1x per week","1996","1-pers.-HH","no migration background","","","","","2"
"Min 1x per week","1996","1-pers.-HH","direct migration background","","","","","2"
"Min 1x per week","1996","(Married) couple without C. ","no migration background","","","","","2"
"Min 1x per week","1996","(Married) couple without C. ","direct migration background","","","","","2"
"Min 1x per week","1996","(Married) couple without C. ","indirect migration background","","","","","2"
"Min 1x per week","1996","Single parent ","no migration background","","","","","2"
"Min 1x per week","1996","Single parent ","direct migration background","","","","","2"
"Min 1x per week","1996","Couple + C. LE 16 ","direct migration background","","","","","2"
"Min 1x per week","1996","Couple + C. LE 16 ","indirect migration background","","","","","2"
"Min 1x per week","1996","Couple + C. GT 16 ","indirect migration background","","","","","2"
"Min 1x per week","1996","Couple + C. LE and GT 16","no migration background","","","","","2"
"Min 1x per week","1996","Single parent ","indirect migration background","","","","","2"
"Min 1x per week","1996","Couple + C. LE 16 ","no migration background","","","","","2"
"Min 1x per week","1996","Couple + C. GT 16 ","no migration background","","","","","2"
"Min 1x per week","1996","Couple + C. GT 16 ","direct migration background","","","","","2"
"Min 1x per week","1996","Couple + C. LE and GT 16","direct migration background","","","","","2"
"Min 1x per week","1996","Couple + C. LE and GT 16","indirect migration background","","","","","2"
"Never","1996","1-pers.-HH","no migration background","","","","","5"
"Never","1996","1-pers.-HH","direct migration background","","","","","5"
"Never","1996","1-pers.-HH","indirect migration background","","","","","5"
"Never","1996","(Married) couple without C. ","no migration background","","","","","5"
"Never","1996","(Married) couple without C. ","direct migration background","","","","","5"
"Never","1996","(Married) couple without C. ","indirect migration background","","","","","5"
"Never","1996","Couple + C. GT 16 ","no migration background","","","","","5"
"Never","1996","Couple + C. GT 16 ","direct migration background","","","","","5"
"Never","1996","Single parent ","no migration background","","","","","5"
"Never","1996","Single parent ","direct migration background","","","","","5"
"Never","1996","Single parent ","indirect migration background","","","","","5"
"Never","1996","Couple + C. LE 16 ","no migration background","","","","","5"
"Never","1996","Couple + C. LE 16 ","direct migration background","","","","","5"
"Never","1996","Couple + C. LE 16 ","indirect migration background","","","","","5"
"Never","1996","Couple + C. GT 16 ","indirect migration background","","","","","5"
"Never","1996","Couple + C. LE and GT 16","no migration background","","","","","5"
"Never","1996","Couple + C. LE and GT 16","direct migration background","","","","","5"
"Never","1996","Couple + C. LE and GT 16","indirect migration background","","","","","5"
"Rarely","1996","1-pers.-HH","no migration background","","","","","4"
"Rarely","1996","1-pers.-HH","direct migration background","","","","","4"
"Rarely","1996","1-pers.-HH","indirect migration background","","","","","4"
"Rarely","1996","(Married) couple without C. ","no migration background","","","","","4"
"Rarely","1996","(Married) couple without C. ","direct migration background","","","","","4"
"Rarely","1996","(Married) couple without C. ","indirect migration background","","","","","4"
"Rarely","1996","Single parent ","no migration background","","","","","4"
"Rarely","1996","Single parent ","direct migration background","","","","","4"
"Rarely","1996","Single parent ","indirect migration background","","","","","4"
"Rarely","1996","Couple + C. GT 16 ","direct migration background","","","","","4"
"Rarely","1996","Couple + C. LE 16 ","no migration background","","","","","4"
"Rarely","1996","Couple + C. LE 16 ","direct migration background","","","","","4"
"Rarely","1996","Couple + C. LE 16 ","indirect migration background","","","","","4"
"Rarely","1996","Couple + C. GT 16 ","no migration background","","","","","4"
"Rarely","1996","Couple + C. GT 16 ","indirect migration background","","","","","4"
"Rarely","1996","Couple + C. LE and GT 16","no migration background","","","","","4"
"Rarely","1996","Couple + C. LE and GT 16","direct migration background","","","","","4"
"Rarely","1996","Couple + C. LE and GT 16","indirect migration background","","","","","4"
"Daily","1997","1-pers.-HH","no migration background","","","","","1"
"Daily","1997","1-pers.-HH","direct migration background","","","","","1"
"Daily","1997","1-pers.-HH","indirect migration background","","","","","1"
"Daily","1997","(Married) couple without C. ","no migration background","","","","","1"
"Daily","1997","(Married) couple without C. ","direct migration background","","","","","1"
"Daily","1997","(Married) couple without C. ","indirect migration background","","","","","1"
"Daily","1997","Single parent ","no migration background","","","","","1"
"Daily","1997","Single parent ","direct migration background","","","","","1"
"Daily","1997","Single parent ","indirect migration background","","","","","1"
"Daily","1997","Couple + C. LE 16 ","no migration background","","","","","1"
"Daily","1997","Couple + C. LE 16 ","direct migration background","","","","","1"
"Daily","1997","Couple + C. LE 16 ","indirect migration background","","","","","1"
"Daily","1997","Couple + C. GT 16 ","no migration background","","","","","1"
"Daily","1997","Couple + C. GT 16 ","direct migration background","","","","","1"
"Daily","1997","Couple + C. GT 16 ","indirect migration background","","","","","1"
"Daily","1997","Couple + C. LE and GT 16","no migration background","","","","","1"
"Daily","1997","Couple + C. LE and GT 16","direct migration background","","","","","1"
"Daily","1997","Couple + C. LE and GT 16","indirect migration background","","","","","1"
"Min 1x per month","1997","1-pers.-HH","no migration background","","","","","3"
"Min 1x per month","1997","1-pers.-HH","indirect migration background","","","","","3"
"Min 1x per month","1997","(Married) couple without C. ","no migration background","","","","","3"
"Min 1x per month","1997","1-pers.-HH","direct migration background","","","","","3"
"Min 1x per month","1997","(Married) couple without C. ","indirect migration background","","","","","3"
"Min 1x per month","1997","(Married) couple without C. ","direct migration background","","","","","3"
"Min 1x per month","1997","Single parent ","no migration background","","","","","3"
"Min 1x per month","1997","Single parent ","direct migration background","","","","","3"
"Min 1x per month","1997","Single parent ","indirect migration background","","","","","3"
"Min 1x per month","1997","Couple + C. LE 16 ","no migration background","","","","","3"
"Min 1x per month","1997","Couple + C. LE 16 ","direct migration background","","","","","3"
"Min 1x per month","1997","Couple + C. LE 16 ","indirect migration background","","","","","3"
"Min 1x per month","1997","Couple + C. GT 16 ","no migration background","","","","","3"
"Min 1x per month","1997","Couple + C. GT 16 ","direct migration background","","","","","3"
"Min 1x per month","1997","Couple + C. GT 16 ","indirect migration background","","","","","3"
"Min 1x per month","1997","Couple + C. LE and GT 16","no migration background","","","","","3"
"Min 1x per month","1997","Couple + C. LE and GT 16","direct migration background","","","","","3"
"Min 1x per month","1997","Couple + C. LE and GT 16","indirect migration background","","","","","3"
"Min 1x per week","1997","(Married) couple without C. ","indirect migration background","","","","","2"
"Min 1x per week","1997","Single parent ","no migration background","","","","","2"
"Min 1x per week","1997","1-pers.-HH","indirect migration background","","","","","2"
"Min 1x per week","1997","(Married) couple without C. ","direct migration background","","","","","2"
"Min 1x per week","1997","1-pers.-HH","direct migration background","","","","","2"
"Min 1x per week","1997","1-pers.-HH","no migration background","","","","","2"
"Min 1x per week","1997","(Married) couple without C. ","no migration background","","","","","2"
"Min 1x per week","1997","Single parent ","direct migration background","","","","","2"
"Min 1x per week","1997","Single parent ","indirect migration background","","","","","2"
"Min 1x per week","1997","Couple + C. LE 16 ","no migration background","","","","","2"
"Min 1x per week","1997","Couple + C. LE 16 ","direct migration background","","","","","2"
"Min 1x per week","1997","Couple + C. GT 16 ","indirect migration background","","","","","2"
"Min 1x per week","1997","Couple + C. LE and GT 16","no migration background","","","","","2"
"Min 1x per week","1997","Couple + C. LE 16 ","indirect migration background","","","","","2"
"Min 1x per week","1997","Couple + C. GT 16 ","no migration background","","","","","2"
"Min 1x per week","1997","Couple + C. GT 16 ","direct migration background","","","","","2"
"Min 1x per week","1997","Couple + C. LE and GT 16","direct migration background","","","","","2"
"Min 1x per week","1997","Couple + C. LE and GT 16","indirect migration background","","","","","2"
"Never","1997","1-pers.-HH","no migration background","","","","","5"
"Never","1997","1-pers.-HH","direct migration background","","","","","5"
"Never","1997","1-pers.-HH","indirect migration background","","","","","5"
"Never","1997","(Married) couple without C. ","no migration background","","","","","5"
"Never","1997","(Married) couple without C. ","direct migration background","","","","","5"
"Never","1997","(Married) couple without C. ","indirect migration background","","","","","5"
"Never","1997","Single parent ","no migration background","","","","","5"
"Never","1997","Single parent ","direct migration background","","","","","5"
"Never","1997","Single parent ","indirect migration background","","","","","5"
"Never","1997","Couple + C. LE 16 ","no migration background","","","","","5"
"Never","1997","Couple + C. GT 16 ","no migration background","","","","","5"
"Never","1997","Couple + C. GT 16 ","direct migration background","","","","","5"
"Never","1997","Couple + C. LE 16 ","direct migration background","","","","","5"
"Never","1997","Couple + C. LE 16 ","indirect migration background","","","","","5"
"Never","1997","Couple + C. GT 16 ","indirect migration background","","","","","5"
"Never","1997","Couple + C. LE and GT 16","no migration background","","","","","5"
"Never","1997","Couple + C. LE and GT 16","direct migration background","","","","","5"
"Never","1997","Couple + C. LE and GT 16","indirect migration background","","","","","5"
"Rarely","1997","1-pers.-HH","no migration background","","","","","4"
"Rarely","1997","1-pers.-HH","direct migration background","","","","","4"
"Rarely","1997","1-pers.-HH","indirect migration background","","","","","4"
"Rarely","1997","(Married) couple without C. ","direct migration background","","","","","4"
"Rarely","1997","(Married) couple without C. ","no migration background","","","","","4"
"Rarely","1997","(Married) couple without C. ","indirect migration background","","","","","4"
"Rarely","1997","Single parent ","no migration background","","","","","4"
"Rarely","1997","Single parent ","direct migration background","","","","","4"
"Rarely","1997","Single parent ","indirect migration background","","","","","4"
"Rarely","1997","Couple + C. LE 16 ","no migration background","","","","","4"
"Rarely","1997","Couple + C. LE 16 ","direct migration background","","","","","4"
"Rarely","1997","Couple + C. LE 16 ","indirect migration background","","","","","4"
"Rarely","1997","Couple + C. GT 16 ","no migration background","","","","","4"
"Rarely","1997","Couple + C. GT 16 ","direct migration background","","","","","4"
"Rarely","1997","Couple + C. GT 16 ","indirect migration background","","","","","4"
"Rarely","1997","Couple + C. LE and GT 16","no migration background","","","","","4"
"Rarely","1997","Couple + C. LE and GT 16","direct migration background","","","","","4"
"Rarely","1997","Couple + C. LE and GT 16","indirect migration background","","","","","4"
"Daily","1998","1-pers.-HH","no migration background","54","0.0400629323331851","0.0301420455678623","0.0499838190985079","1"
"Daily","1998","1-pers.-HH","direct migration background","3","","","","1"
"Daily","1998","1-pers.-HH","indirect migration background","2","","","","1"
"Daily","1998","(Married) couple without C. ","no migration background","65","0.0208884526684356","0.0161170635822765","0.0256598417545947","1"
"Daily","1998","(Married) couple without C. ","direct migration background","4","","","","1"
"Daily","1998","(Married) couple without C. ","indirect migration background","2","","","","1"
"Daily","1998","Single parent ","no migration background","16","","","","1"
"Daily","1998","Single parent ","direct migration background","2","","","","1"
"Daily","1998","Single parent ","indirect migration background","1","","","","1"
"Daily","1998","Couple + C. LE 16 ","no migration background","40","0.0166749193574313","0.0115433768270811","0.0218064618877814","1"
"Daily","1998","Couple + C. LE 16 ","direct migration background","9","","","","1"
"Daily","1998","Couple + C. LE 16 ","indirect migration background","1","","","","1"
"Daily","1998","Couple + C. GT 16 ","no migration background","52","0.03396858279247","0.0258147225399951","0.042122443044945","1"
"Daily","1998","Couple + C. GT 16 ","direct migration background","9","","","","1"
"Daily","1998","Couple + C. GT 16 ","indirect migration background","8","","","","1"
"Daily","1998","Couple + C. LE and GT 16","no migration background","29","","","","1"
"Daily","1998","Couple + C. LE and GT 16","direct migration background","6","","","","1"
"Daily","1998","Couple + C. LE and GT 16","indirect migration background","3","","","","1"
"Min 1x per month","1998","1-pers.-HH","indirect migration background","5","","","","3"
"Min 1x per month","1998","1-pers.-HH","no migration background","141","0.0931535413094536","0.0784499199516185","0.107857162667289","3"
"Min 1x per month","1998","1-pers.-HH","direct migration background","12","","","","3"
"Min 1x per month","1998","(Married) couple without C. ","no migration background","280","0.0824288008062157","0.073253189900107","0.0916044117123243","3"
"Min 1x per month","1998","(Married) couple without C. ","direct migration background","42","0.0991390267191005","0.0752066466181096","0.123071406820091","3"
"Min 1x per month","1998","(Married) couple without C. ","indirect migration background","9","","","","3"
"Min 1x per month","1998","Single parent ","no migration background","61","0.108902035805564","0.0831927942950104","0.134611277316117","3"
"Min 1x per month","1998","Single parent ","direct migration background","7","","","","3"
"Min 1x per month","1998","Single parent ","indirect migration background","2","","","","3"
"Min 1x per month","1998","Couple + C. LE 16 ","no migration background","200","0.0780455898529284","0.0672958882239738","0.0887952914818831","3"
"Min 1x per month","1998","Couple + C. LE 16 ","direct migration background","31","0.0532183136005492","0.0355209191000375","0.070915708101061","3"
"Min 1x per month","1998","Couple + C. LE 16 ","indirect migration background","","","","","3"
"Min 1x per month","1998","Couple + C. GT 16 ","no migration background","172","0.0821543172939852","0.0697940189165215","0.094514615671449","3"
"Min 1x per month","1998","Couple + C. GT 16 ","direct migration background","13","","","","3"
"Min 1x per month","1998","Couple + C. GT 16 ","indirect migration background","21","","","","3"
"Min 1x per month","1998","Couple + C. LE and GT 16","direct migration background","16","","","","3"
"Min 1x per month","1998","Couple + C. LE and GT 16","indirect migration background","12","","","","3"
"Min 1x per month","1998","Couple + C. LE and GT 16","no migration background","86","0.116545669703269","0.0952113732499159","0.137879966156623","3"
"Min 1x per week","1998","1-pers.-HH","direct migration background","13","","","","2"
"Min 1x per week","1998","1-pers.-HH","no migration background","133","0.0811108774498838","0.0672997590002444","0.0949219958995232","2"
"Min 1x per week","1998","(Married) couple without C. ","direct migration background","20","","","","2"
"Min 1x per week","1998","(Married) couple without C. ","indirect migration background","6","","","","2"
"Min 1x per week","1998","Single parent ","no migration background","62","0.117438098874477","0.0908684611462571","0.144007736602697","2"
"Min 1x per week","1998","1-pers.-HH","indirect migration background","7","","","","2"
"Min 1x per week","1998","(Married) couple without C. ","no migration background","253","0.0765948775098273","0.06772185437068","0.0854679006489747","2"
"Min 1x per week","1998","Single parent ","direct migration background","5","","","","2"
"Min 1x per week","1998","Single parent ","indirect migration background","4","","","","2"
"Min 1x per week","1998","Couple + C. LE 16 ","no migration background","222","0.0950415652269872","0.0832888392735389","0.106794291180436","2"
"Min 1x per week","1998","Couple + C. LE 16 ","direct migration background","15","","","","2"
"Min 1x per week","1998","Couple + C. LE 16 ","indirect migration background","5","","","","2"
"Min 1x per week","1998","Couple + C. GT 16 ","indirect migration background","23","","","","2"
"Min 1x per week","1998","Couple + C. LE and GT 16","no migration background","95","0.142072802502096","0.118860464043854","0.165285140960338","2"
"Min 1x per week","1998","Couple + C. GT 16 ","no migration background","161","0.0913040545218597","0.0783387341846598","0.10426937485906","2"
"Min 1x per week","1998","Couple + C. GT 16 ","direct migration background","14","","","","2"
"Min 1x per week","1998","Couple + C. LE and GT 16","direct migration background","14","","","","2"
"Min 1x per week","1998","Couple + C. LE and GT 16","indirect migration background","7","","","","2"
"Never","1998","1-pers.-HH","no migration background","905","0.613970181438102","0.58934146316281","0.638598899713394","5"
"Never","1998","1-pers.-HH","direct migration background","140","0.680439698098018","0.614309071094392","0.746570325101643","5"
"Never","1998","(Married) couple without C. ","indirect migration background","40","0.339500350103707","0.237625858616881","0.441374841590533","5"
"Never","1998","1-pers.-HH","indirect migration background","20","","","","5"
"Never","1998","(Married) couple without C. ","no migration background","1856","0.527292844974438","0.510635812267979","0.543949877680897","5"
"Never","1998","(Married) couple without C. ","direct migration background","430","0.627897203917262","0.589188340366583","0.666606067467941","5"
"Never","1998","Single parent ","no migration background","283","0.500309307944496","0.459044629970158","0.541573985918835","5"
"Never","1998","Single parent ","direct migration background","72","0.632481035424458","0.537985405998825","0.726976664850091","5"
"Never","1998","Single parent ","indirect migration background","26","","","","5"
"Never","1998","Couple + C. LE 16 ","no migration background","1149","0.466707583918875","0.44671482927432","0.48670033856343","5"
"Never","1998","Couple + C. GT 16 ","no migration background","883","0.467986157280262","0.445526305061921","0.490446009498604","5"
"Never","1998","Couple + C. GT 16 ","direct migration background","350","0.698663407300511","0.656778499504908","0.740548315096115","5"
"Never","1998","Couple + C. LE 16 ","direct migration background","462","0.684899668978665","0.648273477516417","0.721525860440913","5"
"Never","1998","Couple + C. LE 16 ","indirect migration background","64","0.643254703384094","0.542010660617831","0.744498746150357","5"
"Never","1998","Couple + C. GT 16 ","indirect migration background","99","0.461203310959963","0.391236923192755","0.531169698727171","5"
"Never","1998","Couple + C. LE and GT 16","no migration background","356","0.364616881736172","0.332615080391601","0.396618683080742","5"
"Never","1998","Couple + C. LE and GT 16","direct migration background","205","0.702772058822097","0.648053738966369","0.757490378677825","5"
"Never","1998","Couple + C. LE and GT 16","indirect migration background","61","0.45354415733375","0.362157458293593","0.544930856373907","5"
"Rarely","1998","1-pers.-HH","direct migration background","23","","","","4"
"Rarely","1998","1-pers.-HH","no migration background","268","0.171702467469375","0.152624188414767","0.190780746523984","4"
"Rarely","1998","1-pers.-HH","indirect migration background","19","","","","4"
"Rarely","1998","(Married) couple without C. ","no migration background","997","0.292795024041083","0.277612984747148","0.307977063335019","4"
"Rarely","1998","(Married) couple without C. ","direct migration background","103","0.206180194642477","0.173782126276576","0.238578263008378","4"
"Rarely","1998","(Married) couple without C. ","indirect migration background","26","","","","4"
"Rarely","1998","Single parent ","no migration background","142","0.249746595886979","0.214022412095363","0.285470779678594","4"
"Rarely","1998","Single parent ","direct migration background","14","","","","4"
"Rarely","1998","Single parent ","indirect migration background","12","","","","4"
"Rarely","1998","Couple + C. LE 16 ","direct migration background","101","0.18621208089335","0.15552091410815","0.216903247678551","4"
"Rarely","1998","Couple + C. LE 16 ","no migration background","781","0.343530341643778","0.32449952683796","0.362561156449597","4"
"Rarely","1998","Couple + C. LE 16 ","indirect migration background","16","","","","4"
"Rarely","1998","Couple + C. GT 16 ","no migration background","628","0.324586888111423","0.303511326595949","0.345662449626896","4"
"Rarely","1998","Couple + C. GT 16 ","direct migration background","75","0.201996456580828","0.165346630862176","0.238646282299479","4"
"Rarely","1998","Couple + C. GT 16 ","indirect migration background","44","0.207358591815194","0.150456244646034","0.264260938984354","4"
"Rarely","1998","Couple + C. LE and GT 16","no migration background","303","0.339610033036218","0.308123220962704","0.371096845109732","4"
"Rarely","1998","Couple + C. LE and GT 16","direct migration background","27","","","","4"
"Rarely","1998","Couple + C. LE and GT 16","indirect migration background","31","0.353991835062211","0.266208658695965","0.441775011428457","4"
"Daily","1999","1-pers.-HH","no migration background","","","","","1"
"Daily","1999","1-pers.-HH","direct migration background","","","","","1"
"Daily","1999","1-pers.-HH","indirect migration background","","","","","1"
"Daily","1999","(Married) couple without C. ","no migration background","","","","","1"
"Daily","1999","(Married) couple without C. ","direct migration background","","","","","1"
"Daily","1999","(Married) couple without C. ","indirect migration background","","","","","1"
"Daily","1999","Single parent ","no migration background","","","","","1"
"Daily","1999","Single parent ","direct migration background","","","","","1"
"Daily","1999","Single parent ","indirect migration background","","","","","1"
"Daily","1999","Couple + C. LE 16 ","no migration background","","","","","1"
"Daily","1999","Couple + C. GT 16 ","indirect migration background","","","","","1"
"Daily","1999","Couple + C. LE 16 ","direct migration background","","","","","1"
"Daily","1999","Couple + C. LE 16 ","indirect migration background","","","","","1"
"Daily","1999","Couple + C. GT 16 ","no migration background","","","","","1"
"Daily","1999","Couple + C. GT 16 ","direct migration background","","","","","1"
"Daily","1999","Couple + C. LE and GT 16","indirect migration background","","","","","1"
"Daily","1999","Couple + C. LE and GT 16","direct migration background","","","","","1"
"Daily","1999","Couple + C. LE and GT 16","no migration background","","","","","1"
"Min 1x per month","1999","1-pers.-HH","indirect migration background","","","","","3"
"Min 1x per month","1999","1-pers.-HH","direct migration background","","","","","3"
"Min 1x per month","1999","1-pers.-HH","no migration background","","","","","3"
"Min 1x per month","1999","(Married) couple without C. ","no migration background","","","","","3"
"Min 1x per month","1999","(Married) couple without C. ","direct migration background","","","","","3"
"Min 1x per month","1999","(Married) couple without C. ","indirect migration background","","","","","3"
"Min 1x per month","1999","Single parent ","no migration background","","","","","3"
"Min 1x per month","1999","Single parent ","direct migration background","","","","","3"
"Min 1x per month","1999","Single parent ","indirect migration background","","","","","3"
"Min 1x per month","1999","Couple + C. LE 16 ","no migration background","","","","","3"
"Min 1x per month","1999","Couple + C. GT 16 ","indirect migration background","","","","","3"
"Min 1x per month","1999","Couple + C. LE 16 ","direct migration background","","","","","3"
"Min 1x per month","1999","Couple + C. LE 16 ","indirect migration background","","","","","3"
"Min 1x per month","1999","Couple + C. GT 16 ","no migration background","","","","","3"
"Min 1x per month","1999","Couple + C. GT 16 ","direct migration background","","","","","3"
"Min 1x per month","1999","Couple + C. LE and GT 16","direct migration background","","","","","3"
"Min 1x per month","1999","Couple + C. LE and GT 16","indirect migration background","","","","","3"
"Min 1x per month","1999","Couple + C. LE and GT 16","no migration background","","","","","3"
"Min 1x per week","1999","1-pers.-HH","no migration background","","","","","2"
"Min 1x per week","1999","1-pers.-HH","direct migration background","","","","","2"
"Min 1x per week","1999","1-pers.-HH","indirect migration background","","","","","2"
"Min 1x per week","1999","(Married) couple without C. ","no migration background","","","","","2"
"Min 1x per week","1999","(Married) couple without C. ","direct migration background","","","","","2"
"Min 1x per week","1999","(Married) couple without C. ","indirect migration background","","","","","2"
"Min 1x per week","1999","Single parent ","no migration background","","","","","2"
"Min 1x per week","1999","Single parent ","direct migration background","","","","","2"
"Min 1x per week","1999","Single parent ","indirect migration background","","","","","2"
"Min 1x per week","1999","Couple + C. LE 16 ","no migration background","","","","","2"
"Min 1x per week","1999","Couple + C. LE 16 ","direct migration background","","","","","2"
