"pli0093_h","year","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Rarely","2003","in school","112","0.187768575922661","0.15685357926588","0.218683572579442","4"
"Rarely","2003","middle vocational","2764","0.245694229163871","0.237687049788687","0.253701408539055","4"
"Rarely","2003","inadequately","24","","","","4"
"Rarely","2003","general elemantary","448","0.162804065593184","0.148983056535589","0.176625074650779","4"
"Daily","2004","vocational + Abi","","","","","1"
"Daily","2004","higher vocational","","","","","1"
"Daily","2004","higher education","","","","","1"
"Daily","2004","inadequately","","","","","1"
"Daily","2004","general elemantary","","","","","1"
"Daily","2004","middle vocational","","","","","1"
"Daily","2004","in school","","","","","1"
"Min 1x per month","2004","vocational + Abi","","","","","3"
"Min 1x per month","2004","higher education","","","","","3"
"Min 1x per month","2004","inadequately","","","","","3"
"Min 1x per month","2004","middle vocational","","","","","3"
"Min 1x per month","2004","higher vocational","","","","","3"
"Min 1x per month","2004","in school","","","","","3"
"Min 1x per month","2004","general elemantary","","","","","3"
"Min 1x per week","2004","higher vocational","","","","","2"
"Min 1x per week","2004","vocational + Abi","","","","","2"
"Min 1x per week","2004","middle vocational","","","","","2"
"Min 1x per week","2004","higher education","","","","","2"
"Min 1x per week","2004","inadequately","","","","","2"
"Min 1x per week","2004","general elemantary","","","","","2"
"Min 1x per week","2004","in school","","","","","2"
"Never","2004","higher education","","","","","5"
"Never","2004","middle vocational","","","","","5"
"Never","2004","vocational + Abi","","","","","5"
"Never","2004","higher vocational","","","","","5"
"Never","2004","in school","","","","","5"
"Never","2004","inadequately","","","","","5"
"Never","2004","general elemantary","","","","","5"
"Rarely","2004","higher education","","","","","4"
"Rarely","2004","vocational + Abi","","","","","4"
"Rarely","2004","higher vocational","","","","","4"
"Rarely","2004","middle vocational","","","","","4"
"Rarely","2004","inadequately","","","","","4"
"Rarely","2004","general elemantary","","","","","4"
"Rarely","2004","in school","","","","","4"
"Daily","2005","vocational + Abi","","","","","1"
"Daily","2005","higher vocational","","","","","1"
"Daily","2005","higher education","","","","","1"
"Daily","2005","inadequately","","","","","1"
"Daily","2005","general elemantary","","","","","1"
"Daily","2005","middle vocational","","","","","1"
"Daily","2005","in school","","","","","1"
"Min 1x per month","2005","vocational + Abi","105","0.103649643771217","0.0858462949777629","0.121452992564671","3"
"Min 1x per month","2005","higher education","477","0.114237321127565","0.10456279238079","0.12391184987434","3"
"Min 1x per month","2005","inadequately","3","","","","3"
"Min 1x per month","2005","middle vocational","661","0.0578553588295157","0.0533262959820604","0.0623844216769711","3"
"Min 1x per month","2005","higher vocational","117","0.0742298759291261","0.0611837027219263","0.0872760491363259","3"
"Min 1x per month","2005","in school","69","0.12405521435808","0.0986743466366573","0.149436082079502","3"
"Min 1x per month","2005","general elemantary","99","0.0357967654422454","0.0283469382104397","0.0432465926740511","3"
"Min 1x per week","2005","higher education","610","0.144319590291308","0.13363185808027","0.155007322502345","2"
"Min 1x per week","2005","vocational + Abi","125","0.115641781808321","0.0969629207735518","0.134320642843091","2"
"Min 1x per week","2005","higher vocational","139","0.0885094686980458","0.0743739047464851","0.102645032649606","2"
"Min 1x per week","2005","middle vocational","743","0.0678710127153021","0.0629917081002798","0.0727503173303244","2"
"Min 1x per week","2005","inadequately","9","","","","2"
"Min 1x per week","2005","general elemantary","139","0.0573815007361867","0.0480555321824051","0.0667074692899684","2"
"Min 1x per week","2005","in school","209","0.27669980095098","0.242254950481376","0.311144651420585","2"
"Never","2005","higher education","1588","0.397912168545857","0.383025735080448","0.412798602011265","5"
"Never","2005","middle vocational","6051","0.601760416127527","0.592263955297211","0.611256876957843","5"
"Never","2005","vocational + Abi","527","0.467666791360206","0.438523476951097","0.496810105769316","5"
"Never","2005","higher vocational","789","0.52430208602846","0.499447953578048","0.549156218478872","5"
"Never","2005","in school","219","0.35304139386851","0.316244458510882","0.389838329226139","5"
"Never","2005","inadequately","207","0.826066785890913","0.778505671781149","0.873627900000678","5"
"Never","2005","general elemantary","1697","0.717445892749476","0.699391395256297","0.735500390242655","5"
"Rarely","2005","higher education","1478","0.34353092003527","0.329087927744864","0.357973912325677","4"
"Rarely","2005","vocational + Abi","369","0.313041783060256","0.285955762026235","0.340127804094276","4"
"Rarely","2005","higher vocational","506","0.312958569344368","0.289881689991085","0.33603544869765","4"
"Rarely","2005","in school","151","0.24620359082243","0.213034404982904","0.279372776661956","4"
"Rarely","2005","middle vocational","2753","0.272513212327655","0.263875791152925","0.281150633502386","4"
"Rarely","2005","general elemantary","454","0.189375841072092","0.173664542752799","0.205087139391384","4"
"Rarely","2005","inadequately","25","","","","4"
"Daily","2006","vocational + Abi","","","","","1"
"Daily","2006","higher vocational","","","","","1"
"Daily","2006","higher education","","","","","1"
"Daily","2006","inadequately","","","","","1"
"Daily","2006","general elemantary","","","","","1"
"Daily","2006","middle vocational","","","","","1"
"Daily","2006","in school","","","","","1"
"Min 1x per month","2006","vocational + Abi","","","","","3"
"Min 1x per month","2006","inadequately","","","","","3"
"Min 1x per month","2006","higher vocational","","","","","3"
"Min 1x per month","2006","higher education","","","","","3"
"Min 1x per month","2006","middle vocational","","","","","3"
"Min 1x per month","2006","in school","","","","","3"
"Min 1x per month","2006","general elemantary","","","","","3"
"Min 1x per week","2006","vocational + Abi","","","","","2"
"Min 1x per week","2006","higher vocational","","","","","2"
"Min 1x per week","2006","middle vocational","","","","","2"
"Min 1x per week","2006","higher education","","","","","2"
"Min 1x per week","2006","inadequately","","","","","2"
"Min 1x per week","2006","general elemantary","","","","","2"
"Min 1x per week","2006","in school","","","","","2"
"Never","2006","middle vocational","","","","","5"
"Never","2006","vocational + Abi","","","","","5"
"Never","2006","higher vocational","","","","","5"
"Never","2006","higher education","","","","","5"
"Never","2006","in school","","","","","5"
"Never","2006","inadequately","","","","","5"
"Never","2006","general elemantary","","","","","5"
"Rarely","2006","higher vocational","","","","","4"
"Rarely","2006","higher education","","","","","4"
"Rarely","2006","vocational + Abi","","","","","4"
"Rarely","2006","middle vocational","","","","","4"
"Rarely","2006","inadequately","","","","","4"
"Rarely","2006","in school","","","","","4"
"Rarely","2006","general elemantary","","","","","4"
"Daily","2007","vocational + Abi","","","","","1"
"Daily","2007","higher vocational","","","","","1"
"Daily","2007","higher education","","","","","1"
"Daily","2007","inadequately","","","","","1"
"Daily","2007","in school","","","","","1"
"Daily","2007","general elemantary","","","","","1"
"Daily","2007","middle vocational","","","","","1"
"Min 1x per month","2007","vocational + Abi","112","0.0960533023459948","0.079161795364776","0.112944809327214","3"
"Min 1x per month","2007","inadequately","5","","","","3"
"Min 1x per month","2007","higher vocational","128","0.0859543189290978","0.0719047774604273","0.100003860397768","3"
"Min 1x per month","2007","higher education","552","0.123241849988027","0.113499194119606","0.132984505856449","3"
"Min 1x per month","2007","middle vocational","653","0.0561759733514864","0.0517230891314557","0.0606288575715171","3"
"Min 1x per month","2007","in school","46","0.129757825722079","0.0940915514751013","0.165424099969057","3"
"Min 1x per month","2007","general elemantary","92","0.035025345882815","0.0273361470263048","0.0427145447393252","3"
"Min 1x per week","2007","vocational + Abi","136","0.118257868678125","0.0997470061469228","0.136768731209328","2"
"Min 1x per week","2007","middle vocational","858","0.0784263050771385","0.073227344816407","0.08362526533787","2"
"Min 1x per week","2007","higher vocational","169","0.109744654179041","0.0940773840806586","0.125411924277424","2"
"Min 1x per week","2007","higher education","702","0.159835252956515","0.148974076586304","0.170696429326726","2"
"Min 1x per week","2007","inadequately","7","","","","2"
"Min 1x per week","2007","general elemantary","135","0.0524758758227412","0.0431496289153256","0.0618021227301569","2"
"Min 1x per week","2007","in school","115","0.285006262385673","0.237093719399383","0.332918805371963","2"
"Never","2007","middle vocational","6209","0.623278392647316","0.613907695835247","0.632649089459386","5"
"Never","2007","vocational + Abi","568","0.497012811601864","0.46835103616828","0.525674587035448","5"
"Never","2007","higher vocational","770","0.501508997565332","0.476447190933317","0.526570804197346","5"
"Never","2007","higher education","1678","0.387260206058803","0.372822512104234","0.401697900013373","5"
"Never","2007","in school","100","0.345626812179872","0.295150529650669","0.396103094709076","5"
"Never","2007","inadequately","187","0.860973697098667","0.814941505421744","0.90700588877559","5"
"Never","2007","general elemantary","1616","0.757680183643789","0.739758890112588","0.77560147717499","5"
"Rarely","2007","higher vocational","462","0.302792029326529","0.279761827743379","0.325822230909679","4"
"Rarely","2007","vocational + Abi","353","0.288676017374016","0.262699560523489","0.314652474224542","4"
"Rarely","2007","higher education","1441","0.329662690996655","0.315729841436089","0.343595540557221","4"
"Rarely","2007","middle vocational","2552","0.242119328924059","0.233835412056635","0.250403245791482","4"
"Rarely","2007","inadequately","18","","","","4"
"Rarely","2007","in school","80","0.239609099712376","0.194304634243257","0.284913565181495","4"
"Rarely","2007","general elemantary","353","0.154818594650655","0.139689308035462","0.169947881265848","4"
"Daily","2008","vocational + Abi","32","0.0277709560916433","0.0180429793124982","0.0374989328707885","1"
"Daily","2008","higher vocational","29","","","","1"
"Daily","2008","higher education","191","0.0461742219458574","0.0398258670891461","0.0525225768025687","1"
"Daily","2008","inadequately","1","","","","1"
"Daily","2008","general elemantary","34","0.0157078530450026","0.0102961427364762","0.021119563353529","1"
"Daily","2008","middle vocational","177","0.0195126774862709","0.0167647570502992","0.0222605979222425","1"
"Daily","2008","in school","53","0.136037199320192","0.100273939218643","0.17180045942174","1"
"Min 1x per month","2008","vocational + Abi","122","0.118129764487452","0.0990213424222882","0.137238186552616","3"
"Min 1x per month","2008","inadequately","5","","","","3"
"Min 1x per month","2008","middle vocational","747","0.0743953348700734","0.0691820633069494","0.0796086064331973","3"
"Min 1x per month","2008","higher vocational","126","0.0992034923058351","0.0836443087959055","0.114762675815765","3"
"Min 1x per month","2008","higher education","566","0.133421695576111","0.123135755080128","0.143707636072093","3"
"Min 1x per month","2008","in school","53","0.147353652418483","0.110377164497248","0.184330140339718","3"
"Min 1x per month","2008","general elemantary","107","0.0522046552506977","0.0425235260213891","0.0618857844800064","3"
"Min 1x per week","2008","vocational + Abi","142","0.130792546337274","0.110830914917123","0.150754177757426","2"
"Min 1x per week","2008","inadequately","3","","","","2"
"Min 1x per week","2008","middle vocational","827","0.0805615273171634","0.0751546077258032","0.0859684469085236","2"
"Min 1x per week","2008","higher vocational","186","0.136373542373483","0.11851121659982","0.154235868147145","2"
"Min 1x per week","2008","higher education","669","0.160543383563436","0.14943829035574","0.171648476771133","2"
"Min 1x per week","2008","general elemantary","129","0.0584145023573821","0.0482073561248771","0.0686216485898872","2"
"Min 1x per week","2008","in school","97","0.274843635470855","0.22827222276631","0.3214150481754","2"
"Never","2008","middle vocational","5573","0.577210966525598","0.567396789823117","0.587025143228078","5"
"Never","2008","vocational + Abi","478","0.410898041794979","0.38177041624412","0.440025667345838","5"
"Never","2008","higher vocational","656","0.440754210651645","0.414913195421959","0.466595225881331","5"
"Never","2008","higher education","1472","0.35830943473667","0.343804398343664","0.372814471129677","5"
"Never","2008","in school","85","0.249775381298046","0.204617744173167","0.294933018422926","5"
"Never","2008","inadequately","161","0.869650242907643","0.821264318422484","0.918036167392802","5"
"Never","2008","general elemantary","1413","0.706578350263474","0.686761238615385","0.726395461911562","5"
"Rarely","2008","vocational + Abi","322","0.312408691288651","0.284969610589364","0.339847771987938","4"
"Rarely","2008","higher vocational","421","0.301223839418044","0.277344424287616","0.325103254548473","4"
"Rarely","2008","higher education","1300","0.301551264177925","0.28766853925614","0.31543398909971","4"
"Rarely","2008","in school","65","0.191990131492424","0.150902744381413","0.233077518603436","4"
"Rarely","2008","middle vocational","2409","0.248319493800895","0.239736342261667","0.256902645340122","4"
"Rarely","2008","inadequately","16","","","","4"
"Rarely","2008","general elemantary","345","0.167094639083444","0.150858109705053","0.183331168461835","4"
"Daily","2009","vocational + Abi","","","","","1"
"Daily","2009","higher vocational","","","","","1"
"Daily","2009","higher education","","","","","1"
"Daily","2009","inadequately","","","","","1"
"Daily","2009","general elemantary","","","","","1"
"Daily","2009","middle vocational","","","","","1"
"Daily","2009","in school","","","","","1"
"Min 1x per month","2009","vocational + Abi","98","0.115808035912968","0.0959051480276902","0.135710923798246","3"
"Min 1x per month","2009","inadequately","4","","","","3"
"Min 1x per month","2009","middle vocational","566","0.0649692475001507","0.0598842428851128","0.0700542521151886","3"
"Min 1x per month","2009","higher vocational","108","0.0779469628972251","0.063517376615345","0.0923765491791051","3"
"Min 1x per month","2009","higher education","434","0.11401991146325","0.104189910293445","0.123849912633055","3"
"Min 1x per month","2009","general elemantary","97","0.0601763984474564","0.0491656875997558","0.0711871092951571","3"
"Min 1x per month","2009","in school","46","0.117299234439583","0.0814216502870971","0.15317681859207","3"
"Min 1x per week","2009","vocational + Abi","121","0.115815957814353","0.0959124783706913","0.135719437258015","2"
"Min 1x per week","2009","higher vocational","158","0.134201812399894","0.115854863317498","0.152548761482291","2"
"Min 1x per week","2009","inadequately","3","","","","2"
"Min 1x per week","2009","general elemantary","112","0.0584011920592278","0.0475438656538458","0.0692585184646097","2"
"Min 1x per week","2009","middle vocational","760","0.0834522288497902","0.0777463702004068","0.0891580874991736","2"
"Min 1x per week","2009","higher education","686","0.164275395449594","0.152815805078968","0.175734985820219","2"
"Min 1x per week","2009","in school","109","0.310482064466466","0.258892733743049","0.362071395189883","2"
"Never","2009","middle vocational","5315","0.591265311953892","0.581123012375728","0.601407611532056","5"
"Never","2009","vocational + Abi","477","0.460741662623897","0.429738882263758","0.491744442984037","5"
"Never","2009","higher vocational","661","0.47709841202226","0.450214634366893","0.503982189677627","5"
"Never","2009","higher education","1542","0.369902153578892","0.354970817648508","0.384833489509277","5"
"Never","2009","in school","81","0.31848028673916","0.266534618156918","0.370425955321401","5"
"Never","2009","inadequately","137","0.847887935984256","0.793582349558486","0.902193522410026","5"
"Never","2009","general elemantary","1250","0.716779490603339","0.695918533825056","0.737640447381622","5"
"Rarely","2009","higher education","1354","0.351802539508264","0.337033427416861","0.366571651599667","4"
"Rarely","2009","higher vocational","399","0.310752812680621","0.285842948226647","0.335662677134595","4"
"Rarely","2009","vocational + Abi","297","0.307634343648782","0.278929272067912","0.336339415229652","4"
"Rarely","2009","middle vocational","2384","0.260313211696167","0.251260128284136","0.269366295108197","4"
"Rarely","2009","inadequately","24","","","","4"
"Rarely","2009","in school","73","0.253738414354791","0.205219898753789","0.302256929955792","4"
"Rarely","2009","general elemantary","333","0.164642918889977","0.147472270464167","0.181813567315787","4"
"Daily","2010","vocational + Abi","","","","","1"
"Daily","2010","higher vocational","","","","","1"
"Daily","2010","higher education","","","","","1"
"Daily","2010","inadequately","","","","","1"
"Daily","2010","in school","","","","","1"
"Daily","2010","general elemantary","","","","","1"
"Daily","2010","middle vocational","","","","","1"
"Min 1x per month","2010","vocational + Abi","","","","","3"
"Min 1x per month","2010","higher vocational","","","","","3"
"Min 1x per month","2010","inadequately","","","","","3"
"Min 1x per month","2010","middle vocational","","","","","3"
"Min 1x per month","2010","higher education","","","","","3"
"Min 1x per month","2010","general elemantary","","","","","3"
"Min 1x per month","2010","in school","","","","","3"
"Min 1x per week","2010","higher vocational","","","","","2"
"Min 1x per week","2010","vocational + Abi","","","","","2"
"Min 1x per week","2010","inadequately","","","","","2"
"Min 1x per week","2010","general elemantary","","","","","2"
"Min 1x per week","2010","middle vocational","","","","","2"
"Min 1x per week","2010","higher education","","","","","2"
"Min 1x per week","2010","in school","","","","","2"
"Never","2010","middle vocational","","","","","5"
"Never","2010","vocational + Abi","","","","","5"
"Never","2010","higher vocational","","","","","5"
"Never","2010","higher education","","","","","5"
"Never","2010","in school","","","","","5"
"Never","2010","inadequately","","","","","5"
"Never","2010","general elemantary","","","","","5"
"Rarely","2010","higher vocational","","","","","4"
"Rarely","2010","higher education","","","","","4"
"Rarely","2010","vocational + Abi","","","","","4"
"Rarely","2010","middle vocational","","","","","4"
"Rarely","2010","inadequately","","","","","4"
"Rarely","2010","in school","","","","","4"
"Rarely","2010","general elemantary","","","","","4"
"Daily","2011","vocational + Abi","","","","","1"
"Daily","2011","higher vocational","","","","","1"
"Daily","2011","higher education","","","","","1"
"Daily","2011","inadequately","","","","","1"
"Daily","2011","general elemantary","","","","","1"
"Daily","2011","middle vocational","","","","","1"
"Daily","2011","in school","","","","","1"
"Min 1x per month","2011","vocational + Abi","165","0.0951909849595075","0.0823225207537943","0.108059449165221","3"
"Min 1x per month","2011","inadequately","10","","","","3"
"Min 1x per month","2011","middle vocational","845","0.0607615292655646","0.0567879906927989","0.0647350678383303","3"
"Min 1x per month","2011","higher vocational","132","0.0732188938937934","0.0613549859702065","0.0850828018173802","3"
"Min 1x per month","2011","higher education","634","0.10960720649469","0.101832346399467","0.117382066589912","3"
"Min 1x per month","2011","in school","59","0.146892094255878","0.114990035154432","0.178794153357323","3"
"Min 1x per month","2011","general elemantary","110","0.0345998977743762","0.028003576758554","0.0411962187901984","3"
"Min 1x per week","2011","vocational + Abi","303","0.15872949434682","0.142706377600735","0.174752611092905","2"
"Min 1x per week","2011","inadequately","16","","","","2"
"Min 1x per week","2011","middle vocational","1287","0.0945975849253563","0.0897297482574076","0.099465421593305","2"
"Min 1x per week","2011","higher vocational","269","0.145463038947805","0.129405856057183","0.161520221838426","2"
"Min 1x per week","2011","higher education","1141","0.179239308038798","0.169693622709909","0.188784993367686","2"
"Min 1x per week","2011","general elemantary","184","0.0568157791173083","0.048460836887691","0.0651707213469255","2"
"Min 1x per week","2011","in school","169","0.35006555888695","0.307079563386699","0.393051554387201","2"
"Never","2011","higher vocational","942","0.512385997847537","0.489621173141795","0.53515082255328","5"
"Never","2011","higher education","2577","0.411647466170434","0.399399506507302","0.423895425833565","5"
"Never","2011","middle vocational","8655","0.611602963979798","0.603496193204525","0.619709734755072","5"
"Never","2011","vocational + Abi","979","0.448204507321129","0.426398430726702","0.470010583915557","5"
"Never","2011","in school","161","0.311128124946934","0.269406964124553","0.352849285769315","5"
"Never","2011","inadequately","344","0.858635914402164","0.824953652443963","0.892318176360365","5"
"Never","2011","general elemantary","2201","0.75934764613673","0.743919061501061","0.7747762307724","5"
"Rarely","2011","vocational + Abi","551","0.297875013372543","0.277822232835401","0.317927793909686","4"
"Rarely","2011","middle vocational","3098","0.233037921829281","0.226005977984809","0.240069865673752","4"
"Rarely","2011","higher vocational","509","0.268932069310864","0.248737817687546","0.289126320934183","4"
"Rarely","2011","higher education","1850","0.299506019296079","0.288106482849014","0.310905555743144","4"
"Rarely","2011","inadequately","41","0.0953302000588185","0.0669387562417604","0.123721643875877","4"
"Rarely","2011","general elemantary","454","0.149236676971585","0.13637632457317","0.16209702937","4"
"Rarely","2011","in school","84","0.191914221910239","0.156424725881093","0.227403717939384","4"
"Daily","2012","vocational + Abi","","","","","1"
"Daily","2012","higher vocational","","","","","1"
"Daily","2012","higher education","","","","","1"
"Daily","2012","inadequately","","","","","1"
"Daily","2012","general elemantary","","","","","1"
"Daily","2012","middle vocational","","","","","1"
"Daily","2012","in school","","","","","1"
"Min 1x per month","2012","vocational + Abi","","","","","3"
"Min 1x per month","2012","inadequately","","","","","3"
"Min 1x per month","2012","middle vocational","","","","","3"
"Min 1x per month","2012","higher vocational","","","","","3"
"Min 1x per month","2012","higher education","","","","","3"
"Min 1x per month","2012","in school","","","","","3"
"Min 1x per month","2012","general elemantary","","","","","3"
"Min 1x per week","2012","vocational + Abi","","","","","2"
"Min 1x per week","2012","higher vocational","","","","","2"
"Min 1x per week","2012","inadequately","","","","","2"
"Min 1x per week","2012","general elemantary","","","","","2"
"Min 1x per week","2012","middle vocational","","","","","2"
"Min 1x per week","2012","higher education","","","","","2"
"Min 1x per week","2012","in school","","","","","2"
"Never","2012","higher vocational","","","","","5"
"Never","2012","higher education","","","","","5"
"Never","2012","middle vocational","","","","","5"
"Never","2012","vocational + Abi","","","","","5"
"Never","2012","in school","","","","","5"
"Never","2012","inadequately","","","","","5"
"Never","2012","general elemantary","","","","","5"
"Rarely","2012","vocational + Abi","","","","","4"
"Rarely","2012","higher vocational","","","","","4"
"Rarely","2012","middle vocational","","","","","4"
"Rarely","2012","higher education","","","","","4"
"Rarely","2012","inadequately","","","","","4"
"Rarely","2012","general elemantary","","","","","4"
"Rarely","2012","in school","","","","","4"
"Daily","2013","vocational + Abi","84","0.0374974921161407","0.0286620424642853","0.0463329417679962","1"
"Daily","2013","higher vocational","62","0.0446147312822325","0.0347335248877479","0.0544959376767171","1"
"Daily","2013","higher education","372","0.0640274291648492","0.0577413847696961","0.0703134735600023","1"
"Daily","2013","inadequately","12","","","","1"
"Daily","2013","general elemantary","97","0.0244264494414725","0.0184905204342777","0.0303623784486673","1"
"Daily","2013","middle vocational","386","0.0314079930751525","0.0283385629876189","0.0344774231626861","1"
"Daily","2013","in school","75","0.195231733064434","0.158362234395975","0.232101231732894","1"
"Min 1x per month","2013","vocational + Abi","203","0.128506364386803","0.112942370959252","0.144070357814354","3"
"Min 1x per month","2013","inadequately","15","","","","3"
"Min 1x per month","2013","in school","53","0.122653895394668","0.0921410467438864","0.15316674404545","3"
"Min 1x per month","2013","general elemantary","189","0.0586686711339127","0.049632116059652","0.0677052262081734","3"
"Min 1x per month","2013","middle vocational","1107","0.0856782352840121","0.0807527162965693","0.090603754271455","3"
"Min 1x per month","2013","higher vocational","163","0.0975437995084268","0.0833435995339717","0.111743999482882","3"
"Min 1x per month","2013","higher education","805","0.143502376715627","0.134500035313695","0.152504718117558","3"
"Min 1x per week","2013","higher vocational","238","0.132145689967277","0.115937613630271","0.148353766304283","2"
"Min 1x per week","2013","inadequately","18","","","","2"
"Min 1x per week","2013","general elemantary","209","0.0695526831495848","0.0597705998705449","0.0793347664286247","2"
"Min 1x per week","2013","vocational + Abi","285","0.159908897909498","0.142862755287091","0.176955040531906","2"
"Min 1x per week","2013","in school","132","0.262511634127028","0.2215847699249","0.303438498329157","2"
"Min 1x per week","2013","middle vocational","1297","0.0925924964143439","0.0874914850385322","0.0976935077901557","2"
"Min 1x per week","2013","higher education","1139","0.183589999040513","0.173648737062495","0.193531261018531","2"
"Never","2013","in school","98","0.217386874881777","0.179020847788476","0.255752901975078","5"
"Never","2013","inadequately","236","0.719965703035138","0.671372817882071","0.768558588188204","5"
"Never","2013","general elemantary","1610","0.660645466466675","0.642438416884113","0.678852516049237","5"
"Never","2013","middle vocational","6507","0.533528149605031","0.524748875637691","0.542307423572371","5"
"Never","2013","vocational + Abi","677","0.388862816835274","0.366190590249787","0.411535043420761","5"
"Never","2013","higher vocational","687","0.408069159015104","0.384546634470709","0.431591683559499","5"
"Never","2013","higher education","1788","0.309571907545188","0.297700482646201","0.321443332444175","5"
"Rarely","2013","vocational + Abi","527","0.285224428752284","0.264225128634742","0.306223728869827","4"
"Rarely","2013","inadequately","47","0.156413105375582","0.117102235820636","0.195723974930528","4"
"Rarely","2013","general elemantary","493","0.186706729808355","0.171722580457478","0.201690879159232","4"
"Rarely","2013","middle vocational","3107","0.25679312562146","0.249105118658624","0.264481132584297","4"
"Rarely","2013","higher vocational","527","0.31762662022696","0.295344780578999","0.339908459874921","4"
"Rarely","2013","higher education","1722","0.299308287533823","0.287548872666202","0.311067702401444","4"
"Rarely","2013","in school","86","0.202215862532092","0.164855858493887","0.239575866570298","4"
"Daily","2014","vocational + Abi","","","","","1"
"Daily","2014","higher vocational","","","","","1"
"Daily","2014","higher education","","","","","1"
"Daily","2014","middle vocational","","","","","1"
"Daily","2014","general elemantary","","","","","1"
"Daily","2014","inadequately","","","","","1"
"Daily","2014","in school","","","","","1"
"Min 1x per month","2014","vocational + Abi","","","","","3"
"Min 1x per month","2014","inadequately","","","","","3"
"Min 1x per month","2014","in school","","","","","3"
"Min 1x per month","2014","middle vocational","","","","","3"
"Min 1x per month","2014","higher education","","","","","3"
"Min 1x per month","2014","general elemantary","","","","","3"
"Min 1x per month","2014","higher vocational","","","","","3"
"Min 1x per week","2014","general elemantary","","","","","2"
"Min 1x per week","2014","higher vocational","","","","","2"
"Min 1x per week","2014","inadequately","","","","","2"
"Min 1x per week","2014","vocational + Abi","","","","","2"
"Min 1x per week","2014","higher education","","","","","2"
"Min 1x per week","2014","in school","","","","","2"
"Min 1x per week","2014","middle vocational","","","","","2"
"Never","2014","in school","","","","","5"
"Never","2014","inadequately","","","","","5"
"Never","2014","general elemantary","","","","","5"
"Never","2014","middle vocational","","","","","5"
"Never","2014","vocational + Abi","","","","","5"
"Never","2014","higher vocational","","","","","5"
"Never","2014","higher education","","","","","5"
"Rarely","2014","vocational + Abi","","","","","4"
"Rarely","2014","inadequately","","","","","4"
"Rarely","2014","general elemantary","","","","","4"
"Rarely","2014","middle vocational","","","","","4"
"Rarely","2014","higher vocational","","","","","4"
"Rarely","2014","higher education","","","","","4"
"Rarely","2014","in school","","","","","4"
"Daily","2015","vocational + Abi","","","","","1"
"Daily","2015","higher vocational","","","","","1"
"Daily","2015","higher education","","","","","1"
"Daily","2015","inadequately","","","","","1"
"Daily","2015","general elemantary","","","","","1"
"Daily","2015","middle vocational","","","","","1"
"Daily","2015","in school","","","","","1"
"Min 1x per month","2015","inadequately","9","","","","3"
"Min 1x per month","2015","vocational + Abi","190","0.0952242234914612","0.082851524466447","0.107596922516476","3"
"Min 1x per month","2015","middle vocational","779","0.0641573853657498","0.0598061404338161","0.0685086302976836","3"
"Min 1x per month","2015","in school","44","0.13354226565561","0.0991597832044083","0.167924748106812","3"
"Min 1x per month","2015","general elemantary","147","0.0446767813574952","0.0372518282637087","0.0521017344512817","3"
"Min 1x per month","2015","higher vocational","106","0.0747427888254492","0.0615914983081081","0.0878940793427904","3"
"Min 1x per month","2015","higher education","679","0.0995279385564163","0.0922163325124559","0.106839544600377","3"
"Min 1x per week","2015","general elemantary","221","0.073028295434661","0.0636773304731164","0.0823792603962056","2"
"Min 1x per week","2015","higher vocational","216","0.128791801938547","0.112040152742969","0.145543451134125","2"
"Min 1x per week","2015","inadequately","26","","","","2"
"Min 1x per week","2015","vocational + Abi","255","0.133643249635815","0.119300178852622","0.147986320419008","2"
"Min 1x per week","2015","higher education","1222","0.205028402118417","0.19516815096183","0.214888653275005","2"
"Min 1x per week","2015","middle vocational","1189","0.0997484307498316","0.0944270568765262","0.105069804623137","2"
"Min 1x per week","2015","in school","118","0.252839035306328","0.208906798291696","0.296771272320961","2"
"Never","2015","in school","148","0.456393265915662","0.406047123907279","0.506739407924045","5"
"Never","2015","inadequately","446","0.822865931130284","0.790575299636764","0.855156562623804","5"
"Never","2015","general elemantary","2153","0.738049199185611","0.722246541563996","0.753851856807225","5"
"Never","2015","middle vocational","7502","0.615828455820549","0.607191090942377","0.624465820698721","5"
"Never","2015","vocational + Abi","1164","0.508621717235834","0.487548750808811","0.529694683662857","5"
"Never","2015","higher vocational","792","0.526252865782028","0.501282608449003","0.551223123115053","5"
"Never","2015","higher education","2671","0.404700607693025","0.392712798957156","0.416688416428893","5"
"Rarely","2015","vocational + Abi","553","0.26251080963689","0.24396389506984","0.28105772420394","4"
"Rarely","2015","inadequately","56","0.0930616534810187","0.0684899529951689","0.117633353966869","4"
"Rarely","2015","general elemantary","453","0.144245724022233","0.131618623965331","0.156872824079135","4"
"Rarely","2015","middle vocational","2712","0.220265728063869","0.212906443951879","0.22762501217586","4"
"Rarely","2015","higher vocational","422","0.270212543453976","0.248004851066493","0.292420235841459","4"
"Rarely","2015","higher education","1868","0.290743051632141","0.279652283416164","0.301833819848119","4"
"Rarely","2015","in school","66","0.157225433122399","0.120431918151732","0.194018948093067","4"
"Daily","2016","vocational + Abi","","","","","1"
"Daily","2016","higher vocational","","","","","1"
"Daily","2016","higher education","","","","","1"
"Daily","2016","inadequately","","","","","1"
"Daily","2016","general elemantary","","","","","1"
"Daily","2016","middle vocational","","","","","1"
"Daily","2016","in school","","","","","1"
"Min 1x per month","2016","inadequately","","","","","3"
"Min 1x per month","2016","vocational + Abi","","","","","3"
