"pli0093_h","year","age_gr","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Never","1998","35-65 y.","higher education","464","0.318406577624235","0.293454224192891","0.343358931055578","5"
"Never","1998","35-65 y.","in school","2","","","","5"
"Never","1998","35-65 y.","inadequately","286","0.907551764099882","0.875202995776161","0.939900532423603","5"
"Never","1998","35-65 y.","general elemantary","782","0.678020207010125","0.649932448287325","0.706107965732926","5"
"Never","1998","16-34 y.","in school","109","0.289679442508544","0.240663633852355","0.338695251164733","5"
"Never","1998","16-34 y.","inadequately","62","0.660261486101509","0.561306626069103","0.759216346133916","5"
"Never","1998","16-34 y.","general elemantary","527","0.544733920316994","0.512342497634466","0.577125342999522","5"
"Never","1998","16-34 y.","middle vocational","1176","0.486146954855978","0.465751774700094","0.506542135011862","5"
"Never","1998","16-34 y.","vocational + Abi","111","0.390408680692541","0.333369398590779","0.447447962794302","5"
"Never","1998","16-34 y.","higher vocational","106","0.410588439131926","0.348608222272664","0.472568655991187","5"
"Never","1998","16-34 y.","higher education","149","0.352833048936242","0.308284891005285","0.3973812068672","5"
"Rarely","1998","66 and older","in school","","","","","4"
"Rarely","1998","66 and older","inadequately","1","","","","4"
"Rarely","1998","66 and older","general elemantary","60","0.0973405177707602","0.072789874389517","0.121891161152003","4"
"Rarely","1998","66 and older","middle vocational","139","0.168866094090077","0.143914639199874","0.19381754898028","4"
"Rarely","1998","66 and older","vocational + Abi","8","","","","4"
"Rarely","1998","66 and older","higher vocational","15","","","","4"
"Rarely","1998","66 and older","higher education","40","0.177845357034032","0.122594731138052","0.233095982930012","4"
"Rarely","1998","16-34 y.","vocational + Abi","96","0.348973472089561","0.293243287563138","0.404703656615984","4"
"Rarely","1998","16-34 y.","higher vocational","83","0.33463746226985","0.275186777743346","0.394088146796354","4"
"Rarely","1998","16-34 y.","higher education","151","0.329908296807295","0.286075347265193","0.373741246349397","4"
"Rarely","1998","35-65 y.","in school","","","","","4"
"Rarely","1998","35-65 y.","middle vocational","1179","0.320980625569555","0.30620307244147","0.33575817869764","4"
"Rarely","1998","35-65 y.","vocational + Abi","65","0.295975365783165","0.232392923358098","0.359557808208231","4"
"Rarely","1998","35-65 y.","higher vocational","187","0.366460957840997","0.324184522028027","0.408737393653966","4"
"Rarely","1998","35-65 y.","higher education","496","0.356867855263255","0.331207561358653","0.382528149167857","4"
"Rarely","1998","16-34 y.","general elemantary","201","0.235198823575057","0.207612297561247","0.262785349588868","4"
"Rarely","1998","16-34 y.","middle vocational","659","0.293912590876102","0.275323308566262","0.312501873185941","4"
"Rarely","1998","35-65 y.","inadequately","17","","","","4"
"Rarely","1998","16-34 y.","in school","89","0.266603722119106","0.218823012325926","0.314384431912287","4"
"Rarely","1998","16-34 y.","inadequately","12","","","","4"
"Rarely","1998","35-65 y.","general elemantary","174","0.189304204667382","0.16575422431331","0.212854185021455","4"
"Daily","1999","66 and older","in school","","","","","1"
"Daily","1999","66 and older","inadequately","","","","","1"
"Daily","1999","66 and older","general elemantary","","","","","1"
"Daily","1999","66 and older","middle vocational","","","","","1"
"Daily","1999","66 and older","vocational + Abi","","","","","1"
"Daily","1999","66 and older","higher vocational","","","","","1"
"Daily","1999","66 and older","higher education","","","","","1"
"Daily","1999","16-34 y.","inadequately","","","","","1"
"Daily","1999","16-34 y.","general elemantary","","","","","1"
"Daily","1999","16-34 y.","middle vocational","","","","","1"
"Daily","1999","16-34 y.","vocational + Abi","","","","","1"
"Daily","1999","16-34 y.","higher vocational","","","","","1"
"Daily","1999","16-34 y.","higher education","","","","","1"
"Daily","1999","35-65 y.","in school","","","","","1"
"Daily","1999","16-34 y.","in school","","","","","1"
"Daily","1999","35-65 y.","inadequately","","","","","1"
"Daily","1999","35-65 y.","general elemantary","","","","","1"
"Daily","1999","35-65 y.","middle vocational","","","","","1"
"Daily","1999","35-65 y.","vocational + Abi","","","","","1"
"Daily","1999","35-65 y.","higher vocational","","","","","1"
"Daily","1999","35-65 y.","higher education","","","","","1"
"Min 1x per month","1999","66 and older","higher education","","","","","3"
"Min 1x per month","1999","66 and older","higher vocational","","","","","3"
"Min 1x per month","1999","66 and older","middle vocational","","","","","3"
"Min 1x per month","1999","66 and older","vocational + Abi","","","","","3"
"Min 1x per month","1999","35-65 y.","middle vocational","","","","","3"
"Min 1x per month","1999","35-65 y.","vocational + Abi","","","","","3"
"Min 1x per month","1999","66 and older","in school","","","","","3"
"Min 1x per month","1999","66 and older","inadequately","","","","","3"
"Min 1x per month","1999","66 and older","general elemantary","","","","","3"
"Min 1x per month","1999","16-34 y.","in school","","","","","3"
"Min 1x per month","1999","16-34 y.","inadequately","","","","","3"
"Min 1x per month","1999","16-34 y.","general elemantary","","","","","3"
"Min 1x per month","1999","16-34 y.","middle vocational","","","","","3"
"Min 1x per month","1999","16-34 y.","vocational + Abi","","","","","3"
"Min 1x per month","1999","16-34 y.","higher vocational","","","","","3"
"Min 1x per month","1999","16-34 y.","higher education","","","","","3"
"Min 1x per month","1999","35-65 y.","in school","","","","","3"
"Min 1x per month","1999","35-65 y.","inadequately","","","","","3"
"Min 1x per month","1999","35-65 y.","general elemantary","","","","","3"
"Min 1x per month","1999","35-65 y.","higher vocational","","","","","3"
"Min 1x per month","1999","35-65 y.","higher education","","","","","3"
"Min 1x per week","1999","66 and older","general elemantary","","","","","2"
"Min 1x per week","1999","66 and older","middle vocational","","","","","2"
"Min 1x per week","1999","66 and older","higher vocational","","","","","2"
"Min 1x per week","1999","66 and older","in school","","","","","2"
"Min 1x per week","1999","66 and older","inadequately","","","","","2"
"Min 1x per week","1999","66 and older","vocational + Abi","","","","","2"
"Min 1x per week","1999","66 and older","higher education","","","","","2"
"Min 1x per week","1999","35-65 y.","in school","","","","","2"
"Min 1x per week","1999","35-65 y.","inadequately","","","","","2"
"Min 1x per week","1999","35-65 y.","general elemantary","","","","","2"
"Min 1x per week","1999","35-65 y.","middle vocational","","","","","2"
"Min 1x per week","1999","35-65 y.","vocational + Abi","","","","","2"
"Min 1x per week","1999","35-65 y.","higher vocational","","","","","2"
"Min 1x per week","1999","35-65 y.","higher education","","","","","2"
"Min 1x per week","1999","16-34 y.","vocational + Abi","","","","","2"
"Min 1x per week","1999","16-34 y.","higher vocational","","","","","2"
"Min 1x per week","1999","16-34 y.","higher education","","","","","2"
"Min 1x per week","1999","16-34 y.","in school","","","","","2"
"Min 1x per week","1999","16-34 y.","inadequately","","","","","2"
"Min 1x per week","1999","16-34 y.","general elemantary","","","","","2"
"Min 1x per week","1999","16-34 y.","middle vocational","","","","","2"
"Never","1999","66 and older","higher education","","","","","5"
"Never","1999","66 and older","higher vocational","","","","","5"
"Never","1999","66 and older","vocational + Abi","","","","","5"
"Never","1999","35-65 y.","vocational + Abi","","","","","5"
"Never","1999","66 and older","in school","","","","","5"
"Never","1999","66 and older","inadequately","","","","","5"
"Never","1999","66 and older","general elemantary","","","","","5"
"Never","1999","66 and older","middle vocational","","","","","5"
"Never","1999","35-65 y.","in school","","","","","5"
"Never","1999","35-65 y.","inadequately","","","","","5"
"Never","1999","35-65 y.","general elemantary","","","","","5"
"Never","1999","35-65 y.","middle vocational","","","","","5"
"Never","1999","35-65 y.","higher vocational","","","","","5"
"Never","1999","35-65 y.","higher education","","","","","5"
"Never","1999","16-34 y.","in school","","","","","5"
"Never","1999","16-34 y.","inadequately","","","","","5"
"Never","1999","16-34 y.","general elemantary","","","","","5"
"Never","1999","16-34 y.","middle vocational","","","","","5"
"Never","1999","16-34 y.","vocational + Abi","","","","","5"
"Never","1999","16-34 y.","higher vocational","","","","","5"
"Never","1999","16-34 y.","higher education","","","","","5"
"Rarely","1999","66 and older","in school","","","","","4"
"Rarely","1999","66 and older","vocational + Abi","","","","","4"
"Rarely","1999","66 and older","general elemantary","","","","","4"
"Rarely","1999","66 and older","inadequately","","","","","4"
"Rarely","1999","66 and older","middle vocational","","","","","4"
"Rarely","1999","66 and older","higher vocational","","","","","4"
"Rarely","1999","66 and older","higher education","","","","","4"
"Rarely","1999","16-34 y.","in school","","","","","4"
"Rarely","1999","16-34 y.","inadequately","","","","","4"
"Rarely","1999","16-34 y.","general elemantary","","","","","4"
"Rarely","1999","16-34 y.","middle vocational","","","","","4"
"Rarely","1999","16-34 y.","vocational + Abi","","","","","4"
"Rarely","1999","16-34 y.","higher vocational","","","","","4"
"Rarely","1999","16-34 y.","higher education","","","","","4"
"Rarely","1999","35-65 y.","in school","","","","","4"
"Rarely","1999","35-65 y.","inadequately","","","","","4"
"Rarely","1999","35-65 y.","vocational + Abi","","","","","4"
"Rarely","1999","35-65 y.","higher vocational","","","","","4"
"Rarely","1999","35-65 y.","higher education","","","","","4"
"Rarely","1999","35-65 y.","general elemantary","","","","","4"
"Rarely","1999","35-65 y.","middle vocational","","","","","4"
"Daily","2000","66 and older","vocational + Abi","","","","","1"
"Daily","2000","66 and older","higher vocational","","","","","1"
"Daily","2000","66 and older","higher education","","","","","1"
"Daily","2000","66 and older","in school","","","","","1"
"Daily","2000","66 and older","inadequately","","","","","1"
"Daily","2000","66 and older","general elemantary","","","","","1"
"Daily","2000","66 and older","middle vocational","","","","","1"
"Daily","2000","16-34 y.","inadequately","","","","","1"
"Daily","2000","16-34 y.","general elemantary","","","","","1"
"Daily","2000","16-34 y.","middle vocational","","","","","1"
"Daily","2000","16-34 y.","vocational + Abi","","","","","1"
"Daily","2000","16-34 y.","higher vocational","","","","","1"
"Daily","2000","16-34 y.","higher education","","","","","1"
"Daily","2000","35-65 y.","in school","","","","","1"
"Daily","2000","35-65 y.","vocational + Abi","","","","","1"
"Daily","2000","35-65 y.","higher vocational","","","","","1"
"Daily","2000","35-65 y.","higher education","","","","","1"
"Daily","2000","16-34 y.","in school","","","","","1"
"Daily","2000","35-65 y.","inadequately","","","","","1"
"Daily","2000","35-65 y.","general elemantary","","","","","1"
"Daily","2000","35-65 y.","middle vocational","","","","","1"
"Min 1x per month","2000","66 and older","in school","","","","","3"
"Min 1x per month","2000","66 and older","inadequately","","","","","3"
"Min 1x per month","2000","66 and older","general elemantary","","","","","3"
"Min 1x per month","2000","66 and older","middle vocational","","","","","3"
"Min 1x per month","2000","66 and older","vocational + Abi","","","","","3"
"Min 1x per month","2000","66 and older","higher vocational","","","","","3"
"Min 1x per month","2000","66 and older","higher education","","","","","3"
"Min 1x per month","2000","16-34 y.","in school","","","","","3"
"Min 1x per month","2000","16-34 y.","inadequately","","","","","3"
"Min 1x per month","2000","16-34 y.","general elemantary","","","","","3"
"Min 1x per month","2000","16-34 y.","middle vocational","","","","","3"
"Min 1x per month","2000","16-34 y.","vocational + Abi","","","","","3"
"Min 1x per month","2000","16-34 y.","higher vocational","","","","","3"
"Min 1x per month","2000","16-34 y.","higher education","","","","","3"
"Min 1x per month","2000","35-65 y.","in school","","","","","3"
"Min 1x per month","2000","35-65 y.","inadequately","","","","","3"
"Min 1x per month","2000","35-65 y.","general elemantary","","","","","3"
"Min 1x per month","2000","35-65 y.","middle vocational","","","","","3"
"Min 1x per month","2000","35-65 y.","vocational + Abi","","","","","3"
"Min 1x per month","2000","35-65 y.","higher vocational","","","","","3"
"Min 1x per month","2000","35-65 y.","higher education","","","","","3"
"Min 1x per week","2000","66 and older","vocational + Abi","","","","","2"
"Min 1x per week","2000","66 and older","higher vocational","","","","","2"
"Min 1x per week","2000","66 and older","in school","","","","","2"
"Min 1x per week","2000","66 and older","inadequately","","","","","2"
"Min 1x per week","2000","66 and older","general elemantary","","","","","2"
"Min 1x per week","2000","66 and older","middle vocational","","","","","2"
"Min 1x per week","2000","66 and older","higher education","","","","","2"
"Min 1x per week","2000","35-65 y.","in school","","","","","2"
"Min 1x per week","2000","35-65 y.","inadequately","","","","","2"
"Min 1x per week","2000","35-65 y.","general elemantary","","","","","2"
"Min 1x per week","2000","35-65 y.","middle vocational","","","","","2"
"Min 1x per week","2000","35-65 y.","vocational + Abi","","","","","2"
"Min 1x per week","2000","35-65 y.","higher vocational","","","","","2"
"Min 1x per week","2000","35-65 y.","higher education","","","","","2"
"Min 1x per week","2000","16-34 y.","in school","","","","","2"
"Min 1x per week","2000","16-34 y.","inadequately","","","","","2"
"Min 1x per week","2000","16-34 y.","general elemantary","","","","","2"
"Min 1x per week","2000","16-34 y.","middle vocational","","","","","2"
"Min 1x per week","2000","16-34 y.","vocational + Abi","","","","","2"
"Min 1x per week","2000","16-34 y.","higher vocational","","","","","2"
"Min 1x per week","2000","16-34 y.","higher education","","","","","2"
"Never","2000","66 and older","middle vocational","","","","","5"
"Never","2000","66 and older","vocational + Abi","","","","","5"
"Never","2000","66 and older","higher vocational","","","","","5"
"Never","2000","66 and older","higher education","","","","","5"
"Never","2000","35-65 y.","middle vocational","","","","","5"
"Never","2000","35-65 y.","vocational + Abi","","","","","5"
"Never","2000","66 and older","in school","","","","","5"
"Never","2000","66 and older","inadequately","","","","","5"
"Never","2000","66 and older","general elemantary","","","","","5"
"Never","2000","35-65 y.","in school","","","","","5"
"Never","2000","35-65 y.","inadequately","","","","","5"
"Never","2000","35-65 y.","general elemantary","","","","","5"
"Never","2000","35-65 y.","higher vocational","","","","","5"
"Never","2000","35-65 y.","higher education","","","","","5"
"Never","2000","16-34 y.","in school","","","","","5"
"Never","2000","16-34 y.","inadequately","","","","","5"
"Never","2000","16-34 y.","general elemantary","","","","","5"
"Never","2000","16-34 y.","middle vocational","","","","","5"
"Never","2000","16-34 y.","vocational + Abi","","","","","5"
"Never","2000","16-34 y.","higher vocational","","","","","5"
"Never","2000","16-34 y.","higher education","","","","","5"
"Rarely","2000","66 and older","middle vocational","","","","","4"
"Rarely","2000","66 and older","vocational + Abi","","","","","4"
"Rarely","2000","66 and older","general elemantary","","","","","4"
"Rarely","2000","66 and older","in school","","","","","4"
"Rarely","2000","66 and older","inadequately","","","","","4"
"Rarely","2000","66 and older","higher vocational","","","","","4"
"Rarely","2000","66 and older","higher education","","","","","4"
"Rarely","2000","16-34 y.","in school","","","","","4"
"Rarely","2000","16-34 y.","inadequately","","","","","4"
"Rarely","2000","16-34 y.","general elemantary","","","","","4"
"Rarely","2000","16-34 y.","middle vocational","","","","","4"
"Rarely","2000","16-34 y.","vocational + Abi","","","","","4"
"Rarely","2000","16-34 y.","higher vocational","","","","","4"
"Rarely","2000","16-34 y.","higher education","","","","","4"
"Rarely","2000","35-65 y.","in school","","","","","4"
"Rarely","2000","35-65 y.","vocational + Abi","","","","","4"
"Rarely","2000","35-65 y.","higher vocational","","","","","4"
"Rarely","2000","35-65 y.","higher education","","","","","4"
"Rarely","2000","35-65 y.","inadequately","","","","","4"
"Rarely","2000","35-65 y.","general elemantary","","","","","4"
"Rarely","2000","35-65 y.","middle vocational","","","","","4"
"Daily","2001","66 and older","in school","","","","","1"
"Daily","2001","66 and older","inadequately","","","","","1"
"Daily","2001","66 and older","general elemantary","","","","","1"
"Daily","2001","66 and older","middle vocational","","","","","1"
"Daily","2001","66 and older","vocational + Abi","","","","","1"
"Daily","2001","66 and older","higher vocational","","","","","1"
"Daily","2001","66 and older","higher education","","","","","1"
"Daily","2001","16-34 y.","general elemantary","","","","","1"
"Daily","2001","16-34 y.","middle vocational","","","","","1"
"Daily","2001","16-34 y.","vocational + Abi","","","","","1"
"Daily","2001","16-34 y.","higher vocational","","","","","1"
"Daily","2001","16-34 y.","higher education","","","","","1"
"Daily","2001","35-65 y.","in school","","","","","1"
"Daily","2001","35-65 y.","inadequately","","","","","1"
"Daily","2001","16-34 y.","in school","","","","","1"
"Daily","2001","16-34 y.","inadequately","","","","","1"
"Daily","2001","35-65 y.","general elemantary","","","","","1"
"Daily","2001","35-65 y.","middle vocational","","","","","1"
"Daily","2001","35-65 y.","vocational + Abi","","","","","1"
"Daily","2001","35-65 y.","higher vocational","","","","","1"
"Daily","2001","35-65 y.","higher education","","","","","1"
"Min 1x per month","2001","66 and older","in school","","","","","3"
"Min 1x per month","2001","66 and older","inadequately","1","","","","3"
"Min 1x per month","2001","66 and older","general elemantary","19","","","","3"
"Min 1x per month","2001","66 and older","middle vocational","70","0.0446299802420865","0.0350130168681022","0.0542469436160709","3"
"Min 1x per month","2001","66 and older","vocational + Abi","9","","","","3"
"Min 1x per month","2001","66 and older","higher vocational","4","","","","3"
"Min 1x per month","2001","66 and older","higher education","35","0.0917799038980779","0.0642337342094615","0.119326073586694","3"
"Min 1x per month","2001","16-34 y.","in school","49","0.0913012631612004","0.0671189302825253","0.115483596039875","3"
"Min 1x per month","2001","16-34 y.","inadequately","","","","","3"
"Min 1x per month","2001","16-34 y.","general elemantary","59","0.0599387405000102","0.0461351899665638","0.0737422910334567","3"
"Min 1x per month","2001","16-34 y.","middle vocational","209","0.0660557602026652","0.0572133441735804","0.07489817623175","3"
"Min 1x per month","2001","16-34 y.","vocational + Abi","41","0.0961719157729566","0.0689014867657062","0.123442344780207","3"
"Min 1x per month","2001","16-34 y.","higher vocational","32","0.098318788246621","0.0658480921694176","0.130789484323824","3"
"Min 1x per month","2001","16-34 y.","higher education","68","0.106719046744952","0.0825709295559872","0.130867163933918","3"
"Min 1x per month","2001","35-65 y.","in school","","","","","3"
"Min 1x per month","2001","35-65 y.","inadequately","1","","","","3"
"Min 1x per month","2001","35-65 y.","general elemantary","31","0.0350153652561308","0.024344854818859","0.0456858756934027","3"
"Min 1x per month","2001","35-65 y.","middle vocational","300","0.04949254129047","0.0443125750107307","0.0546725075702093","3"
"Min 1x per month","2001","35-65 y.","vocational + Abi","36","0.0724120635868047","0.0500502898832756","0.0947738372903338","3"
"Min 1x per month","2001","35-65 y.","higher vocational","83","0.0915205515556362","0.0745422173223279","0.108498885788945","3"
"Min 1x per month","2001","35-65 y.","higher education","237","0.104218243619025","0.0921929626571285","0.116243524580921","3"
"Min 1x per week","2001","66 and older","higher vocational","23","","","","2"
"Min 1x per week","2001","66 and older","higher education","66","0.160852127301011","0.12579918169206","0.195905072909963","2"
"Min 1x per week","2001","66 and older","in school","","","","","2"
"Min 1x per week","2001","66 and older","inadequately","1","","","","2"
"Min 1x per week","2001","66 and older","general elemantary","31","0.0449350235139551","0.0305886947431144","0.0592813522847958","2"
"Min 1x per week","2001","66 and older","middle vocational","100","0.0540234505770721","0.04349486199003","0.0645520391641142","2"
"Min 1x per week","2001","66 and older","vocational + Abi","10","","","","2"
"Min 1x per week","2001","35-65 y.","in school","","","","","2"
"Min 1x per week","2001","35-65 y.","inadequately","2","","","","2"
"Min 1x per week","2001","35-65 y.","general elemantary","51","0.0486394358083326","0.0361523095695862","0.0611265620470791","2"
"Min 1x per week","2001","35-65 y.","middle vocational","426","0.0631728210945125","0.0573628473784653","0.0689827948105596","2"
"Min 1x per week","2001","35-65 y.","vocational + Abi","49","0.113815999985942","0.0864137103923642","0.141218289579521","2"
"Min 1x per week","2001","35-65 y.","higher vocational","85","0.0772470301614796","0.0615266938656946","0.0929673664572646","2"
"Min 1x per week","2001","35-65 y.","higher education","333","0.142991041744347","0.129213575790539","0.156768507698156","2"
"Min 1x per week","2001","16-34 y.","in school","137","0.228304227971656","0.193064716636362","0.263543739306949","2"
"Min 1x per week","2001","16-34 y.","inadequately","3","","","","2"
"Min 1x per week","2001","16-34 y.","general elemantary","120","0.0969476747940587","0.079741509860473","0.114153839727645","2"
"Min 1x per week","2001","16-34 y.","middle vocational","276","0.0963406433858421","0.0858364606379911","0.106844826133693","2"
"Min 1x per week","2001","16-34 y.","vocational + Abi","48","0.100613429124307","0.0727890107206636","0.128437847527951","2"
"Min 1x per week","2001","16-34 y.","higher vocational","31","0.0748036721967634","0.0461140229148246","0.103493321478702","2"
"Min 1x per week","2001","16-34 y.","higher education","85","0.139497841066378","0.11240041784315","0.166595264289607","2"
"Never","2001","66 and older","higher vocational","162","0.702536656992428","0.643457349622804","0.761615964362052","5"
"Never","2001","66 and older","vocational + Abi","65","0.599154770767045","0.50357955777225","0.69472998376184","5"
"Never","2001","66 and older","middle vocational","1361","0.763971098683314","0.74419412354841","0.783748073818218","5"
"Never","2001","66 and older","general elemantary","683","0.85167459646721","0.82706092219817","0.87628827073625","5"
"Never","2001","66 and older","higher education","239","0.564310999077409","0.517002472598306","0.611619525556513","5"
"Never","2001","66 and older","in school","","","","","5"
"Never","2001","66 and older","inadequately","53","0.954374958172619","0.899721803778943","1.00902811256629","5"
"Never","2001","35-65 y.","middle vocational","4472","0.653995342796225","0.642634577415058","0.665356108177392","5"
"Never","2001","35-65 y.","vocational + Abi","284","0.522171193791822","0.479072326231973","0.565270061351672","5"
"Never","2001","35-65 y.","higher vocational","659","0.593748667293912","0.564830089273802","0.622667245314022","5"
"Never","2001","35-65 y.","higher education","1142","0.450756236231852","0.431173395588008","0.470339076875696","5"
"Never","2001","35-65 y.","in school","","","","","5"
"Never","2001","35-65 y.","inadequately","171","0.960296724204727","0.931692019452037","0.988901428957418","5"
"Never","2001","35-65 y.","general elemantary","902","0.785795816570954","0.761980053795077","0.809611579346831","5"
"Never","2001","16-34 y.","in school","242","0.463201606711065","0.421337630775059","0.505065582647071","5"
"Never","2001","16-34 y.","inadequately","60","0.87179343044704","0.794570944429485","0.949015916464596","5"
"Never","2001","16-34 y.","general elemantary","709","0.627420901705979","0.599305282007971","0.655536521403986","5"
"Never","2001","16-34 y.","middle vocational","1759","0.587608449762918","0.570083611519721","0.605133288006116","5"
"Never","2001","16-34 y.","vocational + Abi","222","0.485989797315752","0.43975974698798","0.532219847643524","5"
"Never","2001","16-34 y.","higher vocational","152","0.466598554298381","0.412192701957048","0.521004406639715","5"
"Never","2001","16-34 y.","higher education","247","0.388131776785609","0.350017575877952","0.426245977693265","5"
"Rarely","2001","66 and older","in school","","","","","4"
"Rarely","2001","66 and older","inadequately","1","","","","4"
"Rarely","2001","66 and older","general elemantary","68","0.0826830537557248","0.0636108975362911","0.101755209975158","4"
"Rarely","2001","66 and older","middle vocational","240","0.137375470497528","0.121342857532453","0.153408083462602","4"
"Rarely","2001","66 and older","vocational + Abi","17","","","","4"
"Rarely","2001","66 and older","higher vocational","41","0.180222725492684","0.130547838587056","0.229897612398311","4"
"Rarely","2001","66 and older","higher education","82","0.183056969723502","0.146160833763842","0.219953105683162","4"
"Rarely","2001","16-34 y.","vocational + Abi","138","0.317224857786984","0.274177413078171","0.360272302495798","4"
"Rarely","2001","16-34 y.","higher vocational","108","0.360278985258234","0.307923570547379","0.412634399969089","4"
"Rarely","2001","16-34 y.","higher education","228","0.365651335403061","0.327983916141365","0.403318754664756","4"
"Rarely","2001","35-65 y.","in school","1","","","","4"
"Rarely","2001","35-65 y.","middle vocational","1537","0.233339294818793","0.223238051473782","0.243440538163803","4"
"Rarely","2001","35-65 y.","vocational + Abi","147","0.291600742635431","0.252385346927823","0.330816138343038","4"
"Rarely","2001","35-65 y.","higher vocational","281","0.237483750988972","0.212427291063926","0.262540210914018","4"
"Rarely","2001","35-65 y.","higher education","768","0.302034478404776","0.28396408961895","0.320104867190602","4"
"Rarely","2001","16-34 y.","in school","117","0.217192902156079","0.182575056960086","0.251810747352072","4"
"Rarely","2001","16-34 y.","inadequately","9","","","","4"
"Rarely","2001","16-34 y.","general elemantary","248","0.215692682999952","0.191774963681747","0.239610402318158","4"
"Rarely","2001","16-34 y.","middle vocational","787","0.249995146648574","0.234579812310119","0.26541048098703","4"
"Rarely","2001","35-65 y.","inadequately","5","","","","4"
"Rarely","2001","35-65 y.","general elemantary","156","0.130549382364582","0.110992233736889","0.150106530992276","4"
"Daily","2002","66 and older","in school","","","","","1"
"Daily","2002","66 and older","inadequately","","","","","1"
"Daily","2002","66 and older","general elemantary","","","","","1"
"Daily","2002","66 and older","middle vocational","","","","","1"
"Daily","2002","66 and older","vocational + Abi","","","","","1"
"Daily","2002","66 and older","higher vocational","","","","","1"
"Daily","2002","66 and older","higher education","","","","","1"
"Daily","2002","16-34 y.","inadequately","","","","","1"
"Daily","2002","16-34 y.","general elemantary","","","","","1"
"Daily","2002","16-34 y.","middle vocational","","","","","1"
"Daily","2002","16-34 y.","vocational + Abi","","","","","1"
"Daily","2002","16-34 y.","higher vocational","","","","","1"
"Daily","2002","16-34 y.","higher education","","","","","1"
"Daily","2002","35-65 y.","in school","","","","","1"
"Daily","2002","16-34 y.","in school","","","","","1"
"Daily","2002","35-65 y.","inadequately","","","","","1"
"Daily","2002","35-65 y.","general elemantary","","","","","1"
"Daily","2002","35-65 y.","middle vocational","","","","","1"
"Daily","2002","35-65 y.","vocational + Abi","","","","","1"
"Daily","2002","35-65 y.","higher vocational","","","","","1"
"Daily","2002","35-65 y.","higher education","","","","","1"
"Min 1x per month","2002","66 and older","in school","","","","","3"
"Min 1x per month","2002","66 and older","inadequately","","","","","3"
"Min 1x per month","2002","66 and older","general elemantary","","","","","3"
"Min 1x per month","2002","66 and older","middle vocational","","","","","3"
"Min 1x per month","2002","66 and older","vocational + Abi","","","","","3"
"Min 1x per month","2002","66 and older","higher vocational","","","","","3"
"Min 1x per month","2002","66 and older","higher education","","","","","3"
"Min 1x per month","2002","16-34 y.","general elemantary","","","","","3"
"Min 1x per month","2002","16-34 y.","middle vocational","","","","","3"
"Min 1x per month","2002","16-34 y.","vocational + Abi","","","","","3"
"Min 1x per month","2002","16-34 y.","higher vocational","","","","","3"
"Min 1x per month","2002","16-34 y.","higher education","","","","","3"
"Min 1x per month","2002","35-65 y.","in school","","","","","3"
"Min 1x per month","2002","35-65 y.","inadequately","","","","","3"
"Min 1x per month","2002","35-65 y.","general elemantary","","","","","3"
"Min 1x per month","2002","35-65 y.","middle vocational","","","","","3"
"Min 1x per month","2002","35-65 y.","vocational + Abi","","","","","3"
"Min 1x per month","2002","35-65 y.","higher vocational","","","","","3"
"Min 1x per month","2002","35-65 y.","higher education","","","","","3"
"Min 1x per month","2002","16-34 y.","in school","","","","","3"
"Min 1x per month","2002","16-34 y.","inadequately","","","","","3"
"Min 1x per week","2002","66 and older","higher vocational","","","","","2"
"Min 1x per week","2002","66 and older","vocational + Abi","","","","","2"
"Min 1x per week","2002","66 and older","higher education","","","","","2"
"Min 1x per week","2002","66 and older","in school","","","","","2"
"Min 1x per week","2002","66 and older","inadequately","","","","","2"
"Min 1x per week","2002","66 and older","middle vocational","","","","","2"
"Min 1x per week","2002","66 and older","general elemantary","","","","","2"
"Min 1x per week","2002","35-65 y.","in school","","","","","2"
"Min 1x per week","2002","35-65 y.","inadequately","","","","","2"
"Min 1x per week","2002","35-65 y.","general elemantary","","","","","2"
"Min 1x per week","2002","35-65 y.","middle vocational","","","","","2"
"Min 1x per week","2002","35-65 y.","vocational + Abi","","","","","2"
"Min 1x per week","2002","35-65 y.","higher vocational","","","","","2"
"Min 1x per week","2002","35-65 y.","higher education","","","","","2"
"Min 1x per week","2002","16-34 y.","in school","","","","","2"
"Min 1x per week","2002","16-34 y.","inadequately","","","","","2"
"Min 1x per week","2002","16-34 y.","general elemantary","","","","","2"
"Min 1x per week","2002","16-34 y.","middle vocational","","","","","2"
"Min 1x per week","2002","16-34 y.","vocational + Abi","","","","","2"
"Min 1x per week","2002","16-34 y.","higher vocational","","","","","2"
"Min 1x per week","2002","16-34 y.","higher education","","","","","2"
"Never","2002","66 and older","vocational + Abi","","","","","5"
"Never","2002","66 and older","higher education","","","","","5"
"Never","2002","66 and older","higher vocational","","","","","5"
"Never","2002","35-65 y.","vocational + Abi","","","","","5"
"Never","2002","66 and older","general elemantary","","","","","5"
"Never","2002","66 and older","middle vocational","","","","","5"
"Never","2002","66 and older","in school","","","","","5"
"Never","2002","66 and older","inadequately","","","","","5"
"Never","2002","35-65 y.","in school","","","","","5"
"Never","2002","35-65 y.","inadequately","","","","","5"
"Never","2002","35-65 y.","general elemantary","","","","","5"
"Never","2002","35-65 y.","middle vocational","","","","","5"
"Never","2002","35-65 y.","higher vocational","","","","","5"
