"pli0093_h","year","bula_h","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Rarely","1996","Bremen","Single parent ","","","",""
"Rarely","1996","Bremen","Couple + C. LE 16 ","","","",""
"Rarely","1996","Bremen","Couple + C. GT 16 ","","","",""
"Rarely","1996","Bremen","Couple + C. LE and GT 16","","","",""
"Rarely","1996","North Rhine-Westphalia","1-pers.-HH","","","",""
"Rarely","1996","North Rhine-Westphalia","(Married) couple without C. ","","","",""
"Rarely","1996","North Rhine-Westphalia","Single parent ","","","",""
"Rarely","1996","North Rhine-Westphalia","Couple + C. LE 16 ","","","",""
"Rarely","1996","North Rhine-Westphalia","Couple + C. GT 16 ","","","",""
"Rarely","1996","North Rhine-Westphalia","Couple + C. LE and GT 16","","","",""
"Rarely","1996","Hesse","1-pers.-HH","","","",""
"Rarely","1996","Hesse","(Married) couple without C. ","","","",""
"Rarely","1996","Hesse","Single parent ","","","",""
"Rarely","1996","Hesse","Couple + C. LE 16 ","","","",""
"Rarely","1996","Hesse","Couple + C. GT 16 ","","","",""
"Rarely","1996","Hesse","Couple + C. LE and GT 16","","","",""
"Rarely","1996","Rhineland-Palatinate,Saarland","1-pers.-HH","","","",""
"Rarely","1996","Rhineland-Palatinate,Saarland","(Married) couple without C. ","","","",""
"Rarely","1996","Rhineland-Palatinate,Saarland","Single parent ","","","",""
"Rarely","1996","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","","","",""
"Rarely","1996","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","","","",""
"Rarely","1996","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","","","",""
"Rarely","1996","Baden-Württemberg","1-pers.-HH","","","",""
"Rarely","1996","Baden-Württemberg","(Married) couple without C. ","","","",""
"Rarely","1996","Baden-Württemberg","Single parent ","","","",""
"Rarely","1996","Baden-Württemberg","Couple + C. LE 16 ","","","",""
"Rarely","1996","Baden-Württemberg","Couple + C. GT 16 ","","","",""
"Rarely","1996","Baden-Württemberg","Couple + C. LE and GT 16","","","",""
"Rarely","1996","Bavaria","1-pers.-HH","","","",""
"Rarely","1996","Bavaria","(Married) couple without C. ","","","",""
"Rarely","1996","Bavaria","Single parent ","","","",""
"Rarely","1996","Bavaria","Couple + C. LE 16 ","","","",""
"Rarely","1996","Bavaria","Couple + C. GT 16 ","","","",""
"Rarely","1996","Bavaria","Couple + C. LE and GT 16","","","",""
"Rarely","1996","Berlin","1-pers.-HH","","","",""
"Rarely","1996","Berlin","(Married) couple without C. ","","","",""
"Rarely","1996","Berlin","Single parent ","","","",""
"Rarely","1996","Berlin","Couple + C. LE 16 ","","","",""
"Rarely","1996","Berlin","Couple + C. GT 16 ","","","",""
"Rarely","1996","Berlin","Couple + C. LE and GT 16","","","",""
"Rarely","1996","Brandenburg","1-pers.-HH","","","",""
"Rarely","1996","Brandenburg","(Married) couple without C. ","","","",""
"Rarely","1996","Brandenburg","Single parent ","","","",""
"Rarely","1996","Brandenburg","Couple + C. LE 16 ","","","",""
"Rarely","1996","Brandenburg","Couple + C. GT 16 ","","","",""
"Rarely","1996","Brandenburg","Couple + C. LE and GT 16","","","",""
"Rarely","1996","Mecklenburg-Western Pomerania","1-pers.-HH","","","",""
"Rarely","1996","Mecklenburg-Western Pomerania","(Married) couple without C. ","","","",""
"Rarely","1996","Mecklenburg-Western Pomerania","Single parent ","","","",""
"Rarely","1996","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","","","",""
"Rarely","1996","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","","","",""
"Rarely","1996","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","","","",""
"Rarely","1996","Saxony","1-pers.-HH","","","",""
"Rarely","1996","Saxony","(Married) couple without C. ","","","",""
"Rarely","1996","Saxony","Single parent ","","","",""
"Rarely","1996","Saxony","Couple + C. LE 16 ","","","",""
"Rarely","1996","Saxony","Couple + C. GT 16 ","","","",""
"Rarely","1996","Saxony","Couple + C. LE and GT 16","","","",""
"Rarely","1996","Saxony-Anhalt","1-pers.-HH","","","",""
"Rarely","1996","Saxony-Anhalt","(Married) couple without C. ","","","",""
"Rarely","1996","Saxony-Anhalt","Single parent ","","","",""
"Rarely","1996","Saxony-Anhalt","Couple + C. LE 16 ","","","",""
"Rarely","1996","Saxony-Anhalt","Couple + C. GT 16 ","","","",""
"Rarely","1996","Saxony-Anhalt","Couple + C. LE and GT 16","","","",""
"Rarely","1996","Thuringia","1-pers.-HH","","","",""
"Rarely","1996","Thuringia","(Married) couple without C. ","","","",""
"Rarely","1996","Thuringia","Single parent ","","","",""
"Rarely","1996","Thuringia","Couple + C. LE 16 ","","","",""
"Rarely","1996","Thuringia","Couple + C. GT 16 ","","","",""
"Rarely","1996","Thuringia","Couple + C. LE and GT 16","","","",""
"Never","1996","Schleswig-Holstein","1-pers.-HH","","","",""
"Never","1996","Schleswig-Holstein","(Married) couple without C. ","","","",""
"Never","1996","Schleswig-Holstein","Single parent ","","","",""
"Never","1996","Schleswig-Holstein","Couple + C. LE 16 ","","","",""
"Never","1996","Schleswig-Holstein","Couple + C. GT 16 ","","","",""
"Never","1996","Schleswig-Holstein","Couple + C. LE and GT 16","","","",""
"Never","1996","Hamburg","1-pers.-HH","","","",""
"Never","1996","Hamburg","(Married) couple without C. ","","","",""
"Never","1996","Hamburg","Single parent ","","","",""
"Never","1996","Hamburg","Couple + C. LE 16 ","","","",""
"Never","1996","Hamburg","Couple + C. GT 16 ","","","",""
"Never","1996","Hamburg","Couple + C. LE and GT 16","","","",""
"Never","1996","Lower Saxony","1-pers.-HH","","","",""
"Never","1996","Lower Saxony","(Married) couple without C. ","","","",""
"Never","1996","Lower Saxony","Single parent ","","","",""
"Never","1996","Lower Saxony","Couple + C. LE 16 ","","","",""
"Never","1996","Lower Saxony","Couple + C. GT 16 ","","","",""
"Never","1996","Lower Saxony","Couple + C. LE and GT 16","","","",""
"Never","1996","Bremen","1-pers.-HH","","","",""
"Never","1996","Bremen","(Married) couple without C. ","","","",""
"Never","1996","Bremen","Single parent ","","","",""
"Never","1996","Bremen","Couple + C. LE 16 ","","","",""
"Never","1996","Bremen","Couple + C. GT 16 ","","","",""
"Never","1996","Bremen","Couple + C. LE and GT 16","","","",""
"Never","1996","North Rhine-Westphalia","1-pers.-HH","","","",""
"Never","1996","North Rhine-Westphalia","(Married) couple without C. ","","","",""
"Never","1996","North Rhine-Westphalia","Single parent ","","","",""
"Never","1996","North Rhine-Westphalia","Couple + C. LE 16 ","","","",""
"Never","1996","North Rhine-Westphalia","Couple + C. GT 16 ","","","",""
"Never","1996","North Rhine-Westphalia","Couple + C. LE and GT 16","","","",""
"Never","1996","Hesse","1-pers.-HH","","","",""
"Never","1996","Hesse","(Married) couple without C. ","","","",""
"Never","1996","Hesse","Single parent ","","","",""
"Never","1996","Hesse","Couple + C. LE 16 ","","","",""
"Never","1996","Hesse","Couple + C. GT 16 ","","","",""
"Never","1996","Hesse","Couple + C. LE and GT 16","","","",""
"Never","1996","Rhineland-Palatinate,Saarland","1-pers.-HH","","","",""
"Never","1996","Rhineland-Palatinate,Saarland","(Married) couple without C. ","","","",""
"Never","1996","Rhineland-Palatinate,Saarland","Single parent ","","","",""
"Never","1996","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","","","",""
"Never","1996","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","","","",""
"Never","1996","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","","","",""
"Never","1996","Baden-Württemberg","1-pers.-HH","","","",""
"Never","1996","Baden-Württemberg","(Married) couple without C. ","","","",""
"Never","1996","Baden-Württemberg","Single parent ","","","",""
"Never","1996","Baden-Württemberg","Couple + C. LE 16 ","","","",""
"Never","1996","Baden-Württemberg","Couple + C. GT 16 ","","","",""
"Never","1996","Baden-Württemberg","Couple + C. LE and GT 16","","","",""
"Never","1996","Bavaria","1-pers.-HH","","","",""
"Never","1996","Bavaria","(Married) couple without C. ","","","",""
"Never","1996","Bavaria","Single parent ","","","",""
"Never","1996","Bavaria","Couple + C. LE 16 ","","","",""
"Never","1996","Bavaria","Couple + C. GT 16 ","","","",""
"Never","1996","Bavaria","Couple + C. LE and GT 16","","","",""
"Never","1996","Berlin","1-pers.-HH","","","",""
"Never","1996","Berlin","(Married) couple without C. ","","","",""
"Never","1996","Berlin","Single parent ","","","",""
"Never","1996","Berlin","Couple + C. LE 16 ","","","",""
"Never","1996","Berlin","Couple + C. GT 16 ","","","",""
"Never","1996","Berlin","Couple + C. LE and GT 16","","","",""
"Never","1996","Brandenburg","1-pers.-HH","","","",""
"Never","1996","Brandenburg","(Married) couple without C. ","","","",""
"Never","1996","Brandenburg","Single parent ","","","",""
"Never","1996","Brandenburg","Couple + C. LE 16 ","","","",""
"Never","1996","Brandenburg","Couple + C. GT 16 ","","","",""
"Never","1996","Brandenburg","Couple + C. LE and GT 16","","","",""
"Never","1996","Mecklenburg-Western Pomerania","1-pers.-HH","","","",""
"Never","1996","Mecklenburg-Western Pomerania","(Married) couple without C. ","","","",""
"Never","1996","Mecklenburg-Western Pomerania","Single parent ","","","",""
"Never","1996","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","","","",""
"Never","1996","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","","","",""
"Never","1996","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","","","",""
"Never","1996","Saxony","1-pers.-HH","","","",""
"Never","1996","Saxony","(Married) couple without C. ","","","",""
"Never","1996","Saxony","Single parent ","","","",""
"Never","1996","Saxony","Couple + C. LE 16 ","","","",""
"Never","1996","Saxony","Couple + C. GT 16 ","","","",""
"Never","1996","Saxony","Couple + C. LE and GT 16","","","",""
"Never","1996","Saxony-Anhalt","1-pers.-HH","","","",""
"Never","1996","Saxony-Anhalt","(Married) couple without C. ","","","",""
"Never","1996","Saxony-Anhalt","Single parent ","","","",""
"Never","1996","Saxony-Anhalt","Couple + C. LE 16 ","","","",""
"Never","1996","Saxony-Anhalt","Couple + C. GT 16 ","","","",""
"Never","1996","Saxony-Anhalt","Couple + C. LE and GT 16","","","",""
"Never","1996","Thuringia","1-pers.-HH","","","",""
"Never","1996","Thuringia","(Married) couple without C. ","","","",""
"Never","1996","Thuringia","Single parent ","","","",""
"Never","1996","Thuringia","Couple + C. LE 16 ","","","",""
"Never","1996","Thuringia","Couple + C. GT 16 ","","","",""
"Never","1996","Thuringia","Couple + C. LE and GT 16","","","",""
"Daily","1997","Schleswig-Holstein","1-pers.-HH","","","",""
"Daily","1997","Schleswig-Holstein","(Married) couple without C. ","","","",""
"Daily","1997","Schleswig-Holstein","Single parent ","","","",""
"Daily","1997","Schleswig-Holstein","Couple + C. LE 16 ","","","",""
"Daily","1997","Schleswig-Holstein","Couple + C. GT 16 ","","","",""
"Daily","1997","Schleswig-Holstein","Couple + C. LE and GT 16","","","",""
"Daily","1997","Hamburg","1-pers.-HH","","","",""
"Daily","1997","Hamburg","(Married) couple without C. ","","","",""
"Daily","1997","Hamburg","Single parent ","","","",""
"Daily","1997","Hamburg","Couple + C. LE 16 ","","","",""
"Daily","1997","Hamburg","Couple + C. GT 16 ","","","",""
"Daily","1997","Hamburg","Couple + C. LE and GT 16","","","",""
"Daily","1997","Lower Saxony","1-pers.-HH","","","",""
"Daily","1997","Lower Saxony","(Married) couple without C. ","","","",""
"Daily","1997","Lower Saxony","Single parent ","","","",""
"Daily","1997","Lower Saxony","Couple + C. LE 16 ","","","",""
"Daily","1997","Lower Saxony","Couple + C. GT 16 ","","","",""
"Daily","1997","Lower Saxony","Couple + C. LE and GT 16","","","",""
"Daily","1997","Bremen","1-pers.-HH","","","",""
"Daily","1997","Bremen","(Married) couple without C. ","","","",""
"Daily","1997","Bremen","Single parent ","","","",""
"Daily","1997","Bremen","Couple + C. LE 16 ","","","",""
"Daily","1997","Bremen","Couple + C. GT 16 ","","","",""
"Daily","1997","Bremen","Couple + C. LE and GT 16","","","",""
"Daily","1997","North Rhine-Westphalia","1-pers.-HH","","","",""
"Daily","1997","North Rhine-Westphalia","(Married) couple without C. ","","","",""
"Daily","1997","North Rhine-Westphalia","Single parent ","","","",""
"Daily","1997","North Rhine-Westphalia","Couple + C. LE 16 ","","","",""
"Daily","1997","North Rhine-Westphalia","Couple + C. GT 16 ","","","",""
"Daily","1997","North Rhine-Westphalia","Couple + C. LE and GT 16","","","",""
"Daily","1997","Hesse","1-pers.-HH","","","",""
"Daily","1997","Hesse","(Married) couple without C. ","","","",""
"Daily","1997","Hesse","Single parent ","","","",""
"Daily","1997","Hesse","Couple + C. LE 16 ","","","",""
"Daily","1997","Hesse","Couple + C. GT 16 ","","","",""
"Daily","1997","Hesse","Couple + C. LE and GT 16","","","",""
"Daily","1997","Rhineland-Palatinate,Saarland","1-pers.-HH","","","",""
"Daily","1997","Rhineland-Palatinate,Saarland","(Married) couple without C. ","","","",""
"Daily","1997","Rhineland-Palatinate,Saarland","Single parent ","","","",""
"Daily","1997","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","","","",""
"Daily","1997","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","","","",""
"Daily","1997","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","","","",""
"Daily","1997","Baden-Württemberg","1-pers.-HH","","","",""
"Daily","1997","Baden-Württemberg","(Married) couple without C. ","","","",""
"Daily","1997","Baden-Württemberg","Single parent ","","","",""
"Daily","1997","Baden-Württemberg","Couple + C. LE 16 ","","","",""
"Daily","1997","Baden-Württemberg","Couple + C. GT 16 ","","","",""
"Daily","1997","Baden-Württemberg","Couple + C. LE and GT 16","","","",""
"Daily","1997","Bavaria","1-pers.-HH","","","",""
"Daily","1997","Bavaria","(Married) couple without C. ","","","",""
"Daily","1997","Bavaria","Single parent ","","","",""
"Daily","1997","Bavaria","Couple + C. LE 16 ","","","",""
"Daily","1997","Bavaria","Couple + C. GT 16 ","","","",""
"Daily","1997","Bavaria","Couple + C. LE and GT 16","","","",""
"Daily","1997","Berlin","1-pers.-HH","","","",""
"Daily","1997","Berlin","(Married) couple without C. ","","","",""
"Daily","1997","Berlin","Single parent ","","","",""
"Daily","1997","Berlin","Couple + C. LE 16 ","","","",""
"Daily","1997","Berlin","Couple + C. GT 16 ","","","",""
"Daily","1997","Berlin","Couple + C. LE and GT 16","","","",""
"Daily","1997","Brandenburg","1-pers.-HH","","","",""
"Daily","1997","Brandenburg","(Married) couple without C. ","","","",""
"Daily","1997","Brandenburg","Single parent ","","","",""
"Daily","1997","Brandenburg","Couple + C. LE 16 ","","","",""
"Daily","1997","Brandenburg","Couple + C. GT 16 ","","","",""
"Daily","1997","Brandenburg","Couple + C. LE and GT 16","","","",""
"Daily","1997","Mecklenburg-Western Pomerania","1-pers.-HH","","","",""
"Daily","1997","Mecklenburg-Western Pomerania","(Married) couple without C. ","","","",""
"Daily","1997","Mecklenburg-Western Pomerania","Single parent ","","","",""
"Daily","1997","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","","","",""
"Daily","1997","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","","","",""
"Daily","1997","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","","","",""
"Daily","1997","Saxony","1-pers.-HH","","","",""
"Daily","1997","Saxony","(Married) couple without C. ","","","",""
"Daily","1997","Saxony","Single parent ","","","",""
"Daily","1997","Saxony","Couple + C. LE 16 ","","","",""
"Daily","1997","Saxony","Couple + C. GT 16 ","","","",""
"Daily","1997","Saxony","Couple + C. LE and GT 16","","","",""
"Daily","1997","Saxony-Anhalt","1-pers.-HH","","","",""
"Daily","1997","Saxony-Anhalt","(Married) couple without C. ","","","",""
"Daily","1997","Saxony-Anhalt","Single parent ","","","",""
"Daily","1997","Saxony-Anhalt","Couple + C. LE 16 ","","","",""
"Daily","1997","Saxony-Anhalt","Couple + C. GT 16 ","","","",""
"Daily","1997","Saxony-Anhalt","Couple + C. LE and GT 16","","","",""
"Daily","1997","Thuringia","1-pers.-HH","","","",""
"Daily","1997","Thuringia","(Married) couple without C. ","","","",""
"Daily","1997","Thuringia","Single parent ","","","",""
"Daily","1997","Thuringia","Couple + C. LE 16 ","","","",""
"Daily","1997","Thuringia","Couple + C. GT 16 ","","","",""
"Daily","1997","Thuringia","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1997","Schleswig-Holstein","1-pers.-HH","","","",""
"Min 1x per week","1997","Schleswig-Holstein","(Married) couple without C. ","","","",""
"Min 1x per week","1997","Schleswig-Holstein","Single parent ","","","",""
"Min 1x per week","1997","Schleswig-Holstein","Couple + C. LE 16 ","","","",""
"Min 1x per week","1997","Schleswig-Holstein","Couple + C. GT 16 ","","","",""
"Min 1x per week","1997","Schleswig-Holstein","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1997","Hamburg","1-pers.-HH","","","",""
"Min 1x per week","1997","Hamburg","(Married) couple without C. ","","","",""
"Min 1x per week","1997","Hamburg","Single parent ","","","",""
"Min 1x per week","1997","Hamburg","Couple + C. LE 16 ","","","",""
"Min 1x per week","1997","Hamburg","Couple + C. GT 16 ","","","",""
"Min 1x per week","1997","Hamburg","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1997","Lower Saxony","1-pers.-HH","","","",""
"Min 1x per week","1997","Lower Saxony","(Married) couple without C. ","","","",""
"Min 1x per week","1997","Lower Saxony","Single parent ","","","",""
"Min 1x per week","1997","Lower Saxony","Couple + C. LE 16 ","","","",""
"Min 1x per week","1997","Lower Saxony","Couple + C. GT 16 ","","","",""
"Min 1x per week","1997","Lower Saxony","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1997","Bremen","1-pers.-HH","","","",""
"Min 1x per week","1997","Bremen","(Married) couple without C. ","","","",""
"Min 1x per week","1997","Bremen","Single parent ","","","",""
"Min 1x per week","1997","Bremen","Couple + C. LE 16 ","","","",""
"Min 1x per week","1997","Bremen","Couple + C. GT 16 ","","","",""
"Min 1x per week","1997","Bremen","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1997","North Rhine-Westphalia","1-pers.-HH","","","",""
"Min 1x per week","1997","North Rhine-Westphalia","(Married) couple without C. ","","","",""
"Min 1x per week","1997","North Rhine-Westphalia","Single parent ","","","",""
"Min 1x per week","1997","North Rhine-Westphalia","Couple + C. LE 16 ","","","",""
"Min 1x per week","1997","North Rhine-Westphalia","Couple + C. GT 16 ","","","",""
"Min 1x per week","1997","North Rhine-Westphalia","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1997","Hesse","1-pers.-HH","","","",""
"Min 1x per week","1997","Hesse","(Married) couple without C. ","","","",""
"Min 1x per week","1997","Hesse","Single parent ","","","",""
"Min 1x per week","1997","Hesse","Couple + C. LE 16 ","","","",""
"Min 1x per week","1997","Hesse","Couple + C. GT 16 ","","","",""
"Min 1x per week","1997","Hesse","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1997","Rhineland-Palatinate,Saarland","1-pers.-HH","","","",""
"Min 1x per week","1997","Rhineland-Palatinate,Saarland","(Married) couple without C. ","","","",""
"Min 1x per week","1997","Rhineland-Palatinate,Saarland","Single parent ","","","",""
"Min 1x per week","1997","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","","","",""
"Min 1x per week","1997","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","","","",""
"Min 1x per week","1997","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1997","Baden-Württemberg","1-pers.-HH","","","",""
"Min 1x per week","1997","Baden-Württemberg","(Married) couple without C. ","","","",""
"Min 1x per week","1997","Baden-Württemberg","Single parent ","","","",""
"Min 1x per week","1997","Baden-Württemberg","Couple + C. LE 16 ","","","",""
"Min 1x per week","1997","Baden-Württemberg","Couple + C. GT 16 ","","","",""
"Min 1x per week","1997","Baden-Württemberg","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1997","Bavaria","1-pers.-HH","","","",""
"Min 1x per week","1997","Bavaria","(Married) couple without C. ","","","",""
"Min 1x per week","1997","Bavaria","Single parent ","","","",""
"Min 1x per week","1997","Bavaria","Couple + C. LE 16 ","","","",""
"Min 1x per week","1997","Bavaria","Couple + C. GT 16 ","","","",""
"Min 1x per week","1997","Bavaria","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1997","Berlin","1-pers.-HH","","","",""
"Min 1x per week","1997","Berlin","(Married) couple without C. ","","","",""
"Min 1x per week","1997","Berlin","Single parent ","","","",""
"Min 1x per week","1997","Berlin","Couple + C. LE 16 ","","","",""
"Min 1x per week","1997","Berlin","Couple + C. GT 16 ","","","",""
"Min 1x per week","1997","Berlin","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1997","Brandenburg","1-pers.-HH","","","",""
"Min 1x per week","1997","Brandenburg","(Married) couple without C. ","","","",""
"Min 1x per week","1997","Brandenburg","Single parent ","","","",""
"Min 1x per week","1997","Brandenburg","Couple + C. LE 16 ","","","",""
"Min 1x per week","1997","Brandenburg","Couple + C. GT 16 ","","","",""
"Min 1x per week","1997","Brandenburg","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1997","Mecklenburg-Western Pomerania","1-pers.-HH","","","",""
"Min 1x per week","1997","Mecklenburg-Western Pomerania","(Married) couple without C. ","","","",""
"Min 1x per week","1997","Mecklenburg-Western Pomerania","Single parent ","","","",""
"Min 1x per week","1997","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","","","",""
"Min 1x per week","1997","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","","","",""
"Min 1x per week","1997","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1997","Saxony","1-pers.-HH","","","",""
"Min 1x per week","1997","Saxony","(Married) couple without C. ","","","",""
"Min 1x per week","1997","Saxony","Single parent ","","","",""
"Min 1x per week","1997","Saxony","Couple + C. LE 16 ","","","",""
"Min 1x per week","1997","Saxony","Couple + C. GT 16 ","","","",""
"Min 1x per week","1997","Saxony","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1997","Saxony-Anhalt","1-pers.-HH","","","",""
"Min 1x per week","1997","Saxony-Anhalt","(Married) couple without C. ","","","",""
"Min 1x per week","1997","Saxony-Anhalt","Single parent ","","","",""
"Min 1x per week","1997","Saxony-Anhalt","Couple + C. LE 16 ","","","",""
"Min 1x per week","1997","Saxony-Anhalt","Couple + C. GT 16 ","","","",""
"Min 1x per week","1997","Saxony-Anhalt","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1997","Thuringia","1-pers.-HH","","","",""
"Min 1x per week","1997","Thuringia","(Married) couple without C. ","","","",""
"Min 1x per week","1997","Thuringia","Single parent ","","","",""
"Min 1x per week","1997","Thuringia","Couple + C. LE 16 ","","","",""
"Min 1x per week","1997","Thuringia","Couple + C. GT 16 ","","","",""
"Min 1x per week","1997","Thuringia","Couple + C. LE and GT 16","","","",""
"Min 1x per month","1997","Schleswig-Holstein","1-pers.-HH","","","",""
"Min 1x per month","1997","Schleswig-Holstein","(Married) couple without C. ","","","",""
"Min 1x per month","1997","Schleswig-Holstein","Single parent ","","","",""
"Min 1x per month","1997","Schleswig-Holstein","Couple + C. LE 16 ","","","",""
"Min 1x per month","1997","Schleswig-Holstein","Couple + C. GT 16 ","","","",""
"Min 1x per month","1997","Schleswig-Holstein","Couple + C. LE and GT 16","","","",""
"Min 1x per month","1997","Hamburg","1-pers.-HH","","","",""
"Min 1x per month","1997","Hamburg","(Married) couple without C. ","","","",""
"Min 1x per month","1997","Hamburg","Single parent ","","","",""
"Min 1x per month","1997","Hamburg","Couple + C. LE 16 ","","","",""
"Min 1x per month","1997","Hamburg","Couple + C. GT 16 ","","","",""
"Min 1x per month","1997","Hamburg","Couple + C. LE and GT 16","","","",""
"Min 1x per month","1997","Lower Saxony","1-pers.-HH","","","",""
"Min 1x per month","1997","Lower Saxony","(Married) couple without C. ","","","",""
"Min 1x per month","1997","Lower Saxony","Single parent ","","","",""
"Min 1x per month","1997","Lower Saxony","Couple + C. LE 16 ","","","",""
"Min 1x per month","1997","Lower Saxony","Couple + C. GT 16 ","","","",""
"Min 1x per month","1997","Lower Saxony","Couple + C. LE and GT 16","","","",""
"Min 1x per month","1997","Bremen","1-pers.-HH","","","",""
"Min 1x per month","1997","Bremen","(Married) couple without C. ","","","",""
"Min 1x per month","1997","Bremen","Single parent ","","","",""
"Min 1x per month","1997","Bremen","Couple + C. LE 16 ","","","",""
"Min 1x per month","1997","Bremen","Couple + C. GT 16 ","","","",""
"Min 1x per month","1997","Bremen","Couple + C. LE and GT 16","","","",""
"Min 1x per month","1997","North Rhine-Westphalia","1-pers.-HH","","","",""
"Min 1x per month","1997","North Rhine-Westphalia","(Married) couple without C. ","","","",""
"Min 1x per month","1997","North Rhine-Westphalia","Single parent ","","","",""
"Min 1x per month","1997","North Rhine-Westphalia","Couple + C. LE 16 ","","","",""
"Min 1x per month","1997","North Rhine-Westphalia","Couple + C. GT 16 ","","","",""
"Min 1x per month","1997","North Rhine-Westphalia","Couple + C. LE and GT 16","","","",""
"Min 1x per month","1997","Hesse","1-pers.-HH","","","",""
"Min 1x per month","1997","Hesse","(Married) couple without C. ","","","",""
"Min 1x per month","1997","Hesse","Single parent ","","","",""
"Min 1x per month","1997","Hesse","Couple + C. LE 16 ","","","",""
"Min 1x per month","1997","Hesse","Couple + C. GT 16 ","","","",""
"Min 1x per month","1997","Hesse","Couple + C. LE and GT 16","","","",""
"Min 1x per month","1997","Rhineland-Palatinate,Saarland","1-pers.-HH","","","",""
"Min 1x per month","1997","Rhineland-Palatinate,Saarland","(Married) couple without C. ","","","",""
"Min 1x per month","1997","Rhineland-Palatinate,Saarland","Single parent ","","","",""
"Min 1x per month","1997","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","","","",""
"Min 1x per month","1997","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","","","",""
"Min 1x per month","1997","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","","","",""
"Min 1x per month","1997","Baden-Württemberg","1-pers.-HH","","","",""
"Min 1x per month","1997","Baden-Württemberg","(Married) couple without C. ","","","",""
"Min 1x per month","1997","Baden-Württemberg","Single parent ","","","",""
"Min 1x per month","1997","Baden-Württemberg","Couple + C. LE 16 ","","","",""
"Min 1x per month","1997","Baden-Württemberg","Couple + C. GT 16 ","","","",""
"Min 1x per month","1997","Baden-Württemberg","Couple + C. LE and GT 16","","","",""
"Min 1x per month","1997","Bavaria","1-pers.-HH","","","",""
"Min 1x per month","1997","Bavaria","(Married) couple without C. ","","","",""
"Min 1x per month","1997","Bavaria","Single parent ","","","",""
"Min 1x per month","1997","Bavaria","Couple + C. LE 16 ","","","",""
"Min 1x per month","1997","Bavaria","Couple + C. GT 16 ","","","",""
"Min 1x per month","1997","Bavaria","Couple + C. LE and GT 16","","","",""
"Min 1x per month","1997","Berlin","1-pers.-HH","","","",""
"Min 1x per month","1997","Berlin","(Married) couple without C. ","","","",""
"Min 1x per month","1997","Berlin","Single parent ","","","",""
"Min 1x per month","1997","Berlin","Couple + C. LE 16 ","","","",""
"Min 1x per month","1997","Berlin","Couple + C. GT 16 ","","","",""
"Min 1x per month","1997","Berlin","Couple + C. LE and GT 16","","","",""
"Min 1x per month","1997","Brandenburg","1-pers.-HH","","","",""
"Min 1x per month","1997","Brandenburg","(Married) couple without C. ","","","",""
"Min 1x per month","1997","Brandenburg","Single parent ","","","",""
"Min 1x per month","1997","Brandenburg","Couple + C. LE 16 ","","","",""
"Min 1x per month","1997","Brandenburg","Couple + C. GT 16 ","","","",""
"Min 1x per month","1997","Brandenburg","Couple + C. LE and GT 16","","","",""
"Min 1x per month","1997","Mecklenburg-Western Pomerania","1-pers.-HH","","","",""
"Min 1x per month","1997","Mecklenburg-Western Pomerania","(Married) couple without C. ","","","",""
