"pli0093_h","year","bula_h","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Min 1x per month","2014","Schleswig-Holstein","Rural Area","","","","","3"
"Min 1x per month","2014","Hamburg","Urban Area","","","","","3"
"Min 1x per month","2014","Hamburg","Rural Area","","","","","3"
"Min 1x per month","2014","Lower Saxony","Urban Area","","","","","3"
"Min 1x per month","2014","Lower Saxony","Rural Area","","","","","3"
"Min 1x per month","2014","Bremen","Urban Area","","","","","3"
"Min 1x per month","2014","Bremen","Rural Area","","","","","3"
"Min 1x per month","2014","North Rhine-Westphalia","Urban Area","","","","","3"
"Min 1x per month","2014","Saxony-Anhalt","Urban Area","","","","","3"
"Min 1x per month","2014","Saxony-Anhalt","Rural Area","","","","","3"
"Min 1x per month","2014","Thuringia","Urban Area","","","","","3"
"Min 1x per month","2014","Thuringia","Rural Area","","","","","3"
"Min 1x per week","2014","North Rhine-Westphalia","Rural Area","","","","","2"
"Min 1x per week","2014","Hesse","Urban Area","","","","","2"
"Min 1x per week","2014","Hesse","Rural Area","","","","","2"
"Min 1x per week","2014","Rhineland-Palatinate,Saarland","Urban Area","","","","","2"
"Min 1x per week","2014","Hamburg","Urban Area","","","","","2"
"Min 1x per week","2014","Hamburg","Rural Area","","","","","2"
"Min 1x per week","2014","Lower Saxony","Urban Area","","","","","2"
"Min 1x per week","2014","Lower Saxony","Rural Area","","","","","2"
"Min 1x per week","2014","Mecklenburg-Western Pomerania","Rural Area","","","","","2"
"Min 1x per week","2014","Saxony","Urban Area","","","","","2"
"Min 1x per week","2014","Saxony","Rural Area","","","","","2"
"Min 1x per week","2014","Saxony-Anhalt","Urban Area","","","","","2"
"Min 1x per week","2014","Schleswig-Holstein","Rural Area","","","","","2"
"Min 1x per week","2014","Bremen","Urban Area","","","","","2"
"Min 1x per week","2014","Bremen","Rural Area","","","","","2"
"Min 1x per week","2014","North Rhine-Westphalia","Urban Area","","","","","2"
"Min 1x per week","2014","Rhineland-Palatinate,Saarland","Rural Area","","","","","2"
"Min 1x per week","2014","Baden-Württemberg","Urban Area","","","","","2"
"Min 1x per week","2014","Baden-Württemberg","Rural Area","","","","","2"
"Min 1x per week","2014","Bavaria","Urban Area","","","","","2"
"Min 1x per week","2014","Bavaria","Rural Area","","","","","2"
"Min 1x per week","2014","Berlin","Urban Area","","","","","2"
"Min 1x per week","2014","Berlin","Rural Area","","","","","2"
"Min 1x per week","2014","Brandenburg","Urban Area","","","","","2"
"Min 1x per week","2014","Brandenburg","Rural Area","","","","","2"
"Min 1x per week","2014","Mecklenburg-Western Pomerania","Urban Area","","","","","2"
"Min 1x per week","2014","Saxony-Anhalt","Rural Area","","","","","2"
"Min 1x per week","2014","Thuringia","Urban Area","","","","","2"
"Min 1x per week","2014","Thuringia","Rural Area","","","","","2"
"Min 1x per week","2014","Schleswig-Holstein","Urban Area","","","","","2"
"Never","2014","North Rhine-Westphalia","Urban Area","","","","","5"
"Never","2014","Mecklenburg-Western Pomerania","Urban Area","","","","","5"
"Never","2014","Mecklenburg-Western Pomerania","Rural Area","","","","","5"
"Never","2014","Schleswig-Holstein","Rural Area","","","","","5"
"Never","2014","Hamburg","Urban Area","","","","","5"
"Never","2014","Hamburg","Rural Area","","","","","5"
"Never","2014","Lower Saxony","Urban Area","","","","","5"
"Never","2014","Lower Saxony","Rural Area","","","","","5"
"Never","2014","Bremen","Urban Area","","","","","5"
"Never","2014","Bremen","Rural Area","","","","","5"
"Never","2014","Saxony","Urban Area","","","","","5"
"Never","2014","Saxony","Rural Area","","","","","5"
"Never","2014","Saxony-Anhalt","Urban Area","","","","","5"
"Never","2014","Saxony-Anhalt","Rural Area","","","","","5"
"Never","2014","Thuringia","Urban Area","","","","","5"
"Never","2014","Thuringia","Rural Area","","","","","5"
"Never","2014","Schleswig-Holstein","Urban Area","","","","","5"
"Never","2014","North Rhine-Westphalia","Rural Area","","","","","5"
"Never","2014","Hesse","Urban Area","","","","","5"
"Never","2014","Hesse","Rural Area","","","","","5"
"Never","2014","Rhineland-Palatinate,Saarland","Urban Area","","","","","5"
"Never","2014","Rhineland-Palatinate,Saarland","Rural Area","","","","","5"
"Never","2014","Baden-Württemberg","Urban Area","","","","","5"
"Never","2014","Baden-Württemberg","Rural Area","","","","","5"
"Never","2014","Bavaria","Urban Area","","","","","5"
"Never","2014","Bavaria","Rural Area","","","","","5"
"Never","2014","Berlin","Urban Area","","","","","5"
"Never","2014","Berlin","Rural Area","","","","","5"
"Never","2014","Brandenburg","Urban Area","","","","","5"
"Never","2014","Brandenburg","Rural Area","","","","","5"
"Rarely","2014","Mecklenburg-Western Pomerania","Rural Area","","","","","4"
"Rarely","2014","Saxony","Urban Area","","","","","4"
"Rarely","2014","Saxony","Rural Area","","","","","4"
"Rarely","2014","Mecklenburg-Western Pomerania","Urban Area","","","","","4"
"Rarely","2014","Thuringia","Rural Area","","","","","4"
"Rarely","2014","Saxony-Anhalt","Urban Area","","","","","4"
"Rarely","2014","Saxony-Anhalt","Rural Area","","","","","4"
"Rarely","2014","Thuringia","Urban Area","","","","","4"
"Rarely","2014","North Rhine-Westphalia","Rural Area","","","","","4"
"Rarely","2014","Hesse","Urban Area","","","","","4"
"Rarely","2014","Hesse","Rural Area","","","","","4"
"Rarely","2014","Rhineland-Palatinate,Saarland","Urban Area","","","","","4"
"Rarely","2014","Rhineland-Palatinate,Saarland","Rural Area","","","","","4"
"Rarely","2014","Baden-Württemberg","Urban Area","","","","","4"
"Rarely","2014","Baden-Württemberg","Rural Area","","","","","4"
"Rarely","2014","Bavaria","Urban Area","","","","","4"
"Rarely","2014","Bavaria","Rural Area","","","","","4"
"Rarely","2014","Schleswig-Holstein","Urban Area","","","","","4"
"Rarely","2014","Schleswig-Holstein","Rural Area","","","","","4"
"Rarely","2014","Berlin","Urban Area","","","","","4"
"Rarely","2014","Berlin","Rural Area","","","","","4"
"Rarely","2014","Brandenburg","Urban Area","","","","","4"
"Rarely","2014","Brandenburg","Rural Area","","","","","4"
"Rarely","2014","Lower Saxony","Rural Area","","","","","4"
"Rarely","2014","Bremen","Urban Area","","","","","4"
"Rarely","2014","Hamburg","Urban Area","","","","","4"
"Rarely","2014","Hamburg","Rural Area","","","","","4"
"Rarely","2014","Lower Saxony","Urban Area","","","","","4"
"Rarely","2014","Bremen","Rural Area","","","","","4"
"Rarely","2014","North Rhine-Westphalia","Urban Area","","","","","4"
"Daily","2015","North Rhine-Westphalia","Rural Area","","","","","1"
"Daily","2015","Hesse","Urban Area","","","","","1"
"Daily","2015","Hesse","Rural Area","","","","","1"
"Daily","2015","Rhineland-Palatinate,Saarland","Urban Area","","","","","1"
"Daily","2015","Rhineland-Palatinate,Saarland","Rural Area","","","","","1"
"Daily","2015","Baden-Württemberg","Urban Area","","","","","1"
"Daily","2015","Baden-Württemberg","Rural Area","","","","","1"
"Daily","2015","Bavaria","Urban Area","","","","","1"
"Daily","2015","Bavaria","Rural Area","","","","","1"
"Daily","2015","Berlin","Urban Area","","","","","1"
"Daily","2015","Berlin","Rural Area","","","","","1"
"Daily","2015","Brandenburg","Urban Area","","","","","1"
"Daily","2015","Brandenburg","Rural Area","","","","","1"
"Daily","2015","Mecklenburg-Western Pomerania","Urban Area","","","","","1"
"Daily","2015","Mecklenburg-Western Pomerania","Rural Area","","","","","1"
"Daily","2015","Saxony","Urban Area","","","","","1"
"Daily","2015","Saxony","Rural Area","","","","","1"
"Daily","2015","Saxony-Anhalt","Urban Area","","","","","1"
"Daily","2015","Saxony-Anhalt","Rural Area","","","","","1"
"Daily","2015","Thuringia","Urban Area","","","","","1"
"Daily","2015","Thuringia","Rural Area","","","","","1"
"Daily","2015","Lower Saxony","Urban Area","","","","","1"
"Daily","2015","Hamburg","Urban Area","","","","","1"
"Daily","2015","Hamburg","Rural Area","","","","","1"
"Daily","2015","North Rhine-Westphalia","Urban Area","","","","","1"
"Daily","2015","Lower Saxony","Rural Area","","","","","1"
"Daily","2015","Schleswig-Holstein","Rural Area","","","","","1"
"Daily","2015","Bremen","Rural Area","","","","","1"
"Daily","2015","Schleswig-Holstein","Urban Area","","","","","1"
"Daily","2015","Bremen","Urban Area","","","","","1"
"Min 1x per month","2015","Saxony","Rural Area","48","0.0569078274122248","0.0398912910053733","0.0739243638190764","3"
"Min 1x per month","2015","Mecklenburg-Western Pomerania","Urban Area","3","","","","3"
"Min 1x per month","2015","Mecklenburg-Western Pomerania","Rural Area","33","0.0820261419396539","0.0577792074530143","0.106273076426294","3"
"Min 1x per month","2015","Saxony","Urban Area","67","0.0914309928007329","0.0718229285316391","0.111039057069827","3"
"Min 1x per month","2015","North Rhine-Westphalia","Rural Area","6","","","","3"
"Min 1x per month","2015","Hesse","Urban Area","133","0.0783823990449991","0.0649280816224325","0.0918367164675658","3"
"Min 1x per month","2015","Hesse","Rural Area","23","","","","3"
"Min 1x per month","2015","Rhineland-Palatinate,Saarland","Urban Area","69","0.0545432122056697","0.0415477933253572","0.0675386310859821","3"
"Min 1x per month","2015","Rhineland-Palatinate,Saarland","Rural Area","21","","","","3"
"Min 1x per month","2015","Baden-Württemberg","Urban Area","277","0.0909410843491788","0.0804619592223567","0.101420209476001","3"
"Min 1x per month","2015","Baden-Württemberg","Rural Area","22","","","","3"
"Min 1x per month","2015","Bavaria","Urban Area","210","0.099100929262982","0.0860772273264055","0.112124631199559","3"
"Min 1x per month","2015","Bavaria","Rural Area","183","0.075290930087069","0.0646611849506781","0.0859206752234599","3"
"Min 1x per month","2015","Berlin","Urban Area","91","0.0948801589769497","0.076689800562979","0.11307051739092","3"
"Min 1x per month","2015","Berlin","Rural Area","","","","","3"
"Min 1x per month","2015","Brandenburg","Urban Area","7","","","","3"
"Min 1x per month","2015","Brandenburg","Rural Area","59","0.0472969468086001","0.0336834408871187","0.0609104527300815","3"
"Min 1x per month","2015","Schleswig-Holstein","Urban Area","9","","","","3"
"Min 1x per month","2015","Schleswig-Holstein","Rural Area","38","0.0561804569525706","0.0385727613046","0.0737881526005411","3"
"Min 1x per month","2015","Hamburg","Urban Area","39","0.0486538062971632","0.0290781286852189","0.0682294839091074","3"
"Min 1x per month","2015","Hamburg","Rural Area","","","","","3"
"Min 1x per month","2015","Bremen","Urban Area","12","","","","3"
"Min 1x per month","2015","Bremen","Rural Area","","","","","3"
"Min 1x per month","2015","North Rhine-Westphalia","Urban Area","359","0.0662106935341377","0.0596279534648652","0.0727934336034103","3"
"Min 1x per month","2015","Lower Saxony","Urban Area","82","0.0655080702305372","0.0511518388465552","0.0798643016145192","3"
"Min 1x per month","2015","Lower Saxony","Rural Area","95","0.0655474168464036","0.0529086953866045","0.0781861383062026","3"
"Min 1x per month","2015","Saxony-Anhalt","Urban Area","21","","","","3"
"Min 1x per month","2015","Saxony-Anhalt","Rural Area","33","0.0642748792482447","0.0447006705652326","0.0838490879312569","3"
"Min 1x per month","2015","Thuringia","Urban Area","29","","","","3"
"Min 1x per month","2015","Thuringia","Rural Area","37","0.0412597432895402","0.0262109882319731","0.0563084983471072","3"
"Min 1x per week","2015","North Rhine-Westphalia","Rural Area","14","","","","2"
"Min 1x per week","2015","Hesse","Urban Area","211","0.131891470878485","0.114953071015945","0.148829870741024","2"
"Min 1x per week","2015","Hesse","Rural Area","46","0.105349492289453","0.0735478529810006","0.137151131597906","2"
"Min 1x per week","2015","Rhineland-Palatinate,Saarland","Urban Area","147","0.149769738929868","0.129348626309842","0.170190851549895","2"
"Min 1x per week","2015","Bremen","Rural Area","","","","","2"
"Min 1x per week","2015","North Rhine-Westphalia","Urban Area","634","0.116899429513984","0.108393349404977","0.125405509622991","2"
"Min 1x per week","2015","Schleswig-Holstein","Urban Area","27","","","","2"
"Min 1x per week","2015","Schleswig-Holstein","Rural Area","71","0.122702855731826","0.0976148523651015","0.14779085909855","2"
"Min 1x per week","2015","Hamburg","Urban Area","76","0.151748571380399","0.119103794383642","0.184393348377156","2"
"Min 1x per week","2015","Hamburg","Rural Area","","","","","2"
"Min 1x per week","2015","Lower Saxony","Urban Area","160","0.120351688019436","0.101472387543067","0.139230988495804","2"
"Min 1x per week","2015","Lower Saxony","Rural Area","157","0.120266311140674","0.10365536674639","0.136877255534958","2"
"Min 1x per week","2015","Bremen","Urban Area","26","","","","2"
"Min 1x per week","2015","Mecklenburg-Western Pomerania","Rural Area","53","0.102046943406658","0.0752988792231827","0.128795007590133","2"
"Min 1x per week","2015","Saxony","Urban Area","121","0.117259072467168","0.0953714341556126","0.139146710778723","2"
"Min 1x per week","2015","Saxony","Rural Area","69","0.0843928739353775","0.0639747627411214","0.104810985129634","2"
"Min 1x per week","2015","Saxony-Anhalt","Urban Area","36","0.148432534724132","0.107723728871809","0.189141340576456","2"
"Min 1x per week","2015","Thuringia","Rural Area","53","0.0912465153976782","0.0694584826359647","0.113034548159392","2"
"Min 1x per week","2015","Rhineland-Palatinate,Saarland","Rural Area","44","0.115116602700704","0.0851926211693411","0.145040584232068","2"
"Min 1x per week","2015","Baden-Württemberg","Urban Area","417","0.164291418146403","0.150786753101522","0.177796083191283","2"
"Min 1x per week","2015","Baden-Württemberg","Rural Area","55","0.132364780544207","0.0961293637853184","0.168600197303095","2"
"Min 1x per week","2015","Bavaria","Urban Area","274","0.127343915391656","0.112813829706543","0.141874001076768","2"
"Min 1x per week","2015","Bavaria","Rural Area","295","0.0984779866933751","0.086474519480652","0.110481453906098","2"
"Min 1x per week","2015","Berlin","Urban Area","167","0.189391978371961","0.165070680274417","0.213713276469504","2"
"Min 1x per week","2015","Berlin","Rural Area","","","","","2"
"Min 1x per week","2015","Brandenburg","Urban Area","13","","","","2"
"Min 1x per week","2015","Brandenburg","Rural Area","77","0.0940232614846541","0.0753056325931843","0.112740890376124","2"
"Min 1x per week","2015","Mecklenburg-Western Pomerania","Urban Area","9","","","","2"
"Min 1x per week","2015","Saxony-Anhalt","Rural Area","49","0.0585612945686831","0.0398203794316387","0.0773022097057275","2"
"Min 1x per week","2015","Thuringia","Urban Area","40","0.131381252763855","0.0937759973567757","0.168986508170934","2"
"Never","2015","North Rhine-Westphalia","Urban Area","3341","0.602793490111346","0.589839288688866","0.615747691533827","5"
"Never","2015","Mecklenburg-Western Pomerania","Urban Area","29","","","","5"
"Never","2015","Mecklenburg-Western Pomerania","Rural Area","263","0.527193606672851","0.483077997831581","0.57130921551412","5"
"Never","2015","Saxony","Urban Area","448","0.505647583441141","0.471634081850462","0.539661085031819","5"
"Never","2015","Saxony","Rural Area","394","0.637110622037186","0.601792089938112","0.672429154136261","5"
"Never","2015","Saxony-Anhalt","Urban Area","174","0.558598653423834","0.501742031898945","0.615455274948724","5"
"Never","2015","Saxony-Anhalt","Rural Area","403","0.705153277390947","0.66875931418487","0.741547240597025","5"
"Never","2015","Thuringia","Urban Area","173","0.532843833276958","0.477304807278015","0.588382859275901","5"
"Never","2015","Thuringia","Rural Area","447","0.680170818161752","0.644880557021005","0.715461079302499","5"
"Never","2015","Schleswig-Holstein","Urban Area","154","0.610960280149164","0.549408158113642","0.672512402184685","5"
"Never","2015","Schleswig-Holstein","Rural Area","410","0.573348795649831","0.535529681980463","0.611167909319199","5"
"Never","2015","Hamburg","Urban Area","236","0.58859885880611","0.543824275308593","0.633373442303627","5"
"Never","2015","Hamburg","Rural Area","","","","","5"
"Never","2015","Lower Saxony","Urban Area","611","0.571042498325867","0.542324999117856","0.599759997533878","5"
"Never","2015","Lower Saxony","Rural Area","875","0.603198238043118","0.578214147466666","0.62818232861957","5"
"Never","2015","Bremen","Urban Area","109","0.532551383555338","0.461040032078286","0.604062735032389","5"
"Never","2015","Bremen","Rural Area","","","","","5"
"Never","2015","North Rhine-Westphalia","Rural Area","60","0.573627131177029","0.480785135978181","0.666469126375877","5"
"Never","2015","Hesse","Urban Area","824","0.556972546918744","0.532106358060493","0.581838735776995","5"
"Never","2015","Hesse","Rural Area","208","0.583538825339826","0.532473192778347","0.634604457901305","5"
"Never","2015","Rhineland-Palatinate,Saarland","Urban Area","683","0.57015659106648","0.541826283107778","0.598486899025182","5"
"Never","2015","Rhineland-Palatinate,Saarland","Rural Area","274","0.606512034476459","0.560709151888285","0.652314917064634","5"
"Never","2015","Baden-Württemberg","Urban Area","1480","0.503990711036097","0.485768330251241","0.522213091820954","5"
"Never","2015","Baden-Württemberg","Rural Area","163","0.526073426312904","0.472683765090089","0.579463087535719","5"
"Never","2015","Bavaria","Urban Area","999","0.511356764263495","0.489568859733983","0.533144668793006","5"
"Never","2015","Bavaria","Rural Area","1347","0.592433392592969","0.572637822021025","0.612228963164912","5"
"Never","2015","Berlin","Urban Area","504","0.499237723861726","0.468201418834778","0.530274028888674","5"
"Never","2015","Berlin","Rural Area","","","","","5"
"Never","2015","Brandenburg","Urban Area","38","0.520095808302531","0.407774994006249","0.632416622598812","5"
"Never","2015","Brandenburg","Rural Area","622","0.662003872100388","0.631667699945874","0.692340044254901","5"
"Rarely","2015","Mecklenburg-Western Pomerania","Urban Area","25","","","","4"
"Rarely","2015","Mecklenburg-Western Pomerania","Rural Area","143","0.288733307980837","0.248689974985968","0.328776640975706","4"
"Rarely","2015","Saxony","Urban Area","194","0.285662351290959","0.25493059941598","0.316394103165938","4"
"Rarely","2015","Saxony","Rural Area","201","0.221588676615211","0.191082593545169","0.252094759685254","4"
"Rarely","2015","Thuringia","Rural Area","134","0.18732292315103","0.157801227477215","0.216844618824845","4"
"Rarely","2015","Saxony-Anhalt","Urban Area","62","0.224704789095461","0.176912922194016","0.272496655996905","4"
"Rarely","2015","Saxony-Anhalt","Rural Area","118","0.172010548792125","0.141888855813443","0.202132241770806","4"
"Rarely","2015","Thuringia","Urban Area","68","0.211611923260169","0.166143767921732","0.257080078598607","4"
"Rarely","2015","North Rhine-Westphalia","Rural Area","29","","","","4"
"Rarely","2015","Hesse","Urban Area","365","0.232753583157773","0.211599576544302","0.253907589771243","4"
"Rarely","2015","Hesse","Rural Area","81","0.234311393232235","0.190435156263795","0.278187630200675","4"
"Rarely","2015","Rhineland-Palatinate,Saarland","Urban Area","274","0.225530457797982","0.201613614553065","0.2494473010429","4"
"Rarely","2015","Rhineland-Palatinate,Saarland","Rural Area","98","0.223785453715611","0.184709085987133","0.262861821444089","4"
"Rarely","2015","Baden-Württemberg","Urban Area","718","0.240776786468321","0.225194148070096","0.256359424866546","4"
"Rarely","2015","Baden-Württemberg","Rural Area","96","0.260325285345366","0.213405392101444","0.307245178589288","4"
"Rarely","2015","Bavaria","Urban Area","539","0.262198391081868","0.243027498861265","0.28136928330247","4"
"Rarely","2015","Bavaria","Rural Area","542","0.233797690626587","0.216747046154608","0.250848335098566","4"
"Rarely","2015","Berlin","Urban Area","235","0.216490138789364","0.190925373800186","0.242054903778541","4"
"Rarely","2015","Berlin","Rural Area","","","","","4"
"Rarely","2015","Brandenburg","Urban Area","18","","","","4"
"Rarely","2015","Brandenburg","Rural Area","176","0.196675919606358","0.171184404993841","0.222167434218875","4"
"Rarely","2015","Schleswig-Holstein","Urban Area","51","0.212563217189745","0.160910701785973","0.264215732593517","4"
"Rarely","2015","Schleswig-Holstein","Rural Area","138","0.247767891665773","0.214756498553246","0.2807792847783","4"
"Rarely","2015","Hamburg","Urban Area","113","0.210998763516328","0.173873640807787","0.248123886224868","4"
"Rarely","2015","Hamburg","Rural Area","","","","","4"
"Rarely","2015","Lower Saxony","Urban Area","288","0.24309774342416","0.21820827435349","0.267987212494831","4"
"Rarely","2015","Lower Saxony","Rural Area","346","0.210988033969804","0.190151886376686","0.231824181562923","4"
"Rarely","2015","Bremen","Urban Area","40","0.275128199942363","0.211121498968787","0.339134900915938","4"
"Rarely","2015","Bremen","Rural Area","","","","","4"
"Rarely","2015","North Rhine-Westphalia","Urban Area","1147","0.214096386840532","0.203236945049852","0.224955828631212","4"
"Daily","2016","North Rhine-Westphalia","Rural Area","","","","","1"
"Daily","2016","Hesse","Urban Area","","","","","1"
"Daily","2016","Hesse","Rural Area","","","","","1"
"Daily","2016","Rhineland-Palatinate,Saarland","Urban Area","","","","","1"
"Daily","2016","Rhineland-Palatinate,Saarland","Rural Area","","","","","1"
"Daily","2016","Baden-Württemberg","Urban Area","","","","","1"
"Daily","2016","Baden-Württemberg","Rural Area","","","","","1"
"Daily","2016","Bavaria","Urban Area","","","","","1"
"Daily","2016","Bavaria","Rural Area","","","","","1"
"Daily","2016","Berlin","Urban Area","","","","","1"
"Daily","2016","Berlin","Rural Area","","","","","1"
"Daily","2016","Brandenburg","Urban Area","","","","","1"
"Daily","2016","Brandenburg","Rural Area","","","","","1"
"Daily","2016","Mecklenburg-Western Pomerania","Urban Area","","","","","1"
"Daily","2016","Mecklenburg-Western Pomerania","Rural Area","","","","","1"
"Daily","2016","Saxony","Urban Area","","","","","1"
"Daily","2016","Saxony","Rural Area","","","","","1"
"Daily","2016","Saxony-Anhalt","Urban Area","","","","","1"
"Daily","2016","Saxony-Anhalt","Rural Area","","","","","1"
"Daily","2016","Thuringia","Urban Area","","","","","1"
"Daily","2016","Thuringia","Rural Area","","","","","1"
"Daily","2016","Schleswig-Holstein","Urban Area","","","","","1"
"Daily","2016","Schleswig-Holstein","Rural Area","","","","","1"
"Daily","2016","Hamburg","Urban Area","","","","","1"
"Daily","2016","Hamburg","Rural Area","","","","","1"
"Daily","2016","Lower Saxony","Urban Area","","","","","1"
"Daily","2016","North Rhine-Westphalia","Urban Area","","","","","1"
"Daily","2016","Lower Saxony","Rural Area","","","","","1"
"Daily","2016","Bremen","Rural Area","","","","","1"
"Daily","2016","Bremen","Urban Area","","","","","1"
"Min 1x per month","2016","Mecklenburg-Western Pomerania","Urban Area","","","","","3"
"Min 1x per month","2016","Mecklenburg-Western Pomerania","Rural Area","","","","","3"
"Min 1x per month","2016","Saxony","Urban Area","","","","","3"
"Min 1x per month","2016","Saxony","Rural Area","","","","","3"
"Min 1x per month","2016","North Rhine-Westphalia","Rural Area","","","","","3"
"Min 1x per month","2016","Hesse","Urban Area","","","","","3"
"Min 1x per month","2016","Hesse","Rural Area","","","","","3"
"Min 1x per month","2016","Rhineland-Palatinate,Saarland","Urban Area","","","","","3"
"Min 1x per month","2016","Rhineland-Palatinate,Saarland","Rural Area","","","","","3"
"Min 1x per month","2016","Baden-Württemberg","Urban Area","","","","","3"
"Min 1x per month","2016","Baden-Württemberg","Rural Area","","","","","3"
"Min 1x per month","2016","Bavaria","Urban Area","","","","","3"
"Min 1x per month","2016","Bavaria","Rural Area","","","","","3"
"Min 1x per month","2016","Berlin","Urban Area","","","","","3"
"Min 1x per month","2016","Berlin","Rural Area","","","","","3"
"Min 1x per month","2016","Brandenburg","Urban Area","","","","","3"
"Min 1x per month","2016","Brandenburg","Rural Area","","","","","3"
"Min 1x per month","2016","Schleswig-Holstein","Urban Area","","","","","3"
"Min 1x per month","2016","Schleswig-Holstein","Rural Area","","","","","3"
"Min 1x per month","2016","Hamburg","Urban Area","","","","","3"
"Min 1x per month","2016","Hamburg","Rural Area","","","","","3"
"Min 1x per month","2016","Bremen","Urban Area","","","","","3"
"Min 1x per month","2016","Bremen","Rural Area","","","","","3"
"Min 1x per month","2016","North Rhine-Westphalia","Urban Area","","","","","3"
"Min 1x per month","2016","Saxony-Anhalt","Urban Area","","","","","3"
"Min 1x per month","2016","Saxony-Anhalt","Rural Area","","","","","3"
"Min 1x per month","2016","Lower Saxony","Urban Area","","","","","3"
"Min 1x per month","2016","Lower Saxony","Rural Area","","","","","3"
"Min 1x per month","2016","Thuringia","Rural Area","","","","","3"
"Min 1x per month","2016","Thuringia","Urban Area","","","","","3"
"Min 1x per week","2016","North Rhine-Westphalia","Rural Area","","","","","2"
"Min 1x per week","2016","Hesse","Urban Area","","","","","2"
"Min 1x per week","2016","Hesse","Rural Area","","","","","2"
"Min 1x per week","2016","Rhineland-Palatinate,Saarland","Urban Area","","","","","2"
"Min 1x per week","2016","Schleswig-Holstein","Rural Area","","","","","2"
"Min 1x per week","2016","Hamburg","Urban Area","","","","","2"
"Min 1x per week","2016","Hamburg","Rural Area","","","","","2"
"Min 1x per week","2016","Lower Saxony","Urban Area","","","","","2"
"Min 1x per week","2016","Schleswig-Holstein","Urban Area","","","","","2"
"Min 1x per week","2016","Lower Saxony","Rural Area","","","","","2"
"Min 1x per week","2016","Bremen","Urban Area","","","","","2"
"Min 1x per week","2016","Bremen","Rural Area","","","","","2"
"Min 1x per week","2016","North Rhine-Westphalia","Urban Area","","","","","2"
"Min 1x per week","2016","Baden-Württemberg","Rural Area","","","","","2"
"Min 1x per week","2016","Bavaria","Urban Area","","","","","2"
"Min 1x per week","2016","Bavaria","Rural Area","","","","","2"
"Min 1x per week","2016","Berlin","Urban Area","","","","","2"
"Min 1x per week","2016","Mecklenburg-Western Pomerania","Rural Area","","","","","2"
"Min 1x per week","2016","Saxony","Urban Area","","","","","2"
"Min 1x per week","2016","Saxony","Rural Area","","","","","2"
"Min 1x per week","2016","Saxony-Anhalt","Urban Area","","","","","2"
"Min 1x per week","2016","Thuringia","Rural Area","","","","","2"
"Min 1x per week","2016","Rhineland-Palatinate,Saarland","Rural Area","","","","","2"
"Min 1x per week","2016","Baden-Württemberg","Urban Area","","","","","2"
"Min 1x per week","2016","Brandenburg","Urban Area","","","","","2"
"Min 1x per week","2016","Brandenburg","Rural Area","","","","","2"
"Min 1x per week","2016","Mecklenburg-Western Pomerania","Urban Area","","","","","2"
"Min 1x per week","2016","Berlin","Rural Area","","","","","2"
"Min 1x per week","2016","Saxony-Anhalt","Rural Area","","","","","2"
"Min 1x per week","2016","Thuringia","Urban Area","","","","","2"
"Never","2016","Schleswig-Holstein","Urban Area","","","","","5"
"Never","2016","Schleswig-Holstein","Rural Area","","","","","5"
"Never","2016","Hamburg","Urban Area","","","","","5"
"Never","2016","Hamburg","Rural Area","","","","","5"
"Never","2016","Lower Saxony","Urban Area","","","","","5"
"Never","2016","Lower Saxony","Rural Area","","","","","5"
"Never","2016","Bremen","Urban Area","","","","","5"
"Never","2016","Bremen","Rural Area","","","","","5"
"Never","2016","North Rhine-Westphalia","Urban Area","","","","","5"
"Never","2016","Mecklenburg-Western Pomerania","Urban Area","","","","","5"
"Never","2016","Mecklenburg-Western Pomerania","Rural Area","","","","","5"
"Never","2016","Saxony","Urban Area","","","","","5"
"Never","2016","Saxony","Rural Area","","","","","5"
"Never","2016","Saxony-Anhalt","Urban Area","","","","","5"
"Never","2016","Saxony-Anhalt","Rural Area","","","","","5"
"Never","2016","Thuringia","Urban Area","","","","","5"
"Never","2016","Thuringia","Rural Area","","","","","5"
"Never","2016","North Rhine-Westphalia","Rural Area","","","","","5"
"Never","2016","Hesse","Urban Area","","","","","5"
"Never","2016","Hesse","Rural Area","","","","","5"
"Never","2016","Rhineland-Palatinate,Saarland","Urban Area","","","","","5"
"Never","2016","Rhineland-Palatinate,Saarland","Rural Area","","","","","5"
"Never","2016","Baden-Württemberg","Urban Area","","","","","5"
"Never","2016","Baden-Württemberg","Rural Area","","","","","5"
"Never","2016","Bavaria","Urban Area","","","","","5"
"Never","2016","Bavaria","Rural Area","","","","","5"
"Never","2016","Berlin","Urban Area","","","","","5"
"Never","2016","Berlin","Rural Area","","","","","5"
"Never","2016","Brandenburg","Urban Area","","","","","5"
"Never","2016","Brandenburg","Rural Area","","","","","5"
"Rarely","2016","Mecklenburg-Western Pomerania","Urban Area","","","","","4"
"Rarely","2016","Mecklenburg-Western Pomerania","Rural Area","","","","","4"
"Rarely","2016","Saxony","Urban Area","","","","","4"
"Rarely","2016","Saxony","Rural Area","","","","","4"
"Rarely","2016","Saxony-Anhalt","Urban Area","","","","","4"
"Rarely","2016","Saxony-Anhalt","Rural Area","","","","","4"
"Rarely","2016","Thuringia","Urban Area","","","","","4"
"Rarely","2016","Thuringia","Rural Area","","","","","4"
