"pli0093_h","year","e11102","e11103","n","percent","lower_confidence","upper_confidence","value"
"Rarely","2018","Not Employed","Not Working","569","0.167642331412042","0.154987187933514","0.18029747489057","4"
"Rarely","2018","Employed","Full Time","24","","","","4"
"Rarely","2018","Employed","Part Time","62","0.151443423301394","0.114257412261417","0.188629434341371","4"
"Rarely","2018","Employed","Not Working","","","","","4"
"Daily","2019","Not Employed","Full Time","","","","","1"
"Daily","2019","Not Employed","Part Time","","","","","1"
"Daily","2019","Not Employed","Not Working","570","0.0576394010238396","0.0532386388937297","0.0620401631539495","1"
"Daily","2019","Employed","Full Time","379","0.0330119419688095","0.029648999374038","0.036374884563581","1"
"Daily","2019","Employed","Part Time","418","0.0507074261669168","0.0458215194627337","0.0555933328710998","1"
"Daily","2019","Employed","Not Working","","","","","1"
"Min 1x per month","2019","Not Employed","Full Time","","","","","3"
"Min 1x per month","2019","Not Employed","Part Time","","","","","3"
"Min 1x per month","2019","Not Employed","Not Working","821","0.0695177096819216","0.0647152758592933","0.0743201435045499","3"
"Min 1x per month","2019","Employed","Full Time","1098","0.09859850350484","0.0929871495877911","0.104209857421889","3"
"Min 1x per month","2019","Employed","Not Working","","","","","3"
"Min 1x per month","2019","Employed","Part Time","830","0.099125730446378","0.0924709361385866","0.105780524754169","3"
"Min 1x per week","2019","Not Employed","Full Time","","","","","2"
"Min 1x per week","2019","Not Employed","Not Working","1122","0.116205107025427","0.110153817160129","0.122256396890725","2"
"Min 1x per week","2019","Not Employed","Part Time","","","","","2"
"Min 1x per week","2019","Employed","Not Working","","","","","2"
"Min 1x per week","2019","Employed","Full Time","1261","0.114820197973062","0.10881954853633","0.120820847409794","2"
"Min 1x per week","2019","Employed","Part Time","1187","0.159187347435291","0.151040056276741","0.167334638593841","2"
"Never","2019","Not Employed","Full Time","","","","","5"
"Never","2019","Not Employed","Part Time","","","","","5"
"Never","2019","Not Employed","Not Working","6191","0.551275444353077","0.541883968472137","0.560666920234016","5"
"Never","2019","Employed","Full Time","5377","0.492526179134721","0.483116066031029","0.501936292238414","5"
"Never","2019","Employed","Part Time","3466","0.441338808115986","0.43028098457142","0.452396631660553","5"
"Never","2019","Employed","Not Working","","","","","5"
"Rarely","2019","Not Employed","Full Time","","","","","4"
"Rarely","2019","Not Employed","Part Time","","","","","4"
"Rarely","2019","Not Employed","Not Working","2070","0.205362337915735","0.197734445173319","0.212990230658151","4"
"Rarely","2019","Employed","Full Time","2728","0.261043177418567","0.252776346268454","0.26931000856868","4"
"Rarely","2019","Employed","Not Working","","","","","4"
"Rarely","2019","Employed","Part Time","1845","0.249640687835428","0.240002360575287","0.259279015095569","4"
