"pli0093_h","year","e11103","sex","n","percent","lower_confidence","upper_confidence","value"
"Daily","1991","Part Time","Male","","","","","1"
"Daily","1991","Part Time","Female","","","","","1"
"Daily","1991","Not Working","Male","","","","","1"
"Daily","1991","Not Working","Female","","","","","1"
"Min 1x per month","1991","Full Time","Female","","","","","3"
"Min 1x per month","1991","Full Time","Male","","","","","3"
"Min 1x per month","1991","Part Time","Male","","","","","3"
"Min 1x per month","1991","Part Time","Female","","","","","3"
"Min 1x per month","1991","Not Working","Male","","","","","3"
"Min 1x per month","1991","Not Working","Female","","","","","3"
"Min 1x per week","1991","Full Time","Male","","","","","2"
"Min 1x per week","1991","Full Time","Female","","","","","2"
"Min 1x per week","1991","Part Time","Male","","","","","2"
"Min 1x per week","1991","Part Time","Female","","","","","2"
"Min 1x per week","1991","Not Working","Male","","","","","2"
"Min 1x per week","1991","Not Working","Female","","","","","2"
"Never","1991","Full Time","Male","","","","","5"
"Never","1991","Full Time","Female","","","","","5"
"Never","1991","Part Time","Male","","","","","5"
"Never","1991","Part Time","Female","","","","","5"
"Never","1991","Not Working","Male","","","","","5"
"Never","1991","Not Working","Female","","","","","5"
"Rarely","1991","Full Time","Female","","","","","4"
"Rarely","1991","Full Time","Male","","","","","4"
"Rarely","1991","Part Time","Male","","","","","4"
"Rarely","1991","Part Time","Female","","","","","4"
"Rarely","1991","Not Working","Male","","","","","4"
"Rarely","1991","Not Working","Female","","","","","4"
"Daily","1992","Full Time","Male","","","","","1"
"Daily","1992","Full Time","Female","","","","","1"
"Daily","1992","Part Time","Male","","","","","1"
"Daily","1992","Part Time","Female","","","","","1"
"Daily","1992","Not Working","Male","","","","","1"
"Daily","1992","Not Working","Female","","","","","1"
"Min 1x per month","1992","Full Time","Female","","","","","3"
"Min 1x per month","1992","Full Time","Male","","","","","3"
"Min 1x per month","1992","Part Time","Male","","","","","3"
"Min 1x per month","1992","Part Time","Female","","","","","3"
"Min 1x per month","1992","Not Working","Male","","","","","3"
"Min 1x per month","1992","Not Working","Female","","","","","3"
"Min 1x per week","1992","Full Time","Male","","","","","2"
"Min 1x per week","1992","Part Time","Male","","","","","2"
"Min 1x per week","1992","Full Time","Female","","","","","2"
"Min 1x per week","1992","Not Working","Male","","","","","2"
"Min 1x per week","1992","Part Time","Female","","","","","2"
"Min 1x per week","1992","Not Working","Female","","","","","2"
"Never","1992","Full Time","Male","","","","","5"
"Never","1992","Full Time","Female","","","","","5"
"Never","1992","Part Time","Male","","","","","5"
"Never","1992","Part Time","Female","","","","","5"
"Never","1992","Not Working","Male","","","","","5"
"Never","1992","Not Working","Female","","","","","5"
"Rarely","1992","Full Time","Male","","","","","4"
"Rarely","1992","Full Time","Female","","","","","4"
"Rarely","1992","Part Time","Male","","","","","4"
"Rarely","1992","Part Time","Female","","","","","4"
"Rarely","1992","Not Working","Male","","","","","4"
"Rarely","1992","Not Working","Female","","","","","4"
"Daily","1993","Full Time","Male","","","","","1"
"Daily","1993","Full Time","Female","","","","","1"
"Daily","1993","Part Time","Male","","","","","1"
"Daily","1993","Part Time","Female","","","","","1"
"Daily","1993","Not Working","Male","","","","","1"
"Daily","1993","Not Working","Female","","","","","1"
"Min 1x per month","1993","Full Time","Male","","","","","3"
"Min 1x per month","1993","Full Time","Female","","","","","3"
"Min 1x per month","1993","Part Time","Male","","","","","3"
"Min 1x per month","1993","Part Time","Female","","","","","3"
"Min 1x per month","1993","Not Working","Male","","","","","3"
"Min 1x per month","1993","Not Working","Female","","","","","3"
"Min 1x per week","1993","Full Time","Male","","","","","2"
"Min 1x per week","1993","Full Time","Female","","","","","2"
"Min 1x per week","1993","Part Time","Male","","","","","2"
"Min 1x per week","1993","Part Time","Female","","","","","2"
"Min 1x per week","1993","Not Working","Male","","","","","2"
"Min 1x per week","1993","Not Working","Female","","","","","2"
"Never","1993","Full Time","Male","","","","","5"
"Never","1993","Full Time","Female","","","","","5"
"Never","1993","Part Time","Male","","","","","5"
"Never","1993","Part Time","Female","","","","","5"
"Never","1993","Not Working","Male","","","","","5"
"Never","1993","Not Working","Female","","","","","5"
"Rarely","1993","Full Time","Male","","","","","4"
"Rarely","1993","Full Time","Female","","","","","4"
"Rarely","1993","Part Time","Male","","","","","4"
"Rarely","1993","Part Time","Female","","","","","4"
"Rarely","1993","Not Working","Male","","","","","4"
"Rarely","1993","Not Working","Female","","","","","4"
"Daily","1994","Full Time","Male","","","","","1"
"Daily","1994","Full Time","Female","","","","","1"
"Daily","1994","Part Time","Male","","","","","1"
"Daily","1994","Part Time","Female","","","","","1"
"Daily","1994","Not Working","Male","","","","","1"
"Daily","1994","Not Working","Female","","","","","1"
"Min 1x per month","1994","Full Time","Female","","","","","3"
"Min 1x per month","1994","Full Time","Male","","","","","3"
"Min 1x per month","1994","Part Time","Male","","","","","3"
"Min 1x per month","1994","Part Time","Female","","","","","3"
"Min 1x per month","1994","Not Working","Female","","","","","3"
"Min 1x per month","1994","Not Working","Male","","","","","3"
"Min 1x per week","1994","Full Time","Male","","","","","2"
"Min 1x per week","1994","Full Time","Female","","","","","2"
"Min 1x per week","1994","Part Time","Male","","","","","2"
"Min 1x per week","1994","Part Time","Female","","","","","2"
"Min 1x per week","1994","Not Working","Female","","","","","2"
"Min 1x per week","1994","Not Working","Male","","","","","2"
"Never","1994","Full Time","Male","","","","","5"
"Never","1994","Full Time","Female","","","","","5"
"Never","1994","Part Time","Male","","","","","5"
"Never","1994","Part Time","Female","","","","","5"
"Never","1994","Not Working","Male","","","","","5"
"Never","1994","Not Working","Female","","","","","5"
"Rarely","1994","Full Time","Female","","","","","4"
"Rarely","1994","Full Time","Male","","","","","4"
"Rarely","1994","Part Time","Female","","","","","4"
"Rarely","1994","Part Time","Male","","","","","4"
"Rarely","1994","Not Working","Male","","","","","4"
"Rarely","1994","Not Working","Female","","","","","4"
"Daily","1995","Full Time","Male","61","0.0172764819601016","0.0131990918310065","0.0213538720891968","1"
"Daily","1995","Full Time","Female","37","0.0298277080205717","0.0223043500873026","0.0373510659538408","1"
"Daily","1995","Part Time","Male","39","0.0672471270129255","0.0504399899984143","0.0840542640274368","1"
"Daily","1995","Part Time","Female","52","0.0301783918810026","0.0221538555748422","0.038202928187163","1"
"Daily","1995","Not Working","Male","56","0.0341136410890997","0.0252879552808591","0.0429393268973404","1"
"Daily","1995","Not Working","Female","104","0.0316731101223386","0.0255805337591871","0.0377656864854901","1"
"Min 1x per month","1995","Full Time","Male","300","0.0901850717698692","0.0812214650443002","0.0991486784954383","3"
"Min 1x per month","1995","Full Time","Female","211","0.120167370340411","0.105786980480049","0.134547760200774","3"
"Min 1x per month","1995","Part Time","Male","83","0.121078992310263","0.0991871204791486","0.142970864141377","3"
"Min 1x per month","1995","Part Time","Female","171","0.108778003962175","0.0941734108346042","0.123382597089747","3"
"Min 1x per month","1995","Not Working","Male","125","0.0727941568401905","0.0601625747645675","0.0854257389158135","3"
"Min 1x per month","1995","Not Working","Female","205","0.0674526936832321","0.0587274068130053","0.0761779805534589","3"
"Min 1x per week","1995","Full Time","Male","269","0.0779430743262163","0.0695541443370962","0.0863320043153363","2"
"Min 1x per week","1995","Full Time","Female","168","0.10356098184668","0.090085763701168","0.117036199992192","2"
"Min 1x per week","1995","Part Time","Male","83","0.108500755627083","0.0876294101680554","0.129372101086111","2"
"Min 1x per week","1995","Part Time","Female","176","0.109853889655419","0.0951861112576628","0.124521668053175","2"
"Min 1x per week","1995","Not Working","Male","130","0.0991269055441367","0.084597461689616","0.113656349398657","2"
"Min 1x per week","1995","Not Working","Female","262","0.0852261314402705","0.0755123597304504","0.0949399031500906","2"
"Never","1995","Full Time","Male","2015","0.47297010846953","0.457346785596717","0.488593431342343","5"
"Never","1995","Full Time","Female","838","0.403018527274366","0.381325494037761","0.424711560510971","5"
"Never","1995","Part Time","Male","438","0.437677398146279","0.404385128357417","0.470969667935142","5"
"Never","1995","Part Time","Female","768","0.405626150953082","0.382594832984045","0.428657468922119","5"
"Never","1995","Not Working","Male","981","0.586196910498596","0.562250521377078","0.610143299620113","5"
"Never","1995","Not Working","Female","1917","0.596654560530934","0.579588051791051","0.613721069270818","5"
"Rarely","1995","Full Time","Female","710","0.343425412517971","0.32242462415437","0.364426200881571","4"
"Rarely","1995","Full Time","Male","1278","0.341625263474283","0.326784696077622","0.356465830870943","4"
"Rarely","1995","Part Time","Male","210","0.265495726903449","0.235861097086371","0.295130356720527","4"
"Rarely","1995","Part Time","Female","579","0.345563563548321","0.323257461800713","0.367869665295929","4"
"Rarely","1995","Not Working","Male","333","0.207768386027977","0.188042467916826","0.227494304139129","4"
"Rarely","1995","Not Working","Female","686","0.218993504223224","0.204605930257963","0.233381078188486","4"
"Daily","1996","Full Time","Male","","","","","1"
"Daily","1996","Full Time","Female","","","","","1"
"Daily","1996","Part Time","Male","","","","","1"
"Daily","1996","Part Time","Female","","","","","1"
"Daily","1996","Not Working","Male","","","","","1"
"Daily","1996","Not Working","Female","","","","","1"
"Min 1x per month","1996","Full Time","Male","","","","","3"
"Min 1x per month","1996","Full Time","Female","","","","","3"
"Min 1x per month","1996","Part Time","Male","","","","","3"
"Min 1x per month","1996","Part Time","Female","","","","","3"
"Min 1x per month","1996","Not Working","Male","","","","","3"
"Min 1x per month","1996","Not Working","Female","","","","","3"
"Min 1x per week","1996","Full Time","Male","","","","","2"
"Min 1x per week","1996","Full Time","Female","","","","","2"
"Min 1x per week","1996","Part Time","Male","","","","","2"
"Min 1x per week","1996","Not Working","Male","","","","","2"
"Min 1x per week","1996","Part Time","Female","","","","","2"
"Min 1x per week","1996","Not Working","Female","","","","","2"
"Never","1996","Full Time","Male","","","","","5"
"Never","1996","Full Time","Female","","","","","5"
"Never","1996","Part Time","Male","","","","","5"
"Never","1996","Part Time","Female","","","","","5"
"Never","1996","Not Working","Male","","","","","5"
"Never","1996","Not Working","Female","","","","","5"
"Rarely","1996","Full Time","Female","","","","","4"
"Rarely","1996","Full Time","Male","","","","","4"
"Rarely","1996","Part Time","Male","","","","","4"
"Rarely","1996","Part Time","Female","","","","","4"
"Rarely","1996","Not Working","Male","","","","","4"
"Rarely","1996","Not Working","Female","","","","","4"
"Daily","1997","Full Time","Male","","","","","1"
"Daily","1997","Full Time","Female","","","","","1"
"Daily","1997","Part Time","Male","","","","","1"
"Daily","1997","Part Time","Female","","","","","1"
"Daily","1997","Not Working","Male","","","","","1"
"Daily","1997","Not Working","Female","","","","","1"
"Min 1x per month","1997","Full Time","Male","","","","","3"
"Min 1x per month","1997","Full Time","Female","","","","","3"
"Min 1x per month","1997","Part Time","Male","","","","","3"
"Min 1x per month","1997","Part Time","Female","","","","","3"
"Min 1x per month","1997","Not Working","Male","","","","","3"
"Min 1x per month","1997","Not Working","Female","","","","","3"
"Min 1x per week","1997","Full Time","Male","","","","","2"
"Min 1x per week","1997","Full Time","Female","","","","","2"
"Min 1x per week","1997","Part Time","Male","","","","","2"
"Min 1x per week","1997","Part Time","Female","","","","","2"
"Min 1x per week","1997","Not Working","Female","","","","","2"
"Min 1x per week","1997","Not Working","Male","","","","","2"
"Never","1997","Full Time","Male","","","","","5"
"Never","1997","Full Time","Female","","","","","5"
"Never","1997","Part Time","Male","","","","","5"
"Never","1997","Part Time","Female","","","","","5"
"Never","1997","Not Working","Male","","","","","5"
"Never","1997","Not Working","Female","","","","","5"
"Rarely","1997","Full Time","Male","","","","","4"
"Rarely","1997","Part Time","Male","","","","","4"
"Rarely","1997","Full Time","Female","","","","","4"
"Rarely","1997","Part Time","Female","","","","","4"
"Rarely","1997","Not Working","Male","","","","","4"
"Rarely","1997","Not Working","Female","","","","","4"
"Daily","1998","Full Time","Male","73","0.0233288940950515","0.0186198172945634","0.0280379708955397","1"
"Daily","1998","Full Time","Female","28","","","","1"
"Daily","1998","Part Time","Male","27","","","","1"
"Daily","1998","Part Time","Female","45","0.0262350557084167","0.0189595817695294","0.0335105296473039","1"
"Daily","1998","Not Working","Female","94","0.024774417243677","0.019599682672311","0.029949151815043","1"
"Daily","1998","Not Working","Male","53","0.0342406299307308","0.0260725504104091","0.0424087094510525","1"
"Min 1x per month","1998","Full Time","Male","294","0.0857540623015844","0.0770188513258571","0.0944892732773117","3"
"Min 1x per month","1998","Full Time","Female","239","0.126464581301566","0.111991763822414","0.140937398780717","3"
"Min 1x per month","1998","Part Time","Male","69","0.0695716444014107","0.0538496837999133","0.0852936050029081","3"
"Min 1x per month","1998","Part Time","Female","172","0.104768846619571","0.0908283931554013","0.118709300083741","3"
"Min 1x per month","1998","Not Working","Female","259","0.0715986106362595","0.0630153164055461","0.080181904866973","3"
"Min 1x per month","1998","Not Working","Male","123","0.0609650970441627","0.0502178774899246","0.0717123165984009","3"
"Min 1x per week","1998","Full Time","Male","246","0.0705736807873975","0.0625837430419511","0.0785636185328439","2"
"Min 1x per week","1998","Full Time","Female","181","0.106969024482727","0.0935107107032623","0.120427338262192","2"
"Min 1x per week","1998","Part Time","Male","80","0.0907290983660411","0.0729802963606691","0.108477900371413","2"
"Min 1x per week","1998","Part Time","Female","175","0.101823633825882","0.0880579327786017","0.115589334873162","2"
"Min 1x per week","1998","Not Working","Male","142","0.0839126768449577","0.0714590214718429","0.0963663322180724","2"
"Min 1x per week","1998","Not Working","Female","277","0.0826206538444605","0.0734552289127369","0.0917860787761841","2"
"Never","1998","Full Time","Male","2165","0.513177007548715","0.4975838644804","0.528770150617029","5"
"Never","1998","Full Time","Female","885","0.407947547924223","0.386547703005368","0.429347392843079","5"
"Never","1998","Part Time","Male","592","0.550428055713785","0.519688401189969","0.581167710237602","5"
"Never","1998","Part Time","Female","853","0.423167622248254","0.400678409316349","0.445656835180159","5"
"Never","1998","Not Working","Male","1201","0.611893065902807","0.590003956801325","0.633782175004289","5"
"Never","1998","Not Working","Female","2143","0.621823365594672","0.605679234458788","0.637967496730557","5"
"Rarely","1998","Full Time","Male","1169","0.307166355267252","0.292774531418049","0.321558179116455","4"
"Rarely","1998","Full Time","Female","693","0.33986195610925","0.319236810282663","0.360487101935837","4"
"Rarely","1998","Part Time","Male","238","0.250486892280302","0.223711785028963","0.277261999531642","4"
"Rarely","1998","Part Time","Female","609","0.344004841597876","0.322381350061631","0.365628333134122","4"
"Rarely","1998","Not Working","Female","693","0.199182952680931","0.185886782973766","0.212479122388096","4"
"Rarely","1998","Not Working","Male","385","0.208988530277342","0.190725735650435","0.227251324904249","4"
"Daily","1999","Full Time","Male","","","","","1"
"Daily","1999","Full Time","Female","","","","","1"
"Daily","1999","Part Time","Male","","","","","1"
"Daily","1999","Part Time","Female","","","","","1"
"Daily","1999","Not Working","Female","","","","","1"
"Daily","1999","Not Working","Male","","","","","1"
"Min 1x per month","1999","Full Time","Male","","","","","3"
"Min 1x per month","1999","Full Time","Female","","","","","3"
"Min 1x per month","1999","Part Time","Male","","","","","3"
"Min 1x per month","1999","Part Time","Female","","","","","3"
"Min 1x per month","1999","Not Working","Female","","","","","3"
"Min 1x per month","1999","Not Working","Male","","","","","3"
"Min 1x per week","1999","Full Time","Male","","","","","2"
"Min 1x per week","1999","Full Time","Female","","","","","2"
"Min 1x per week","1999","Part Time","Male","","","","","2"
"Min 1x per week","1999","Part Time","Female","","","","","2"
"Min 1x per week","1999","Not Working","Female","","","","","2"
"Min 1x per week","1999","Not Working","Male","","","","","2"
"Never","1999","Full Time","Female","","","","","5"
"Never","1999","Full Time","Male","","","","","5"
"Never","1999","Part Time","Male","","","","","5"
"Never","1999","Part Time","Female","","","","","5"
"Never","1999","Not Working","Male","","","","","5"
"Never","1999","Not Working","Female","","","","","5"
"Rarely","1999","Full Time","Male","","","","","4"
"Rarely","1999","Full Time","Female","","","","","4"
"Rarely","1999","Part Time","Male","","","","","4"
"Rarely","1999","Part Time","Female","","","","","4"
"Rarely","1999","Not Working","Male","","","","","4"
"Rarely","1999","Not Working","Female","","","","","4"
"Daily","2000","Full Time","Male","","","","","1"
"Daily","2000","Full Time","Female","","","","","1"
"Daily","2000","Part Time","Male","","","","","1"
"Daily","2000","Part Time","Female","","","","","1"
"Daily","2000","Not Working","Male","","","","","1"
"Daily","2000","Not Working","Female","","","","","1"
"Min 1x per month","2000","Full Time","Male","","","","","3"
"Min 1x per month","2000","Full Time","Female","","","","","3"
"Min 1x per month","2000","Part Time","Male","","","","","3"
"Min 1x per month","2000","Part Time","Female","","","","","3"
"Min 1x per month","2000","Not Working","Male","","","","","3"
"Min 1x per month","2000","Not Working","Female","","","","","3"
"Min 1x per week","2000","Full Time","Male","","","","","2"
"Min 1x per week","2000","Full Time","Female","","","","","2"
"Min 1x per week","2000","Part Time","Male","","","","","2"
"Min 1x per week","2000","Part Time","Female","","","","","2"
"Min 1x per week","2000","Not Working","Male","","","","","2"
"Min 1x per week","2000","Not Working","Female","","","","","2"
"Never","2000","Full Time","Male","","","","","5"
"Never","2000","Full Time","Female","","","","","5"
"Never","2000","Part Time","Male","","","","","5"
"Never","2000","Part Time","Female","","","","","5"
"Never","2000","Not Working","Male","","","","","5"
"Never","2000","Not Working","Female","","","","","5"
"Rarely","2000","Full Time","Male","","","","","4"
"Rarely","2000","Full Time","Female","","","","","4"
"Rarely","2000","Part Time","Male","","","","","4"
"Rarely","2000","Part Time","Female","","","","","4"
"Rarely","2000","Not Working","Male","","","","","4"
"Rarely","2000","Not Working","Female","","","","","4"
"Daily","2001","Full Time","Male","","","","","1"
"Daily","2001","Full Time","Female","","","","","1"
"Daily","2001","Part Time","Male","","","","","1"
"Daily","2001","Part Time","Female","","","","","1"
"Daily","2001","Not Working","Female","","","","","1"
"Daily","2001","Not Working","Male","","","","","1"
"Min 1x per month","2001","Full Time","Male","302","0.0530812395100036","0.0474220747596251","0.0587404042603821","3"
"Min 1x per month","2001","Full Time","Female","219","0.0792132972201825","0.0694954988728967","0.0889310955674684","3"
"Min 1x per month","2001","Part Time","Male","89","0.0620388896200215","0.0495405391621536","0.0745372400778895","3"
"Min 1x per month","2001","Part Time","Female","239","0.0721983864569604","0.0634562447809291","0.0809405281329917","3"
"Min 1x per month","2001","Not Working","Male","155","0.0569637990935441","0.0486879572869006","0.0652396409001876","3"
"Min 1x per month","2001","Not Working","Female","289","0.0620773092145438","0.0553950620028555","0.0687595564262321","3"
"Min 1x per week","2001","Full Time","Female","291","0.0994054666806537","0.0886393494282996","0.110171583933008","2"
"Min 1x per week","2001","Full Time","Male","374","0.0646312488987513","0.0584248719168903","0.0708376258806124","2"
"Min 1x per week","2001","Part Time","Male","151","0.113478864761683","0.0970453555592318","0.129912373964134","2"
"Min 1x per week","2001","Part Time","Female","392","0.116817546027517","0.10596814434841","0.127666947706624","2"
"Min 1x per week","2001","Not Working","Male","228","0.0754353238806494","0.066005478902114","0.0848651688591848","2"
"Min 1x per week","2001","Not Working","Female","450","0.0826511032349907","0.0750256761239862","0.0902765303459952","2"
"Never","2001","Full Time","Female","1598","0.534152537429218","0.516203389663265","0.552101685195172","5"
"Never","2001","Full Time","Male","3852","0.633314422137334","0.621150264134504","0.645478580140163","5"
"Never","2001","Part Time","Male","887","0.607785091215169","0.582488305350695","0.633081877079643","5"
"Never","2001","Part Time","Female","1852","0.559412801348344","0.54264374321721","0.576181859479477","5"
"Never","2001","Not Working","Male","2098","0.689072140504632","0.672544506407696","0.705599774601569","5"
"Never","2001","Not Working","Female","3356","0.682898223124024","0.670011280221278","0.69578516602677","5"
"Rarely","2001","Full Time","Male","1501","0.248973089453912","0.238057947135575","0.259888231772248","4"
"Rarely","2001","Full Time","Female","859","0.287228698669945","0.270947801408718","0.303509595931173","4"
"Rarely","2001","Part Time","Male","304","0.216697154403127","0.195350995873393","0.238043312932861","4"
"Rarely","2001","Not Working","Male","532","0.178528736521174","0.164854635667825","0.192202837374524","4"
"Rarely","2001","Part Time","Female","884","0.251571266167179","0.236914698515521","0.266227833818838","4"
"Rarely","2001","Not Working","Female","914","0.172373364426442","0.161913528217661","0.182833200635222","4"
"Daily","2002","Full Time","Male","","","","","1"
"Daily","2002","Full Time","Female","","","","","1"
"Daily","2002","Part Time","Male","","","","","1"
"Daily","2002","Part Time","Female","","","","","1"
"Daily","2002","Not Working","Female","","","","","1"
"Daily","2002","Not Working","Male","","","","","1"
"Min 1x per month","2002","Full Time","Male","","","","","3"
"Min 1x per month","2002","Full Time","Female","","","","","3"
"Min 1x per month","2002","Part Time","Male","","","","","3"
"Min 1x per month","2002","Part Time","Female","","","","","3"
"Min 1x per month","2002","Not Working","Male","","","","","3"
"Min 1x per month","2002","Not Working","Female","","","","","3"
"Min 1x per week","2002","Full Time","Male","","","","","2"
"Min 1x per week","2002","Full Time","Female","","","","","2"
"Min 1x per week","2002","Part Time","Male","","","","","2"
"Min 1x per week","2002","Part Time","Female","","","","","2"
"Min 1x per week","2002","Not Working","Female","","","","","2"
"Min 1x per week","2002","Not Working","Male","","","","","2"
"Never","2002","Full Time","Male","","","","","5"
"Never","2002","Full Time","Female","","","","","5"
"Never","2002","Part Time","Male","","","","","5"
"Never","2002","Part Time","Female","","","","","5"
"Never","2002","Not Working","Male","","","","","5"
"Never","2002","Not Working","Female","","","","","5"
"Rarely","2002","Full Time","Male","","","","","4"
"Rarely","2002","Full Time","Female","","","","","4"
"Rarely","2002","Part Time","Male","","","","","4"
"Rarely","2002","Part Time","Female","","","","","4"
"Rarely","2002","Not Working","Male","","","","","4"
"Rarely","2002","Not Working","Female","","","","","4"
"Daily","2003","Full Time","Male","100","0.0148616536217657","0.0117892375995134","0.0179340696440181","1"
"Daily","2003","Full Time","Female","63","0.0179091423788772","0.0131103576854632","0.0227079270722913","1"
"Daily","2003","Part Time","Male","74","0.0537379567883626","0.0424497931008406","0.0650261204758845","1"
"Daily","2003","Part Time","Female","111","0.028891946683581","0.0234073225898767","0.0343765707772853","1"
"Daily","2003","Not Working","Male","111","0.0331983699002072","0.026954906619817","0.0394418331805973","1"
"Daily","2003","Not Working","Female","135","0.0201467433543412","0.0162397718412418","0.0240537148674406","1"
"Min 1x per month","2003","Full Time","Male","523","0.0876583479474169","0.080477541288848","0.0948391546059858","3"
"Min 1x per month","2003","Full Time","Female","363","0.119575530565731","0.107835066957859","0.131315994173604","3"
"Min 1x per month","2003","Part Time","Male","124","0.0783031616506751","0.0648550684139506","0.0917512548873996","3"
"Min 1x per month","2003","Part Time","Female","389","0.100513794816954","0.0906683628516591","0.11035922678225","3"
"Min 1x per month","2003","Not Working","Male","201","0.064308142734768","0.055759485508244","0.0728567999612919","3"
"Min 1x per month","2003","Not Working","Female","374","0.0703838390690627","0.0632709570390955","0.0774967210990298","3"
"Min 1x per week","2003","Full Time","Female","327","0.11137185975025","0.0999886220908101","0.12275509740969","2"
"Min 1x per week","2003","Full Time","Male","507","0.0778672077374176","0.0710630891297948","0.0846713263450404","2"
"Min 1x per week","2003","Part Time","Male","147","0.0948337007281876","0.0801673336381245","0.109500067818251","2"
"Min 1x per week","2003","Part Time","Female","498","0.117788147866667","0.10723305819144","0.128343237541894","2"
"Min 1x per week","2003","Not Working","Female","454","0.0805284588494424","0.072961852558226","0.0880950651406588","2"
"Min 1x per week","2003","Not Working","Male","237","0.0732042628663021","0.0641269209409483","0.0822816047916559","2"
"Never","2003","Full Time","Male","3149","0.543497675302123","0.530849782276372","0.556145568327874","5"
"Never","2003","Full Time","Female","1183","0.408685914917797","0.390898125334363","0.426473704501231","5"
"Never","2003","Part Time","Male","814","0.526243765842883","0.501249063767725","0.551238467918041","5"
"Never","2003","Part Time","Female","1554","0.462788806749199","0.446462474265839","0.47911513923256","5"
"Never","2003","Not Working","Male","2047","0.648947469969246","0.632313752500094","0.665581187438399","5"
"Never","2003","Not Working","Female","2997","0.635864349961708","0.622483887138254","0.649244812785163","5"
"Rarely","2003","Full Time","Male","1679","0.276115115391277","0.264762976743991","0.287467254038564","4"
"Rarely","2003","Full Time","Female","998","0.342457552387344","0.325287037935384","0.359628066839305","4"
"Rarely","2003","Part Time","Male","374","0.246881414989892","0.225296373139861","0.268466456839923","4"
"Rarely","2003","Part Time","Female","1031","0.290017303883598","0.275159298053693","0.304875309713504","4"
"Rarely","2003","Not Working","Female","1008","0.193076608765445","0.182100755786336","0.204052461744555","4"
"Rarely","2003","Not Working","Male","567","0.180341754529476","0.166943042709656","0.193740466349296","4"
"Daily","2004","Full Time","Male","","","","","1"
"Daily","2004","Full Time","Female","","","","","1"
"Daily","2004","Part Time","Male","","","","","1"
"Daily","2004","Not Working","Male","","","","","1"
"Daily","2004","Part Time","Female","","","","","1"
"Daily","2004","Not Working","Female","","","","","1"
"Min 1x per month","2004","Full Time","Male","","","","","3"
"Min 1x per month","2004","Full Time","Female","","","","","3"
"Min 1x per month","2004","Part Time","Male","","","","","3"
"Min 1x per month","2004","Part Time","Female","","","","","3"
"Min 1x per month","2004","Not Working","Male","","","","","3"
"Min 1x per month","2004","Not Working","Female","","","","","3"
