"pli0093_h","year","e11103","migback","n","percent","lower_confidence","upper_confidence","value"
"Daily","1990","Full Time","no migration background","64","0.0233696318297062","0.0179590904216884","0.0287801732377241","1"
"Daily","1990","Full Time","direct migration background","22","","","","1"
"Daily","1990","Full Time","indirect migration background","2","","","","1"
"Daily","1990","Part Time","no migration background","42","0.0310406506319823","0.0213800093699687","0.0407012918939959","1"
"Daily","1990","Part Time","direct migration background","8","","","","1"
"Daily","1990","Part Time","indirect migration background","5","","","","1"
"Daily","1990","Not Working","no migration background","91","0.0329408720750417","0.0258076686214489","0.0400740755286345","1"
"Daily","1990","Not Working","direct migration background","15","","","","1"
"Daily","1990","Not Working","indirect migration background","6","","","","1"
"Min 1x per month","1990","Not Working","no migration background","242","0.0936221485327271","0.0819799635733325","0.105264333492122","3"
"Min 1x per month","1990","Not Working","indirect migration background","18","","","","3"
"Min 1x per month","1990","Part Time","indirect migration background","13","","","","3"
"Min 1x per month","1990","Full Time","no migration background","442","0.146779965001869","0.134105968293894","0.159453961709843","3"
"Min 1x per month","1990","Full Time","direct migration background","79","0.0856861830160827","0.0706265055877572","0.100745860444408","3"
"Min 1x per month","1990","Full Time","indirect migration background","11","","","","3"
"Min 1x per month","1990","Part Time","no migration background","178","0.147696460537051","0.127932682918277","0.167460238155825","3"
"Min 1x per month","1990","Part Time","direct migration background","30","0.146030205951005","0.111423465248663","0.180636946653347","3"
"Min 1x per month","1990","Not Working","direct migration background","41","0.0871662092597687","0.0675581567834212","0.106774261736116","3"
"Min 1x per week","1990","Full Time","indirect migration background","11","","","","2"
"Min 1x per week","1990","Not Working","no migration background","205","0.0813089495365928","0.0703858857787516","0.092232013294434","2"
"Min 1x per week","1990","Full Time","no migration background","316","0.103554909745691","0.0926430978339686","0.114466721657412","2"
"Min 1x per week","1990","Full Time","direct migration background","62","0.0719035553471088","0.0580045293701446","0.085802581324073","2"
"Min 1x per week","1990","Part Time","indirect migration background","8","","","","2"
"Min 1x per week","1990","Not Working","indirect migration background","20","","","","2"
"Min 1x per week","1990","Part Time","direct migration background","23","","","","2"
"Min 1x per week","1990","Not Working","direct migration background","40","0.0654156008226323","0.0482280317073583","0.0826031699379062","2"
"Min 1x per week","1990","Part Time","no migration background","163","0.135679767007165","0.11660397172443","0.1547555622899","2"
"Never","1990","Part Time","direct migration background","259","0.486317341841813","0.437336592410414","0.535298091273212","5"
"Never","1990","Part Time","no migration background","434","0.360843305151545","0.334091643319422","0.387594966983668","5"
"Never","1990","Full Time","no migration background","1107","0.363731419682221","0.346502409589532","0.38096042977491","5"
"Never","1990","Full Time","direct migration background","920","0.588891255328463","0.562417927382068","0.615364583274858","5"
"Never","1990","Full Time","indirect migration background","43","0.357051696070668","0.261207448517653","0.452895943623683","5"
"Never","1990","Part Time","indirect migration background","41","0.404839831206746","0.29727714383205","0.512402518581442","5"
"Never","1990","Not Working","no migration background","1301","0.568791831928445","0.548998873357802","0.588584790499088","5"
"Never","1990","Not Working","direct migration background","570","0.627168694079749","0.593555258862087","0.660782129297411","5"
"Never","1990","Not Working","indirect migration background","48","0.463114569579552","0.371979778528813","0.554249360630291","5"
"Rarely","1990","Part Time","indirect migration background","13","","","","4"
"Rarely","1990","Full Time","indirect migration background","29","","","","4"
"Rarely","1990","Not Working","direct migration background","129","0.19133340161529","0.163990495227625","0.218676308002956","4"
"Rarely","1990","Not Working","indirect migration background","23","","","","4"
"Rarely","1990","Full Time","no migration background","1066","0.362564073740513","0.345346960731935","0.379781186749092","4"
"Rarely","1990","Full Time","direct migration background","244","0.229421621859884","0.206799246097743","0.252043997622025","4"
"Rarely","1990","Part Time","direct migration background","80","0.257082344056841","0.214254662898019","0.299910025215663","4"
"Rarely","1990","Not Working","no migration background","566","0.223336197927194","0.206691088978447","0.23998130687594","4"
"Rarely","1990","Part Time","no migration background","421","0.324739816672257","0.298654800493143","0.350824832851371","4"
"Daily","1991","Full Time","no migration background","","","","","1"
"Daily","1991","Full Time","direct migration background","","","","","1"
"Daily","1991","Full Time","indirect migration background","","","","","1"
"Daily","1991","Part Time","no migration background","","","","","1"
"Daily","1991","Part Time","direct migration background","","","","","1"
"Daily","1991","Part Time","indirect migration background","","","","","1"
"Daily","1991","Not Working","no migration background","","","","","1"
"Daily","1991","Not Working","direct migration background","","","","","1"
"Daily","1991","Not Working","indirect migration background","","","","","1"
"Min 1x per month","1991","Not Working","no migration background","","","","","3"
"Min 1x per month","1991","Part Time","indirect migration background","","","","","3"
"Min 1x per month","1991","Full Time","no migration background","","","","","3"
"Min 1x per month","1991","Full Time","direct migration background","","","","","3"
"Min 1x per month","1991","Not Working","indirect migration background","","","","","3"
"Min 1x per month","1991","Full Time","indirect migration background","","","","","3"
"Min 1x per month","1991","Part Time","no migration background","","","","","3"
"Min 1x per month","1991","Part Time","direct migration background","","","","","3"
"Min 1x per month","1991","Not Working","direct migration background","","","","","3"
"Min 1x per week","1991","Full Time","indirect migration background","","","","","2"
"Min 1x per week","1991","Part Time","indirect migration background","","","","","2"
"Min 1x per week","1991","Not Working","no migration background","","","","","2"
"Min 1x per week","1991","Full Time","no migration background","","","","","2"
"Min 1x per week","1991","Full Time","direct migration background","","","","","2"
"Min 1x per week","1991","Part Time","direct migration background","","","","","2"
"Min 1x per week","1991","Not Working","indirect migration background","","","","","2"
"Min 1x per week","1991","Part Time","no migration background","","","","","2"
"Min 1x per week","1991","Not Working","direct migration background","","","","","2"
"Never","1991","Part Time","direct migration background","","","","","5"
"Never","1991","Full Time","no migration background","","","","","5"
"Never","1991","Part Time","no migration background","","","","","5"
"Never","1991","Full Time","direct migration background","","","","","5"
"Never","1991","Full Time","indirect migration background","","","","","5"
"Never","1991","Part Time","indirect migration background","","","","","5"
"Never","1991","Not Working","no migration background","","","","","5"
"Never","1991","Not Working","direct migration background","","","","","5"
"Never","1991","Not Working","indirect migration background","","","","","5"
"Rarely","1991","Full Time","indirect migration background","","","","","4"
"Rarely","1991","Part Time","indirect migration background","","","","","4"
"Rarely","1991","Full Time","direct migration background","","","","","4"
"Rarely","1991","Not Working","direct migration background","","","","","4"
"Rarely","1991","Not Working","indirect migration background","","","","","4"
"Rarely","1991","Full Time","no migration background","","","","","4"
"Rarely","1991","Part Time","no migration background","","","","","4"
"Rarely","1991","Part Time","direct migration background","","","","","4"
"Rarely","1991","Not Working","no migration background","","","","","4"
"Daily","1992","Full Time","no migration background","","","","","1"
"Daily","1992","Full Time","direct migration background","","","","","1"
"Daily","1992","Full Time","indirect migration background","","","","","1"
"Daily","1992","Part Time","no migration background","","","","","1"
"Daily","1992","Part Time","direct migration background","","","","","1"
"Daily","1992","Part Time","indirect migration background","","","","","1"
"Daily","1992","Not Working","no migration background","","","","","1"
"Daily","1992","Not Working","direct migration background","","","","","1"
"Daily","1992","Not Working","indirect migration background","","","","","1"
"Min 1x per month","1992","Full Time","direct migration background","","","","","3"
"Min 1x per month","1992","Part Time","indirect migration background","","","","","3"
"Min 1x per month","1992","Not Working","no migration background","","","","","3"
"Min 1x per month","1992","Not Working","indirect migration background","","","","","3"
"Min 1x per month","1992","Full Time","no migration background","","","","","3"
"Min 1x per month","1992","Full Time","indirect migration background","","","","","3"
"Min 1x per month","1992","Part Time","no migration background","","","","","3"
"Min 1x per month","1992","Part Time","direct migration background","","","","","3"
"Min 1x per month","1992","Not Working","direct migration background","","","","","3"
"Min 1x per week","1992","Full Time","no migration background","","","","","2"
"Min 1x per week","1992","Full Time","direct migration background","","","","","2"
"Min 1x per week","1992","Full Time","indirect migration background","","","","","2"
"Min 1x per week","1992","Part Time","direct migration background","","","","","2"
"Min 1x per week","1992","Part Time","indirect migration background","","","","","2"
"Min 1x per week","1992","Not Working","no migration background","","","","","2"
"Min 1x per week","1992","Not Working","indirect migration background","","","","","2"
"Min 1x per week","1992","Part Time","no migration background","","","","","2"
"Min 1x per week","1992","Not Working","direct migration background","","","","","2"
"Never","1992","Full Time","no migration background","","","","","5"
"Never","1992","Part Time","no migration background","","","","","5"
"Never","1992","Part Time","direct migration background","","","","","5"
"Never","1992","Full Time","direct migration background","","","","","5"
"Never","1992","Full Time","indirect migration background","","","","","5"
"Never","1992","Part Time","indirect migration background","","","","","5"
"Never","1992","Not Working","no migration background","","","","","5"
"Never","1992","Not Working","direct migration background","","","","","5"
"Never","1992","Not Working","indirect migration background","","","","","5"
"Rarely","1992","Full Time","direct migration background","","","","","4"
"Rarely","1992","Full Time","indirect migration background","","","","","4"
"Rarely","1992","Part Time","indirect migration background","","","","","4"
"Rarely","1992","Not Working","indirect migration background","","","","","4"
"Rarely","1992","Full Time","no migration background","","","","","4"
"Rarely","1992","Not Working","direct migration background","","","","","4"
"Rarely","1992","Part Time","no migration background","","","","","4"
"Rarely","1992","Part Time","direct migration background","","","","","4"
"Rarely","1992","Not Working","no migration background","","","","","4"
"Daily","1993","Full Time","no migration background","","","","","1"
"Daily","1993","Full Time","direct migration background","","","","","1"
"Daily","1993","Full Time","indirect migration background","","","","","1"
"Daily","1993","Part Time","no migration background","","","","","1"
"Daily","1993","Part Time","direct migration background","","","","","1"
"Daily","1993","Part Time","indirect migration background","","","","","1"
"Daily","1993","Not Working","no migration background","","","","","1"
"Daily","1993","Not Working","direct migration background","","","","","1"
"Daily","1993","Not Working","indirect migration background","","","","","1"
"Min 1x per month","1993","Full Time","direct migration background","","","","","3"
"Min 1x per month","1993","Full Time","indirect migration background","","","","","3"
"Min 1x per month","1993","Not Working","indirect migration background","","","","","3"
"Min 1x per month","1993","Part Time","indirect migration background","","","","","3"
"Min 1x per month","1993","Full Time","no migration background","","","","","3"
"Min 1x per month","1993","Part Time","direct migration background","","","","","3"
"Min 1x per month","1993","Part Time","no migration background","","","","","3"
"Min 1x per month","1993","Not Working","no migration background","","","","","3"
"Min 1x per month","1993","Not Working","direct migration background","","","","","3"
"Min 1x per week","1993","Not Working","no migration background","","","","","2"
"Min 1x per week","1993","Full Time","direct migration background","","","","","2"
"Min 1x per week","1993","Full Time","indirect migration background","","","","","2"
"Min 1x per week","1993","Part Time","indirect migration background","","","","","2"
"Min 1x per week","1993","Full Time","no migration background","","","","","2"
"Min 1x per week","1993","Not Working","indirect migration background","","","","","2"
"Min 1x per week","1993","Part Time","direct migration background","","","","","2"
"Min 1x per week","1993","Part Time","no migration background","","","","","2"
"Min 1x per week","1993","Not Working","direct migration background","","","","","2"
"Never","1993","Full Time","no migration background","","","","","5"
"Never","1993","Full Time","direct migration background","","","","","5"
"Never","1993","Full Time","indirect migration background","","","","","5"
"Never","1993","Part Time","no migration background","","","","","5"
"Never","1993","Part Time","direct migration background","","","","","5"
"Never","1993","Part Time","indirect migration background","","","","","5"
"Never","1993","Not Working","no migration background","","","","","5"
"Never","1993","Not Working","direct migration background","","","","","5"
"Never","1993","Not Working","indirect migration background","","","","","5"
"Rarely","1993","Part Time","indirect migration background","","","","","4"
"Rarely","1993","Full Time","indirect migration background","","","","","4"
"Rarely","1993","Full Time","direct migration background","","","","","4"
"Rarely","1993","Full Time","no migration background","","","","","4"
"Rarely","1993","Part Time","direct migration background","","","","","4"
"Rarely","1993","Part Time","no migration background","","","","","4"
"Rarely","1993","Not Working","direct migration background","","","","","4"
"Rarely","1993","Not Working","indirect migration background","","","","","4"
"Rarely","1993","Not Working","no migration background","","","","","4"
"Daily","1994","Full Time","no migration background","","","","","1"
"Daily","1994","Full Time","direct migration background","","","","","1"
"Daily","1994","Full Time","indirect migration background","","","","","1"
"Daily","1994","Part Time","no migration background","","","","","1"
"Daily","1994","Part Time","direct migration background","","","","","1"
"Daily","1994","Part Time","indirect migration background","","","","","1"
"Daily","1994","Not Working","no migration background","","","","","1"
"Daily","1994","Not Working","direct migration background","","","","","1"
"Daily","1994","Not Working","indirect migration background","","","","","1"
"Min 1x per month","1994","Full Time","no migration background","","","","","3"
"Min 1x per month","1994","Full Time","direct migration background","","","","","3"
"Min 1x per month","1994","Full Time","indirect migration background","","","","","3"
"Min 1x per month","1994","Part Time","no migration background","","","","","3"
"Min 1x per month","1994","Part Time","indirect migration background","","","","","3"
"Min 1x per month","1994","Not Working","indirect migration background","","","","","3"
"Min 1x per month","1994","Part Time","direct migration background","","","","","3"
"Min 1x per month","1994","Not Working","no migration background","","","","","3"
"Min 1x per month","1994","Not Working","direct migration background","","","","","3"
