"pli0093_h","year","age_gr","regtyp","n","percent","lower_confidence","upper_confidence"
"Rarely","2003","35-65 y.","Urban Area","2287","0.262070866350745","0.252722077980039","0.271419654721452"
"Rarely","2003","35-65 y.","Rural Area","1261","0.292443800894415","0.278558889787994","0.306328712000837"
"Rarely","2003","66 and older","Urban Area","393","0.166690814460318","0.151826378226098","0.181555250694537"
"Rarely","2003","66 and older","Rural Area","194","0.148475134579906","0.128716204163369","0.168234064996442"
"Never","2003","16-34 y.","Urban Area","1820","0.472696121511333","0.457049315963509","0.488342927059157"
"Never","2003","16-34 y.","Rural Area","882","0.452478090406774","0.430363637395954","0.474592543417594"
"Never","2003","35-65 y.","Urban Area","4335","0.530840891516997","0.520231734202028","0.541450048831965"
"Never","2003","35-65 y.","Rural Area","2128","0.541442731506179","0.526233247571177","0.556652215441181"
"Never","2003","66 and older","Urban Area","1652","0.684041735461539","0.66550020054137","0.702583270381708"
"Never","2003","66 and older","Rural Area","927","0.756413548051068","0.732560487257216","0.78026660884492"
"Daily","2004","16-34 y.","Urban Area","","","",""
"Daily","2004","16-34 y.","Rural Area","","","",""
"Daily","2004","35-65 y.","Urban Area","","","",""
"Daily","2004","35-65 y.","Rural Area","","","",""
"Daily","2004","66 and older","Urban Area","","","",""
"Daily","2004","66 and older","Rural Area","","","",""
"Min 1x per week","2004","16-34 y.","Urban Area","","","",""
"Min 1x per week","2004","16-34 y.","Rural Area","","","",""
"Min 1x per week","2004","35-65 y.","Urban Area","","","",""
"Min 1x per week","2004","35-65 y.","Rural Area","","","",""
"Min 1x per week","2004","66 and older","Urban Area","","","",""
"Min 1x per week","2004","66 and older","Rural Area","","","",""
"Min 1x per month","2004","16-34 y.","Urban Area","","","",""
"Min 1x per month","2004","16-34 y.","Rural Area","","","",""
"Min 1x per month","2004","35-65 y.","Urban Area","","","",""
"Min 1x per month","2004","35-65 y.","Rural Area","","","",""
"Min 1x per month","2004","66 and older","Urban Area","","","",""
"Min 1x per month","2004","66 and older","Rural Area","","","",""
"Rarely","2004","16-34 y.","Urban Area","","","",""
"Rarely","2004","16-34 y.","Rural Area","","","",""
"Rarely","2004","35-65 y.","Urban Area","","","",""
"Rarely","2004","35-65 y.","Rural Area","","","",""
"Rarely","2004","66 and older","Urban Area","","","",""
"Rarely","2004","66 and older","Rural Area","","","",""
"Never","2004","16-34 y.","Urban Area","","","",""
"Never","2004","16-34 y.","Rural Area","","","",""
"Never","2004","35-65 y.","Urban Area","","","",""
"Never","2004","35-65 y.","Rural Area","","","",""
"Never","2004","66 and older","Urban Area","","","",""
"Never","2004","66 and older","Rural Area","","","",""
"Daily","2005","16-34 y.","Urban Area","","","",""
"Daily","2005","16-34 y.","Rural Area","","","",""
"Daily","2005","35-65 y.","Urban Area","","","",""
"Daily","2005","35-65 y.","Rural Area","","","",""
"Daily","2005","66 and older","Urban Area","","","",""
"Daily","2005","66 and older","Rural Area","","","",""
"Min 1x per week","2005","16-34 y.","Urban Area","497","0.125175932144821","0.114285671474475","0.136066192815167"
"Min 1x per week","2005","16-34 y.","Rural Area","233","0.11622902825879","0.101259931942223","0.131198124575357"
"Min 1x per week","2005","35-65 y.","Urban Area","694","0.0805562198148055","0.0744982747904161","0.086614164839195"
"Min 1x per week","2005","35-65 y.","Rural Area","293","0.0713122431021155","0.0631332124264052","0.0794912737778259"
"Min 1x per week","2005","66 and older","Urban Area","214","0.0793535309486186","0.0687541268947437","0.0899529350024936"
"Min 1x per week","2005","66 and older","Rural Area","77","0.0582075555564568","0.0452795925669576","0.0711355185459559"
"Min 1x per month","2005","16-34 y.","Urban Area","338","0.0886098986382646","0.0792577635730391","0.09796203370349"
"Min 1x per month","2005","16-34 y.","Rural Area","172","0.0856289598837074","0.07256003147976","0.0986978882876548"
"Min 1x per month","2005","35-65 y.","Urban Area","603","0.0701406264212861","0.0644559381319564","0.0758253147106158"
"Min 1x per month","2005","35-65 y.","Rural Area","245","0.064495612404706","0.0566888146578854","0.0723024101515266"
"Min 1x per month","2005","66 and older","Urban Area","147","0.0497526055103063","0.0412259614807517","0.0582792495398609"
"Min 1x per month","2005","66 and older","Rural Area","52","0.0441915402807214","0.0328435795828871","0.0555395009785557"
"Rarely","2005","16-34 y.","Urban Area","1019","0.281061860479986","0.266268589355559","0.295855131604412"
"Rarely","2005","16-34 y.","Rural Area","521","0.309174898117001","0.287589772467268","0.330760023766734"
"Rarely","2005","35-65 y.","Urban Area","2363","0.309420528491651","0.299131020877006","0.319710036106296"
"Rarely","2005","35-65 y.","Rural Area","1208","0.29730896989036","0.282782130355328","0.311835809425393"
"Rarely","2005","66 and older","Urban Area","482","0.183538308436429","0.168357910976854","0.198718705896005"
"Rarely","2005","66 and older","Rural Area","225","0.175295257209856","0.154301162720484","0.196289351699227"
"Never","2005","16-34 y.","Urban Area","1693","0.505152308736929","0.488698575869763","0.521606041604095"
"Never","2005","16-34 y.","Rural Area","835","0.488967113740502","0.465620028818797","0.512314198662207"
"Never","2005","35-65 y.","Urban Area","4093","0.539882625272257","0.528788394609489","0.550976855935026"
"Never","2005","35-65 y.","Rural Area","2057","0.566883174602818","0.551134854292766","0.58263149491287"
"Never","2005","66 and older","Urban Area","1655","0.687355555104646","0.669176640242431","0.705534469966861"
"Never","2005","66 and older","Rural Area","906","0.722305646952966","0.697576630258935","0.747034663646998"
"Daily","2006","16-34 y.","Urban Area","","","",""
"Daily","2006","16-34 y.","Rural Area","","","",""
"Daily","2006","35-65 y.","Urban Area","","","",""
"Daily","2006","35-65 y.","Rural Area","","","",""
"Daily","2006","66 and older","Urban Area","","","",""
"Daily","2006","66 and older","Rural Area","","","",""
"Min 1x per week","2006","16-34 y.","Urban Area","","","",""
"Min 1x per week","2006","16-34 y.","Rural Area","","","",""
"Min 1x per week","2006","35-65 y.","Urban Area","","","",""
"Min 1x per week","2006","35-65 y.","Rural Area","","","",""
"Min 1x per week","2006","66 and older","Urban Area","","","",""
"Min 1x per week","2006","66 and older","Rural Area","","","",""
"Min 1x per month","2006","16-34 y.","Urban Area","","","",""
"Min 1x per month","2006","16-34 y.","Rural Area","","","",""
"Min 1x per month","2006","35-65 y.","Urban Area","","","",""
"Min 1x per month","2006","35-65 y.","Rural Area","","","",""
"Min 1x per month","2006","66 and older","Urban Area","","","",""
"Min 1x per month","2006","66 and older","Rural Area","","","",""
"Rarely","2006","16-34 y.","Urban Area","","","",""
"Rarely","2006","16-34 y.","Rural Area","","","",""
"Rarely","2006","35-65 y.","Urban Area","","","",""
"Rarely","2006","35-65 y.","Rural Area","","","",""
"Rarely","2006","66 and older","Urban Area","","","",""
"Rarely","2006","66 and older","Rural Area","","","",""
"Never","2006","16-34 y.","Urban Area","","","",""
"Never","2006","16-34 y.","Rural Area","","","",""
"Never","2006","35-65 y.","Urban Area","","","",""
"Never","2006","35-65 y.","Rural Area","","","",""
"Never","2006","66 and older","Urban Area","","","",""
"Never","2006","66 and older","Rural Area","","","",""
"Daily","2007","16-34 y.","Urban Area","","","",""
"Daily","2007","16-34 y.","Rural Area","","","",""
"Daily","2007","35-65 y.","Urban Area","","","",""
"Daily","2007","35-65 y.","Rural Area","","","",""
"Daily","2007","66 and older","Urban Area","","","",""
"Daily","2007","66 and older","Rural Area","","","",""
"Min 1x per week","2007","16-34 y.","Urban Area","466","0.127392095343283","0.115651552000388","0.139132638686178"
"Min 1x per week","2007","16-34 y.","Rural Area","211","0.127843130466795","0.111517267237577","0.144168993696014"
"Min 1x per week","2007","35-65 y.","Urban Area","789","0.0927882667631175","0.0862489765019841","0.0993275570242509"
"Min 1x per week","2007","35-65 y.","Rural Area","326","0.0792173237367613","0.070660599953231","0.0877740475202916"
"Min 1x per week","2007","66 and older","Urban Area","247","0.0862584414440495","0.0759458728615999","0.0965710100264991"
"Min 1x per week","2007","66 and older","Rural Area","125","0.0803811238957026","0.0665715042284798","0.0941907435629255"
"Min 1x per month","2007","16-34 y.","Urban Area","305","0.0822273789958016","0.0725538896693298","0.0919008683222733"
"Min 1x per month","2007","16-34 y.","Rural Area","161","0.0843674425545777","0.0707784203531376","0.0979564647560178"
"Min 1x per month","2007","35-65 y.","Urban Area","607","0.0747891571628777","0.0688603212507964","0.0807179930749589"
"Min 1x per month","2007","35-65 y.","Rural Area","283","0.0726457113687015","0.0644224007962394","0.0808690219411636"
"Min 1x per month","2007","66 and older","Urban Area","185","0.0533832324980921","0.0451258217568819","0.0616406432393023"
"Min 1x per month","2007","66 and older","Rural Area","78","0.0462465564986048","0.035579158420668","0.0569139545765415"
"Rarely","2007","16-34 y.","Urban Area","860","0.287773487149367","0.271831522482699","0.303715451816034"
"Rarely","2007","16-34 y.","Rural Area","449","0.26502214833831","0.243443791847643","0.286600504828977"
"Rarely","2007","35-65 y.","Urban Area","2181","0.282828869215276","0.27267800490182","0.292979733528731"
"Rarely","2007","35-65 y.","Rural Area","1087","0.265666203338232","0.251672464234417","0.279659942442047"
"Rarely","2007","66 and older","Urban Area","495","0.167159249781475","0.153453571051162","0.180864928511787"
"Rarely","2007","66 and older","Rural Area","269","0.156513342433358","0.138058279359032","0.174968405507683"
"Never","2007","16-34 y.","Urban Area","1467","0.502607038511549","0.485000601186288","0.520213475836809"
"Never","2007","16-34 y.","Rural Area","786","0.522767278640317","0.49834650279175","0.547188054488884"
"Never","2007","35-65 y.","Urban Area","3985","0.549593706858729","0.538379905595231","0.560807508122228"
"Never","2007","35-65 y.","Rural Area","2131","0.582470761556305","0.566846504644312","0.598095018468299"
"Never","2007","66 and older","Urban Area","1920","0.693199076276384","0.676259143735019","0.710139008817748"
"Never","2007","66 and older","Rural Area","1017","0.716858977172335","0.693975658713116","0.739742295631554"
"Daily","2008","16-34 y.","Urban Area","142","0.0453021926762385","0.0377357462582405","0.0528686390942366"
"Daily","2008","16-34 y.","Rural Area","66","0.0456199687938731","0.0349278422073106","0.0563120953804356"
"Daily","2008","35-65 y.","Urban Area","163","0.0249999906354654","0.0213545586103973","0.0286454226605335"
"Daily","2008","35-65 y.","Rural Area","53","0.0116544973879691","0.00815395358497576","0.0151550411909625"
"Daily","2008","66 and older","Urban Area","81","0.0213914454146776","0.0160823347929053","0.02670055603645"
"Daily","2008","66 and older","Rural Area","32","0.0194057409264052","0.0123539535132726","0.0264575283395379"
"Min 1x per week","2008","16-34 y.","Urban Area","432","0.140367123458749","0.127728825345884","0.153005421571614"
"Min 1x per week","2008","16-34 y.","Rural Area","200","0.121363748472039","0.104630703521632","0.138096793422447"
"Min 1x per week","2008","35-65 y.","Urban Area","807","0.0998785884860251","0.0928775330592104","0.10687964391284"
"Min 1x per week","2008","35-65 y.","Rural Area","325","0.0886123198761202","0.0793433178541471","0.0978813218980934"
"Min 1x per week","2008","66 and older","Urban Area","217","0.0833727678019632","0.0732288506699444","0.0935166849339819"
"Min 1x per week","2008","66 and older","Rural Area","114","0.068547167018298","0.0556300791789485","0.0814642548576474"
"Min 1x per month","2008","16-34 y.","Urban Area","330","0.112107924837108","0.100629094583701","0.123586755090514"
"Min 1x per month","2008","16-34 y.","Rural Area","142","0.104046627923249","0.0884013732516753","0.119691882594822"
"Min 1x per month","2008","35-65 y.","Urban Area","700","0.0923794849222452","0.0856183953174057","0.0991405745270847"
"Min 1x per month","2008","35-65 y.","Rural Area","312","0.0769668781555302","0.0682733728144017","0.0856603834966587"
"Min 1x per month","2008","66 and older","Urban Area","194","0.0710343554514034","0.0616082725772341","0.0804604383255728"
"Min 1x per month","2008","66 and older","Rural Area","79","0.0509070430950473","0.0396704996588414","0.0621435865312531"
"Rarely","2008","16-34 y.","Urban Area","762","0.259993443718311","0.244034712181317","0.275952175255305"
"Rarely","2008","16-34 y.","Rural Area","389","0.25520430176479","0.232864027367988","0.277544576161591"
"Rarely","2008","35-65 y.","Urban Area","1934","0.272620525362597","0.262222842482198","0.283018208242997"
"Rarely","2008","35-65 y.","Rural Area","1037","0.288999474857797","0.274214593823336","0.303784355892258"
"Rarely","2008","66 and older","Urban Area","570","0.192220271378759","0.177761104391941","0.206679438365578"
"Rarely","2008","66 and older","Rural Area","253","0.174502576003588","0.15510049979843","0.193904652208746"
"Never","2008","16-34 y.","Urban Area","1236","0.442229315309594","0.424159613172458","0.46029901744673"
"Never","2008","16-34 y.","Rural Area","666","0.473765353046049","0.44817965349606","0.499351052596038"
"Never","2008","35-65 y.","Urban Area","3442","0.510121410593667","0.498449074695572","0.521793746491763"
"Never","2008","35-65 y.","Rural Area","1884","0.533766829722583","0.517495924259953","0.550037735185214"
"Never","2008","66 and older","Urban Area","1791","0.631981159953197","0.614284785591027","0.649677534315366"
"Never","2008","66 and older","Rural Area","992","0.686637472956661","0.662925007859615","0.710349938053707"
"Daily","2009","16-34 y.","Urban Area","","","",""
"Daily","2009","16-34 y.","Rural Area","","","",""
"Daily","2009","35-65 y.","Urban Area","","","",""
"Daily","2009","35-65 y.","Rural Area","","","",""
"Daily","2009","66 and older","Urban Area","","","",""
"Daily","2009","66 and older","Rural Area","","","",""
"Min 1x per week","2009","16-34 y.","Urban Area","410","0.136454318695268","0.123345109115643","0.149563528274894"
"Min 1x per week","2009","16-34 y.","Rural Area","168","0.121284642087283","0.103837915194063","0.138731368980503"
"Min 1x per week","2009","35-65 y.","Urban Area","717","0.107148970220657","0.0995652698712969","0.114732670570017"
"Min 1x per week","2009","35-65 y.","Rural Area","311","0.076123024514606","0.0672454817302815","0.0850005672989304"
"Min 1x per week","2009","66 and older","Urban Area","261","0.0917795710347655","0.0809573230599544","0.102601819009577"
"Min 1x per week","2009","66 and older","Rural Area","132","0.0973166916490623","0.0819387758504273","0.112694607447697"
"Min 1x per month","2009","16-34 y.","Urban Area","305","0.117658419520827","0.105353746319275","0.129963092722379"
"Min 1x per month","2009","16-34 y.","Rural Area","130","0.114435643341838","0.0974227699245312","0.131448516759144"
"Min 1x per month","2009","35-65 y.","Urban Area","497","0.0743510828758893","0.0679188100069591","0.0807833557448196"
"Min 1x per month","2009","35-65 y.","Rural Area","217","0.0661333811814578","0.0578142020852864","0.0744525602776293"
"Min 1x per month","2009","66 and older","Urban Area","174","0.0623954956058069","0.0533290867956546","0.0714619044159591"
"Min 1x per month","2009","66 and older","Rural Area","65","0.0396833876636923","0.0295548278971397","0.049811947430245"
"Rarely","2009","16-34 y.","Urban Area","795","0.307330576602079","0.28971056867105","0.324950584533108"
"Rarely","2009","16-34 y.","Rural Area","384","0.255928289632451","0.232606950065379","0.279249629199522"
"Rarely","2009","35-65 y.","Urban Area","1905","0.298724097616853","0.287501917142091","0.309946278091616"
"Rarely","2009","35-65 y.","Rural Area","1019","0.283479398127256","0.268392402084822","0.29856639416969"
"Rarely","2009","66 and older","Urban Area","575","0.193783927849384","0.178967843596914","0.208600012101855"
"Rarely","2009","66 and older","Rural Area","268","0.206218087807771","0.18522626840247","0.227209907213071"
"Never","2009","16-34 y.","Urban Area","1124","0.438556685181826","0.419606824081188","0.457506546282464"
"Never","2009","16-34 y.","Rural Area","663","0.508351424938429","0.481633891360724","0.535068958516134"
"Never","2009","35-65 y.","Urban Area","3271","0.5197758492866","0.507526085651398","0.532025612921803"
"Never","2009","35-65 y.","Rural Area","1881","0.57426419617668","0.557712075573024","0.590816316780336"
"Never","2009","66 and older","Urban Area","1724","0.652041005510043","0.634186397342262","0.669895613677825"
"Never","2009","66 and older","Rural Area","962","0.656781832879475","0.632148010593661","0.681415655165289"
"Daily","2010","16-34 y.","Urban Area","","","",""
"Daily","2010","16-34 y.","Rural Area","","","",""
"Daily","2010","35-65 y.","Urban Area","","","",""
"Daily","2010","35-65 y.","Rural Area","","","",""
"Daily","2010","66 and older","Urban Area","","","",""
"Daily","2010","66 and older","Rural Area","","","",""
"Min 1x per week","2010","16-34 y.","Urban Area","","","",""
"Min 1x per week","2010","16-34 y.","Rural Area","","","",""
"Min 1x per week","2010","35-65 y.","Urban Area","","","",""
"Min 1x per week","2010","35-65 y.","Rural Area","","","",""
"Min 1x per week","2010","66 and older","Urban Area","","","",""
"Min 1x per week","2010","66 and older","Rural Area","","","",""
"Min 1x per month","2010","16-34 y.","Urban Area","","","",""
"Min 1x per month","2010","16-34 y.","Rural Area","","","",""
"Min 1x per month","2010","35-65 y.","Urban Area","","","",""
"Min 1x per month","2010","35-65 y.","Rural Area","","","",""
"Min 1x per month","2010","66 and older","Urban Area","","","",""
"Min 1x per month","2010","66 and older","Rural Area","","","",""
"Rarely","2010","16-34 y.","Urban Area","","","",""
"Rarely","2010","16-34 y.","Rural Area","","","",""
"Rarely","2010","35-65 y.","Urban Area","","","",""
"Rarely","2010","35-65 y.","Rural Area","","","",""
"Rarely","2010","66 and older","Urban Area","","","",""
"Rarely","2010","66 and older","Rural Area","","","",""
"Never","2010","16-34 y.","Urban Area","","","",""
"Never","2010","16-34 y.","Rural Area","","","",""
"Never","2010","35-65 y.","Urban Area","","","",""
"Never","2010","35-65 y.","Rural Area","","","",""
"Never","2010","66 and older","Urban Area","","","",""
"Never","2010","66 and older","Rural Area","","","",""
"Daily","2011","16-34 y.","Urban Area","","","",""
"Daily","2011","16-34 y.","Rural Area","","","",""
"Daily","2011","35-65 y.","Urban Area","","","",""
"Daily","2011","35-65 y.","Rural Area","","","",""
"Daily","2011","66 and older","Urban Area","","","",""
"Daily","2011","66 and older","Rural Area","","","",""
"Min 1x per week","2011","16-34 y.","Urban Area","721","0.162012401235734","0.151173170936627","0.172851631534842"
"Min 1x per week","2011","16-34 y.","Rural Area","281","0.126038138461328","0.112676148269604","0.139400128653051"
"Min 1x per week","2011","35-65 y.","Urban Area","1310","0.113549427264799","0.107489979847324","0.119608874682275"
"Min 1x per week","2011","35-65 y.","Rural Area","599","0.0958312544428096","0.0882946171508533","0.103367891734766"
"Min 1x per week","2011","66 and older","Urban Area","365","0.103697075421927","0.0933887264335981","0.114005424410256"
"Min 1x per week","2011","66 and older","Rural Area","174","0.10224915916671","0.0881860870983923","0.116312231235028"
"Min 1x per month","2011","16-34 y.","Urban Area","426","0.109084234319591","0.0999134847426399","0.118254983896542"
"Min 1x per month","2011","16-34 y.","Rural Area","168","0.0765135766809716","0.0658117373274416","0.0872154160345017"
"Min 1x per month","2011","35-65 y.","Urban Area","753","0.0710591290856061","0.0661521154999585","0.0759661426712537"
"Min 1x per month","2011","35-65 y.","Rural Area","339","0.0634896432787554","0.0572464465700871","0.0697328399874237"
"Min 1x per month","2011","66 and older","Urban Area","206","0.0514266295987633","0.043958567032476","0.0588946921650505"
"Min 1x per month","2011","66 and older","Rural Area","99","0.047859584188026","0.0379510963634198","0.0577680720126322"
"Rarely","2011","16-34 y.","Urban Area","1025","0.256408693864003","0.24356354790666","0.269253839821346"
"Rarely","2011","16-34 y.","Rural Area","581","0.269025201067091","0.251171773636726","0.286878628497455"
"Rarely","2011","35-65 y.","Urban Area","2668","0.263753520894206","0.255337166139181","0.272169875649232"
"Rarely","2011","35-65 y.","Rural Area","1447","0.246111237947886","0.235082682266161","0.25713979362961"
"Rarely","2011","66 and older","Urban Area","669","0.179118014825204","0.166152539338484","0.192083490311925"
"Rarely","2011","66 and older","Rural Area","302","0.17433118969639","0.156721045742937","0.191941333649842"
"Never","2011","16-34 y.","Urban Area","2267","0.472494670580672","0.45780820128994","0.487181139871403"
"Never","2011","16-34 y.","Rural Area","1340","0.52842308379061","0.508325628199449","0.548520539381771"
"Never","2011","35-65 y.","Urban Area","5800","0.551637922755388","0.542139428199755","0.561136417311021"
"Never","2011","35-65 y.","Rural Area","3475","0.594567864330549","0.58199717528044","0.607138553380659"
"Never","2011","66 and older","Urban Area","2120","0.665758280154105","0.649808045770763","0.681708514537448"
"Never","2011","66 and older","Rural Area","1208","0.675560066948874","0.653829475039743","0.697290658858006"
"Daily","2012","16-34 y.","Urban Area","","","",""
"Daily","2012","16-34 y.","Rural Area","","","",""
"Daily","2012","35-65 y.","Urban Area","","","",""
"Daily","2012","35-65 y.","Rural Area","","","",""
"Daily","2012","66 and older","Urban Area","","","",""
"Daily","2012","66 and older","Rural Area","","","",""
"Min 1x per week","2012","16-34 y.","Urban Area","","","",""
"Min 1x per week","2012","16-34 y.","Rural Area","","","",""
"Min 1x per week","2012","35-65 y.","Urban Area","","","",""
"Min 1x per week","2012","35-65 y.","Rural Area","","","",""
"Min 1x per week","2012","66 and older","Urban Area","","","",""
"Min 1x per week","2012","66 and older","Rural Area","","","",""
"Min 1x per month","2012","16-34 y.","Urban Area","","","",""
"Min 1x per month","2012","16-34 y.","Rural Area","","","",""
"Min 1x per month","2012","35-65 y.","Urban Area","","","",""
"Min 1x per month","2012","35-65 y.","Rural Area","","","",""
"Min 1x per month","2012","66 and older","Urban Area","","","",""
"Min 1x per month","2012","66 and older","Rural Area","","","",""
"Rarely","2012","16-34 y.","Urban Area","","","",""
"Rarely","2012","16-34 y.","Rural Area","","","",""
"Rarely","2012","35-65 y.","Urban Area","","","",""
"Rarely","2012","35-65 y.","Rural Area","","","",""
"Rarely","2012","66 and older","Urban Area","","","",""
"Rarely","2012","66 and older","Rural Area","","","",""
"Never","2012","16-34 y.","Urban Area","","","",""
"Never","2012","16-34 y.","Rural Area","","","",""
"Never","2012","35-65 y.","Urban Area","","","",""
"Never","2012","35-65 y.","Rural Area","","","",""
"Never","2012","66 and older","Urban Area","","","",""
"Never","2012","66 and older","Rural Area","","","",""
"Daily","2013","16-34 y.","Urban Area","278","0.0703066992862673","0.0620920985178181","0.0785213000547164"
"Daily","2013","16-34 y.","Rural Area","113","0.0515269480774558","0.0416488060684078","0.0614050900865038"
"Daily","2013","35-65 y.","Urban Area","397","0.0366270085035604","0.0328354895523637","0.0404185274547572"
"Daily","2013","35-65 y.","Rural Area","160","0.0267770818663497","0.0225060891914023","0.031048074541297"
"Daily","2013","66 and older","Urban Area","125","0.0394968534560631","0.0327766990216438","0.0462170078904825"
"Daily","2013","66 and older","Rural Area","49","0.0307340870131716","0.0226080192831603","0.0388601547431829"
"Min 1x per week","2013","16-34 y.","Urban Area","642","0.158282856160609","0.146555009429872","0.170010702891346"
"Min 1x per week","2013","16-34 y.","Rural Area","281","0.140754168956825","0.125214745288966","0.156293592624683"
"Min 1x per week","2013","35-65 y.","Urban Area","1349","0.12726684404732","0.120539964545814","0.133993723548825"
"Min 1x per week","2013","35-65 y.","Rural Area","612","0.0991670123808222","0.0912593741033149","0.10707465065833"
"Min 1x per week","2013","66 and older","Urban Area","352","0.0973375031789137","0.0871104289335957","0.107564577424232"
"Min 1x per week","2013","66 and older","Rural Area","164","0.0825289881505608","0.0695736651408451","0.0954843111602765"
"Min 1x per month","2013","16-34 y.","Urban Area","499","0.159295284413433","0.147537067775171","0.171053501051695"
"Min 1x per month","2013","16-34 y.","Rural Area","206","0.118531096661134","0.104087837423735","0.132974355898533"
"Min 1x per month","2013","35-65 y.","Urban Area","1032","0.103612605486522","0.0974612696135428","0.109763941359502"
"Min 1x per month","2013","35-65 y.","Rural Area","481","0.0740561846832039","0.0671280866528798","0.080984282713528"
"Min 1x per month","2013","66 and older","Urban Area","262","0.0746175792372775","0.0655512850200579","0.0836838734544971"
"Min 1x per month","2013","66 and older","Rural Area","106","0.0622051501917028","0.0508336987064858","0.0735766016769197"
"Rarely","2013","16-34 y.","Urban Area","905","0.253401901431484","0.239426424732795","0.267377378130173"
"Rarely","2013","16-34 y.","Rural Area","540","0.316374419193877","0.295593948028817","0.337154890358936"
"Rarely","2013","35-65 y.","Urban Area","2595","0.287115410126492","0.277983678532759","0.296247141720226"
"Rarely","2013","35-65 y.","Rural Area","1585","0.293165226456894","0.281121629287451","0.305208823626336"
"Rarely","2013","66 and older","Urban Area","662","0.202551663528294","0.188685133588532","0.216418193468057"
"Rarely","2013","66 and older","Rural Area","327","0.189182326228659","0.170742760291245","0.207621892166073"
"Never","2013","16-34 y.","Urban Area","1397","0.358713258708207","0.343302710048885","0.37412380736753"
"Never","2013","16-34 y.","Rural Area","784","0.372813367110709","0.351206604931935","0.394420129289482"
"Never","2013","35-65 y.","Urban Area","4056","0.445378131836105","0.435346346914059","0.455409916758151"
"Never","2013","35-65 y.","Rural Area","2650","0.506834494612731","0.49360721701275","0.520061772212711"
"Never","2013","66 and older","Urban Area","1826","0.585996400599451","0.5690023017137","0.602990499485202"
"Never","2013","66 and older","Rural Area","1087","0.635349448415906","0.612687691553991","0.658011205277821"
"Daily","2014","16-34 y.","Urban Area","","","",""
"Daily","2014","16-34 y.","Rural Area","","","",""
"Daily","2014","35-65 y.","Urban Area","","","",""
"Daily","2014","35-65 y.","Rural Area","","","",""
"Daily","2014","66 and older","Urban Area","","","",""
"Daily","2014","66 and older","Rural Area","","","",""
"Min 1x per week","2014","16-34 y.","Urban Area","","","",""
"Min 1x per week","2014","16-34 y.","Rural Area","","","",""
"Min 1x per week","2014","35-65 y.","Urban Area","","","",""
"Min 1x per week","2014","35-65 y.","Rural Area","","","",""
"Min 1x per week","2014","66 and older","Urban Area","","","",""
"Min 1x per week","2014","66 and older","Rural Area","","","",""
"Min 1x per month","2014","16-34 y.","Urban Area","","","",""
"Min 1x per month","2014","16-34 y.","Rural Area","","","",""
"Min 1x per month","2014","35-65 y.","Urban Area","","","",""
"Min 1x per month","2014","35-65 y.","Rural Area","","","",""
"Min 1x per month","2014","66 and older","Urban Area","","","",""
"Min 1x per month","2014","66 and older","Rural Area","","","",""
"Rarely","2014","16-34 y.","Urban Area","","","",""
"Rarely","2014","16-34 y.","Rural Area","","","",""
"Rarely","2014","35-65 y.","Urban Area","","","",""
"Rarely","2014","35-65 y.","Rural Area","","","",""
"Rarely","2014","66 and older","Urban Area","","","",""
"Rarely","2014","66 and older","Rural Area","","","",""
"Never","2014","16-34 y.","Urban Area","","","",""
"Never","2014","16-34 y.","Rural Area","","","",""
"Never","2014","35-65 y.","Urban Area","","","",""
"Never","2014","35-65 y.","Rural Area","","","",""
"Never","2014","66 and older","Urban Area","","","",""
"Never","2014","66 and older","Rural Area","","","",""
"Daily","2015","16-34 y.","Urban Area","","","",""
"Daily","2015","16-34 y.","Rural Area","","","",""
"Daily","2015","35-65 y.","Urban Area","","","",""
"Daily","2015","35-65 y.","Rural Area","","","",""
"Daily","2015","66 and older","Urban Area","","","",""
"Daily","2015","66 and older","Rural Area","","","",""
"Min 1x per week","2015","16-34 y.","Urban Area","744","0.165088430614851","0.154420992702494","0.175755868527208"
"Min 1x per week","2015","16-34 y.","Rural Area","265","0.132668873509506","0.117999051031184","0.147338695987829"
"Min 1x per week","2015","35-65 y.","Urban Area","1238","0.130687001575143","0.124041466571375","0.13733253657891"
"Min 1x per week","2015","35-65 y.","Rural Area","545","0.0916564723567443","0.0839153109686855","0.0993976337448031"
"Min 1x per week","2015","66 and older","Urban Area","376","0.121568569874451","0.110194534960261","0.132942604788642"
"Min 1x per week","2015","66 and older","Rural Area","173","0.100836400713315","0.0867608083184534","0.114911993108177"
"Min 1x per month","2015","16-34 y.","Urban Area","478","0.105523639249072","0.0966960751700731","0.114351203328072"
"Min 1x per month","2015","16-34 y.","Rural Area","173","0.0869054234617604","0.074723126186561","0.0990877207369598"
"Min 1x per month","2015","35-65 y.","Urban Area","730","0.0730090527068397","0.0678798274810336","0.0781382779326457"
"Min 1x per month","2015","35-65 y.","Rural Area","332","0.0597523368816654","0.0533932015359863","0.0661114722273446"
"Min 1x per month","2015","66 and older","Urban Area","200","0.0555366430135454","0.0475652845591575","0.0635080014679333"
"Min 1x per month","2015","66 and older","Rural Area","93","0.0565345245091997","0.0457386324465217","0.0673304165718778"
"Rarely","2015","16-34 y.","Urban Area","1077","0.253208534557089","0.240713990646406","0.265703078467773"
"Rarely","2015","16-34 y.","Rural Area","451","0.241771187429649","0.223255054716802","0.260287320142497"
"Rarely","2015","35-65 y.","Urban Area","2437","0.245679914273775","0.237192247354816","0.254167581192734"
