"pli0093_h","year","e11103","education","n","percent","lower_confidence","upper_confidence"
"Daily","1990","Full Time","lower secondary degree","34","0.015168792908796","0.00974255809335648","0.0205950277242356"
"Daily","1990","Full Time","secondary school degree","22","","",""
"Daily","1990","Full Time","college entrance qualification","21","","",""
"Daily","1990","Full Time","Other degree","9","","",""
"Daily","1990","Full Time","no degree/no degree yet","2","","",""
"Daily","1990","Part Time","lower secondary degree","13","","",""
"Daily","1990","Part Time","secondary school degree","19","","",""
"Daily","1990","Part Time","college entrance qualification","20","","",""
"Daily","1990","Part Time","Other degree","1","","",""
"Daily","1990","Part Time","no degree/no degree yet","1","","",""
"Daily","1990","Not Working","lower secondary degree","33","0.0159371908492065","0.01014863079377","0.021725750904643"
"Daily","1990","Not Working","secondary school degree","20","","",""
"Daily","1990","Not Working","college entrance qualification","25","","",""
"Daily","1990","Not Working","Other degree","5","","",""
"Daily","1990","Not Working","no degree/no degree yet","24","","",""
"Min 1x per week","1990","Full Time","lower secondary degree","140","0.0736175022763287","0.0620236468275534","0.085211357725104"
"Min 1x per week","1990","Full Time","secondary school degree","115","0.124735361966976","0.102904481982116","0.146566241951835"
"Min 1x per week","1990","Full Time","college entrance qualification","105","0.172084462744307","0.141755786521092","0.202413138967521"
"Min 1x per week","1990","Full Time","Other degree","14","","",""
"Min 1x per week","1990","Full Time","no degree/no degree yet","7","","",""
"Min 1x per week","1990","Part Time","lower secondary degree","59","0.0813452760688709","0.0622101034356042","0.100480448702138"
"Min 1x per week","1990","Part Time","secondary school degree","48","0.143676610862366","0.106392776222229","0.180960445502504"
"Min 1x per week","1990","Part Time","college entrance qualification","71","0.267073421166292","0.216327372017387","0.317819470315196"
"Min 1x per week","1990","Part Time","Other degree","9","","",""
"Min 1x per week","1990","Part Time","no degree/no degree yet","5","","",""
"Min 1x per week","1990","Not Working","lower secondary degree","109","0.058840534014527","0.0479631826522061","0.0697178853768479"
"Min 1x per week","1990","Not Working","secondary school degree","50","0.0923229850006512","0.0658402804087569","0.118805689592545"
"Min 1x per week","1990","Not Working","college entrance qualification","54","0.163096965663427","0.122297607971631","0.203896323355224"
"Min 1x per week","1990","Not Working","Other degree","8","","",""
"Min 1x per week","1990","Not Working","no degree/no degree yet","34","0.134200804402102","0.101831792675028","0.166569816129177"
"Min 1x per month","1990","Full Time","lower secondary degree","214","0.109697883226207","0.0958236178175977","0.123572148634816"
"Min 1x per month","1990","Full Time","secondary school degree","147","0.17500027873853","0.14989569492055","0.20010486255651"
"Min 1x per month","1990","Full Time","college entrance qualification","124","0.208548968926849","0.175904797015988","0.24119314083771"
"Min 1x per month","1990","Full Time","Other degree","32","0.0610150661701092","0.0420514902257422","0.0799786421144761"
"Min 1x per month","1990","Full Time","no degree/no degree yet","7","","",""
"Min 1x per month","1990","Part Time","lower secondary degree","84","0.119253598579414","0.09656794766284","0.141939249495988"
"Min 1x per month","1990","Part Time","secondary school degree","72","0.200971987968952","0.158377107956753","0.243566867981151"
"Min 1x per month","1990","Part Time","college entrance qualification","50","0.187700652650316","0.1429141026856","0.232487202615033"
"Min 1x per month","1990","Part Time","Other degree","6","","",""
"Min 1x per month","1990","Part Time","no degree/no degree yet","4","","",""
"Min 1x per month","1990","Not Working","lower secondary degree","127","0.061935005791743","0.0507936561548391","0.0730763554286468"
"Min 1x per month","1990","Not Working","secondary school degree","78","0.159943460809702","0.126409932502959","0.193476989116445"
"Min 1x per month","1990","Not Working","college entrance qualification","60","0.186209533463425","0.143221253453691","0.229197813473158"
"Min 1x per month","1990","Not Working","Other degree","9","","",""
"Min 1x per month","1990","Not Working","no degree/no degree yet","21","","",""
"Rarely","1990","Full Time","lower secondary degree","630","0.342306610845979","0.321241606501623","0.363371615190334"
"Rarely","1990","Full Time","secondary school degree","324","0.382635460184264","0.350523249614586","0.414747670753941"
"Rarely","1990","Full Time","college entrance qualification","216","0.374464966622485","0.335576481703725","0.413353451541245"
"Rarely","1990","Full Time","Other degree","98","0.152212720144813","0.123752300355721","0.180673139933904"
"Rarely","1990","Full Time","no degree/no degree yet","51","0.207983948279811","0.160780815600171","0.255187080959452"
"Rarely","1990","Part Time","lower secondary degree","244","0.308141322384978","0.275821145653325","0.34046149911663"
"Rarely","1990","Part Time","secondary school degree","115","0.355121694059715","0.304254694860329","0.405988693259101"
"Rarely","1990","Part Time","college entrance qualification","94","0.300309561606338","0.247732753750767","0.352886369461909"
"Rarely","1990","Part Time","Other degree","24","","",""
"Rarely","1990","Part Time","no degree/no degree yet","23","","",""
"Rarely","1990","Not Working","lower secondary degree","392","0.209116065152242","0.190318425350861","0.227913704953623"
"Rarely","1990","Not Working","secondary school degree","129","0.277034327167133","0.236092485016259","0.317976169318008"
"Rarely","1990","Not Working","college entrance qualification","79","0.239564039066116","0.192429968172966","0.286698109959265"
"Rarely","1990","Not Working","Other degree","38","0.124135434433981","0.0834242082434722","0.164846660624489"
"Rarely","1990","Not Working","no degree/no degree yet","66","0.189165672295805","0.151975300591611","0.226356043999999"
"Never","1990","Full Time","lower secondary degree","931","0.45920921074269","0.437085289196111","0.481333132289268"
"Never","1990","Full Time","secondary school degree","272","0.288033941602727","0.25811417277187","0.317953710433584"
"Never","1990","Full Time","college entrance qualification","129","0.200612381515568","0.16843526052037","0.232789502510765"
"Never","1990","Full Time","Other degree","459","0.743923691700167","0.709343987415512","0.778503395984822"
"Never","1990","Full Time","no degree/no degree yet","217","0.72608042855091","0.674213226834753","0.777947630267068"
"Never","1990","Part Time","lower secondary degree","384","0.474407294600137","0.439453816020111","0.509360773180164"
"Never","1990","Part Time","secondary school degree","86","0.245522992529203","0.19977440166976","0.291271583388646"
"Never","1990","Part Time","college entrance qualification","57","0.189910734941008","0.144922613262713","0.234898856619304"
"Never","1990","Part Time","Other degree","95","0.593373341136675","0.510513681295208","0.676233000978142"
"Never","1990","Part Time","no degree/no degree yet","89","0.565913094110816","0.47796399607494","0.653862192146692"
"Never","1990","Not Working","lower secondary degree","1137","0.654171204192282","0.632186049027268","0.676156359357295"
"Never","1990","Not Working","secondary school degree","182","0.43229804096196","0.386977657229058","0.477618424694861"
"Never","1990","Not Working","college entrance qualification","97","0.332752941777137","0.280717757151987","0.384788126402288"
"Never","1990","Not Working","Other degree","192","0.74388166865258","0.689990192357343","0.797773144947817"
"Never","1990","Not Working","no degree/no degree yet","281","0.501651871735935","0.4541718481861","0.549131895285771"
"Daily","1991","Full Time","lower secondary degree","","","",""
"Daily","1991","Full Time","secondary school degree","","","",""
"Daily","1991","Full Time","college entrance qualification","","","",""
"Daily","1991","Full Time","Other degree","","","",""
"Daily","1991","Full Time","no degree/no degree yet","","","",""
"Daily","1991","Part Time","lower secondary degree","","","",""
"Daily","1991","Part Time","secondary school degree","","","",""
"Daily","1991","Part Time","college entrance qualification","","","",""
"Daily","1991","Part Time","Other degree","","","",""
"Daily","1991","Part Time","no degree/no degree yet","","","",""
"Daily","1991","Not Working","lower secondary degree","","","",""
"Daily","1991","Not Working","secondary school degree","","","",""
"Daily","1991","Not Working","college entrance qualification","","","",""
"Daily","1991","Not Working","Other degree","","","",""
"Daily","1991","Not Working","no degree/no degree yet","","","",""
"Min 1x per week","1991","Full Time","lower secondary degree","","","",""
"Min 1x per week","1991","Full Time","secondary school degree","","","",""
"Min 1x per week","1991","Full Time","college entrance qualification","","","",""
"Min 1x per week","1991","Full Time","Other degree","","","",""
"Min 1x per week","1991","Full Time","no degree/no degree yet","","","",""
"Min 1x per week","1991","Part Time","lower secondary degree","","","",""
"Min 1x per week","1991","Part Time","secondary school degree","","","",""
"Min 1x per week","1991","Part Time","college entrance qualification","","","",""
"Min 1x per week","1991","Part Time","Other degree","","","",""
"Min 1x per week","1991","Part Time","no degree/no degree yet","","","",""
"Min 1x per week","1991","Not Working","lower secondary degree","","","",""
"Min 1x per week","1991","Not Working","secondary school degree","","","",""
"Min 1x per week","1991","Not Working","college entrance qualification","","","",""
"Min 1x per week","1991","Not Working","Other degree","","","",""
"Min 1x per week","1991","Not Working","no degree/no degree yet","","","",""
"Min 1x per month","1991","Full Time","lower secondary degree","","","",""
"Min 1x per month","1991","Full Time","secondary school degree","","","",""
"Min 1x per month","1991","Full Time","college entrance qualification","","","",""
"Min 1x per month","1991","Full Time","Other degree","","","",""
"Min 1x per month","1991","Full Time","no degree/no degree yet","","","",""
"Min 1x per month","1991","Part Time","lower secondary degree","","","",""
"Min 1x per month","1991","Part Time","secondary school degree","","","",""
