"plh0108","year","e11102","e11103","n","percent","lower_confidence","upper_confidence"
"Quite unimportant","1994","Employed","Part Time","","","",""
"Quite unimportant","1994","Employed","Not Working","","","",""
"Very important","1995","Not Employed","Full Time","","","",""
"Very important","1995","Not Employed","Part Time","","","",""
"Very important","1995","Not Employed","Not Working","971","0.228831782912589","0.215895791972447","0.241767773852731"
"Very important","1995","Employed","Full Time","1234","0.240430457430271","0.22854000928224","0.252320905578302"
"Very important","1995","Employed","Part Time","472","0.208171289814286","0.191147807295488","0.225194772333084"
"Very important","1995","Employed","Not Working","","","",""
"Important","1995","Not Employed","Full Time","","","",""
"Important","1995","Not Employed","Part Time","","","",""
"Important","1995","Not Employed","Not Working","1223","0.294673859809108","0.280634970005525","0.308712749612692"
"Important","1995","Employed","Full Time","1675","0.325606764157091","0.312568402507156","0.338645125807026"
"Important","1995","Employed","Part Time","738","0.341429293252938","0.321546657123586","0.36131192938229"
"Important","1995","Employed","Not Working","","","",""
"Less important","1995","Not Employed","Full Time","","","",""
"Less important","1995","Not Employed","Part Time","","","",""
"Less important","1995","Not Employed","Not Working","1012","0.234964456446703","0.221908494932588","0.248020417960818"
"Less important","1995","Employed","Full Time","1680","0.348530685177563","0.335272404664596","0.36178896569053"
"Less important","1995","Employed","Part Time","752","0.339431024655349","0.319576603763665","0.359285445547033"
"Less important","1995","Employed","Not Working","","","",""
"Quite unimportant","1995","Not Employed","Full Time","","","",""
"Quite unimportant","1995","Not Employed","Part Time","","","",""
"Quite unimportant","1995","Not Employed","Not Working","845","0.2415299008316","0.228349711369519","0.25471009029368"
"Quite unimportant","1995","Employed","Full Time","373","0.0854320932350756","0.0776546255826157","0.0932095608875354"
"Quite unimportant","1995","Employed","Part Time","223","0.110968392277427","0.0977985486553141","0.124138235899541"
"Quite unimportant","1995","Employed","Not Working","","","",""
"Very important","1996","Not Employed","Full Time","","","",""
"Very important","1996","Not Employed","Part Time","","","",""
"Very important","1996","Not Employed","Not Working","","","",""
"Very important","1996","Employed","Full Time","","","",""
"Very important","1996","Employed","Part Time","","","",""
"Very important","1996","Employed","Not Working","","","",""
"Important","1996","Not Employed","Full Time","","","",""
"Important","1996","Not Employed","Part Time","","","",""
"Important","1996","Not Employed","Not Working","","","",""
"Important","1996","Employed","Full Time","","","",""
"Important","1996","Employed","Part Time","","","",""
"Important","1996","Employed","Not Working","","","",""
"Less important","1996","Not Employed","Full Time","","","",""
"Less important","1996","Not Employed","Part Time","","","",""
"Less important","1996","Not Employed","Not Working","","","",""
"Less important","1996","Employed","Full Time","","","",""
"Less important","1996","Employed","Part Time","","","",""
"Less important","1996","Employed","Not Working","","","",""
"Quite unimportant","1996","Not Employed","Full Time","","","",""
"Quite unimportant","1996","Not Employed","Part Time","","","",""
"Quite unimportant","1996","Not Employed","Not Working","","","",""
"Quite unimportant","1996","Employed","Full Time","","","",""
"Quite unimportant","1996","Employed","Part Time","","","",""
"Quite unimportant","1996","Employed","Not Working","","","",""
"Very important","1997","Not Employed","Full Time","","","",""
"Very important","1997","Not Employed","Part Time","","","",""
"Very important","1997","Not Employed","Not Working","","","",""
"Very important","1997","Employed","Full Time","","","",""
"Very important","1997","Employed","Part Time","","","",""
"Very important","1997","Employed","Not Working","","","",""
"Important","1997","Not Employed","Full Time","","","",""
"Important","1997","Not Employed","Part Time","","","",""
"Important","1997","Not Employed","Not Working","","","",""
"Important","1997","Employed","Full Time","","","",""
"Important","1997","Employed","Part Time","","","",""
"Important","1997","Employed","Not Working","","","",""
"Less important","1997","Not Employed","Full Time","","","",""
"Less important","1997","Not Employed","Part Time","","","",""
"Less important","1997","Not Employed","Not Working","","","",""
"Less important","1997","Employed","Full Time","","","",""
"Less important","1997","Employed","Part Time","","","",""
"Less important","1997","Employed","Not Working","","","",""
"Quite unimportant","1997","Not Employed","Full Time","","","",""
"Quite unimportant","1997","Not Employed","Part Time","","","",""
"Quite unimportant","1997","Not Employed","Not Working","","","",""
"Quite unimportant","1997","Employed","Full Time","","","",""
"Quite unimportant","1997","Employed","Part Time","","","",""
"Quite unimportant","1997","Employed","Not Working","","","",""
"Very important","1998","Not Employed","Full Time","","","",""
"Very important","1998","Not Employed","Part Time","","","",""
"Very important","1998","Not Employed","Not Working","","","",""
"Very important","1998","Employed","Full Time","","","",""
"Very important","1998","Employed","Part Time","","","",""
"Very important","1998","Employed","Not Working","","","",""
"Important","1998","Not Employed","Full Time","","","",""
"Important","1998","Not Employed","Part Time","","","",""
"Important","1998","Not Employed","Not Working","","","",""
"Important","1998","Employed","Full Time","","","",""
"Important","1998","Employed","Part Time","","","",""
"Important","1998","Employed","Not Working","","","",""
"Less important","1998","Not Employed","Full Time","","","",""
"Less important","1998","Not Employed","Part Time","","","",""
"Less important","1998","Not Employed","Not Working","","","",""
"Less important","1998","Employed","Full Time","","","",""
"Less important","1998","Employed","Part Time","","","",""
"Less important","1998","Employed","Not Working","","","",""
"Quite unimportant","1998","Not Employed","Full Time","","","",""
"Quite unimportant","1998","Not Employed","Part Time","","","",""
"Quite unimportant","1998","Not Employed","Not Working","","","",""
"Quite unimportant","1998","Employed","Full Time","","","",""
"Quite unimportant","1998","Employed","Part Time","","","",""
"Quite unimportant","1998","Employed","Not Working","","","",""
"Very important","1999","Not Employed","Full Time","","","",""
"Very important","1999","Not Employed","Part Time","","","",""
"Very important","1999","Not Employed","Not Working","","","",""
"Very important","1999","Employed","Full Time","","","",""
"Very important","1999","Employed","Part Time","","","",""
"Very important","1999","Employed","Not Working","","","",""
"Important","1999","Not Employed","Full Time","","","",""
"Important","1999","Not Employed","Part Time","","","",""
"Important","1999","Not Employed","Not Working","","","",""
"Important","1999","Employed","Full Time","","","",""
"Important","1999","Employed","Part Time","","","",""
"Important","1999","Employed","Not Working","","","",""
"Less important","1999","Not Employed","Full Time","","","",""
"Less important","1999","Not Employed","Part Time","","","",""
"Less important","1999","Not Employed","Not Working","","","",""
"Less important","1999","Employed","Full Time","","","",""
"Less important","1999","Employed","Part Time","","","",""
"Less important","1999","Employed","Not Working","","","",""
"Quite unimportant","1999","Not Employed","Full Time","","","",""
"Quite unimportant","1999","Not Employed","Part Time","","","",""
"Quite unimportant","1999","Not Employed","Not Working","","","",""
"Quite unimportant","1999","Employed","Full Time","","","",""
"Quite unimportant","1999","Employed","Part Time","","","",""
"Quite unimportant","1999","Employed","Not Working","","","",""
"Very important","2000","Not Employed","Full Time","","","",""
"Very important","2000","Not Employed","Part Time","","","",""
"Very important","2000","Not Employed","Not Working","","","",""
"Very important","2000","Employed","Full Time","","","",""
"Very important","2000","Employed","Part Time","","","",""
"Very important","2000","Employed","Not Working","","","",""
"Important","2000","Not Employed","Full Time","","","",""
"Important","2000","Not Employed","Part Time","","","",""
"Important","2000","Not Employed","Not Working","","","",""
"Important","2000","Employed","Full Time","","","",""
"Important","2000","Employed","Part Time","","","",""
"Important","2000","Employed","Not Working","","","",""
"Less important","2000","Not Employed","Full Time","","","",""
"Less important","2000","Not Employed","Part Time","","","",""
"Less important","2000","Not Employed","Not Working","","","",""
"Less important","2000","Employed","Full Time","","","",""
"Less important","2000","Employed","Part Time","","","",""
"Less important","2000","Employed","Not Working","","","",""
"Quite unimportant","2000","Not Employed","Full Time","","","",""
"Quite unimportant","2000","Not Employed","Part Time","","","",""
"Quite unimportant","2000","Not Employed","Not Working","","","",""
"Quite unimportant","2000","Employed","Full Time","","","",""
"Quite unimportant","2000","Employed","Part Time","","","",""
"Quite unimportant","2000","Employed","Not Working","","","",""
"Very important","2001","Not Employed","Full Time","","","",""
"Very important","2001","Not Employed","Part Time","","","",""
"Very important","2001","Not Employed","Not Working","","","",""
"Very important","2001","Employed","Full Time","","","",""
"Very important","2001","Employed","Part Time","","","",""
"Very important","2001","Employed","Not Working","","","",""
"Important","2001","Not Employed","Full Time","","","",""
"Important","2001","Not Employed","Part Time","","","",""
"Important","2001","Not Employed","Not Working","","","",""
"Important","2001","Employed","Full Time","","","",""
"Important","2001","Employed","Part Time","","","",""
"Important","2001","Employed","Not Working","","","",""
"Less important","2001","Not Employed","Full Time","","","",""
"Less important","2001","Not Employed","Part Time","","","",""
"Less important","2001","Not Employed","Not Working","","","",""
"Less important","2001","Employed","Full Time","","","",""
"Less important","2001","Employed","Part Time","","","",""
"Less important","2001","Employed","Not Working","","","",""
"Quite unimportant","2001","Not Employed","Full Time","","","",""
"Quite unimportant","2001","Not Employed","Part Time","","","",""
"Quite unimportant","2001","Not Employed","Not Working","","","",""
"Quite unimportant","2001","Employed","Full Time","","","",""
"Quite unimportant","2001","Employed","Part Time","","","",""
"Quite unimportant","2001","Employed","Not Working","","","",""
"Very important","2002","Not Employed","Full Time","","","",""
"Very important","2002","Not Employed","Part Time","","","",""
"Very important","2002","Not Employed","Not Working","","","",""
"Very important","2002","Employed","Full Time","","","",""
"Very important","2002","Employed","Part Time","","","",""
"Very important","2002","Employed","Not Working","","","",""
"Important","2002","Not Employed","Full Time","","","",""
"Important","2002","Not Employed","Part Time","","","",""
"Important","2002","Not Employed","Not Working","","","",""
"Important","2002","Employed","Full Time","","","",""
"Important","2002","Employed","Part Time","","","",""
"Important","2002","Employed","Not Working","","","",""
"Less important","2002","Not Employed","Full Time","","","",""
"Less important","2002","Not Employed","Part Time","","","",""
"Less important","2002","Not Employed","Not Working","","","",""
"Less important","2002","Employed","Full Time","","","",""
"Less important","2002","Employed","Part Time","","","",""
"Less important","2002","Employed","Not Working","","","",""
"Quite unimportant","2002","Not Employed","Full Time","","","",""
"Quite unimportant","2002","Not Employed","Part Time","","","",""
"Quite unimportant","2002","Not Employed","Not Working","","","",""
"Quite unimportant","2002","Employed","Full Time","","","",""
"Quite unimportant","2002","Employed","Part Time","","","",""
"Quite unimportant","2002","Employed","Not Working","","","",""
"Very important","2003","Not Employed","Full Time","","","",""
"Very important","2003","Not Employed","Part Time","","","",""
"Very important","2003","Not Employed","Not Working","","","",""
"Very important","2003","Employed","Full Time","","","",""
"Very important","2003","Employed","Part Time","","","",""
"Very important","2003","Employed","Not Working","","","",""
"Important","2003","Not Employed","Full Time","","","",""
"Important","2003","Not Employed","Part Time","","","",""
"Important","2003","Not Employed","Not Working","","","",""
"Important","2003","Employed","Full Time","","","",""
"Important","2003","Employed","Part Time","","","",""
"Important","2003","Employed","Not Working","","","",""
"Less important","2003","Not Employed","Full Time","","","",""
"Less important","2003","Not Employed","Part Time","","","",""
"Less important","2003","Not Employed","Not Working","","","",""
"Less important","2003","Employed","Full Time","","","",""
"Less important","2003","Employed","Part Time","","","",""
"Less important","2003","Employed","Not Working","","","",""
"Quite unimportant","2003","Not Employed","Full Time","","","",""
"Quite unimportant","2003","Not Employed","Part Time","","","",""
"Quite unimportant","2003","Not Employed","Not Working","","","",""
"Quite unimportant","2003","Employed","Full Time","","","",""
"Quite unimportant","2003","Employed","Part Time","","","",""
"Quite unimportant","2003","Employed","Not Working","","","",""
"Very important","2004","Not Employed","Full Time","","","",""
"Very important","2004","Not Employed","Part Time","","","",""
"Very important","2004","Not Employed","Not Working","1946","0.233815001939637","0.224580481813804","0.24304952206547"
"Very important","2004","Employed","Full Time","2080","0.230518836022538","0.221535737055684","0.239501934989391"
"Very important","2004","Employed","Part Time","1150","0.212697352123745","0.201367146610914","0.224027557636575"
"Very important","2004","Employed","Not Working","","","",""
"Important","2004","Not Employed","Full Time","","","",""
"Important","2004","Not Employed","Part Time","","","",""
"Important","2004","Not Employed","Not Working","2588","0.300705466122788","0.290700582258745","0.310710349986831"
"Important","2004","Employed","Full Time","2914","0.316823980137587","0.306900835801913","0.326747124473262"
"Important","2004","Employed","Part Time","1752","0.328979889647764","0.315971056812815","0.341988722482713"
"Important","2004","Employed","Not Working","","","",""
"Less important","2004","Not Employed","Full Time","","","",""
"Less important","2004","Not Employed","Part Time","","","",""
"Less important","2004","Not Employed","Not Working","2036","0.241316957987756","0.231981504207419","0.250652411768094"
"Less important","2004","Employed","Full Time","2622","0.33294548570299","0.32289374659683","0.342997224809151"
"Less important","2004","Employed","Part Time","1540","0.324990332872355","0.31202224014323","0.33795842560148"
"Less important","2004","Employed","Not Working","","","",""
"Quite unimportant","2004","Not Employed","Full Time","","","",""
"Quite unimportant","2004","Not Employed","Part Time","","","",""
"Quite unimportant","2004","Not Employed","Not Working","1500","0.224162573949819","0.215063897138034","0.233261250761603"
"Quite unimportant","2004","Employed","Full Time","828","0.119711698136885","0.112787735117046","0.126635661156724"
"Quite unimportant","2004","Employed","Part Time","569","0.133332425356136","0.123920465777848","0.142744384934424"
"Quite unimportant","2004","Employed","Not Working","","","",""
"Very important","2005","Not Employed","Full Time","","","",""
"Very important","2005","Not Employed","Part Time","","","",""
"Very important","2005","Not Employed","Not Working","","","",""
"Very important","2005","Employed","Full Time","","","",""
"Very important","2005","Employed","Part Time","","","",""
"Very important","2005","Employed","Not Working","","","",""
"Important","2005","Not Employed","Full Time","","","",""
"Important","2005","Not Employed","Part Time","","","",""
"Important","2005","Not Employed","Not Working","","","",""
"Important","2005","Employed","Full Time","","","",""
"Important","2005","Employed","Part Time","","","",""
"Important","2005","Employed","Not Working","","","",""
"Less important","2005","Not Employed","Full Time","","","",""
"Less important","2005","Not Employed","Part Time","","","",""
"Less important","2005","Not Employed","Not Working","","","",""
"Less important","2005","Employed","Full Time","","","",""
"Less important","2005","Employed","Part Time","","","",""
"Less important","2005","Employed","Not Working","","","",""
"Quite unimportant","2005","Not Employed","Full Time","","","",""
"Quite unimportant","2005","Not Employed","Part Time","","","",""
"Quite unimportant","2005","Not Employed","Not Working","","","",""
"Quite unimportant","2005","Employed","Full Time","","","",""
"Quite unimportant","2005","Employed","Part Time","","","",""
"Quite unimportant","2005","Employed","Not Working","","","",""
"Very important","2006","Not Employed","Full Time","","","",""
"Very important","2006","Not Employed","Part Time","","","",""
"Very important","2006","Not Employed","Not Working","","","",""
"Very important","2006","Employed","Full Time","","","",""
"Very important","2006","Employed","Part Time","","","",""
"Very important","2006","Employed","Not Working","","","",""
"Important","2006","Not Employed","Full Time","","","",""
"Important","2006","Not Employed","Part Time","","","",""
"Important","2006","Not Employed","Not Working","","","",""
"Important","2006","Employed","Full Time","","","",""
"Important","2006","Employed","Part Time","","","",""
"Important","2006","Employed","Not Working","","","",""
"Less important","2006","Not Employed","Full Time","","","",""
"Less important","2006","Not Employed","Part Time","","","",""
"Less important","2006","Not Employed","Not Working","","","",""
"Less important","2006","Employed","Full Time","","","",""
"Less important","2006","Employed","Part Time","","","",""
"Less important","2006","Employed","Not Working","","","",""
"Quite unimportant","2006","Not Employed","Full Time","","","",""
"Quite unimportant","2006","Not Employed","Part Time","","","",""
"Quite unimportant","2006","Not Employed","Not Working","","","",""
"Quite unimportant","2006","Employed","Full Time","","","",""
"Quite unimportant","2006","Employed","Part Time","","","",""
"Quite unimportant","2006","Employed","Not Working","","","",""
"Very important","2007","Not Employed","Full Time","","","",""
"Very important","2007","Not Employed","Part Time","","","",""
"Very important","2007","Not Employed","Not Working","","","",""
"Very important","2007","Employed","Full Time","","","",""
"Very important","2007","Employed","Part Time","","","",""
"Very important","2007","Employed","Not Working","","","",""
"Important","2007","Not Employed","Full Time","","","",""
"Important","2007","Not Employed","Part Time","","","",""
"Important","2007","Not Employed","Not Working","","","",""
"Important","2007","Employed","Full Time","","","",""
"Important","2007","Employed","Part Time","","","",""
"Important","2007","Employed","Not Working","","","",""
"Less important","2007","Not Employed","Full Time","","","",""
"Less important","2007","Not Employed","Part Time","","","",""
"Less important","2007","Not Employed","Not Working","","","",""
"Less important","2007","Employed","Full Time","","","",""
"Less important","2007","Employed","Part Time","","","",""
"Less important","2007","Employed","Not Working","","","",""
"Quite unimportant","2007","Not Employed","Full Time","","","",""
"Quite unimportant","2007","Not Employed","Part Time","","","",""
"Quite unimportant","2007","Not Employed","Not Working","","","",""
"Quite unimportant","2007","Employed","Full Time","","","",""
"Quite unimportant","2007","Employed","Part Time","","","",""
"Quite unimportant","2007","Employed","Not Working","","","",""
"Very important","2008","Not Employed","Full Time","","","",""
"Very important","2008","Not Employed","Part Time","","","",""
"Very important","2008","Not Employed","Not Working","1537","0.187005688788874","0.178117589440868","0.19589378813688"
"Very important","2008","Employed","Full Time","1589","0.198321686103049","0.189287971365266","0.207355400840831"
"Very important","2008","Employed","Part Time","800","0.163531378514584","0.152611898907362","0.174450858121807"
"Very important","2008","Employed","Not Working","","","",""
"Important","2008","Not Employed","Full Time","","","",""
"Important","2008","Not Employed","Part Time","","","",""
"Important","2008","Not Employed","Not Working","2358","0.297208691391183","0.286790755474335","0.307626627308031"
"Important","2008","Employed","Full Time","2666","0.33081634900542","0.320156591019277","0.341476106991563"
"Important","2008","Employed","Part Time","1566","0.335070711810244","0.321134891711347","0.349006531909141"
"Important","2008","Employed","Not Working","","","",""
"Less important","2008","Not Employed","Full Time","","","",""
"Less important","2008","Not Employed","Part Time","","","",""
"Less important","2008","Not Employed","Not Working","1848","0.25635230035098","0.246399622046802","0.266304978655159"
"Less important","2008","Employed","Full Time","2457","0.352047572333719","0.341226920105285","0.362868224562153"
"Less important","2008","Employed","Part Time","1477","0.35310769963299","0.338997077874544","0.367218321391437"
"Less important","2008","Employed","Not Working","","","",""
"Quite unimportant","2008","Not Employed","Full Time","","","",""
"Quite unimportant","2008","Not Employed","Part Time","","","",""
"Quite unimportant","2008","Not Employed","Not Working","1650","0.259433319468963","0.249441773325437","0.269424865612488"
"Quite unimportant","2008","Employed","Full Time","772","0.118814392557812","0.111483625405897","0.126145159709727"
"Quite unimportant","2008","Employed","Part Time","564","0.148290210042181","0.13779771855428","0.158782701530083"
"Quite unimportant","2008","Employed","Not Working","","","",""
"Very important","2009","Not Employed","Full Time","","","",""
"Very important","2009","Not Employed","Part Time","","","",""
"Very important","2009","Not Employed","Not Working","","","",""
"Very important","2009","Employed","Full Time","","","",""
"Very important","2009","Employed","Part Time","","","",""
"Very important","2009","Employed","Not Working","","","",""
"Important","2009","Not Employed","Full Time","","","",""
"Important","2009","Not Employed","Part Time","","","",""
"Important","2009","Not Employed","Not Working","","","",""
"Important","2009","Employed","Full Time","","","",""
"Important","2009","Employed","Part Time","","","",""
"Important","2009","Employed","Not Working","","","",""
"Less important","2009","Not Employed","Full Time","","","",""
"Less important","2009","Not Employed","Part Time","","","",""
"Less important","2009","Not Employed","Not Working","","","",""
"Less important","2009","Employed","Full Time","","","",""
"Less important","2009","Employed","Part Time","","","",""
"Less important","2009","Employed","Not Working","","","",""
"Quite unimportant","2009","Not Employed","Full Time","","","",""
"Quite unimportant","2009","Not Employed","Part Time","","","",""
"Quite unimportant","2009","Not Employed","Not Working","","","",""
"Quite unimportant","2009","Employed","Full Time","","","",""
"Quite unimportant","2009","Employed","Part Time","","","",""
"Quite unimportant","2009","Employed","Not Working","","","",""
"Very important","2010","Not Employed","Full Time","","","",""
"Very important","2010","Not Employed","Part Time","","","",""
"Very important","2010","Not Employed","Not Working","474","0.2329289224849","0.214776567797153","0.251081277172648"
"Very important","2010","Employed","Full Time","750","0.262075828814417","0.245740313933555","0.27841134369528"
"Very important","2010","Employed","Part Time","428","0.172791693202239","0.157796773831306","0.187786612573172"
"Very important","2010","Employed","Not Working","","","",""
"Important","2010","Not Employed","Full Time","","","",""
"Important","2010","Not Employed","Part Time","","","",""
"Important","2010","Not Employed","Not Working","757","0.355837388769809","0.335277204522957","0.376397573016661"
"Important","2010","Employed","Full Time","1028","0.361189280700388","0.343346316688906","0.379032244711871"
"Important","2010","Employed","Part Time","876","0.35316213983377","0.334205557264411","0.372118722403129"
"Important","2010","Employed","Not Working","","","",""
"Less important","2010","Not Employed","Full Time","","","",""
"Less important","2010","Not Employed","Part Time","","","",""
"Less important","2010","Not Employed","Not Working","656","0.312494123507046","0.292589104767825","0.332399142246267"
"Less important","2010","Employed","Full Time","786","0.294146441837428","0.277220510321394","0.311072373353462"
"Less important","2010","Employed","Part Time","833","0.345078324842749","0.32622322728717","0.363933422398328"
"Less important","2010","Employed","Not Working","","","",""
"Quite unimportant","2010","Not Employed","Full Time","","","",""
"Quite unimportant","2010","Not Employed","Part Time","","","",""
"Quite unimportant","2010","Not Employed","Not Working","196","0.0987395652382449","0.0859288253179682","0.111550305158522"
"Quite unimportant","2010","Employed","Full Time","220","0.0825884486477666","0.0723636389960275","0.0928132582995057"
"Quite unimportant","2010","Employed","Part Time","305","0.128967842121242","0.115674533962989","0.142261150279496"
"Quite unimportant","2010","Employed","Not Working","","","",""
"Very important","2011","Not Employed","Full Time","","","",""
"Very important","2011","Not Employed","Part Time","","","",""
"Very important","2011","Not Employed","Not Working","","","",""
"Very important","2011","Employed","Full Time","","","",""
"Very important","2011","Employed","Part Time","","","",""
"Very important","2011","Employed","Not Working","","","",""
"Important","2011","Not Employed","Full Time","","","",""
"Important","2011","Not Employed","Part Time","","","",""
"Important","2011","Not Employed","Not Working","","","",""
"Important","2011","Employed","Full Time","","","",""
"Important","2011","Employed","Part Time","","","",""
"Important","2011","Employed","Not Working","","","",""
"Less important","2011","Not Employed","Full Time","","","",""
"Less important","2011","Not Employed","Part Time","","","",""
