"plh0108","year","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Very important","1990","1-pers.-HH","72","0.0694162340456882","0.0529119320068977","0.0859205360844786"
"Very important","1990","(Married) couple without C. ","485","0.239213330378634","0.220591302905254","0.257835357852015"
"Very important","1990","Single parent ","57","0.140825361409972","0.106258937470833","0.175391785349112"
"Very important","1990","Couple + C. LE 16 ","364","0.244717384403482","0.222694981287739","0.266739787519225"
"Very important","1990","Couple + C. GT 16 ","388","0.254247127637644","0.232385569986811","0.276108685288477"
"Very important","1990","Couple + C. LE and GT 16","102","0.240602299763457","0.200571380651362","0.280633218875552"
"Important","1990","1-pers.-HH","188","0.196599212704013","0.170791713881736","0.222406711526291"
"Important","1990","(Married) couple without C. ","568","0.278500131295146","0.258932707215573","0.29806755537472"
"Important","1990","Single parent ","127","0.327820356550473","0.281172259977797","0.37446845312315"
"Important","1990","Couple + C. LE 16 ","560","0.390313742808799","0.365325387242944","0.415302098374654"
"Important","1990","Couple + C. GT 16 ","545","0.351234699478657","0.327268557848437","0.375200841108876"
"Important","1990","Couple + C. LE and GT 16","164","0.370954931306213","0.325715983925848","0.416193878686579"
"Less important","1990","1-pers.-HH","323","0.343646019146611","0.312806072147218","0.374485966146003"
"Less important","1990","(Married) couple without C. ","631","0.309748850606723","0.289564664210744","0.329933037002702"
"Less important","1990","Single parent ","143","0.358112031754819","0.310467576669023","0.405756486840615"
"Less important","1990","Couple + C. LE 16 ","427","0.286014300404356","0.262866155980309","0.309162444828402"
"Less important","1990","Couple + C. GT 16 ","456","0.30065881213347","0.277637125950457","0.323680498316484"
"Less important","1990","Couple + C. LE and GT 16","145","0.326089323410898","0.282187708695696","0.369990938126099"
"Quite unimportant","1990","1-pers.-HH","328","0.390338534103688","0.358660808765475","0.422016259441901"
"Quite unimportant","1990","(Married) couple without C. ","332","0.172537687719497","0.156043956042135","0.189031419396858"
"Quite unimportant","1990","Single parent ","62","0.173242250284735","0.135633462467623","0.210851038101848"
"Quite unimportant","1990","Couple + C. LE 16 ","113","0.0789545723833633","0.0651409773138209","0.0927681674529057"
"Quite unimportant","1990","Couple + C. GT 16 ","135","0.0938593607502289","0.0792176370303877","0.10850108447007"
"Quite unimportant","1990","Couple + C. LE and GT 16","27","","",""
"Very important","1991","1-pers.-HH","","","",""
"Very important","1991","(Married) couple without C. ","","","",""
"Very important","1991","Single parent ","","","",""
"Very important","1991","Couple + C. LE 16 ","","","",""
"Very important","1991","Couple + C. GT 16 ","","","",""
"Very important","1991","Couple + C. LE and GT 16","","","",""
"Important","1991","1-pers.-HH","","","",""
"Important","1991","(Married) couple without C. ","","","",""
"Important","1991","Single parent ","","","",""
"Important","1991","Couple + C. LE 16 ","","","",""
"Important","1991","Couple + C. GT 16 ","","","",""
"Important","1991","Couple + C. LE and GT 16","","","",""
"Less important","1991","1-pers.-HH","","","",""
"Less important","1991","(Married) couple without C. ","","","",""
"Less important","1991","Single parent ","","","",""
"Less important","1991","Couple + C. LE 16 ","","","",""
"Less important","1991","Couple + C. GT 16 ","","","",""
"Less important","1991","Couple + C. LE and GT 16","","","",""
"Quite unimportant","1991","1-pers.-HH","","","",""
"Quite unimportant","1991","(Married) couple without C. ","","","",""
"Quite unimportant","1991","Single parent ","","","",""
"Quite unimportant","1991","Couple + C. LE 16 ","","","",""
"Quite unimportant","1991","Couple + C. GT 16 ","","","",""
"Quite unimportant","1991","Couple + C. LE and GT 16","","","",""
"Very important","1992","1-pers.-HH","105","0.0863267469422163","0.0703499073408345","0.102303586543598"
"Very important","1992","(Married) couple without C. ","688","0.238959089054482","0.223531082417581","0.254387095691384"
"Very important","1992","Single parent ","75","0.132555219774375","0.103928403911096","0.161182035637653"
"Very important","1992","Couple + C. LE 16 ","777","0.290920880867216","0.273849121427475","0.307992640306957"
"Very important","1992","Couple + C. GT 16 ","507","0.245817256100088","0.227742838043772","0.263891674156404"
"Very important","1992","Couple + C. LE and GT 16","162","0.222868267669205","0.192427380249753","0.253309155088657"
"Important","1992","1-pers.-HH","236","0.197537315743048","0.174887757881114","0.220186873604983"
"Important","1992","(Married) couple without C. ","851","0.300572488311261","0.283984641839302","0.317160334783219"
"Important","1992","Single parent ","128","0.263423495613176","0.226236602677961","0.300610388548391"
"Important","1992","Couple + C. LE 16 ","837","0.32751733522772","0.309877229657216","0.345157440798223"
"Important","1992","Couple + C. GT 16 ","735","0.350137702605553","0.330113743303857","0.370161661907248"
"Important","1992","Couple + C. LE and GT 16","237","0.340509251638684","0.30584716681481","0.375171336462558"
"Less important","1992","1-pers.-HH","383","0.313411755571477","0.287022414013461","0.339801097129493"
"Less important","1992","(Married) couple without C. ","829","0.278014568965269","0.261806098544441","0.294223039386097"
"Less important","1992","Single parent ","213","0.388943708618339","0.347787278827778","0.4301001384089"
"Less important","1992","Couple + C. LE 16 ","891","0.302132091017642","0.284872578332472","0.319391603702812"
"Less important","1992","Couple + C. GT 16 ","703","0.300185727815","0.280945674908563","0.319425780721436"
"Less important","1992","Couple + C. LE and GT 16","246","0.339202034300194","0.304572277493561","0.373831791106827"
"Quite unimportant","1992","1-pers.-HH","463","0.402724181743258","0.374823549071141","0.430624814415375"
"Quite unimportant","1992","(Married) couple without C. ","567","0.182453853668988","0.168481270722236","0.19642643661574"
"Quite unimportant","1992","Single parent ","123","0.21507757599411","0.180390743490388","0.249764408497831"
"Quite unimportant","1992","Couple + C. LE 16 ","214","0.0794296928874224","0.0692657220512921","0.0895936637235528"
"Quite unimportant","1992","Couple + C. GT 16 ","235","0.10385931347936","0.0910528072296502","0.11666581972907"
"Quite unimportant","1992","Couple + C. LE and GT 16","73","0.0974204463919169","0.0757307400527614","0.119110152731072"
"Very important","1993","1-pers.-HH","","","",""
"Very important","1993","(Married) couple without C. ","","","",""
"Very important","1993","Single parent ","","","",""
"Very important","1993","Couple + C. LE 16 ","","","",""
"Very important","1993","Couple + C. GT 16 ","","","",""
"Very important","1993","Couple + C. LE and GT 16","","","",""
"Important","1993","1-pers.-HH","","","",""
"Important","1993","(Married) couple without C. ","","","",""
"Important","1993","Single parent ","","","",""
