"plh0108","year","hgtyp1hh","sex","n","percent","lower_confidence","upper_confidence","value"
"Important","1990","1-pers.-HH","Male","80","0.23787109373475","0.191932661172095","0.283809526297405","2"
"Important","1990","1-pers.-HH","Female","108","0.17482995282289","0.143945516981989","0.205714388663791","2"
"Important","1990","(Married) couple without C. ","Male","277","0.269811230910202","0.242245722438432","0.297376739381973","2"
"Important","1990","(Married) couple without C. ","Female","291","0.287367948806731","0.259596416374678","0.315139481238784","2"
"Important","1990","Single parent ","Male","60","0.41754472051576","0.34040446798187","0.494684973049651","2"
"Important","1990","Couple + C. LE 16 ","Female","285","0.383911165311878","0.349128315376799","0.418694015246957","2"
"Important","1990","Single parent ","Female","67","0.268713125959412","0.211671430151874","0.32575482176695","2"
"Important","1990","Couple + C. LE 16 ","Male","275","0.396862140540522","0.36095081329368","0.432773467787364","2"
"Important","1990","Couple + C. GT 16 ","Female","261","0.378276564645217","0.341826611713863","0.414726517576571","2"
"Important","1990","Couple + C. LE and GT 16","Female","83","0.374909698159446","0.310794535039524","0.439024861279368","2"
"Important","1990","Couple + C. GT 16 ","Male","284","0.330662839298164","0.298923927564134","0.362401751032193","2"
"Important","1990","Couple + C. LE and GT 16","Male","81","0.367222284175972","0.303378865328758","0.431065703023186","2"
"Less important","1990","Couple + C. LE and GT 16","Male","65","0.292570462416746","0.232316880840395","0.352824043993097","3"
"Less important","1990","Couple + C. GT 16 ","Female","193","0.283702612417635","0.249820382454006","0.317584842381264","3"
"Less important","1990","1-pers.-HH","Female","186","0.309154882989658","0.27157647076727","0.346733295212046","3"
"Less important","1990","(Married) couple without C. ","Male","295","0.293680673272525","0.265395642843393","0.321965703701657","3"
"Less important","1990","1-pers.-HH","Male","137","0.409037037300565","0.355991045995363","0.462083028605767","3"
"Less important","1990","(Married) couple without C. ","Female","336","0.326147895138335","0.297378045652826","0.354917744623843","3"
"Less important","1990","Single parent ","Male","52","0.298704316130229","0.227111475117755","0.370297157142703","3"
"Less important","1990","Single parent ","Female","91","0.397247729029523","0.334281999748798","0.460213458310249","3"
"Less important","1990","Couple + C. LE 16 ","Male","191","0.264625834427843","0.232246074039798","0.297005594815888","3"
"Less important","1990","Couple + C. LE 16 ","Female","236","0.306926486341307","0.273940083571838","0.339912889110776","3"
"Less important","1990","Couple + C. GT 16 ","Male","263","0.313558091365808","0.282258564769692","0.344857617961923","3"
