"plh0108","year","e11103","sex","n","percent","lower_confidence","upper_confidence"
"Very important","1990","Full Time","Male","567","0.243532730001037","0.225674303956859","0.261391156045214"
"Very important","1990","Full Time","Female","142","0.130974125882145","0.109710174927112","0.152238076837178"
"Very important","1990","Part Time","Male","79","0.19116160596166","0.150655077900874","0.231668134022446"
"Very important","1990","Part Time","Female","178","0.166206873392954","0.142852037098841","0.189561709687068"
"Very important","1990","Not Working","Male","212","0.239920890396117","0.21099086649538","0.268850914296854"
"Very important","1990","Not Working","Female","383","0.192419565737106","0.174018649677092","0.21082048179712"
"Important","1990","Full Time","Male","794","0.354145232033876","0.33424640053369","0.374044063534062"
"Important","1990","Full Time","Female","271","0.262735511957773","0.23499554749786","0.290475476417687"
"Important","1990","Part Time","Male","105","0.281906146868759","0.235557540174628","0.328254753562889"
"Important","1990","Part Time","Female","353","0.361353725523376","0.331215363729602","0.39149208731715"
"Important","1990","Not Working","Male","221","0.249806059039712","0.220478655022555","0.279133463056869"
"Important","1990","Not Working","Female","553","0.282207956596464","0.261198932368276","0.303216980824653"
"Less important","1990","Full Time","Male","681","0.316790816883681","0.297434060717023","0.336147573050338"
"Less important","1990","Full Time","Female","399","0.423491846494986","0.392348870748719","0.454634822241253"
"Less important","1990","Part Time","Male","134","0.37561930278631","0.32573171660524","0.425506888967379"
"Less important","1990","Part Time","Female","331","0.337682097571764","0.308012582529175","0.367351612614352"
"Less important","1990","Not Working","Male","226","0.268769148639032","0.238735899204002","0.298802398074061"
"Less important","1990","Not Working","Female","441","0.252194561892398","0.231923145095256","0.27246597868954"
"Quite unimportant","1990","Full Time","Male","177","0.0855312210814066","0.0738948860365423","0.0971675561262709"
"Quite unimportant","1990","Full Time","Female","155","0.182798515665096","0.158438040240431","0.207158991089761"
"Quite unimportant","1990","Part Time","Male","44","0.151312944383272","0.11439770950663","0.188228179259914"
"Quite unimportant","1990","Part Time","Female","114","0.134757303511906","0.113334894380868","0.156179712642945"
"Quite unimportant","1990","Not Working","Male","178","0.241503901925139","0.212508835134445","0.270498968715833"
"Quite unimportant","1990","Not Working","Female","386","0.273177915774031","0.252378133647317","0.293977697900746"
