"plh0108","year","age_gr","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Very important","1995","35-65 y.","(Married) couple without C. ","377","0.227985029047519","0.207692903508185","0.248277154586853"
"Very important","1995","35-65 y.","Single parent ","42","0.183815377782193","0.134398282508347","0.233232473056038"
"Very important","1995","35-65 y.","Couple + C. LE 16 ","391","0.286152491839846","0.262494625479524","0.309810358200167"
"Very important","1995","35-65 y.","Couple + C. GT 16 ","380","0.336905079135062","0.309670351185938","0.364139807084187"
"Very important","1995","35-65 y.","Couple + C. LE and GT 16","160","0.290262185925367","0.25293561227156","0.327588759579175"
"Very important","1995","66 and older","1-pers.-HH","70","0.120668068117477","0.0925622751875933","0.14877386104736"
"Very important","1995","66 and older","(Married) couple without C. ","211","0.307015191119011","0.273205838125956","0.340824544112066"
"Very important","1995","66 and older","Single parent ","5","","",""
"Very important","1995","66 and older","Couple + C. LE 16 ","","","",""
"Very important","1995","66 and older","Couple + C. GT 16 ","38","0.459880283918945","0.353300248865178","0.566460318972712"
"Very important","1995","66 and older","Couple + C. LE and GT 16","","","",""
"Important","1995","16-34 y.","1-pers.-HH","80","0.219679283941589","0.177262408991142","0.262096158892037"
"Important","1995","16-34 y.","(Married) couple without C. ","270","0.325785638027478","0.293207257335185","0.358364018719771"
"Important","1995","16-34 y.","Single parent ","80","0.304867331619687","0.248910809821447","0.360823853417927"
"Important","1995","16-34 y.","Couple + C. LE 16 ","407","0.339309597704141","0.312620615524422","0.365998579883861"
"Important","1995","16-34 y.","Couple + C. GT 16 ","267","0.339261200104698","0.305421915517387","0.37310048469201"
"Important","1995","16-34 y.","Couple + C. LE and GT 16","146","0.425147602322423","0.373937620893893","0.476357583750953"
"Important","1995","35-65 y.","1-pers.-HH","87","0.182965548963105","0.147242651226916","0.218688446699294"
"Important","1995","35-65 y.","(Married) couple without C. ","490","0.303731394165315","0.28148832239003","0.3259744659406"
"Important","1995","35-65 y.","Single parent ","62","0.303122744715902","0.244484697748027","0.361760791683777"
"Important","1995","35-65 y.","Couple + C. LE 16 ","535","0.41041926645997","0.384670312206052","0.436168220713889"
"Important","1995","35-65 y.","Couple + C. GT 16 ","405","0.375412224742002","0.347510416043944","0.40331403344006"
"Important","1995","35-65 y.","Couple + C. LE and GT 16","221","0.391946639306774","0.351799163761207","0.43209411485234"
"Important","1995","66 and older","1-pers.-HH","97","0.19643203282894","0.162152041471108","0.230712024186771"
"Important","1995","66 and older","(Married) couple without C. ","206","0.321147620949919","0.286923279758197","0.35537196214164"
"Important","1995","66 and older","Single parent ","15","","",""
"Important","1995","66 and older","Couple + C. LE 16 ","","","",""
"Important","1995","66 and older","Couple + C. GT 16 ","27","","",""
"Important","1995","66 and older","Couple + C. LE and GT 16","","","",""
"Less important","1995","16-34 y.","1-pers.-HH","193","0.536169541731304","0.485079265598329","0.587259817864279"
"Less important","1995","16-34 y.","(Married) couple without C. ","308","0.375142732366946","0.341487452370232","0.408798012363659"
"Less important","1995","16-34 y.","Single parent ","117","0.457049662887579","0.396498405349913","0.517600920425245"
"Less important","1995","16-34 y.","Couple + C. LE 16 ","365","0.290938456109286","0.265336245166806","0.316540667051766"
"Less important","1995","16-34 y.","Couple + C. GT 16 ","295","0.403969640279702","0.368898674515149","0.439040606044254"
"Less important","1995","16-34 y.","Couple + C. LE and GT 16","143","0.375127217648305","0.32497482351183","0.425279611784779"
"Less important","1995","35-65 y.","1-pers.-HH","178","0.412039702919069","0.366563377331515","0.457516028506623"
"Less important","1995","35-65 y.","(Married) couple without C. ","542","0.327119845733483","0.30442726857645","0.349812422890516"
"Less important","1995","35-65 y.","Single parent ","84","0.33164721894886","0.271580605214267","0.391713832683453"
"Less important","1995","35-65 y.","Couple + C. LE 16 ","395","0.250993909811665","0.228297960619034","0.273689859004295"
"Less important","1995","35-65 y.","Couple + C. GT 16 ","272","0.210332249645903","0.186849089165967","0.233815410125839"
"Less important","1995","35-65 y.","Couple + C. LE and GT 16","158","0.273891327481991","0.237216855013749","0.310565799950232"
"Less important","1995","66 and older","1-pers.-HH","110","0.227078209250181","0.190930669309916","0.263225749190445"
"Less important","1995","66 and older","(Married) couple without C. ","90","0.112960709945327","0.089758454435407","0.136162965455246"
"Less important","1995","66 and older","Single parent ","8","","",""
"Less important","1995","66 and older","Couple + C. LE 16 ","","","",""
"Less important","1995","66 and older","Couple + C. GT 16 ","5","","",""
"Less important","1995","66 and older","Couple + C. LE and GT 16","","","",""
"Quite unimportant","1995","16-34 y.","1-pers.-HH","59","0.164903569326634","0.126885427187328","0.20292171146594"
"Quite unimportant","1995","16-34 y.","(Married) couple without C. ","50","0.0732464839929686","0.0551355837241525","0.0913573842617847"
"Quite unimportant","1995","16-34 y.","Single parent ","29","","",""
"Quite unimportant","1995","16-34 y.","Couple + C. LE 16 ","79","0.0633178396079085","0.0495902556270495","0.0770454235887676"
"Quite unimportant","1995","16-34 y.","Couple + C. GT 16 ","48","0.0573607824645762","0.0407412249687464","0.0739803399604061"
"Quite unimportant","1995","16-34 y.","Couple + C. LE and GT 16","21","","",""
"Quite unimportant","1995","35-65 y.","1-pers.-HH","131","0.283551028047582","0.241907254215211","0.325194801879953"
"Quite unimportant","1995","35-65 y.","(Married) couple without C. ","233","0.141163731053683","0.124322328096017","0.15800513401135"
"Quite unimportant","1995","35-65 y.","Single parent ","48","0.181414658553045","0.132249181317252","0.230580135788838"
"Quite unimportant","1995","35-65 y.","Couple + C. LE 16 ","81","0.052434331888519","0.0407665954024339","0.0641020683746042"
"Quite unimportant","1995","35-65 y.","Couple + C. GT 16 ","100","0.0773504464770327","0.0619571649610269","0.0927437279930386"
"Quite unimportant","1995","35-65 y.","Couple + C. LE and GT 16","29","","",""
"Quite unimportant","1995","66 and older","1-pers.-HH","239","0.455821689803403","0.412849117847812","0.498794261758994"
"Quite unimportant","1995","66 and older","(Married) couple without C. ","208","0.258876477985743","0.2267704437509","0.290982512220586"
"Quite unimportant","1995","66 and older","Single parent ","6","","",""
"Quite unimportant","1995","66 and older","Couple + C. LE 16 ","","","",""
"Quite unimportant","1995","66 and older","Couple + C. GT 16 ","14","","",""
"Quite unimportant","1995","66 and older","Couple + C. LE and GT 16","","","",""
"Very important","1996","16-34 y.","1-pers.-HH","","","",""
"Very important","1996","16-34 y.","(Married) couple without C. ","","","",""
"Very important","1996","16-34 y.","Single parent ","","","",""
"Very important","1996","16-34 y.","Couple + C. LE 16 ","","","",""
"Very important","1996","16-34 y.","Couple + C. GT 16 ","","","",""
"Very important","1996","16-34 y.","Couple + C. LE and GT 16","","","",""
"Very important","1996","35-65 y.","1-pers.-HH","","","",""
"Very important","1996","35-65 y.","(Married) couple without C. ","","","",""
"Very important","1996","35-65 y.","Single parent ","","","",""
"Very important","1996","35-65 y.","Couple + C. LE 16 ","","","",""
"Very important","1996","35-65 y.","Couple + C. GT 16 ","","","",""
"Very important","1996","35-65 y.","Couple + C. LE and GT 16","","","",""
"Very important","1996","66 and older","1-pers.-HH","","","",""
"Very important","1996","66 and older","(Married) couple without C. ","","","",""
"Very important","1996","66 and older","Single parent ","","","",""
"Very important","1996","66 and older","Couple + C. LE 16 ","","","",""
"Very important","1996","66 and older","Couple + C. GT 16 ","","","",""
"Very important","1996","66 and older","Couple + C. LE and GT 16","","","",""
"Important","1996","16-34 y.","1-pers.-HH","","","",""
"Important","1996","16-34 y.","(Married) couple without C. ","","","",""
"Important","1996","16-34 y.","Single parent ","","","",""
"Important","1996","16-34 y.","Couple + C. LE 16 ","","","",""
"Important","1996","16-34 y.","Couple + C. GT 16 ","","","",""
"Important","1996","16-34 y.","Couple + C. LE and GT 16","","","",""
"Important","1996","35-65 y.","1-pers.-HH","","","",""
"Important","1996","35-65 y.","(Married) couple without C. ","","","",""
"Important","1996","35-65 y.","Single parent ","","","",""
"Important","1996","35-65 y.","Couple + C. LE 16 ","","","",""
"Important","1996","35-65 y.","Couple + C. GT 16 ","","","",""
"Important","1996","35-65 y.","Couple + C. LE and GT 16","","","",""
"Important","1996","66 and older","1-pers.-HH","","","",""
"Important","1996","66 and older","(Married) couple without C. ","","","",""
"Important","1996","66 and older","Single parent ","","","",""
"Important","1996","66 and older","Couple + C. LE 16 ","","","",""
"Important","1996","66 and older","Couple + C. GT 16 ","","","",""
"Important","1996","66 and older","Couple + C. LE and GT 16","","","",""
"Less important","1996","16-34 y.","1-pers.-HH","","","",""
"Less important","1996","16-34 y.","(Married) couple without C. ","","","",""
"Less important","1996","16-34 y.","Single parent ","","","",""
"Less important","1996","16-34 y.","Couple + C. LE 16 ","","","",""
"Less important","1996","16-34 y.","Couple + C. GT 16 ","","","",""
"Less important","1996","16-34 y.","Couple + C. LE and GT 16","","","",""
"Less important","1996","35-65 y.","1-pers.-HH","","","",""
"Less important","1996","35-65 y.","(Married) couple without C. ","","","",""
"Less important","1996","35-65 y.","Single parent ","","","",""
"Less important","1996","35-65 y.","Couple + C. LE 16 ","","","",""
"Less important","1996","35-65 y.","Couple + C. GT 16 ","","","",""
"Less important","1996","35-65 y.","Couple + C. LE and GT 16","","","",""
"Less important","1996","66 and older","1-pers.-HH","","","",""
"Less important","1996","66 and older","(Married) couple without C. ","","","",""
"Less important","1996","66 and older","Single parent ","","","",""
"Less important","1996","66 and older","Couple + C. LE 16 ","","","",""
"Less important","1996","66 and older","Couple + C. GT 16 ","","","",""
"Less important","1996","66 and older","Couple + C. LE and GT 16","","","",""
"Quite unimportant","1996","16-34 y.","1-pers.-HH","","","",""
"Quite unimportant","1996","16-34 y.","(Married) couple without C. ","","","",""
"Quite unimportant","1996","16-34 y.","Single parent ","","","",""
"Quite unimportant","1996","16-34 y.","Couple + C. LE 16 ","","","",""
"Quite unimportant","1996","16-34 y.","Couple + C. GT 16 ","","","",""
"Quite unimportant","1996","16-34 y.","Couple + C. LE and GT 16","","","",""
"Quite unimportant","1996","35-65 y.","1-pers.-HH","","","",""
"Quite unimportant","1996","35-65 y.","(Married) couple without C. ","","","",""
"Quite unimportant","1996","35-65 y.","Single parent ","","","",""
"Quite unimportant","1996","35-65 y.","Couple + C. LE 16 ","","","",""
"Quite unimportant","1996","35-65 y.","Couple + C. GT 16 ","","","",""
"Quite unimportant","1996","35-65 y.","Couple + C. LE and GT 16","","","",""
"Quite unimportant","1996","66 and older","1-pers.-HH","","","",""
"Quite unimportant","1996","66 and older","(Married) couple without C. ","","","",""
"Quite unimportant","1996","66 and older","Single parent ","","","",""
"Quite unimportant","1996","66 and older","Couple + C. LE 16 ","","","",""
"Quite unimportant","1996","66 and older","Couple + C. GT 16 ","","","",""
"Quite unimportant","1996","66 and older","Couple + C. LE and GT 16","","","",""
"Very important","1997","16-34 y.","1-pers.-HH","","","",""
"Very important","1997","16-34 y.","(Married) couple without C. ","","","",""
"Very important","1997","16-34 y.","Single parent ","","","",""
"Very important","1997","16-34 y.","Couple + C. LE 16 ","","","",""
"Very important","1997","16-34 y.","Couple + C. GT 16 ","","","",""
"Very important","1997","16-34 y.","Couple + C. LE and GT 16","","","",""
"Very important","1997","35-65 y.","1-pers.-HH","","","",""
"Very important","1997","35-65 y.","(Married) couple without C. ","","","",""
"Very important","1997","35-65 y.","Single parent ","","","",""
"Very important","1997","35-65 y.","Couple + C. LE 16 ","","","",""
"Very important","1997","35-65 y.","Couple + C. GT 16 ","","","",""
"Very important","1997","35-65 y.","Couple + C. LE and GT 16","","","",""
"Very important","1997","66 and older","1-pers.-HH","","","",""
"Very important","1997","66 and older","(Married) couple without C. ","","","",""
"Very important","1997","66 and older","Single parent ","","","",""
"Very important","1997","66 and older","Couple + C. LE 16 ","","","",""
"Very important","1997","66 and older","Couple + C. GT 16 ","","","",""
"Very important","1997","66 and older","Couple + C. LE and GT 16","","","",""
"Important","1997","16-34 y.","1-pers.-HH","","","",""
"Important","1997","16-34 y.","(Married) couple without C. ","","","",""
"Important","1997","16-34 y.","Single parent ","","","",""
"Important","1997","16-34 y.","Couple + C. LE 16 ","","","",""
"Important","1997","16-34 y.","Couple + C. GT 16 ","","","",""
"Important","1997","16-34 y.","Couple + C. LE and GT 16","","","",""
"Important","1997","35-65 y.","1-pers.-HH","","","",""
"Important","1997","35-65 y.","(Married) couple without C. ","","","",""
"Important","1997","35-65 y.","Single parent ","","","",""
"Important","1997","35-65 y.","Couple + C. LE 16 ","","","",""
"Important","1997","35-65 y.","Couple + C. GT 16 ","","","",""
"Important","1997","35-65 y.","Couple + C. LE and GT 16","","","",""
"Important","1997","66 and older","1-pers.-HH","","","",""
"Important","1997","66 and older","(Married) couple without C. ","","","",""
"Important","1997","66 and older","Single parent ","","","",""
"Important","1997","66 and older","Couple + C. LE 16 ","","","",""
"Important","1997","66 and older","Couple + C. GT 16 ","","","",""
"Important","1997","66 and older","Couple + C. LE and GT 16","","","",""
"Less important","1997","16-34 y.","1-pers.-HH","","","",""
"Less important","1997","16-34 y.","(Married) couple without C. ","","","",""
"Less important","1997","16-34 y.","Single parent ","","","",""
"Less important","1997","16-34 y.","Couple + C. LE 16 ","","","",""
"Less important","1997","16-34 y.","Couple + C. GT 16 ","","","",""
"Less important","1997","16-34 y.","Couple + C. LE and GT 16","","","",""
"Less important","1997","35-65 y.","1-pers.-HH","","","",""
"Less important","1997","35-65 y.","(Married) couple without C. ","","","",""
"Less important","1997","35-65 y.","Single parent ","","","",""
"Less important","1997","35-65 y.","Couple + C. LE 16 ","","","",""
"Less important","1997","35-65 y.","Couple + C. GT 16 ","","","",""
"Less important","1997","35-65 y.","Couple + C. LE and GT 16","","","",""
"Less important","1997","66 and older","1-pers.-HH","","","",""
"Less important","1997","66 and older","(Married) couple without C. ","","","",""
"Less important","1997","66 and older","Single parent ","","","",""
"Less important","1997","66 and older","Couple + C. LE 16 ","","","",""
"Less important","1997","66 and older","Couple + C. GT 16 ","","","",""
"Less important","1997","66 and older","Couple + C. LE and GT 16","","","",""
"Quite unimportant","1997","16-34 y.","1-pers.-HH","","","",""
"Quite unimportant","1997","16-34 y.","(Married) couple without C. ","","","",""
"Quite unimportant","1997","16-34 y.","Single parent ","","","",""
"Quite unimportant","1997","16-34 y.","Couple + C. LE 16 ","","","",""
"Quite unimportant","1997","16-34 y.","Couple + C. GT 16 ","","","",""
"Quite unimportant","1997","16-34 y.","Couple + C. LE and GT 16","","","",""
"Quite unimportant","1997","35-65 y.","1-pers.-HH","","","",""
"Quite unimportant","1997","35-65 y.","(Married) couple without C. ","","","",""
"Quite unimportant","1997","35-65 y.","Single parent ","","","",""
"Quite unimportant","1997","35-65 y.","Couple + C. LE 16 ","","","",""
"Quite unimportant","1997","35-65 y.","Couple + C. GT 16 ","","","",""
"Quite unimportant","1997","35-65 y.","Couple + C. LE and GT 16","","","",""
"Quite unimportant","1997","66 and older","1-pers.-HH","","","",""
"Quite unimportant","1997","66 and older","(Married) couple without C. ","","","",""
"Quite unimportant","1997","66 and older","Single parent ","","","",""
"Quite unimportant","1997","66 and older","Couple + C. LE 16 ","","","",""
"Quite unimportant","1997","66 and older","Couple + C. GT 16 ","","","",""
"Quite unimportant","1997","66 and older","Couple + C. LE and GT 16","","","",""
"Very important","1998","16-34 y.","1-pers.-HH","","","",""
"Very important","1998","16-34 y.","(Married) couple without C. ","","","",""
"Very important","1998","16-34 y.","Single parent ","","","",""
"Very important","1998","16-34 y.","Couple + C. LE 16 ","","","",""
"Very important","1998","16-34 y.","Couple + C. GT 16 ","","","",""
"Very important","1998","16-34 y.","Couple + C. LE and GT 16","","","",""
"Very important","1998","35-65 y.","1-pers.-HH","","","",""
"Very important","1998","35-65 y.","(Married) couple without C. ","","","",""
"Very important","1998","35-65 y.","Single parent ","","","",""
"Very important","1998","35-65 y.","Couple + C. LE 16 ","","","",""
"Very important","1998","35-65 y.","Couple + C. GT 16 ","","","",""
"Very important","1998","35-65 y.","Couple + C. LE and GT 16","","","",""
"Very important","1998","66 and older","1-pers.-HH","","","",""
"Very important","1998","66 and older","(Married) couple without C. ","","","",""
"Very important","1998","66 and older","Single parent ","","","",""
"Very important","1998","66 and older","Couple + C. LE 16 ","","","",""
"Very important","1998","66 and older","Couple + C. GT 16 ","","","",""
"Very important","1998","66 and older","Couple + C. LE and GT 16","","","",""
"Important","1998","16-34 y.","1-pers.-HH","","","",""
"Important","1998","16-34 y.","(Married) couple without C. ","","","",""
"Important","1998","16-34 y.","Single parent ","","","",""
"Important","1998","16-34 y.","Couple + C. LE 16 ","","","",""
"Important","1998","16-34 y.","Couple + C. GT 16 ","","","",""
"Important","1998","16-34 y.","Couple + C. LE and GT 16","","","",""
"Important","1998","35-65 y.","1-pers.-HH","","","",""
"Important","1998","35-65 y.","(Married) couple without C. ","","","",""
"Important","1998","35-65 y.","Single parent ","","","",""
"Important","1998","35-65 y.","Couple + C. LE 16 ","","","",""
"Important","1998","35-65 y.","Couple + C. GT 16 ","","","",""
"Important","1998","35-65 y.","Couple + C. LE and GT 16","","","",""
"Important","1998","66 and older","1-pers.-HH","","","",""
"Important","1998","66 and older","(Married) couple without C. ","","","",""
"Important","1998","66 and older","Single parent ","","","",""
"Important","1998","66 and older","Couple + C. LE 16 ","","","",""
"Important","1998","66 and older","Couple + C. GT 16 ","","","",""
"Important","1998","66 and older","Couple + C. LE and GT 16","","","",""
"Less important","1998","16-34 y.","1-pers.-HH","","","",""
"Less important","1998","16-34 y.","(Married) couple without C. ","","","",""
"Less important","1998","16-34 y.","Single parent ","","","",""
"Less important","1998","16-34 y.","Couple + C. LE 16 ","","","",""
"Less important","1998","16-34 y.","Couple + C. GT 16 ","","","",""
"Less important","1998","16-34 y.","Couple + C. LE and GT 16","","","",""
"Less important","1998","35-65 y.","1-pers.-HH","","","",""
"Less important","1998","35-65 y.","(Married) couple without C. ","","","",""
"Less important","1998","35-65 y.","Single parent ","","","",""
"Less important","1998","35-65 y.","Couple + C. LE 16 ","","","",""
"Less important","1998","35-65 y.","Couple + C. GT 16 ","","","",""
"Less important","1998","35-65 y.","Couple + C. LE and GT 16","","","",""
"Less important","1998","66 and older","1-pers.-HH","","","",""
"Less important","1998","66 and older","(Married) couple without C. ","","","",""
"Less important","1998","66 and older","Single parent ","","","",""
"Less important","1998","66 and older","Couple + C. LE 16 ","","","",""
"Less important","1998","66 and older","Couple + C. GT 16 ","","","",""
"Less important","1998","66 and older","Couple + C. LE and GT 16","","","",""
"Quite unimportant","1998","16-34 y.","1-pers.-HH","","","",""
"Quite unimportant","1998","16-34 y.","(Married) couple without C. ","","","",""
"Quite unimportant","1998","16-34 y.","Single parent ","","","",""
"Quite unimportant","1998","16-34 y.","Couple + C. LE 16 ","","","",""
"Quite unimportant","1998","16-34 y.","Couple + C. GT 16 ","","","",""
"Quite unimportant","1998","16-34 y.","Couple + C. LE and GT 16","","","",""
"Quite unimportant","1998","35-65 y.","1-pers.-HH","","","",""
"Quite unimportant","1998","35-65 y.","(Married) couple without C. ","","","",""
"Quite unimportant","1998","35-65 y.","Single parent ","","","",""
"Quite unimportant","1998","35-65 y.","Couple + C. LE 16 ","","","",""
"Quite unimportant","1998","35-65 y.","Couple + C. GT 16 ","","","",""
"Quite unimportant","1998","35-65 y.","Couple + C. LE and GT 16","","","",""
"Quite unimportant","1998","66 and older","1-pers.-HH","","","",""
"Quite unimportant","1998","66 and older","(Married) couple without C. ","","","",""
"Quite unimportant","1998","66 and older","Single parent ","","","",""
"Quite unimportant","1998","66 and older","Couple + C. LE 16 ","","","",""
"Quite unimportant","1998","66 and older","Couple + C. GT 16 ","","","",""
"Quite unimportant","1998","66 and older","Couple + C. LE and GT 16","","","",""
"Very important","1999","16-34 y.","1-pers.-HH","","","",""
"Very important","1999","16-34 y.","(Married) couple without C. ","","","",""
"Very important","1999","16-34 y.","Single parent ","","","",""
"Very important","1999","16-34 y.","Couple + C. LE 16 ","","","",""
"Very important","1999","16-34 y.","Couple + C. GT 16 ","","","",""
"Very important","1999","16-34 y.","Couple + C. LE and GT 16","","","",""
"Very important","1999","35-65 y.","1-pers.-HH","","","",""
"Very important","1999","35-65 y.","(Married) couple without C. ","","","",""
"Very important","1999","35-65 y.","Single parent ","","","",""
"Very important","1999","35-65 y.","Couple + C. LE 16 ","","","",""
"Very important","1999","35-65 y.","Couple + C. GT 16 ","","","",""
"Very important","1999","35-65 y.","Couple + C. LE and GT 16","","","",""
"Very important","1999","66 and older","1-pers.-HH","","","",""
"Very important","1999","66 and older","(Married) couple without C. ","","","",""
"Very important","1999","66 and older","Single parent ","","","",""
"Very important","1999","66 and older","Couple + C. LE 16 ","","","",""
"Very important","1999","66 and older","Couple + C. GT 16 ","","","",""
"Very important","1999","66 and older","Couple + C. LE and GT 16","","","",""
"Important","1999","16-34 y.","1-pers.-HH","","","",""
"Important","1999","16-34 y.","(Married) couple without C. ","","","",""
"Important","1999","16-34 y.","Single parent ","","","",""
"Important","1999","16-34 y.","Couple + C. LE 16 ","","","",""
"Important","1999","16-34 y.","Couple + C. GT 16 ","","","",""
"Important","1999","16-34 y.","Couple + C. LE and GT 16","","","",""
"Important","1999","35-65 y.","1-pers.-HH","","","",""
"Important","1999","35-65 y.","(Married) couple without C. ","","","",""
"Important","1999","35-65 y.","Single parent ","","","",""
"Important","1999","35-65 y.","Couple + C. LE 16 ","","","",""
"Important","1999","35-65 y.","Couple + C. GT 16 ","","","",""
"Important","1999","35-65 y.","Couple + C. LE and GT 16","","","",""
"Important","1999","66 and older","1-pers.-HH","","","",""
"Important","1999","66 and older","(Married) couple without C. ","","","",""
"Important","1999","66 and older","Single parent ","","","",""
"Important","1999","66 and older","Couple + C. LE 16 ","","","",""
"Important","1999","66 and older","Couple + C. GT 16 ","","","",""
"Important","1999","66 and older","Couple + C. LE and GT 16","","","",""
"Less important","1999","16-34 y.","1-pers.-HH","","","",""
"Less important","1999","16-34 y.","(Married) couple without C. ","","","",""
"Less important","1999","16-34 y.","Single parent ","","","",""
"Less important","1999","16-34 y.","Couple + C. LE 16 ","","","",""
"Less important","1999","16-34 y.","Couple + C. GT 16 ","","","",""
"Less important","1999","16-34 y.","Couple + C. LE and GT 16","","","",""
"Less important","1999","35-65 y.","1-pers.-HH","","","",""
"Less important","1999","35-65 y.","(Married) couple without C. ","","","",""
"Less important","1999","35-65 y.","Single parent ","","","",""
"Less important","1999","35-65 y.","Couple + C. LE 16 ","","","",""
"Less important","1999","35-65 y.","Couple + C. GT 16 ","","","",""
"Less important","1999","35-65 y.","Couple + C. LE and GT 16","","","",""
"Less important","1999","66 and older","1-pers.-HH","","","",""
"Less important","1999","66 and older","(Married) couple without C. ","","","",""
"Less important","1999","66 and older","Single parent ","","","",""
"Less important","1999","66 and older","Couple + C. LE 16 ","","","",""
"Less important","1999","66 and older","Couple + C. GT 16 ","","","",""
"Less important","1999","66 and older","Couple + C. LE and GT 16","","","",""
"Quite unimportant","1999","16-34 y.","1-pers.-HH","","","",""
"Quite unimportant","1999","16-34 y.","(Married) couple without C. ","","","",""
"Quite unimportant","1999","16-34 y.","Single parent ","","","",""
"Quite unimportant","1999","16-34 y.","Couple + C. LE 16 ","","","",""
"Quite unimportant","1999","16-34 y.","Couple + C. GT 16 ","","","",""
"Quite unimportant","1999","16-34 y.","Couple + C. LE and GT 16","","","",""
"Quite unimportant","1999","35-65 y.","1-pers.-HH","","","",""
"Quite unimportant","1999","35-65 y.","(Married) couple without C. ","","","",""
"Quite unimportant","1999","35-65 y.","Single parent ","","","",""
"Quite unimportant","1999","35-65 y.","Couple + C. LE 16 ","","","",""
"Quite unimportant","1999","35-65 y.","Couple + C. GT 16 ","","","",""
"Quite unimportant","1999","35-65 y.","Couple + C. LE and GT 16","","","",""
"Quite unimportant","1999","66 and older","1-pers.-HH","","","",""
"Quite unimportant","1999","66 and older","(Married) couple without C. ","","","",""
"Quite unimportant","1999","66 and older","Single parent ","","","",""
"Quite unimportant","1999","66 and older","Couple + C. LE 16 ","","","",""
"Quite unimportant","1999","66 and older","Couple + C. GT 16 ","","","",""
"Quite unimportant","1999","66 and older","Couple + C. LE and GT 16","","","",""
"Very important","2000","16-34 y.","1-pers.-HH","","","",""
"Very important","2000","16-34 y.","(Married) couple without C. ","","","",""
"Very important","2000","16-34 y.","Single parent ","","","",""
"Very important","2000","16-34 y.","Couple + C. LE 16 ","","","",""
"Very important","2000","16-34 y.","Couple + C. GT 16 ","","","",""
"Very important","2000","16-34 y.","Couple + C. LE and GT 16","","","",""
"Very important","2000","35-65 y.","1-pers.-HH","","","",""
"Very important","2000","35-65 y.","(Married) couple without C. ","","","",""
"Very important","2000","35-65 y.","Single parent ","","","",""
"Very important","2000","35-65 y.","Couple + C. LE 16 ","","","",""
"Very important","2000","35-65 y.","Couple + C. GT 16 ","","","",""
"Very important","2000","35-65 y.","Couple + C. LE and GT 16","","","",""
"Very important","2000","66 and older","1-pers.-HH","","","",""
"Very important","2000","66 and older","(Married) couple without C. ","","","",""
"Very important","2000","66 and older","Single parent ","","","",""
"Very important","2000","66 and older","Couple + C. LE 16 ","","","",""
"Very important","2000","66 and older","Couple + C. GT 16 ","","","",""
"Very important","2000","66 and older","Couple + C. LE and GT 16","","","",""
"Important","2000","16-34 y.","1-pers.-HH","","","",""
"Important","2000","16-34 y.","(Married) couple without C. ","","","",""
"Important","2000","16-34 y.","Single parent ","","","",""
"Important","2000","16-34 y.","Couple + C. LE 16 ","","","",""
"Important","2000","16-34 y.","Couple + C. GT 16 ","","","",""
"Important","2000","16-34 y.","Couple + C. LE and GT 16","","","",""
"Important","2000","35-65 y.","1-pers.-HH","","","",""
"Important","2000","35-65 y.","(Married) couple without C. ","","","",""
"Important","2000","35-65 y.","Single parent ","","","",""
"Important","2000","35-65 y.","Couple + C. LE 16 ","","","",""
"Important","2000","35-65 y.","Couple + C. GT 16 ","","","",""
"Important","2000","35-65 y.","Couple + C. LE and GT 16","","","",""
"Important","2000","66 and older","1-pers.-HH","","","",""
"Important","2000","66 and older","(Married) couple without C. ","","","",""
"Important","2000","66 and older","Single parent ","","","",""
"Important","2000","66 and older","Couple + C. LE 16 ","","","",""
"Important","2000","66 and older","Couple + C. GT 16 ","","","",""
"Important","2000","66 and older","Couple + C. LE and GT 16","","","",""
"Less important","2000","16-34 y.","1-pers.-HH","","","",""
"Less important","2000","16-34 y.","(Married) couple without C. ","","","",""
"Less important","2000","16-34 y.","Single parent ","","","",""
"Less important","2000","16-34 y.","Couple + C. LE 16 ","","","",""
"Less important","2000","16-34 y.","Couple + C. GT 16 ","","","",""
"Less important","2000","16-34 y.","Couple + C. LE and GT 16","","","",""
"Less important","2000","35-65 y.","1-pers.-HH","","","",""
"Less important","2000","35-65 y.","(Married) couple without C. ","","","",""
"Less important","2000","35-65 y.","Single parent ","","","",""
"Less important","2000","35-65 y.","Couple + C. LE 16 ","","","",""
"Less important","2000","35-65 y.","Couple + C. GT 16 ","","","",""
"Less important","2000","35-65 y.","Couple + C. LE and GT 16","","","",""
"Less important","2000","66 and older","1-pers.-HH","","","",""
"Less important","2000","66 and older","(Married) couple without C. ","","","",""
"Less important","2000","66 and older","Single parent ","","","",""
"Less important","2000","66 and older","Couple + C. LE 16 ","","","",""
"Less important","2000","66 and older","Couple + C. GT 16 ","","","",""
"Less important","2000","66 and older","Couple + C. LE and GT 16","","","",""
"Quite unimportant","2000","16-34 y.","1-pers.-HH","","","",""
"Quite unimportant","2000","16-34 y.","(Married) couple without C. ","","","",""
"Quite unimportant","2000","16-34 y.","Single parent ","","","",""
"Quite unimportant","2000","16-34 y.","Couple + C. LE 16 ","","","",""
"Quite unimportant","2000","16-34 y.","Couple + C. GT 16 ","","","",""
"Quite unimportant","2000","16-34 y.","Couple + C. LE and GT 16","","","",""
"Quite unimportant","2000","35-65 y.","1-pers.-HH","","","",""
"Quite unimportant","2000","35-65 y.","(Married) couple without C. ","","","",""
