"plh0108","year","e11103","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Very important","1990","Full Time","(0) in school","","","",""
"Very important","1990","Full Time","(1a) inadequately completed","3","","",""
"Very important","1990","Full Time","(1b) general elementary school","88","0.239091508519867","0.193141839701234","0.285041177338501"
"Very important","1990","Full Time","(1c) basic vocational qualification","358","0.249967533494525","0.226980549307608","0.272954517681442"
"Very important","1990","Full Time","(2b) intermediate general qualification","17","","",""
"Very important","1990","Full Time","(2a) intermediate vocational","119","0.165087384432216","0.137244437845699","0.192930331018733"
"Very important","1990","Full Time","(2c_gen) general maturity certificate","10","","",""
"Very important","1990","Full Time","(2c_voc) vocational maturity certificate","23","","",""
"Very important","1990","Full Time","(3a) lower tertiary education","27","","",""
"Very important","1990","Full Time","(3b) higher tertiary education","57","0.2060179378223","0.157230951586116","0.254804924058483"
"Very important","1990","Part Time","(0) in school","3","","",""
"Very important","1990","Part Time","(1a) inadequately completed","3","","",""
"Very important","1990","Part Time","(1b) general elementary school","66","0.235515963069628","0.18373947100049","0.287292455138766"
"Very important","1990","Part Time","(1c) basic vocational qualification","90","0.174750492311639","0.139427421911419","0.210073562711859"
"Very important","1990","Part Time","(2b) intermediate general qualification","13","","",""
"Very important","1990","Part Time","(2a) intermediate vocational","37","0.147723794327203","0.101153276345322","0.194294312309084"
"Very important","1990","Part Time","(2c_gen) general maturity certificate","7","","",""
"Very important","1990","Part Time","(2c_voc) vocational maturity certificate","11","","",""
"Very important","1990","Part Time","(3a) lower tertiary education","10","","",""
"Very important","1990","Part Time","(3b) higher tertiary education","14","","",""
"Very important","1990","Not Working","(0) in school","15","","",""
"Very important","1990","Not Working","(1a) inadequately completed","5","","",""
"Very important","1990","Not Working","(1b) general elementary school","199","0.233423574238619","0.203369327347801","0.263477821129438"
"Very important","1990","Not Working","(1c) basic vocational qualification","234","0.217691616338622","0.191421997793513","0.243961234883732"
"Very important","1990","Not Working","(2b) intermediate general qualification","11","","",""
"Very important","1990","Not Working","(2a) intermediate vocational","62","0.181101287998666","0.138708271176113","0.22349430482122"
"Very important","1990","Not Working","(2c_gen) general maturity certificate","11","","",""
"Very important","1990","Not Working","(2c_voc) vocational maturity certificate","16","","",""
"Very important","1990","Not Working","(3a) lower tertiary education","15","","",""
"Very important","1990","Not Working","(3b) higher tertiary education","21","","",""
"Important","1990","Full Time","(0) in school","","","",""
"Important","1990","Full Time","(1a) inadequately completed","7","","",""
"Important","1990","Full Time","(1b) general elementary school","110","0.330942382635729","0.280250076543094","0.381634688728363"
"Important","1990","Full Time","(1c) basic vocational qualification","464","0.335076377184846","0.310017711047647","0.360135043322044"
"Important","1990","Full Time","(2b) intermediate general qualification","26","","",""
"Important","1990","Full Time","(2a) intermediate vocational","219","0.316536548207028","0.281654071086124","0.351419025327932"
"Important","1990","Full Time","(2c_gen) general maturity certificate","16","","",""
"Important","1990","Full Time","(2c_voc) vocational maturity certificate","46","0.243826856554524","0.178506967078625","0.309146746030422"
"Important","1990","Full Time","(3a) lower tertiary education","58","0.387420562688287","0.306723706765199","0.468117418611374"
"Important","1990","Full Time","(3b) higher tertiary education","101","0.387149418293532","0.328391996062107","0.445906840524957"
"Important","1990","Part Time","(0) in school","2","","",""
"Important","1990","Part Time","(1a) inadequately completed","3","","",""
"Important","1990","Part Time","(1b) general elementary school","74","0.299678031839317","0.243777676722836","0.355578386955799"
"Important","1990","Part Time","(1c) basic vocational qualification","158","0.338288717737145","0.294280413668385","0.382297021805904"
"Important","1990","Part Time","(2b) intermediate general qualification","32","0.382790177639329","0.27884478236757","0.486735572911088"
"Important","1990","Part Time","(2a) intermediate vocational","85","0.381156797790532","0.317413018794108","0.444900576786956"
"Important","1990","Part Time","(2c_gen) general maturity certificate","25","","",""
"Important","1990","Part Time","(2c_voc) vocational maturity certificate","24","","",""
"Important","1990","Part Time","(3a) lower tertiary education","14","","",""
"Important","1990","Part Time","(3b) higher tertiary education","33","0.404667760272064","0.298432137365878","0.510903383178249"
"Important","1990","Not Working","(0) in school","22","","",""
"Important","1990","Not Working","(1a) inadequately completed","8","","",""
"Important","1990","Not Working","(1b) general elementary school","228","0.266681307184176","0.235261868061807","0.298100746306546"
"Important","1990","Not Working","(1c) basic vocational qualification","293","0.288593028214192","0.259749665029917","0.317436391398467"
"Important","1990","Not Working","(2b) intermediate general qualification","27","","",""
"Important","1990","Not Working","(2a) intermediate vocational","100","0.280403761268379","0.230955067971141","0.329852454565616"
"Important","1990","Not Working","(2c_gen) general maturity certificate","26","","",""
"Important","1990","Not Working","(2c_voc) vocational maturity certificate","25","","",""
"Important","1990","Not Working","(3a) lower tertiary education","13","","",""
"Important","1990","Not Working","(3b) higher tertiary education","24","","",""
"Less important","1990","Full Time","(0) in school","","","",""
"Less important","1990","Full Time","(1a) inadequately completed","7","","",""
"Less important","1990","Full Time","(1b) general elementary school","88","0.271775859510575","0.223849761795018","0.319701957226133"
"Less important","1990","Full Time","(1c) basic vocational qualification","419","0.320511256828073","0.295736298089369","0.345286215566777"
"Less important","1990","Full Time","(2b) intermediate general qualification","56","0.465929713212328","0.375924741619856","0.5559346848048"
"Less important","1990","Full Time","(2a) intermediate vocational","269","0.392492576107416","0.355871655545558","0.429113496669274"
"Less important","1990","Full Time","(2c_gen) general maturity certificate","15","","",""
"Less important","1990","Full Time","(2c_voc) vocational maturity certificate","75","0.469961360179977","0.394037393754824","0.545885326605131"
"Less important","1990","Full Time","(3a) lower tertiary education","46","0.35281968157505","0.27366563434585","0.43197372880425"
"Less important","1990","Full Time","(3b) higher tertiary education","82","0.309827158256617","0.254046350065136","0.365607966448098"
"Less important","1990","Part Time","(0) in school","7","","",""
"Less important","1990","Part Time","(1a) inadequately completed","2","","",""
"Less important","1990","Part Time","(1b) general elementary school","89","0.337866785024079","0.280152452839225","0.395581117208934"
"Less important","1990","Part Time","(1c) basic vocational qualification","147","0.356647206666176","0.31209177917794","0.401202634154412"
"Less important","1990","Part Time","(2b) intermediate general qualification","29","","",""
"Less important","1990","Part Time","(2a) intermediate vocational","76","0.34666467861393","0.284202298977486","0.409127058250375"
"Less important","1990","Part Time","(2c_gen) general maturity certificate","43","0.415418568172944","0.314720848039807","0.516116288306081"
"Less important","1990","Part Time","(2c_voc) vocational maturity certificate","27","","",""
"Less important","1990","Part Time","(3a) lower tertiary education","16","","",""
"Less important","1990","Part Time","(3b) higher tertiary education","22","","",""
"Less important","1990","Not Working","(0) in school","53","0.55727548620962","0.457914880791538","0.656636091627702"
"Less important","1990","Not Working","(1a) inadequately completed","10","","",""
"Less important","1990","Not Working","(1b) general elementary school","158","0.231193008572893","0.201239219106198","0.261146798039589"
"Less important","1990","Not Working","(1c) basic vocational qualification","203","0.214429700981487","0.188303340189769","0.240556061773206"
"Less important","1990","Not Working","(2b) intermediate general qualification","37","0.356973807556862","0.261629508261018","0.452318106852707"
"Less important","1990","Not Working","(2a) intermediate vocational","87","0.264951212122348","0.216370989781736","0.31353143446296"
"Less important","1990","Not Working","(2c_gen) general maturity certificate","54","0.502730774315858","0.408433369550011","0.597028179081706"
"Less important","1990","Not Working","(2c_voc) vocational maturity certificate","27","","",""
"Less important","1990","Not Working","(3a) lower tertiary education","10","","",""
"Less important","1990","Not Working","(3b) higher tertiary education","14","","",""
"Quite unimportant","1990","Full Time","(0) in school","","","",""
"Quite unimportant","1990","Full Time","(1a) inadequately completed","3","","",""
"Quite unimportant","1990","Full Time","(1b) general elementary school","45","0.158190249333828","0.118877725566665","0.197502773100992"
"Quite unimportant","1990","Full Time","(1c) basic vocational qualification","122","0.0944448324925559","0.0789192922938423","0.109970372691269"
"Quite unimportant","1990","Full Time","(2b) intermediate general qualification","19","","",""
"Quite unimportant","1990","Full Time","(2a) intermediate vocational","76","0.125883491253341","0.101005988098232","0.150760994408449"
"Quite unimportant","1990","Full Time","(2c_gen) general maturity certificate","10","","",""
"Quite unimportant","1990","Full Time","(2c_voc) vocational maturity certificate","22","","",""
"Quite unimportant","1990","Full Time","(3a) lower tertiary education","9","","",""
"Quite unimportant","1990","Full Time","(3b) higher tertiary education","24","","",""
"Quite unimportant","1990","Part Time","(0) in school","2","","",""
"Quite unimportant","1990","Part Time","(1a) inadequately completed","1","","",""
"Quite unimportant","1990","Part Time","(1b) general elementary school","29","","",""
"Quite unimportant","1990","Part Time","(1c) basic vocational qualification","49","0.13031358328504","0.0989999981846332","0.161627168385447"
"Quite unimportant","1990","Part Time","(2b) intermediate general qualification","10","","",""
"Quite unimportant","1990","Part Time","(2a) intermediate vocational","25","","",""
"Quite unimportant","1990","Part Time","(2c_gen) general maturity certificate","17","","",""
"Quite unimportant","1990","Part Time","(2c_voc) vocational maturity certificate","5","","",""
"Quite unimportant","1990","Part Time","(3a) lower tertiary education","3","","",""
"Quite unimportant","1990","Part Time","(3b) higher tertiary education","13","","",""
"Quite unimportant","1990","Not Working","(0) in school","6","","",""
"Quite unimportant","1990","Not Working","(1a) inadequately completed","11","","",""
"Quite unimportant","1990","Not Working","(1b) general elementary school","176","0.268702110004311","0.237207338548637","0.300196881459986"
"Quite unimportant","1990","Not Working","(1c) basic vocational qualification","218","0.279285654465699","0.250726205748513","0.307845103182884"
"Quite unimportant","1990","Not Working","(2b) intermediate general qualification","22","","",""
"Quite unimportant","1990","Not Working","(2a) intermediate vocational","68","0.273543738610607","0.224471419284138","0.322616057937075"
"Quite unimportant","1990","Not Working","(2c_gen) general maturity certificate","17","","",""
"Quite unimportant","1990","Not Working","(2c_voc) vocational maturity certificate","16","","",""
"Quite unimportant","1990","Not Working","(3a) lower tertiary education","9","","",""
"Quite unimportant","1990","Not Working","(3b) higher tertiary education","20","","",""
"Very important","1991","Full Time","(0) in school","","","",""
"Very important","1991","Full Time","(1a) inadequately completed","","","",""
"Very important","1991","Full Time","(1b) general elementary school","","","",""
"Very important","1991","Full Time","(1c) basic vocational qualification","","","",""
"Very important","1991","Full Time","(2b) intermediate general qualification","","","",""
"Very important","1991","Full Time","(2a) intermediate vocational","","","",""
"Very important","1991","Full Time","(2c_gen) general maturity certificate","","","",""
"Very important","1991","Full Time","(2c_voc) vocational maturity certificate","","","",""
"Very important","1991","Full Time","(3a) lower tertiary education","","","",""
"Very important","1991","Full Time","(3b) higher tertiary education","","","",""
"Very important","1991","Part Time","(0) in school","","","",""
"Very important","1991","Part Time","(1a) inadequately completed","","","",""
"Very important","1991","Part Time","(1b) general elementary school","","","",""
"Very important","1991","Part Time","(1c) basic vocational qualification","","","",""
"Very important","1991","Part Time","(2b) intermediate general qualification","","","",""
"Very important","1991","Part Time","(2a) intermediate vocational","","","",""
"Very important","1991","Part Time","(2c_gen) general maturity certificate","","","",""
"Very important","1991","Part Time","(2c_voc) vocational maturity certificate","","","",""
"Very important","1991","Part Time","(3a) lower tertiary education","","","",""
"Very important","1991","Part Time","(3b) higher tertiary education","","","",""
"Very important","1991","Not Working","(0) in school","","","",""
"Very important","1991","Not Working","(1a) inadequately completed","","","",""
"Very important","1991","Not Working","(1b) general elementary school","","","",""
"Very important","1991","Not Working","(1c) basic vocational qualification","","","",""
"Very important","1991","Not Working","(2b) intermediate general qualification","","","",""
"Very important","1991","Not Working","(2a) intermediate vocational","","","",""
"Very important","1991","Not Working","(2c_gen) general maturity certificate","","","",""
"Very important","1991","Not Working","(2c_voc) vocational maturity certificate","","","",""
"Very important","1991","Not Working","(3a) lower tertiary education","","","",""
"Very important","1991","Not Working","(3b) higher tertiary education","","","",""
"Important","1991","Full Time","(0) in school","","","",""
"Important","1991","Full Time","(1a) inadequately completed","","","",""
"Important","1991","Full Time","(1b) general elementary school","","","",""
"Important","1991","Full Time","(1c) basic vocational qualification","","","",""
"Important","1991","Full Time","(2b) intermediate general qualification","","","",""
"Important","1991","Full Time","(2a) intermediate vocational","","","",""
"Important","1991","Full Time","(2c_gen) general maturity certificate","","","",""
"Important","1991","Full Time","(2c_voc) vocational maturity certificate","","","",""
"Important","1991","Full Time","(3a) lower tertiary education","","","",""
"Important","1991","Full Time","(3b) higher tertiary education","","","",""
"Important","1991","Part Time","(0) in school","","","",""
"Important","1991","Part Time","(1a) inadequately completed","","","",""
"Important","1991","Part Time","(1b) general elementary school","","","",""
"Important","1991","Part Time","(1c) basic vocational qualification","","","",""
"Important","1991","Part Time","(2b) intermediate general qualification","","","",""
"Important","1991","Part Time","(2a) intermediate vocational","","","",""
"Important","1991","Part Time","(2c_gen) general maturity certificate","","","",""
"Important","1991","Part Time","(2c_voc) vocational maturity certificate","","","",""
"Important","1991","Part Time","(3a) lower tertiary education","","","",""
"Important","1991","Part Time","(3b) higher tertiary education","","","",""
"Important","1991","Not Working","(0) in school","","","",""
"Important","1991","Not Working","(1a) inadequately completed","","","",""
"Important","1991","Not Working","(1b) general elementary school","","","",""
"Important","1991","Not Working","(1c) basic vocational qualification","","","",""
"Important","1991","Not Working","(2b) intermediate general qualification","","","",""
"Important","1991","Not Working","(2a) intermediate vocational","","","",""
"Important","1991","Not Working","(2c_gen) general maturity certificate","","","",""
"Important","1991","Not Working","(2c_voc) vocational maturity certificate","","","",""
"Important","1991","Not Working","(3a) lower tertiary education","","","",""
"Important","1991","Not Working","(3b) higher tertiary education","","","",""
"Less important","1991","Full Time","(0) in school","","","",""
"Less important","1991","Full Time","(1a) inadequately completed","","","",""
"Less important","1991","Full Time","(1b) general elementary school","","","",""
"Less important","1991","Full Time","(1c) basic vocational qualification","","","",""
"Less important","1991","Full Time","(2b) intermediate general qualification","","","",""
"Less important","1991","Full Time","(2a) intermediate vocational","","","",""
"Less important","1991","Full Time","(2c_gen) general maturity certificate","","","",""
"Less important","1991","Full Time","(2c_voc) vocational maturity certificate","","","",""
"Less important","1991","Full Time","(3a) lower tertiary education","","","",""
"Less important","1991","Full Time","(3b) higher tertiary education","","","",""
"Less important","1991","Part Time","(0) in school","","","",""
"Less important","1991","Part Time","(1a) inadequately completed","","","",""
"Less important","1991","Part Time","(1b) general elementary school","","","",""
"Less important","1991","Part Time","(1c) basic vocational qualification","","","",""
"Less important","1991","Part Time","(2b) intermediate general qualification","","","",""
"Less important","1991","Part Time","(2a) intermediate vocational","","","",""
"Less important","1991","Part Time","(2c_gen) general maturity certificate","","","",""
"Less important","1991","Part Time","(2c_voc) vocational maturity certificate","","","",""
"Less important","1991","Part Time","(3a) lower tertiary education","","","",""
"Less important","1991","Part Time","(3b) higher tertiary education","","","",""
"Less important","1991","Not Working","(0) in school","","","",""
"Less important","1991","Not Working","(1a) inadequately completed","","","",""
"Less important","1991","Not Working","(1b) general elementary school","","","",""
"Less important","1991","Not Working","(1c) basic vocational qualification","","","",""
"Less important","1991","Not Working","(2b) intermediate general qualification","","","",""
"Less important","1991","Not Working","(2a) intermediate vocational","","","",""
"Less important","1991","Not Working","(2c_gen) general maturity certificate","","","",""
"Less important","1991","Not Working","(2c_voc) vocational maturity certificate","","","",""
"Less important","1991","Not Working","(3a) lower tertiary education","","","",""
"Less important","1991","Not Working","(3b) higher tertiary education","","","",""
"Quite unimportant","1991","Full Time","(0) in school","","","",""
"Quite unimportant","1991","Full Time","(1a) inadequately completed","","","",""
"Quite unimportant","1991","Full Time","(1b) general elementary school","","","",""
"Quite unimportant","1991","Full Time","(1c) basic vocational qualification","","","",""
"Quite unimportant","1991","Full Time","(2b) intermediate general qualification","","","",""
"Quite unimportant","1991","Full Time","(2a) intermediate vocational","","","",""
"Quite unimportant","1991","Full Time","(2c_gen) general maturity certificate","","","",""
"Quite unimportant","1991","Full Time","(2c_voc) vocational maturity certificate","","","",""
"Quite unimportant","1991","Full Time","(3a) lower tertiary education","","","",""
"Quite unimportant","1991","Full Time","(3b) higher tertiary education","","","",""
"Quite unimportant","1991","Part Time","(0) in school","","","",""
"Quite unimportant","1991","Part Time","(1a) inadequately completed","","","",""
"Quite unimportant","1991","Part Time","(1b) general elementary school","","","",""
"Quite unimportant","1991","Part Time","(1c) basic vocational qualification","","","",""
"Quite unimportant","1991","Part Time","(2b) intermediate general qualification","","","",""
"Quite unimportant","1991","Part Time","(2a) intermediate vocational","","","",""
"Quite unimportant","1991","Part Time","(2c_gen) general maturity certificate","","","",""
"Quite unimportant","1991","Part Time","(2c_voc) vocational maturity certificate","","","",""
"Quite unimportant","1991","Part Time","(3a) lower tertiary education","","","",""
"Quite unimportant","1991","Part Time","(3b) higher tertiary education","","","",""
"Quite unimportant","1991","Not Working","(0) in school","","","",""
"Quite unimportant","1991","Not Working","(1a) inadequately completed","","","",""
"Quite unimportant","1991","Not Working","(1b) general elementary school","","","",""
"Quite unimportant","1991","Not Working","(1c) basic vocational qualification","","","",""
"Quite unimportant","1991","Not Working","(2b) intermediate general qualification","","","",""
"Quite unimportant","1991","Not Working","(2a) intermediate vocational","","","",""
"Quite unimportant","1991","Not Working","(2c_gen) general maturity certificate","","","",""
"Quite unimportant","1991","Not Working","(2c_voc) vocational maturity certificate","","","",""
"Quite unimportant","1991","Not Working","(3a) lower tertiary education","","","",""
"Quite unimportant","1991","Not Working","(3b) higher tertiary education","","","",""
"Very important","1992","Full Time","(0) in school","","","",""
"Very important","1992","Full Time","(1a) inadequately completed","4","","",""
"Very important","1992","Full Time","(1b) general elementary school","98","0.295062880475834","0.247282836235111","0.342842924716557"
"Very important","1992","Full Time","(1c) basic vocational qualification","459","0.238705251237753","0.219253562592659","0.258156939882848"
"Very important","1992","Full Time","(2b) intermediate general qualification","28","","",""
"Very important","1992","Full Time","(2a) intermediate vocational","378","0.224117469724707","0.203249929791704","0.24498500965771"
"Very important","1992","Full Time","(2c_gen) general maturity certificate","8","","",""
"Very important","1992","Full Time","(2c_voc) vocational maturity certificate","36","0.157067137372737","0.110245860240915","0.20388841450456"
"Very important","1992","Full Time","(3a) lower tertiary education","118","0.214096303498697","0.179783897735102","0.248408709262291"
"Very important","1992","Full Time","(3b) higher tertiary education","86","0.190648770950745","0.155211308838456","0.226086233063033"
"Very important","1992","Part Time","(0) in school","2","","",""
"Very important","1992","Part Time","(1a) inadequately completed","5","","",""
"Very important","1992","Part Time","(1b) general elementary school","67","0.218493908543486","0.169204675606398","0.267783141480574"
"Very important","1992","Part Time","(1c) basic vocational qualification","180","0.258277507990913","0.224525792608375","0.292029223373452"
"Very important","1992","Part Time","(2b) intermediate general qualification","15","","",""
"Very important","1992","Part Time","(2a) intermediate vocational","138","0.255212313801972","0.217847372623316","0.292577254980628"
"Very important","1992","Part Time","(2c_gen) general maturity certificate","9","","",""
"Very important","1992","Part Time","(2c_voc) vocational maturity certificate","20","","",""
"Very important","1992","Part Time","(3a) lower tertiary education","36","0.197130583397792","0.135678782609931","0.258582384185653"
"Very important","1992","Part Time","(3b) higher tertiary education","33","0.193653750826313","0.132424091749626","0.254883409902999"
"Very important","1992","Not Working","(0) in school","7","","",""
"Very important","1992","Not Working","(1a) inadequately completed","9","","",""
"Very important","1992","Not Working","(1b) general elementary school","196","0.199280374303438","0.172797514804655","0.225763233802221"
"Very important","1992","Not Working","(1c) basic vocational qualification","297","0.212442526229324","0.190207467952595","0.234677584506053"
"Very important","1992","Not Working","(2b) intermediate general qualification","27","","",""
"Very important","1992","Not Working","(2a) intermediate vocational","108","0.226565603749694","0.187845755151506","0.265285452347882"
"Very important","1992","Not Working","(2c_gen) general maturity certificate","16","","",""
"Very important","1992","Not Working","(2c_voc) vocational maturity certificate","24","","",""
"Very important","1992","Not Working","(3a) lower tertiary education","37","0.26258945087325","0.19216949119285","0.333009410553649"
"Very important","1992","Not Working","(3b) higher tertiary education","28","","",""
"Important","1992","Full Time","(0) in school","","","",""
"Important","1992","Full Time","(1a) inadequately completed","12","","",""
"Important","1992","Full Time","(1b) general elementary school","99","0.276907307853976","0.230028315974017","0.323786299733934"
"Important","1992","Full Time","(1c) basic vocational qualification","586","0.318346864885303","0.297090846715509","0.339602883055097"
"Important","1992","Full Time","(2b) intermediate general qualification","45","0.271641566495238","0.206297105554349","0.336986027436126"
"Important","1992","Full Time","(2a) intermediate vocational","424","0.280582577843716","0.258099475512293","0.303065680175139"
"Important","1992","Full Time","(2c_gen) general maturity certificate","13","","",""
"Important","1992","Full Time","(2c_voc) vocational maturity certificate","77","0.332128928402184","0.271524582672707","0.392733274131662"
"Important","1992","Full Time","(3a) lower tertiary education","163","0.319811369091779","0.280797093056638","0.35882564512692"
"Important","1992","Full Time","(3b) higher tertiary education","151","0.336688610516361","0.294055204357209","0.379322016675513"
"Important","1992","Part Time","(0) in school","2","","",""
"Important","1992","Part Time","(1a) inadequately completed","6","","",""
"Important","1992","Part Time","(1b) general elementary school","86","0.328610010332202","0.272583440466765","0.38463658019764"
"Important","1992","Part Time","(1c) basic vocational qualification","170","0.27273444235457","0.238390643218851","0.307078241490289"
"Important","1992","Part Time","(2b) intermediate general qualification","35","0.328593664648684","0.243118212499989","0.414069116797379"
"Important","1992","Part Time","(2a) intermediate vocational","156","0.323902873071317","0.283796887619892","0.364008858522742"
"Important","1992","Part Time","(2c_gen) general maturity certificate","22","","",""
"Important","1992","Part Time","(2c_voc) vocational maturity certificate","28","","",""
"Important","1992","Part Time","(3a) lower tertiary education","55","0.288156543371106","0.218197857236188","0.358115229506025"
"Important","1992","Part Time","(3b) higher tertiary education","51","0.367883653392012","0.293162794426125","0.442604512357899"
"Important","1992","Not Working","(0) in school","23","","",""
"Important","1992","Not Working","(1a) inadequately completed","22","","",""
"Important","1992","Not Working","(1b) general elementary school","251","0.273895212946785","0.244329779825072","0.303460646068499"
"Important","1992","Not Working","(1c) basic vocational qualification","407","0.314320093905853","0.289083938163193","0.339556249648513"
"Important","1992","Not Working","(2b) intermediate general qualification","47","0.278246087100887","0.212039551441022","0.344452622760752"
