"plh0108","year","age_gr","sex","n","percent","lower_confidence","upper_confidence"
"Very important","1990","16-34 y.","Male","253","0.177884134044786","0.157277678772844","0.198490589316727"
"Very important","1990","16-34 y.","Female","199","0.144350962000537","0.125239179693206","0.163462744307868"
"Very important","1990","35-65 y.","Male","474","0.259393704186674","0.23849698272006","0.280290425653287"
"Very important","1990","35-65 y.","Female","377","0.194869668981551","0.176494379128541","0.213244958834561"
"Very important","1990","66 and older","Male","131","0.302750748226413","0.258004438911252","0.347497057541575"
"Very important","1990","66 and older","Female","127","0.158534184764398","0.129830833938273","0.187237535590524"
"Important","1990","16-34 y.","Male","410","0.304847469493441","0.280041881838778","0.329653057148103"
"Important","1990","16-34 y.","Female","378","0.275399485955219","0.251106863700746","0.299692108209692"
"Important","1990","35-65 y.","Male","612","0.353589642783596","0.330796266527655","0.376383019039537"
"Important","1990","35-65 y.","Female","661","0.357662264174943","0.335426745736196","0.37989778261369"
"Important","1990","66 and older","Male","98","0.224017673121971","0.183411913862413","0.264623432381528"
"Important","1990","66 and older","Female","138","0.198468513943718","0.167124183210425","0.229812844677011"
"Less important","1990","16-34 y.","Male","536","0.414664985184291","0.388117761850448","0.441212208518134"
"Less important","1990","16-34 y.","Female","555","0.430578709852748","0.403651792208997","0.4575056274965"
"Less important","1990","35-65 y.","Male","432","0.273181580386777","0.251937232343592","0.294425928429963"
"Less important","1990","35-65 y.","Female","483","0.28094607717917","0.260095350422945","0.301796803935395"
"Less important","1990","66 and older","Male","73","0.184066706656418","0.146323783956815","0.221809629356021"
"Less important","1990","66 and older","Female","133","0.229943756556455","0.196874461818393","0.263013051294517"
"Quite unimportant","1990","16-34 y.","Male","124","0.102603411277482","0.0862525258223329","0.118954296732632"
"Quite unimportant","1990","16-34 y.","Female","167","0.149670842191496","0.130270666975837","0.169071017407155"
"Quite unimportant","1990","35-65 y.","Male","172","0.113835072642953","0.0986924861849269","0.128977659100979"
"Quite unimportant","1990","35-65 y.","Female","264","0.166521989664336","0.149239279386294","0.183804699942378"
