"plh0108","year","hgtyp1hh","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Important","1990","1-pers.-HH","Urban Area","152","0.198395203604557","0.169835551031472","0.226954856177642","2"
"Important","1990","1-pers.-HH","Rural Area","36","0.188802079251535","0.128538158327252","0.249066000175818","2"
"Important","1990","(Married) couple without C. ","Urban Area","440","0.27007758218138","0.248301574926544","0.291853589436216","2"
"Important","1990","(Married) couple without C. ","Rural Area","128","0.309090143282501","0.264842071325444","0.353338215239557","2"
"Important","1990","Single parent ","Urban Area","98","0.323427947831235","0.270669693261515","0.376186202400955","2"
"Important","1990","Couple + C. LE 16 ","Rural Area","124","0.372939447361786","0.321232088615235","0.424646806108337","2"
"Important","1990","Single parent ","Rural Area","29","","","","2"
"Important","1990","Couple + C. LE 16 ","Urban Area","436","0.395586819439626","0.367051587238305","0.424122051640947","2"
"Important","1990","Couple + C. GT 16 ","Rural Area","155","0.397783204119368","0.349019996982033","0.446546411256704","2"
"Important","1990","Couple + C. LE and GT 16","Rural Area","43","0.357276285344403","0.271538605791888","0.443013964896918","2"
"Important","1990","Couple + C. GT 16 ","Urban Area","390","0.335508466111825","0.308063397144828","0.362953535078822","2"
"Important","1990","Couple + C. LE and GT 16","Urban Area","121","0.376412591751219","0.323163124010809","0.42966205949163","2"
"Less important","1990","Couple + C. LE and GT 16","Urban Area","106","0.326979592097599","0.275420059508003","0.378539124687194","3"
"Less important","1990","Couple + C. GT 16 ","Rural Area","115","0.29728471866902","0.251747279897717","0.342822157440324","3"
"Less important","1990","1-pers.-HH","Rural Area","52","0.308615919176712","0.237484834102703","0.379747004250722","3"
"Less important","1990","(Married) couple without C. ","Urban Area","524","0.330211036511435","0.307145666880447","0.353276406142423","3"
"Less important","1990","1-pers.-HH","Urban Area","271","0.351714848694614","0.317518040598264","0.385911656790964","3"
"Less important","1990","(Married) couple without C. ","Rural Area","107","0.235431858962286","0.194807942158295","0.276055775766277","3"
"Less important","1990","Single parent ","Urban Area","113","0.366035976868882","0.311706088512035","0.420365865225729","3"
"Less important","1990","Single parent ","Rural Area","30","0.333969368863435","0.234865893597738","0.433072844129131","3"
"Less important","1990","Couple + C. LE 16 ","Urban Area","333","0.289909751023215","0.263431961403862","0.316387540642569","3"
"Less important","1990","Couple + C. LE 16 ","Rural Area","94","0.273179154115062","0.225534309197095","0.320823999033029","3"
"Less important","1990","Couple + C. GT 16 ","Urban Area","341","0.301798736640885","0.275116828629864","0.328480644651906","3"
"Less important","1990","Couple + C. LE and GT 16","Rural Area","39","0.323858024798794","0.240133296205293","0.407582753392296","3"
"Quite unimportant","1990","(Married) couple without C. ","Rural Area","44","0.121936026679371","0.0906053208835592","0.153266732475183","4"
"Quite unimportant","1990","1-pers.-HH","Urban Area","274","0.389322715549722","0.354403221947568","0.424242209151875","4"
