"plh0192","year","age_gr","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Fully agree","2003","16-34 y.","1-pers.-HH","38","0.0523404902791465","0.0355392531906243","0.0691417273676687"
"Fully agree","2003","16-34 y.","(Married) couple without C. ","46","0.0345718946421596","0.0233821629791461","0.0457616263051732"
"Fully agree","2003","16-34 y.","Single parent ","27","","",""
"Fully agree","2003","16-34 y.","Couple + C. LE 16 ","58","0.0360224245642266","0.026222631523303","0.0458222176051501"
"Fully agree","2003","16-34 y.","Couple + C. GT 16 ","104","0.0810639250121517","0.067078283484021","0.0950495665402825"
"Fully agree","2003","16-34 y.","Couple + C. LE and GT 16","51","0.0638078977891565","0.0453561356460214","0.0822596599322916"
"Fully agree","2003","35-65 y.","1-pers.-HH","66","0.0542730269417997","0.0416681935364498","0.0668778603471495"
"Fully agree","2003","35-65 y.","(Married) couple without C. ","238","0.0598183742591727","0.0525146602048639","0.0671220883134814"
"Fully agree","2003","35-65 y.","Single parent ","37","0.0859674584490888","0.0629350247096218","0.108999892188556"
"Fully agree","2003","35-65 y.","Couple + C. LE 16 ","165","0.0454815261564778","0.037996930255706","0.0529661220572495"
"Fully agree","2003","35-65 y.","Couple + C. GT 16 ","153","0.0685320318730063","0.0582131678755885","0.0788508958704242"
"Fully agree","2003","35-65 y.","Couple + C. LE and GT 16","77","0.0522080240412154","0.0394014927475577","0.0650145553348731"
"Fully agree","2003","66 and older","1-pers.-HH","102","0.101681397008728","0.0834872748087294","0.119875519208727"
"Fully agree","2003","66 and older","(Married) couple without C. ","200","0.0928519999985519","0.0808063465463952","0.104897653450708"
"Fully agree","2003","66 and older","Single parent ","11","","",""
"Fully agree","2003","66 and older","Couple + C. LE 16 ","","","",""
"Fully agree","2003","66 and older","Couple + C. GT 16 ","12","","",""
"Fully agree","2003","66 and older","Couple + C. LE and GT 16","","","",""
"Rather agree","2003","16-34 y.","1-pers.-HH","385","0.57114255386986","0.533806798553795","0.608478309185926"
"Rather agree","2003","16-34 y.","(Married) couple without C. ","570","0.573941891554457","0.543654177776482","0.604229605332432"
"Rather agree","2003","16-34 y.","Single parent ","219","0.449649764864873","0.40458034913725","0.494719180592495"
"Rather agree","2003","16-34 y.","Couple + C. LE 16 ","704","0.517790626723264","0.491512652375252","0.544068601071276"
"Rather agree","2003","16-34 y.","Couple + C. GT 16 ","771","0.509626144562603","0.484009901726268","0.535242387398937"
