"plh0192","year","hgtyp1hh","sampreg","n","percent","lower_confidence","upper_confidence"
"Fully agree","2003","1-pers.-HH","West Germany","177","0.0801835891954121","0.0689869626094299","0.0913802157813944"
"Fully agree","2003","1-pers.-HH","East Germany","29","","",""
"Fully agree","2003","(Married) couple without C. ","West Germany","418","0.0766859525877462","0.0696188417545672","0.0837530634209253"
"Fully agree","2003","(Married) couple without C. ","East Germany","66","0.0346319172414363","0.0263179181699168","0.0429459163129557"
"Fully agree","2003","Single parent ","West Germany","67","0.0936176505873158","0.073764477678667","0.113470823495965"
"Fully agree","2003","Single parent ","East Germany","8","","",""
"Fully agree","2003","Couple + C. LE 16 ","West Germany","200","0.0458082664312062","0.0389395774726072","0.0526769553898051"
"Fully agree","2003","Couple + C. LE 16 ","East Germany","23","","",""
"Fully agree","2003","Couple + C. GT 16 ","West Germany","224","0.0814001019069761","0.0713093804369239","0.0914908233770284"
"Fully agree","2003","Couple + C. GT 16 ","East Germany","45","0.0355852892360692","0.0247551984156337","0.0464153800565046"
"Fully agree","2003","Couple + C. LE and GT 16","West Germany","114","0.063414522558716","0.0507298854006542","0.0760991597167778"
"Fully agree","2003","Couple + C. LE and GT 16","East Germany","14","","",""
"Rather agree","2003","1-pers.-HH","West Germany","1251","0.548869534505335","0.528354157015915","0.569384911994756"
"Rather agree","2003","1-pers.-HH","East Germany","378","0.526076055250097","0.48950224787507","0.562649862625124"
"Rather agree","2003","(Married) couple without C. ","West Germany","3151","0.561608589002215","0.548430356621932","0.574786821382497"
"Rather agree","2003","(Married) couple without C. ","East Germany","954","0.497201425955676","0.474466767318717","0.519936084592635"
"Rather agree","2003","Single parent ","West Germany","399","0.459175590481372","0.42521205634522","0.493139124617523"
"Rather agree","2003","Single parent ","East Germany","138","0.517705027416423","0.459590263263142","0.575819791569705"
"Rather agree","2003","Couple + C. LE 16 ","West Germany","2018","0.554699194212058","0.538370945572092","0.571027442852023"
"Rather agree","2003","Couple + C. LE 16 ","East Germany","379","0.471239744669266","0.436884897432836","0.505594591905696"
"Rather agree","2003","Couple + C. GT 16 ","West Germany","1614","0.55686833842533","0.538537209931192","0.575199466919467"
"Rather agree","2003","Couple + C. GT 16 ","East Germany","564","0.467340965852071","0.438172975347972","0.49650895635617"
"Rather agree","2003","Couple + C. LE and GT 16","West Germany","809","0.568430008197357","0.542650531710151","0.594209484684563"
"Rather agree","2003","Couple + C. LE and GT 16","East Germany","223","0.513566839459282","0.465594584048535","0.561539094870029"
"Rather disagree","2003","1-pers.-HH","West Germany","701","0.305196071487653","0.286210902217042","0.324181240758265"
"Rather disagree","2003","1-pers.-HH","East Germany","259","0.370395294720192","0.335023402511586","0.405767186928798"
"Rather disagree","2003","(Married) couple without C. ","West Germany","1646","0.312225127021048","0.299917726030819","0.324532528011278"
"Rather disagree","2003","(Married) couple without C. ","East Germany","721","0.391948906102678","0.369751102653825","0.41414670955153"
"Rather disagree","2003","Single parent ","West Germany","310","0.382483264259786","0.349360549783911","0.415605978735661"
"Rather disagree","2003","Single parent ","East Germany","124","0.420371517475698","0.362962459399974","0.477780575551422"
"Rather disagree","2003","Couple + C. LE 16 ","West Germany","1173","0.347631470855421","0.33198594584913","0.363276995861712"
"Rather disagree","2003","Couple + C. LE 16 ","East Germany","361","0.427093315612538","0.393049283161775","0.461137348063302"
"Rather disagree","2003","Couple + C. GT 16 ","West Germany","869","0.319339392291863","0.302135048842915","0.336543735740812"
"Rather disagree","2003","Couple + C. GT 16 ","East Germany","463","0.433065601018112","0.404098289884602","0.462032912151621"
"Rather disagree","2003","Couple + C. LE and GT 16","West Germany","430","0.316484852345408","0.292276763104182","0.340692941586635"
"Rather disagree","2003","Couple + C. LE and GT 16","East Germany","164","0.408879655329641","0.361693372352276","0.456065938307007"
"Disagree fully","2003","1-pers.-HH","West Germany","131","0.0657508048115993","0.0555325724517854","0.0759690371714132"
"Disagree fully","2003","1-pers.-HH","East Germany","50","0.0647864350498941","0.0467567134760239","0.0828161566237644"
"Disagree fully","2003","(Married) couple without C. ","West Germany","231","0.049480331388991","0.0437205483278522","0.0552401144501298"
"Disagree fully","2003","(Married) couple without C. ","East Germany","117","0.0762177507002102","0.0641524512101694","0.088283050190251"
"Disagree fully","2003","Single parent ","West Germany","51","0.0647234946715261","0.0479549130998972","0.0814920762431549"
"Disagree fully","2003","Single parent ","East Germany","14","","",""
"Disagree fully","2003","Couple + C. LE 16 ","West Germany","168","0.0518610685013152","0.0445758796058241","0.0591462573968062"
