"plh0192","year","bula_h","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Disagree fully","2003","Schleswig-Holstein","(Married) couple without C. ","9","","","","4"
"Disagree fully","2003","North Rhine-Westphalia","Couple + C. LE and GT 16","19","","","","4"
"Disagree fully","2003","Schleswig-Holstein","1-pers.-HH","5","","","","4"
"Disagree fully","2003","Lower Saxony","Single parent ","10","","","","4"
"Disagree fully","2003","Hamburg","(Married) couple without C. ","1","","","","4"
"Disagree fully","2003","Hamburg","Couple + C. LE 16 ","1","","","","4"
"Disagree fully","2003","Bremen","Couple + C. LE 16 ","","","","","4"
"Disagree fully","2003","Hamburg","Couple + C. LE and GT 16","2","","","","4"
"Disagree fully","2003","North Rhine-Westphalia","(Married) couple without C. ","71","0.0483687700451787","0.0377291911033248","0.0590083489870325","4"
"Disagree fully","2003","North Rhine-Westphalia","Single parent ","14","","","","4"
"Disagree fully","2003","Lower Saxony","Couple + C. LE 16 ","20","","","","4"
"Disagree fully","2003","North Rhine-Westphalia","Couple + C. GT 16 ","34","0.0387101316977586","0.0251725747485964","0.0522476886469208","4"
"Disagree fully","2003","Bremen","Single parent ","1","","","","4"
"Disagree fully","2003","Hesse","Single parent ","6","","","","4"
"Disagree fully","2003","North Rhine-Westphalia","Couple + C. LE 16 ","57","0.0502523511083939","0.036539489613943","0.0639652126028447","4"
"Disagree fully","2003","Hamburg","1-pers.-HH","3","","","","4"
"Disagree fully","2003","North Rhine-Westphalia","1-pers.-HH","35","0.0675686030046189","0.0480611554720268","0.087076050537211","4"
"Disagree fully","2003","Hesse","Couple + C. LE 16 ","18","","","","4"
"Disagree fully","2003","Schleswig-Holstein","Couple + C. GT 16 ","4","","","","4"
"Disagree fully","2003","Bremen","(Married) couple without C. ","7","","","","4"
"Disagree fully","2003","Hamburg","Single parent ","1","","","","4"
"Disagree fully","2003","Hamburg","Couple + C. GT 16 ","","","","","4"
"Disagree fully","2003","Lower Saxony","1-pers.-HH","16","","","","4"
"Disagree fully","2003","Lower Saxony","(Married) couple without C. ","31","0.05876405745701","0.0400238004510073","0.0775043144630126","4"
"Disagree fully","2003","Lower Saxony","Couple + C. GT 16 ","18","","","","4"
"Disagree fully","2003","Lower Saxony","Couple + C. LE and GT 16","7","","","","4"
"Disagree fully","2003","Schleswig-Holstein","Couple + C. LE and GT 16","2","","","","4"
"Disagree fully","2003","Bremen","Couple + C. GT 16 ","1","","","","4"
"Disagree fully","2003","Bremen","Couple + C. LE and GT 16","","","","","4"
"Disagree fully","2003","Bremen","1-pers.-HH","3","","","","4"
"Disagree fully","2003","Hesse","1-pers.-HH","18","","","","4"
"Disagree fully","2003","Hesse","(Married) couple without C. ","19","","","","4"
"Disagree fully","2003","Schleswig-Holstein","Single parent ","1","","","","4"
"Disagree fully","2003","Schleswig-Holstein","Couple + C. LE 16 ","3","","","","4"
"Disagree fully","2003","Hesse","Couple + C. GT 16 ","12","","","","4"
"Disagree fully","2003","Hesse","Couple + C. LE and GT 16","8","","","","4"
"Disagree fully","2003","Rhineland-Palatinate,Saarland","1-pers.-HH","11","","","","4"
"Disagree fully","2003","Rhineland-Palatinate,Saarland","(Married) couple without C. ","23","","","","4"
"Disagree fully","2003","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","14","","","","4"
"Disagree fully","2003","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","8","","","","4"
"Disagree fully","2003","Baden-Württemberg","1-pers.-HH","13","","","","4"
"Disagree fully","2003","Rhineland-Palatinate,Saarland","Single parent ","4","","","","4"
"Disagree fully","2003","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","8","","","","4"
"Disagree fully","2003","Baden-Württemberg","Couple + C. LE 16 ","27","","","","4"
"Disagree fully","2003","Baden-Württemberg","Couple + C. GT 16 ","15","","","","4"
"Disagree fully","2003","Baden-Württemberg","(Married) couple without C. ","37","0.0468580430682251","0.0323132170315588","0.0614028691048914","4"
