"year","education","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","college entrance qualification","920.07","307","1295","0","0","920","3068","7056","822.17","1017.97","0","17564","307","307"
"1984","lower secondary degree","805.53","0","6127","0","0","736","2521","8099","761.67","849.39","0","17363","307","307"
"1984","no degree/no degree yet","1730.2","736","1304","0","307","2270","4801","9633","1595.32","1865.08","0","19215","736","736"
"1984","Other degree","1511.09","736","1453","0","0","2045","4356","9847","1397.88","1624.3","0","17564","736","736"
"1984","secondary school degree","758.67","307","1960","0","0","736","2158","7005","688.4","828.94","0","16760","307","307"
"1985","college entrance qualification","874.54","307","1233","0","0","920","2531","8118","769.36","979.72","0","29911","307","307"
"1985","lower secondary degree","802.97","0","5491","0","0","920","2454","8246","753.71","852.23","0","29911","307","307"
"1985","no degree/no degree yet","1698.24","763.23","1102","0","307","2270","4565","10553","1554.24","1842.24","0","29911","920","920"
"1985","Other degree","1463.4","736","1229","0","0","2086","3681","11412","1336.95","1589.85","0","18320","736","869"
"1985","secondary school degree","768.54","307","1883","0","0","920","2270","6377","696.54","840.54","0","18320","307","307"
"1986","college entrance qualification","914.18","307","1258","0","0","920","2884","7409","818.51","1009.85","0","19016","307","307"
"1986","lower secondary degree","770.28","0","5188","0","0","736","2429","7841","722.69","817.87","0","19867","307","307"
"1986","no degree/no degree yet","1555.2","736","1037","0","307","2209","4356","10737","1394.02","1716.38","0","19867","736","920"
"1986","Other degree","1482.14","736","1171","0","0","1994","4141","10154","1357.79","1606.49","0","19243","736","736"
"1986","secondary school degree","798.23","307","1842","0","0","920","2270","8373","717.32","879.14","0","19243","307","307"
"1987","college entrance qualification","899.38","307","1232","0","0","844","2454","9019","788.86","1009.9","0","28095","307","307"
"1987","lower secondary degree","815.93","0","5122","0","0","736","2350","8896","760.57","871.29","0","28095","307","307"
"1987","no degree/no degree yet","1744.3","736","1008","0","307","2270","4780","11486","1575.39","1913.21","0","27309","736","920"
"1987","Other degree","1454.19","736","1154","0","307","1841","3743","11044","1330.12","1578.26","0","16382","736","798"
"1987","secondary school degree","796.08","307","1832","0","0","736","2270","8743","709.52","882.64","0","28095","307","307"
"1988","college entrance qualification","766.33","307","1181","0","0","736","2270","7424","661.21","871.45","0","18959","307","307"
"1988","lower secondary degree","812.58","0","4895","0","0","736","2485","8896","757.31","867.85","0","18959","307","307"
"1988","no degree/no degree yet","1765.08","736","912","0","307","2209","5215","11044","1590.39","1939.77","0","15185","767","920"
"1988","Other degree","1613.96","798","1076","0","307","2117","4540","11044","1465.85","1762.07","0","22266","736","920"
"1988","secondary school degree","748.69","307","1767","0","0","818","2270","7424","670.73","826.65","0","18959","307","307"
"1989","college entrance qualification","801.87","102","1204","0","0","736","2311","10461","706.5","897.24","0","13242","307","307"
"1989","lower secondary degree","855.91","0","4677","0","0","736","2700","10447","792.4","919.42","0","21469","307","307"
"1989","no degree/no degree yet","1841.19","736","889","0","307","2270","5215","13273","1647.81","2034.57","0","15952","736","920"
"1989","Other degree","1605.8","736","1034","0","0","2025","4540","12424","1451.72","1759.88","0","16719","736","920"
"1989","secondary school degree","786.81","0","1713","0","0","736","2270","9817","703.64","869.98","0","14112","307","307"
"1990","college entrance qualification","843.67","296.07","1208","0","0","736","2147","12148","729.96","957.38","0","31911","307","307"
"1990","lower secondary degree","814.29","0","4553","0","0","736","2454","9500","752.74","875.84","0","31911","196","307"
"1990","no degree/no degree yet","1719.81","736","845","0","307","2270","4908","11473","1542.94","1896.68","0","21720","920","920"
"1990","Other degree","1647.58","736","1014","0","0","2209","4602","11657","1482.05","1813.11","0","21720","736","920"
"1990","secondary school degree","852.27","0","1687","0","0","736","2331","10430","747.45","957.09","0","31911","307","307"
"1991","college entrance qualification","865.03","307","1242","0","0","859","2700","8201","763.25","966.81","0","13069","307","307"
"1991","lower secondary degree","821.98","0","4473","0","0","723","2559","9663","762.92","881.04","0","17805","0","307"
"1991","no degree/no degree yet","1770.94","736","826","0","307","2239","5072","10999","1592.59","1949.29","0","22885","736","933"
"1991","Other degree","1625.83","736","998","0","0","2147","4602","12289","1437.81","1813.85","0","30371","736","859"
"1991","secondary school degree","808.1","0","1703","0","0","736","2454","9203","716.65","899.55","0","30371","307","307"
"1992","college entrance qualification","1105.27","307","1747","0","0","1104","3681","10032","988.59","1221.95","0","23360","307","614"
"1992","lower secondary degree","871.07","0","5874","0","0","736","2936","8954","814.2","927.94","0","28837","0","184"
"1992","no degree/no degree yet","1610.72","736","862","0","307","1755","4577","12081","1409.68","1811.76","0","23218","736","982"
"1992","Other degree","1611.41","423.76","1016","0","0","1779","4884","13105","1427.84","1794.98","0","21474","429","736"
"1992","secondary school degree","1272.51","307","3617","0","0","1452","4000","9838","1195.38","1349.64","0","29757","601","736"
"1993","college entrance qualification","1288.43","307","1776","0","0","1227","3804","12613","1142.42","1434.44","0","33370","429","736"
"1993","lower secondary degree","990.27","0","5707","0","0","828","3598","10849","922.64","1057.9","0","27857","0","258"
"1993","no degree/no degree yet","1901.13","736","840","0","307","2270","6005","15508","1691.59","2110.67","0","22701","816","1023"
"1993","Other degree","1736.57","614","982","0","0","1943","4980","15734","1545.11","1928.03","0","22793","588","798"
"1993","secondary school degree","1541.41","429","3585","0","0","1830","4896","12066","1444.64","1638.18","0","27687","736","859"
"1994","college entrance qualification","1281.42","429","1824","0","0","1227","4111","12676","1140.77","1422.07","0","31640","429","429"
"1994","lower secondary degree","1157.68","0","5526","0","0","859","3841","12828","1077.17","1238.19","0","36322","0","189"
"1994","no degree/no degree yet","2287.28","859","834","0","429","2619","6481","15415","2049.26","2525.3","0","27337","859","920"
"1994","Other degree","2122.07","675","905","0","0","2577","5951","15211","1880.01","2364.13","0","36046","614","859"
"1994","secondary school degree","1697.88","429","3521","0","0","1718","5461","15130","1585.59","1810.17","0","36322","552","859"
"1995","college entrance qualification","1177.17","429","1918","0","0","941","3380","13480","1047.96","1306.38","0","25076","429","429"
"1995","lower secondary degree","1249.95","0","5431","0","0","859","4418","14595","1164.25","1335.65","0","38664","0","0"
"1995","no degree/no degree yet","2341.05","859","866","0","429","2638","6810","18093","2093.99","2588.11","0","24328","859","1227"
"1995","Other degree","2712.02","902","1181","0","0","3896","8534","16625","2505.55","2918.49","0","24235","859","1217"
"1995","secondary school degree","1597.16","429","3593","0","0","1448","5106","15381","1483.2","1711.12","0","38664","429","798"
"1996","college entrance qualification","1292.97","429","1917","0","0","1227","3927","13117","1158.35","1427.59","0","39267","429","728"
"1996","lower secondary degree","1581.48","0","5298","0","0","1227","5522","16382","1474.28","1688.68","0","39267","0","429"
"1996","no degree/no degree yet","2512.55","859","829","0","429","2730","7516","16136","2228.38","2796.72","0","28591","859","1227"
"1996","Other degree","2700.77","859","1101","0","0","3681","8508","17143","2459.51","2942.03","0","26996","859","1227"
"1996","secondary school degree","1691.07","429","3594","0","0","1503","5338","15799","1572.26","1809.88","0","35586","614","859"
"1997","college entrance qualification","1988.78","1227","1943","0","0","2454","5252","14909","1826.36","2151.2","0","42053","1227","1227"
"1997","lower secondary degree","1927.9","0","5177","0","0","2454","6504","17179","1819.32","2036.48","0","42053","147","1227"
"1997","no degree/no degree yet","3226.56","2454","821","0","1227","4295","7976","19605","2950.64","3502.48","0","25156","2454","2454"
"1997","Other degree","3388.43","2270","1027","0","0","4908","10308","18715","3116.94","3659.92","0","25156","2270","2454"
"1997","secondary school degree","2410.73","1227","3551","0","0","2700","6749","17525","2278.33","2543.13","0","38551","1227","1841"
"1998","college entrance qualification","2071.48","1278","2217","0","0","2700","5338","16689","1918.31","2224.65","0","48716","1350","1350"
"1998","lower secondary degree","1908.41","0","5655","0","0","2700","6258","17179","1809.1","2007.72","0","29371","0","573"
"1998","no degree/no degree yet","3756","2700","812","0","1350","4540","8733","24346","3436.77","4075.23","0","27945","2700","2700"
"1998","Other degree","3512.31","1957","1002","0","0","4724","9203","23196","3239.39","3785.23","0","29371","2014","2700"
"1998","secondary school degree","2522.22","1350","3889","0","0","3467","6790","16280","2399.81","2644.63","0","36940","1350","1841"
"1999","college entrance qualification","2140.63","1350","2234","0","0","2700","6023","15339","1995.3","2285.96","0","38131","1350","1350"
"1999","lower secondary degree","1814.9","0","5529","0","0","2679","6028","15257","1717.28","1912.52","0","32539","0","307"
"1999","no degree/no degree yet","3543.31","2700","781","0","1350","4540","8283","19511","3244.34","3842.28","0","29831","2700","2700"
"1999","Other degree","2863.8","1350","935","0","0","3681","7620","23228","2578.51","3149.09","0","29831","1350","2693"
"1999","secondary school degree","2581.45","1350","3865","0","0","3395","6904","18100","2461.3","2701.6","0","33609","1411","2316"
"2000","college entrance qualification","2071.51","1227","4751","0","0","3068","5872","13498","1978.51","2164.51","0","28223","1534","1534"
"2000","lower secondary degree","1765.22","0","9989","0","0","2454","5522","16198","1692.18","1838.26","0","39208","0","0"
"2000","no degree/no degree yet","3894.48","3068","926","0","1473","4908","9817","21155","3592.51","4196.45","0","39208","3068","3068"
"2000","Other degree","3637.3","1841","1544","0","0","5184","10303","19467","3409.82","3864.78","0","26137","1841","3068"
"2000","secondary school degree","2641.26","1534","7000","0","0","3296","7363","17879","2547.69","2734.83","0","35586","1534","1534"
"2001","college entrance qualification","2179.26","1222.3","4460","0","0","3313","6125","14331","2078.14","2280.38","0","36199","1657","1657"
"2001","lower secondary degree","1881.52","0","8788","0","0","2556","5880","17077","1803.28","1959.76","0","29450","0","0"
"2001","no degree/no degree yet","4173.63","3313","876","0","1473","5686","9571","20528","3875.5","4471.76","0","30003","3313","3313"
"2001","Other degree","3878.67","2556","1376","0","0","5879","10430","19173","3637.79","4119.55","0","30003","2239","3190"
"2001","secondary school degree","2728.74","1657","6449","0","0","3702","7363","16995","2627.48","2830","0","61355","1657","1687"
"2002","college entrance qualification","2203.73","949.37","5616","0","0","3300","6306","14828","2115.45","2292.01","0","31146","1620","1656"
"2002","lower secondary degree","1942.64","0","8380","0","0","2580","6124","16803","1862.29","2022.99","0","32287","0","0"
"2002","no degree/no degree yet","4566.7","3240","916","0","1560","6426","10800","22680","4278.8","4854.6","0","29256","3240","3312"
"2002","Other degree","3764.75","2454.32","1329","0","0","5700","10041","18000","3528.15","4001.35","0","31146","1848","2878"
"2002","secondary school degree","2898.33","1636","6714","0","0","4100","7800","17726","2803.91","2992.75","0","43764","1656","1800"
"2003","college entrance qualification","2493.96","1250","5447","0","0","3696","7178","16920","2394.54","2593.38","0","40572","1848","1848"
"2003","lower secondary degree","2109.77","0","7952","0","0","3000","6898","17952","2022.73","2196.81","0","40572","0","0"
"2003","no degree/no degree yet","5060.45","3696","901","0","1800","6840","11770","25716","4741.31","5379.59","0","31404","3696","3696"
"2003","Other degree","4133.99","1921.8","1251","0","0","6403","10957","20400","3867.67","4400.31","0","27752","1848","2500"
"2003","secondary school degree","3124.89","1848","6471","0","0","4800","8456","17100","3023.33","3226.45","0","40572","1848","2019"
"2004","college entrance qualification","2583.7","1278","5392","0","0","3696","7600","16248","2479.13","2688.27","0","36840","1848","1848"
"2004","lower secondary degree","2223.08","0","7596","0","0","3480","7380","17112","2133.21","2312.95","0","29920","0","0"
"2004","no degree/no degree yet","5209.44","3696","911","0","1800","7490","12980","24984","4897.11","5521.77","0","28340","3696","3744"
"2004","Other degree","4352.59","2410.86","1200","0","0","6496","11586","24984","4060.2","4644.98","0","43273","1848","3120"
"2004","secondary school degree","3160.32","1848","6305","0","0","4800","8601","17742","3053.66","3266.98","0","43273","1848","1916"
"2005","college entrance qualification","2608.78","1417","5208","0","0","3696","7650","15173","2504.78","2712.78","0","43824","1848","1848"
"2005","lower secondary degree","2275.87","0","7128","0","0","3573","7613","18000","2178.47","2373.27","0","43824","0","0"
"2005","no degree/no degree yet","5294.15","3696","908","0","1848","7200","11808","23760","4961.39","5626.91","0","43824","3696","4100"
"2005","Other degree","4357.48","2190.98","1135","0","0","6300","12696","23760","4038.69","4676.27","0","30496","1969","3300"
"2005","secondary school degree","3200.87","1848","6041","0","0","4996","8696","18188","3092.75","3308.99","0","43824","1848","1848"
"2006","college entrance qualification","2667.06","1250","5632","0","0","3696","7696","17960","2564.2","2769.92","0","37836","1848","1848"
"2006","lower secondary degree","2309.55","0","7671","0","0","3600","7483","18978","2213.32","2405.78","0","40800","0","0"
"2006","no degree/no degree yet","5795.6","3696","900","0","1848","7488","13908","28803","5417.57","6173.63","0","37808","3696","3696"
"2006","Other degree","4789.66","2861.17","1204","0","0","7692","12636","28803","4456.9","5122.42","0","37608","1860","3400"
"2006","secondary school degree","3177.85","1848","6520","0","0","4800","8820","18612","3069.07","3286.63","0","47076","1848","1848"
"2007","college entrance qualification","2487.98","976.3","5452","0","0","3696","6901","16937","2383.77","2592.19","0","43200","1825","1848"
"2007","lower secondary degree","2418.19","0","6989","0","0","3648","7800","21131","2308.56","2527.82","0","48420","0","0"
"2007","no degree/no degree yet","5600.95","3696","849","0","1848","7600","13200","27752","5238.92","5962.98","0","43560","3696","3886"
"2007","Other degree","5260.31","2500","1078","0","0","7080","14576","34284","4882.49","5638.13","0","43560","1848","2904"
"2007","secondary school degree","3202.46","1848","6107","0","0","4650","8716","20496","3091.06","3313.86","0","43200","1848","1848"
"2008","college entrance qualification","2447.36","1000.24","5154","0","0","3696","6650","16746","2344.84","2549.88","0","39180","1801","1848"
"2008","lower secondary degree","2277.11","0","6525","0","0","3600","7080","19440","2170.74","2383.48","0","40200","0","0"
"2008","no degree/no degree yet","5273.98","3696","752","0","1848","6516","12612","24720","4922.42","5625.54","0","31954","3696","3696"
"2008","Other degree","4620.35","1848","951","0","0","6768","12915","29736","4248.13","4992.57","0","31954","1848","2150"
"2008","secondary school degree","2910.93","1800","5799","0","0","4117","7872","19296","2800.47","3021.39","0","40200","1848","1848"
"2009","college entrance qualification","2427.27","698.76","4911","0","0","3696","6550","18192","2315.69","2538.85","0","51016","1258","1836"
"2009","lower secondary degree","2044.61","0","5992","0","0","2505","6546","18096","1940.58","2148.64","0","30983","0","0"
"2009","no degree/no degree yet","4896.97","3696","684","0","1848","6516","10969","20761","4537.19","5256.75","0","35932","3696","3696"
"2009","Other degree","4293.05","1968","812","0","0","6344","12576","22748","3912.27","4673.83","0","37875","1848","2007"
"2009","secondary school degree","2798.23","1500","5454","0","0","3840","7716","19200","2687.83","2908.63","0","35932","1836","1848"
"2010","college entrance qualification","2595.77","984","6819","0","0","3936","7290","16850","2480.44","2711.1","0","51900","2365","2650"
"2010","lower secondary degree","2281.24","0","6919","0","0","2653","7354","20016","2149.66","2412.82","0","42337","1440","1848"
"2010","no degree/no degree yet","5977.38","3936","1074","0","1968","7680","13764","29760","5559.23","6395.53","0","42358","5544","5976"
"2010","Other degree","5033.33","3552.13","1591","0","0","7468","12903","24720","4682.81","5383.85","0","53600","4416","5379"
"2010","secondary school degree","2856.56","1670.61","7506","0","0","4018","8016","18600","2742.01","2971.11","0","42766","2700","3488"
"2011","college entrance qualification","2667.31","625","7974","0","0","4416","7216","19200","2548.93","2785.69","0","101700","2208","2640"
"2011","lower secondary degree","2262.42","0","8242","0","0","2472","7608","20896","2135.87","2388.97","0","75159","0","663"
"2011","no degree/no degree yet","5853.73","4416","1328","0","2160","7776","13968","28624","5469.78","6237.68","0","58350","5544","6600"
"2011","Other degree","4647.88","2208","1887","0","0","6928","13200","26585","4317.02","4978.74","0","58350","4416","4498"
"2011","secondary school degree","2860.56","1104","8739","0","0","4380","8064","19950","2744.85","2976.27","0","101700","2209","2808"
"2012","college entrance qualification","2538.7","0","7850","0","0","4416","7080","18796","2435.82","2641.58","0","42864","2208","2208"
"2012","lower secondary degree","2255.96","0","7988","0","0","2255","7396","21360","2132.27","2379.65","0","46656","0","0"
"2012","no degree/no degree yet","5738.34","4416","1342","0","2208","7152","13299","25440","5375.72","6100.96","0","63616","5631","6648"
"2012","Other degree","4270.59","2208","1863","0","0","6007","12216","25440","3950.22","4590.96","0","50141","4416","4416"
"2012","secondary school degree","2725.54","360","8534","0","0","4416","7906","19526","2615.18","2835.9","0","63616","2208","2209"
"2013","college entrance qualification","2536.81","0","8112","0","0","4416","7085","19010","2431.97","2641.65","0","54888","2208","2208"
"2013","lower secondary degree","2257.58","0","7838","0","0","2580","7460","20492","2126.46","2388.7","0","61701","0","1104"
"2013","no degree/no degree yet","6034.61","4416","1778","0","2208","7200","14400","28800","5682.07","6387.15","0","49140","6000","6696"
"2013","Other degree","4120.21","2208","4150","0","0","5472","12396","26064","3920.05","4320.37","0","40773","4368","4416"
"2013","secondary school degree","2705.93","0","8568","0","0","4416","7860","19837","2595.6","2816.26","0","56256","2208","2208"
"2014","college entrance qualification","2619.09","0","7465","0","0","4416","7266","18696","2512.23","2725.95","0","48919","2208","2208"
"2014","lower secondary degree","2293.94","0","6990","0","0","2700","8040","20712","2157.16","2430.72","0","48000","0","248"
"2014","no degree/no degree yet","6716.74","4416","1446","0","2208","8652","17400","31580","6307.8","7125.68","0","48919","5591","6624"
"2014","Other degree","4633.09","2208","3311","0","0","6696","13164","27396","4394.35","4871.83","0","49229","4416","4416"
"2014","secondary school degree","2681.33","0","7634","0","0","4416","7956","19263","2566.85","2795.81","0","48103","2208","2208"
"2015","college entrance qualification","2562.36","0","7245","0","0","4416","6932","20072","2456.75","2667.97","0","57400","2208","2208"
"2015","lower secondary degree","2248.28","0","6475","0","0","2350","7800","20856","2109.18","2387.38","0","50691","0","0"
"2015","no degree/no degree yet","6668.23","4416","1380","0","2208","7956","16716","30526","6240","7096.46","0","43056","6216","6696"
"2015","Other degree","4139.7","2208","4128","0","0","5916","12000","29160","3937.4","4342","0","44416","3000","4278"
"2015","secondary school degree","2482.78","0","7301","0","0","4128","7108","19656","2366.48","2599.08","0","50691","2208","2208"
"2016","college entrance qualification","2631.15","0","6834","0","0","4416","6960","20472","2518.12","2744.18","0","48009","2232","2256"
"2016","lower secondary degree","2211.6","0","5921","0","0","2593","7361","20016","2062.16","2361.04","0","62220","0","0"
"2016","no degree/no degree yet","6920.38","4429.01","1216","0","2220","9729","16971","30420","6451.02","7389.74","0","62220","6600","6816"
"2016","Other degree","4312.59","2208","3323","0","0","5950","13090","29340","4075.71","4549.47","0","41700","4320","4416"
