"year","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","Female","821.88","307","6232","0","0","736","2528","8099","775.25","868.51","0","17564","307","307"
"1984","Male","924.68","307","5999","0","0","884","2882","8283","875.26","974.1","0","19215","307","307"
"1985","Female","833.95","194.12","5632","0","0","920","2454","8457","782.94","884.96","0","29911","307","307"
"1985","Male","897.53","307","5455","0","0","920","2454","8642","845.05","950.01","0","29911","307","307"
"1986","Female","806.11","0","5377","0","0","816","2454","8385","754.4","857.82","0","19867","307","307"
"1986","Male","898.24","307","5266","0","0","920","2729","8385","845.42","951.06","0","19867","307","307"
"1987","Female","863.36","0","5307","0","0","828","2454","9019","805.4","921.32","0","28095","307","307"
"1987","Male","908.26","307","5206","0","0","920","2638","8927","851.75","964.77","0","28095","307","307"
"1988","Female","826.47","0","5068","0","0","834","2632","8661","769.49","883.45","0","22266","307","307"
"1988","Male","890.72","307","4954","0","0","920","2761","9633","831.89","949.55","0","22266","307","307"
"1989","Female","887.15","0","4928","0","0","834","2761","9817","825.42","948.88","0","21469","307","307"
"1989","Male","921.92","307","4781","0","0","920","2669","11398","857.69","986.15","0","21469","307","307"
"1990","Female","872.38","0","4827","0","0","736","2556","9547","809.12","935.64","0","31911","307","307"
"1990","Male","925.29","0","4690","0","0","920","2663","10713","859.38","991.2","0","31911","307","307"
"1991","Female","883.75","0","4807","0","0","736","2761","9663","821.3","946.2","0","30371","307","307"
"1991","Male","922.05","0","4659","0","0","920","2884","9424","859.18","984.92","0","30371","307","307"
"1992","Female","1022.98","37.97","6901","0","0","920","3571","9526","965.29","1080.67","0","29757","307","307"
"1992","Male","1114.98","307","6490","0","0","1104","3773","9806","1055.37","1174.59","0","28837","307","307"
"1993","Female","1204.48","0","6785","0","0","1153","3988","11734","1136.41","1272.55","0","33370","429","429"
"1993","Male","1292.89","307","6393","0","0","1227","4141","11612","1222.01","1363.77","0","33370","429","429"
"1994","Female","1328.43","0","6704","0","0","1227","4295","13899","1252.29","1404.57","0","36322","429","429"
"1994","Male","1491.82","307","6240","0","0","1227","4908","14091","1409.26","1574.38","0","36322","429","429"
"1995","Female","1385.65","0","6930","0","0","1227","4663","14530","1306.73","1464.57","0","38664","429","429"
"1995","Male","1515.61","307","6440","0","0","1306","4908","14930","1433.76","1597.46","0","38664","429","429"
"1996","Female","1615.79","0","6810","0","0","1227","5440","15909","1527.46","1704.12","0","39267","429","429"
"1996","Male","1716.1","429","6315","0","0","1529","5522","15952","1621.45","1810.75","0","39267","429","460"
"1997","Female","2145.94","377.31","6678","0","0","2454","6583","17179","2050.51","2241.37","0","42053","1227","1227"
"1997","Male","2234.6","1227","6237","0","0","2454","6545","17179","2134.52","2334.68","0","42053","1227","1227"
"1998","Female","2150.24","45.1","7411","0","0","2700","6442","17179","2062.08","2238.4","0","36940","1350","1350"
"1998","Male","2370.36","1227","6916","0","0","2822","6749","17302","2276.06","2464.66","0","48716","1350","1350"
"1999","Female","2139.33","231.08","7123","0","0","2700","6393","16359","2050.8","2227.86","0","38131","1350","1350"
"1999","Male","2302.08","1278","6645","0","0","2730","6688","17118","2209.84","2394.32","0","38131","1350","1350"
"2000","Female","2179.77","0","12610","0","0","3068","6606","16535","2112.45","2247.09","0","39208","1534","1534"
"2000","Male","2309.6","675","11656","0","0","3068","6749","17149","2239.08","2380.12","0","39208","1534","1534"
"2001","Female","2332.43","552","11481","0","0","3313","6810","16995","2260.21","2404.65","0","61355","1657","1657"
"2001","Male","2428.61","828","10582","0","0","3313","7025","17078","2353.08","2504.14","0","61355","1657","1657"
"2002","Female","2434.76","612","11979","0","0","3312","7210","17940","2365.77","2503.75","0","43764","1620","1620"
"2002","Male","2535.44","1101.71","11178","0","0","3600","7320","17726","2463.79","2607.09","0","43764","1620","1620"
"2003","Female","2673.53","899.13","11566","0","0","3696","7920","18048","2598.47","2748.59","0","40572","1800","1848"
"2003","Male","2777.71","1250","10731","0","0","3836","7957","18416","2699.37","2856.05","0","40572","1824","1848"
"2004","Female","2763.68","924","11304","0","0","3800","8197","17724","2685.3","2842.06","0","43273","1843","1848"
"2004","Male","2904.5","1279","10429","0","0","4093","8388","18004","2822.27","2986.73","0","43273","1847","1848"
"2005","Female","2864.25","1250","10865","0","0","3893","8406","19538","2782.53","2945.97","0","43824","1848","1848"
"2005","Male","2948.47","1559.25","9947","0","0","4108","8472","18600","2862.9","3034.04","0","43824","1848","1848"
"2006","Female","2962.72","1096.58","11705","0","0","3917","8748","20923","2880.4","3045.04","0","40800","1800","1848"
"2006","Male","3008.88","1386","10676","0","0","4227","8416","20450","2922.36","3095.4","0","47076","1800","1848"
"2007","Female","3040.13","1001.3","10968","0","0","3918","8685","22080","2952.42","3127.84","0","48420","1800","1848"
"2007","Male","3021","1222.65","9997","0","0","3985","8280","21789","2930.26","3111.74","0","48420","1800","1848"
"2008","Female","2814.79","924","10301","0","0","3696","7988","20880","2728.46","2901.12","0","40200","1694","1848"
"2008","Male","2830.22","991.4","9385","0","0","3720","7931","20712","2741.69","2918.75","0","40200","1500","1824"
"2009","Female","2636.85","222.71","9588","0","0","3696","7680","20376","2550.15","2723.55","0","51016","1075","1680"
"2009","Male","2705.49","923","8775","0","0","3696","7692","20100","2614.77","2796.21","0","51016","1200","1800"
"2010","Female","2833.96","924","13300","0","0","3936","8184","20216","2739.39","2928.53","0","53600","2500","2988"
