"year","hgtyp1hh","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","(Married) couple without C.","303.91","0","2705","0","0","0","491","6013","257.56","350.26","0","10635","0","0"
"1984","1-pers.-HH","361.41","0","1335","0","0","0","900","5215","286.22","436.6","0","19215","0","0"
"1984","Couple + C. GT 16 ","918.2","307","1993","0","0","859","3221","7149","833.5","1002.9","0","17564","307","307"
"1984","Couple + C. LE 16","1295.28","736","3082","307","307","1544","3390","8878","1231.29","1359.27","0","17069","736","736"
"1984","Couple + C. LE and GT 16","1711.22","818","1720","307","736","2168","3896","10553","1602.21","1820.23","0","17363","818","920"
"1984","Single parent","1245.76","399","579","0","0","1534","4292","8099","1083.01","1408.51","0","10983","399","634"
"1985","(Married) couple without C.","314.14","0","2435","0","0","0","663","5890","266.48","361.8","0","9510","0","0"
"1985","1-pers.-HH","351.41","0","1181","0","0","0","871","5133","283.21","419.61","0","16566","0","0"
"1985","Couple + C. GT 16 ","971.1","307","2029","0","0","920","2352","11105","871.01","1071.19","0","29911","307","307"
"1985","Couple + C. LE 16","1353.5","767","2682","307","307","1457","3006","11283","1281.34","1425.66","0","14173","920","920"
"1985","Couple + C. LE and GT 16","1767.05","920","1493","307","736","2276","3959","9007","1662.44","1871.66","0","12332","920","982"
"1985","Single parent","1108.66","307","546","0","0","1074","3681","8244","954.73","1262.59","0","11412","307","307"
"1986","(Married) couple without C.","336.01","0","2388","0","0","0","393","6485","280.39","391.63","0","19016","0","0"
"1986","1-pers.-HH","456.55","0","1122","0","0","0","1120","6258","371.77","541.33","0","19572","0","0"
"1986","Couple + C. GT 16 ","777","307","2107","0","0","736","2096","6790","702.08","851.92","0","13832","307","307"
"1986","Couple + C. LE 16","1407.33","859","2411","307","307","1595","3497","9612","1330.11","1484.55","0","17075","920","920"
"1986","Couple + C. LE and GT 16","1876.43","920","1403","307","736","2270","4454","10154","1746.8","2006.06","0","19867","920","920"
"1986","Single parent","1193","307","511","0","0","1473","3743","9481","1028.85","1357.15","0","10215","307","307"
"1987","(Married) couple without C.","307.76","0","2357","0","0","0","307","6522","248.83","366.69","0","19940","0","0"
"1987","1-pers.-HH","418.04","0","1120","0","0","0","920","6933","340.93","495.15","0","14502","0","0"
"1987","Couple + C. GT 16 ","821.33","307","2159","0","0","736","2025","8896","744.44","898.22","0","15682","307","307"
"1987","Couple + C. LE 16","1493.53","920","2368","307","307","1755","3579","10326","1411.41","1575.65","0","20656","920","920"
"1987","Couple + C. LE and GT 16","2166.63","920","1262","307","736","2270","4806","16740","1995.71","2337.55","0","28095","920","1074"
"1987","Single parent","1307.67","307","523","0","0","1552","3881","8038","1113.01","1502.33","0","27309","307","614"
"1988","(Married) couple without C.","331.06","0","2290","0","0","0","307","7363","272.79","389.33","0","15715","0","0"
"1988","1-pers.-HH","374.91","0","1073","0","0","0","834","6136","297.1","452.72","0","13805","0","0"
"1988","Couple + C. GT 16 ","905.78","307","2209","0","0","736","2632","10737","816.49","995.07","0","18959","307","307"
"1988","Couple + C. LE 16","1522.18","920","2231","307","307","1841","3743","9819","1436.95","1607.41","0","22266","920","920"
"1988","Couple + C. LE and GT 16","1887.64","920","1091","307","736","2270","4418","9633","1736.57","2038.71","0","14897","920","1417"
"1988","Single parent","1273.64","307","511","0","0","1636","4065","11044","1085.97","1461.31","0","11651","307","307"
"1989","(Married) couple without C.","347.72","0","2265","0","0","0","307","7731","281.87","413.57","0","21469","0","0"
"1989","1-pers.-HH","404.57","0","1070","0","0","0","663","7823","315.12","494.02","0","14218","0","0"
"1989","Couple + C. GT 16 ","884.45","307","2147","0","0","736","2147","11602","797.12","971.78","0","14676","307","307"
"1989","Couple + C. LE 16","1730.03","920","2145","307","307","2270","4141","12987","1631","1829.06","0","19137","920","920"
"1989","Couple + C. LE and GT 16","1964.4","920","988","307","736","2270","4160","12680","1787.27","2141.53","0","15952","920","920"
"1989","Single parent","1189.04","307","474","0","0","1166","3417","9817","992.97","1385.11","0","13179","307","307"
"1990","(Married) couple without C.","323.92","0","2311","0","0","0","307","6688","268.48","379.36","0","12271","0","0"
"1990","1-pers.-HH","282.19","0","1038","0","0","0","515","5706","207.2","357.18","0","14725","0","0"
"1990","Couple + C. GT 16 ","963.9","307","2064","0","0","736","2454","9136","861.79","1066.01","0","31911","307","307"
"1990","Couple + C. LE 16","1650.49","920","2090","307","307","2147","3988","12148","1554.8","1746.18","0","18940","920","920"
"1990","Couple + C. LE and GT 16","2112.66","920","895","307","736","2270","4187","15454","1900.02","2325.3","0","21720","920","920"
"1990","Single parent","1405.64","307","464","0","0","1387","4233","12148","1181.84","1629.44","0","14118","307","307"
