"year","hgtyp1hh","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","(Married) couple without C.","East Germany","","","","","","","","","","","","","",""
"1984","(Married) couple without C.","West Germany","303.91","0","2705","0","0","0","491","6013","257.56","350.26","0","10635","0","0"
"1984","1-pers.-HH","East Germany","","","","","","","","","","","","","",""
"1984","1-pers.-HH","West Germany","361.41","0","1335","0","0","0","900","5215","286.22","436.6","0","19215","0","0"
"1984","Couple + C. GT 16 ","East Germany","","","","","","","","","","","","","",""
"1984","Couple + C. GT 16 ","West Germany","918.2","307","1993","0","0","859","3221","7149","833.5","1002.9","0","17564","307","307"
"1984","Couple + C. LE 16","East Germany","","","","","","","","","","","","","",""
"1984","Couple + C. LE 16","West Germany","1295.28","736","3082","307","307","1544","3390","8878","1231.29","1359.27","0","17069","736","736"
"1984","Couple + C. LE and GT 16","East Germany","","","","","","","","","","","","","",""
"1984","Couple + C. LE and GT 16","West Germany","1711.22","818","1720","307","736","2168","3896","10553","1602.21","1820.23","0","17363","818","920"
"1984","Single parent","East Germany","","","","","","","","","","","","","",""
"1984","Single parent","West Germany","1245.76","399","579","0","0","1534","4292","8099","1083.01","1408.51","0","10983","399","634"
"1985","(Married) couple without C.","East Germany","","","","","","","","","","","","","",""
"1985","(Married) couple without C.","West Germany","314.14","0","2435","0","0","0","663","5890","266.48","361.8","0","9510","0","0"
"1985","1-pers.-HH","East Germany","","","","","","","","","","","","","",""
"1985","1-pers.-HH","West Germany","351.41","0","1181","0","0","0","871","5133","283.21","419.61","0","16566","0","0"
"1985","Couple + C. GT 16 ","East Germany","","","","","","","","","","","","","",""
"1985","Couple + C. GT 16 ","West Germany","971.1","307","2029","0","0","920","2352","11105","871.01","1071.19","0","29911","307","307"
"1985","Couple + C. LE 16","East Germany","","","","","","","","","","","","","",""
"1985","Couple + C. LE 16","West Germany","1353.5","767","2682","307","307","1457","3006","11283","1281.34","1425.66","0","14173","920","920"
"1985","Couple + C. LE and GT 16","East Germany","","","","","","","","","","","","","",""
"1985","Couple + C. LE and GT 16","West Germany","1767.05","920","1493","307","736","2276","3959","9007","1662.44","1871.66","0","12332","920","982"
"1985","Single parent","East Germany","","","","","","","","","","","","","",""
"1985","Single parent","West Germany","1108.66","307","546","0","0","1074","3681","8244","954.73","1262.59","0","11412","307","307"
"1986","(Married) couple without C.","East Germany","","","","","","","","","","","","","",""
"1986","(Married) couple without C.","West Germany","336.01","0","2388","0","0","0","393","6485","280.39","391.63","0","19016","0","0"
"1986","1-pers.-HH","East Germany","","","","","","","","","","","","","",""
"1986","1-pers.-HH","West Germany","456.55","0","1122","0","0","0","1120","6258","371.77","541.33","0","19572","0","0"
"1986","Couple + C. GT 16 ","East Germany","","","","","","","","","","","","","",""
"1986","Couple + C. GT 16 ","West Germany","777","307","2107","0","0","736","2096","6790","702.08","851.92","0","13832","307","307"
"1986","Couple + C. LE 16","East Germany","","","","","","","","","","","","","",""
"1986","Couple + C. LE 16","West Germany","1407.33","859","2411","307","307","1595","3497","9612","1330.11","1484.55","0","17075","920","920"
"1986","Couple + C. LE and GT 16","East Germany","","","","","","","","","","","","","",""
"1986","Couple + C. LE and GT 16","West Germany","1876.43","920","1403","307","736","2270","4454","10154","1746.8","2006.06","0","19867","920","920"
"1986","Single parent","East Germany","","","","","","","","","","","","","",""
"1986","Single parent","West Germany","1193","307","511","0","0","1473","3743","9481","1028.85","1357.15","0","10215","307","307"
"1987","(Married) couple without C.","East Germany","","","","","","","","","","","","","",""
"1987","(Married) couple without C.","West Germany","307.76","0","2357","0","0","0","307","6522","248.83","366.69","0","19940","0","0"
"1987","1-pers.-HH","East Germany","","","","","","","","","","","","","",""
"1987","1-pers.-HH","West Germany","418.04","0","1120","0","0","0","920","6933","340.93","495.15","0","14502","0","0"
"1987","Couple + C. GT 16 ","East Germany","","","","","","","","","","","","","",""
"1987","Couple + C. GT 16 ","West Germany","821.33","307","2159","0","0","736","2025","8896","744.44","898.22","0","15682","307","307"
"1987","Couple + C. LE 16","East Germany","","","","","","","","","","","","","",""
"1987","Couple + C. LE 16","West Germany","1493.53","920","2368","307","307","1755","3579","10326","1411.41","1575.65","0","20656","920","920"
"1987","Couple + C. LE and GT 16","East Germany","","","","","","","","","","","","","",""
