"year","regtyp","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1985","Rural Area","1011.74","307","2284","0","0","988","2761","9002","930.17","1093.31","0","14173","307","558"
"1985","Urban Area","818.37","307","8803","0","0","920","2331","8457","777.47","859.27","0","29911","307","307"
"1986","Rural Area","992.38","307","2185","0","0","920","3221","9151","909.36","1075.4","0","17075","307","321"
"1986","Urban Area","806.27","307","8458","0","0","767","2393","7841","765.03","847.51","0","19867","307","307"
"1987","Rural Area","1051.18","307","2160","0","0","920","3323","8941","961.51","1140.85","0","16740","307","608"
"1987","Urban Area","834.9","0","8353","0","0","736","2270","8896","789.56","880.24","0","28095","307","307"
"1988","Rural Area","1033.39","307","2024","0","0","920","3272","8283","932.41","1134.37","0","22266","307","307"
"1988","Urban Area","805.24","0","7998","0","0","736","2352","9185","760.79","849.69","0","15715","307","307"
"1989","Rural Area","1079.54","307","1923","0","0","920","3272","12103","966.67","1192.41","0","19137","307","307"
"1989","Urban Area","853.42","0","7786","0","0","736","2454","9817","805.46","901.38","0","21469","307","307"
"1990","Rural Area","979.69","307","1918","0","0","920","3170","9817","883.97","1075.41","0","18940","307","307"
"1990","Urban Area","874.19","0","7599","0","0","736","2405","10713","822.37","926.01","0","31911","307","307"
"1991","Rural Area","1070.48","307","1952","0","0","1104","3436","9748","966.1","1174.86","0","22885","307","307"
"1991","Urban Area","851.49","0","7514","0","0","736","2739","9203","802.73","900.25","0","30371","307","307"
"1992","Rural Area","1332.09","307","4441","0","0","1534","4260","9806","1255.64","1408.54","0","28837","460","690"
"1992","Urban Area","945.62","0","8831","0","0","798","3172","9701","896.32","994.92","0","29757","307","307"
"1993","Rural Area","1585.26","429","4400","0","0","1861","5190","12419","1493.63","1676.89","0","27857","675","859"
"1993","Urban Area","1099.62","0","8778","0","0","945","3579","11387","1042.4","1156.84","0","33370","429","429"
"1994","Rural Area","1705.33","429","4317","0","0","1902","5645","14112","1599.77","1810.89","0","36322","429","736"
"1994","Urban Area","1278.48","0","8627","0","0","1043","4111","13899","1213.38","1343.58","0","27337","429","429"
"1995","Rural Area","1799.36","429","4478","0","0","1963","5798","16320","1690.19","1908.53","0","38664","429","681"
"1995","Urban Area","1294.34","0","8892","0","0","1109","4233","13651","1229.22","1359.46","0","28440","429","429"
"1996","Rural Area","2033.2","429","4434","0","0","2454","6565","17483","1910.55","2155.85","0","32181","736","859"
