"year","migback","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1989","indirect migration background","West Germany","1288.81","307","260","0","0","976","4571","10860","1018.88","1558.74","0","13081","307","920"
"1989","no migration background","East Germany","","","","","","","","","","","","","",""
"1989","no migration background","West Germany","842.04","0","6843","0","0","736","2454","10447","795.41","888.67","0","21469","307","307"
"1990","direct migration background","East Germany","","","","","","","","","","","","","",""
"1990","direct migration background","West Germany","1381.74","307","2551","0","0","1534","3743","12271","1274.64","1488.84","0","31911","736","798"
"1990","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1990","indirect migration background","West Germany","1227.35","614","296","0","0","1534","3227","8786","959.4","1495.3","0","21720","614","920"
"1990","no migration background","East Germany","","","","","","","","","","","","","",""
"1990","no migration background","West Germany","830.53","0","6670","0","0","736","2352","9547","782.38","878.68","0","31911","307","307"
"1991","direct migration background","East Germany","","","","","","","","","","","","","",""
"1991","direct migration background","West Germany","1277.77","307","2501","0","0","1380","3927","10737","1170.72","1384.82","0","30371","614","736"
"1991","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1991","indirect migration background","West Germany","1351.27","307","349","0","0","1380","3927","10737","1045.05","1657.49","0","30371","307","736"
"1991","no migration background","East Germany","","","","","","","","","","","","","",""
"1991","no migration background","West Germany","843.18","0","6616","0","0","736","2651","9234","798.25","888.11","0","17805","0","307"
"1992","direct migration background","East Germany","1230.02","118.39","146","0","0","1601","4223","9317","888.95","1571.09","0","10594","78","399"
"1992","direct migration background","West Germany","1235.1","307","2425","0","0","1125","3988","11167","1119.25","1350.95","0","21474","429","736"
"1992","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1992","indirect migration background","West Germany","1705.39","607.26","401","0","0","1825","4724","14326","1382.37","2028.41","0","23218","552","886"
"1992","no migration background","East Germany","1472.71","399","3837","0","0","2147","4577","10430","1394.94","1550.48","0","23360","736","982"
"1992","no migration background","West Germany","914.39","0","6572","0","0","736","2945","9226","862.96","965.82","0","29757","0","307"
"1993","direct migration background","East Germany","1437.32","215","136","0","0","1535","4681","11668","990.83","1883.81","0","11782","0","429"
"1993","direct migration background","West Germany","1402.32","429","2362","0","0","1350","4172","11954","1281.44","1523.2","0","22793","460","736"
"1993","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1993","indirect migration background","West Germany","1536.73","736","462","0","0","1779","4499","11412","1264.31","1809.15","0","22701","614","859"
"1993","no migration background","East Germany","2238.36","798","3690","0","0","3252","6799","14484","2123.92","2352.8","0","27857","1166","1227"
"1993","no migration background","West Germany","934.86","0","6514","0","0","859","3140","9817","882.16","987.56","0","33370","0","307"
"1994","direct migration background","East Germany","1912.54","0","143","0","0","1795","7741","14112","1380.24","2444.84","0","14112","0","429"
"1994","direct migration background","West Germany","1710.14","429","2231","0","0","1966","5430","15415","1564.35","1855.93","0","36046","429","736"
"1994","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1994","indirect migration background","West Germany","1678.18","429","480","0","0","1810","4786","13774","1409.92","1946.44","0","24981","491","859"
"1994","no migration background","East Germany","2433.1","460","3629","0","0","3405","7741","17179","2302.57","2563.63","0","36322","920","1227"
"1994","no migration background","West Germany","1055.11","0","6445","0","0","859","3497","11473","994.95","1115.27","0","23615","0","307"
"1995","direct migration background","East Germany","1673.79","0","143","0","0","1432","7030","14367","1207.02","2140.56","0","14367","0","332"
"1995","direct migration background","West Germany","2073.75","429","2671","0","0","2577","6528","16014","1933.86","2213.64","0","28440","859","902"
"1995","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1995","indirect migration background","West Germany","1807.93","429","497","0","0","1984","5686","14787","1508.22","2107.64","0","23155","736","1023"
"1995","no migration background","East Germany","2170.54","429","3546","0","0","2734","7056","17384","2039.04","2302.04","0","38664","828","859"
"1995","no migration background","West Germany","1105.76","0","6497","0","0","859","3497","13480","1041.34","1170.18","0","24328","0","307"
"1996","direct migration background","East Germany","2309.18","0","141","0","0","1917","8565","20288","1463.16","3155.2","0","28776","0","429"
"1996","direct migration background","West Germany","2148.38","429","2480","0","0","2577","6855","16484","1994.43","2302.33","0","26996","859","920"
"1996","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1996","indirect migration background","West Germany","2042.42","675","529","0","0","2454","5829","15339","1692.6","2392.24","0","26996","614","1043"
"1996","no migration background","East Germany","2686.17","430.94","3535","0","0","3829","8222","20677","2534.04","2838.3","0","39267","859","1043"
"1996","no migration background","West Germany","1269.09","0","6420","0","0","1002","4111","14787","1197.75","1340.43","0","33462","368","429"
"1997","direct migration background","East Germany","2419.34","0","132","0","0","4729","7743","18407","1709.5","3129.18","0","18407","0","1227"
"1997","direct migration background","West Germany","2696.61","1227","2360","0","0","4295","8326","15075","2530.12","2863.1","0","25156","1374","2454"
"1997","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1997","indirect migration background","West Germany","2811.28","1227","553","0","0","4295","7700","15891","2475.32","3147.24","0","25156","1788","2454"
"1997","no migration background","East Germany","3127.13","1227","3497","0","0","4356","9203","20861","2968.93","3285.33","0","42053","1631","2372"
"1997","no migration background","West Germany","1806.77","0","6351","0","0","2454","5317","16566","1725.27","1888.27","0","37445","1227","1227"
"1998","direct migration background","East Germany","2629.15","0","119","0","0","3681","9326","18511","1827.98","3430.32","0","18566","0","1350"
"1998","direct migration background","West Germany","2914.6","1350","2302","0","0","4297","7915","17302","2740.2","3089","0","33340","1963","2577"
"1998","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1998","indirect migration background","West Germany","3058.82","1472.37","578","0","0","4295","8426","17220","2715.28","3402.36","0","24174","1658","2700"
"1998","no migration background","East Germany","2977.28","1350","3740","0","0","4418","8618","18529","2834.63","3119.93","0","36940","1465","2227"
"1998","no migration background","West Germany","1890.54","0","7562","0","0","2700","5389","16509","1814.21","1966.87","0","48716","818","1227"
"1999","direct migration background","East Germany","2235.27","0","110","0","0","3069","8283","15339","1506.69","2963.85","0","15339","0","939"
"1999","direct migration background","West Germany","2781.08","1350","2113","0","0","3710","7436","19204","2598.98","2963.18","0","29831","1534","2577"
"1999","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1999","indirect migration background","West Germany","3056.67","1350","590","0","0","4193","7271","19143","2715.1","3398.24","0","23928","1611","2700"
"1999","no migration background","East Germany","3034.52","1350","3671","0","0","4418","8712","18407","2894.13","3174.91","0","33609","1841","2454"
"1999","no migration background","West Germany","1849.86","0","7262","0","0","2700","5522","14725","1775.67","1924.05","0","38131","1227","1350"
"2000","direct migration background","East Germany","2367.7","0","151","0","0","3204","8878","17670","1642.75","3092.65","0","23552","0","1534"
"2000","direct migration background","West Germany","3305.43","1534","3193","0","0","4908","9571","18738","3151.84","3459.02","0","26137","2250","3037"
"2000","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2000","indirect migration background","West Germany","3148.98","1534","805","0","0","4397","8347","21155","2851.22","3446.74","0","24542","1534","3068"
"2000","no migration background","East Germany","3012.53","1534","5701","0","0","4473","9111","19529","2894.97","3130.09","0","39208","1534","1534"
"2000","no migration background","West Germany","1790.36","0","14390","0","0","3068","5113","14842","1736.98","1843.74","0","35586","0","1217"
"2001","direct migration background","East Germany","2329.58","0","124","0","0","3068","9633","20725","1500.91","3158.25","0","21474","0","690"
"2001","direct migration background","West Germany","3609.01","1841","2821","0","0","5228","9633","20861","3442.21","3775.81","0","30003","2454","3068"
"2001","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2001","indirect migration background","West Germany","3264.71","1657","752","0","0","5113","8172","20528","2956.48","3572.94","0","30003","1657","2766"
"2001","no migration background","East Germany","3147.98","1657","5316","0","0","4878","8948","19623","3023.94","3272.02","0","40530","1657","2147"
"2001","no migration background","West Germany","1906.35","0","13025","0","0","3098","5470","13928","1848.97","1963.73","0","61355","992","1278"
"2002","direct migration background","East Germany","2412.33","0","116","0","0","3168","9960","16977","1657.33","3167.33","0","16977","0","0"
"2002","direct migration background","West Germany","3566.81","2159.12","2704","0","0","5400","9120","18716","3399.58","3734.04","0","31146","2068","2760"
"2002","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2002","indirect migration background","West Germany","3575.79","1848","760","0","0","5132","8020","21840","3270.82","3880.76","0","31146","1848","3060"
"2002","no migration background","East Germany","3256.51","1620","5318","0","0","4908","9903","20070","3133.99","3379.03","0","32287","1680","1848"
"2002","no migration background","West Germany","2021.61","0","14235","0","0","3240","6040","15240","1967.5","2075.72","0","43764","1250","1500"
"2003","direct migration background","East Germany","2319.66","0","106","0","0","490","9960","27900","1283.16","3356.16","0","27900","0","0"
"2003","direct migration background","West Germany","4043.48","2040","2539","0","0","6044","10580","20176","3857.44","4229.52","0","31200","2014","3000"
"2003","indirect migration background","East Germany","8481.73","5989.47","32","0","924","15932","16050","27900","6015.02","10948.44","0","27900","1848","8124"
"2003","indirect migration background","West Germany","3782.22","1848","758","0","0","5544","9249","21108","3443.99","4120.45","0","27752","1848","3600"
"2003","no migration background","East Germany","3564.93","1848","5234","0","0","5544","10448","20016","3435.38","3694.48","0","40572","1848","2296"
"2003","no migration background","West Germany","2187.55","0","13628","0","0","3602","6508","16526","2128.27","2246.83","0","31404","1288","1691"
"2004","direct migration background","East Germany","1892.74","0","103","0","0","492","7392","28340","1057.69","2727.79","0","28340","0","0"
"2004","direct migration background","West Germany","4178.34","2331.57","2449","0","0","6231","11088","20160","3978.37","4378.31","0","43273","2400","3416"
"2004","indirect migration background","East Germany","7482.6","4968.68","35","0","1848","10804","21885","28340","4729.07","10236.13","0","28340","1848","6181"
"2004","indirect migration background","West Germany","4619.98","3600","776","0","900","6208","11868","24984","4273.12","4966.84","0","36840","2800","3696"
"2004","no migration background","East Germany","3623.27","1848","5117","0","0","5760","10437","19728","3490.22","3756.32","0","30648","1848","2040"
"2004","no migration background","West Germany","2263.12","0","13253","0","0","3696","6810","15781","2200.69","2325.55","0","43273","1278","1800"
"2005","direct migration background","East Germany","2924.43","0","102","0","0","5676","9493","43824","1721.1","4127.76","0","43824","0","0"
"2005","direct migration background","West Germany","4332.77","2400","2282","0","0","6360","11808","23760","4107.39","4558.15","0","31939","2581","3600"
"2005","indirect migration background","East Germany","8305.29","4087.44","35","0","1848","11725","18120","43824","4746.09","11864.49","0","43824","3206","8621"
"2005","indirect migration background","West Germany","4333.99","3368.12","800","0","1250","5546","9550","23760","3978.15","4689.83","0","35165","3433","3696"
"2005","no migration background","East Germany","3571.61","1848","4927","0","0","5838","9956","20593","3443.65","3699.57","0","43824","1848","2004"
"2005","no migration background","West Germany","2355.22","0","12666","0","0","3696","7260","15756","2289.51","2420.93","0","42000","1250","1740"
"2006","direct migration background","East Germany","4287.01","0","112","0","0","8832","12544","28221","2817.32","5756.7","0","33685","0","324"
"2006","direct migration background","West Germany","4804.22","3572.87","2287","0","0","7343","12668","28803","4563.73","5044.71","0","37608","2912","3648"
"2006","indirect migration background","East Germany","7675.68","5953.9","43","0","1848","9744","11964","33685","5030.94","10320.42","0","33685","3600","7900"
"2006","indirect migration background","West Germany","4754.1","3611.89","820","0","726","6387","12000","28803","4377.59","5130.61","0","36193","3551","3696"
"2006","no migration background","East Germany","3527.06","1836","5238","0","0","5171","10057","22179","3394.56","3659.56","0","40800","1848","1848"
"2006","no migration background","West Germany","2347.32","0","13881","0","0","3696","7200","16798","2282.48","2412.16","0","47076","924","1251"
"2007","direct migration background","East Germany","3863.27","0","94","0","0","7680","9588","25848","2547.1","5179.44","0","33280","0","0"
"2007","direct migration background","West Germany","4840.43","2211.01","2055","0","0","6408","14323","28892","4575.96","5104.9","0","43560","1859","3416"
"2007","indirect migration background","East Germany","7792.04","4202.06","45","0","2000","9103","19010","33280","4956.42","10627.66","0","33280","3080","8340"
"2007","indirect migration background","West Germany","5250.27","3696","800","0","1296","6496","13586","30720","4827.42","5673.12","0","43560","3600","3696"
"2007","no migration background","East Germany","3273","1500","4975","0","0","4848","9369","22985","3137.49","3408.51","0","40464","1848","1848"
"2007","no migration background","West Germany","2451.37","0","12996","0","0","3696","7380","19200","2382.26","2520.48","0","48420","924","1251"
"2008","direct migration background","East Germany","2885.09","0","81","0","0","4800","10222","13555","1745.11","4025.07","0","30996","0","0"
"2008","direct migration background","West Germany","4382.53","1848","1839","0","0","6480","12276","27885","4119.62","4645.44","0","31954","1848","3000"
"2008","indirect migration background","East Germany","8940.59","7166.15","45","0","1848","13555","16608","30996","6309.15","11572.03","0","30996","3696","12044"
"2008","indirect migration background","West Germany","4762.55","3124.16","785","0","923","6276","13260","27885","4348.78","5176.32","0","31954","3048","3696"
"2008","no migration background","East Germany","3124.53","1278","4707","0","0","4404","9096","21632","2989.32","3259.74","0","35736","1800","1848"
"2008","no migration background","West Germany","2283.96","0","12229","0","0","3696","6683","17280","2217.07","2350.85","0","40200","923","1250"
"2009","direct migration background","East Germany","2416.36","0","76","0","0","2880","9536","29100","1340.68","3492.04","0","29100","0","0"
"2009","direct migration background","West Germany","4027.83","1968","1600","0","0","5760","11296","22680","3761.61","4294.05","0","37875","1920","3000"
"2009","indirect migration background","East Germany","7808.75","3892","43","0","1848","10560","29100","29100","5152.24","10465.26","0","29100","3696","7296"
"2009","indirect migration background","West Germany","4465.79","3455.45","714","0","1329","5999","10896","23760","4047.25","4884.33","0","37875","3600","3696"
"2009","no migration background","East Germany","3085.09","924","4473","0","0","4488","8949","21319","2950.26","3219.92","0","35932","1078","1694"
"2009","no migration background","West Germany","2155.58","0","11457","0","0","3696","6383","16860","2086.03","2225.13","0","51016","0","800"
"2010","direct migration background","East Germany","6195.51","1678.21","128","0","0","9960","16296","51900","4359.71","8031.31","0","51900","2300","9672"
"2010","direct migration background","West Germany","4851.75","3073.38","2793","0","0","6996","12768","25320","4601.51","5101.99","0","53600","4248","4806"
"2010","indirect migration background","East Germany","6698.81","3944.95","78","0","0","11520","13996","31025","4904.04","8493.58","0","31025","5808","10800"
"2010","indirect migration background","West Germany","4896.79","3173.59","1150","0","0","7620","13044","21750","4526.31","5267.27","0","42358","3936","4696"
"2010","no migration background","East Germany","2997.37","1111.06","5331","0","0","4416","8786","20252","2850.51","3144.23","0","51900","2150","2500"
"2010","no migration background","West Germany","2326.36","0","14952","0","0","3696","6792","17476","2246.95","2405.77","0","42766","2040","2208"
"2011","direct migration background","East Germany","5875.5","1025.18","159","0","0","7776","22380","27800","4562.58","7188.42","0","37252","2208","6942"
"2011","direct migration background","West Germany","4767.92","2208","3121","0","0","6696","13200","29968","4506.88","5028.96","0","58350","4416","4454"
"2011","indirect migration background","East Germany","7814.14","6782.38","90","0","2208","8880","16608","37252","6160.78","9467.5","0","37252","6600","8880"
"2011","indirect migration background","West Germany","4929.45","3000","1320","0","0","6600","12636","27211","4541.05","5317.85","0","101700","4416","5378"
"2011","no migration background","East Germany","2969.33","519.03","6164","0","0","4416","8736","22332","2817.17","3121.49","0","75159","2208","2208"
"2011","no migration background","West Germany","2406.08","0","18161","0","0","3792","7216","19008","2329.49","2482.67","0","101700","2208","2208"
"2012","direct migration background","East Germany","5672.87","2208","156","0","0","10620","16799","24176","4367.98","6977.76","0","39481","2208","6000"
"2012","direct migration background","West Germany","4334.18","2208","2915","0","0","6315","11424","25440","4083.25","4585.11","0","50496","4416","4416"
"2012","indirect migration background","East Germany","7202.41","6359.97","82","0","2208","8509","13976","26106","4864.74","9540.08","0","63616","5496","8509"
"2012","indirect migration background","West Germany","4529.61","3158.73","1292","0","0","6624","11424","22440","4202.44","4856.78","0","40740","4416","4488"
"2012","no migration background","East Germany","2896.43","0","6042","0","0","4380","8496","22205","2751.63","3041.23","0","63616","2208","2208"
"2012","no migration background","West Germany","2348.56","0","17789","0","0","3696","6890","19020","2275.4","2421.72","0","50208","2208","2208"
"2013","direct migration background","East Germany","4720.09","2208","439","0","0","8040","12840","27408","4013.97","5426.21","0","30984","4416","6624"
"2013","direct migration background","West Germany","4297.75","2208","5990","0","0","6108","12336","25920","4124.21","4471.29","0","54888","4416","4416"
"2013","indirect migration background","East Germany","6917.04","6199.38","110","0","2208","9000","12796","31416","5539.86","8294.22","0","31416","4416","6887"
"2013","indirect migration background","West Germany","5038.98","3004.27","2127","0","0","6888","13608","27636","4749.53","5328.43","0","49140","4416","4416"
"2013","no migration background","East Germany","2718.92","0","5691","0","0","4320","8580","20747","2568.12","2869.72","0","61701","2208","2208"
"2013","no migration background","West Germany","2377.19","0","16959","0","0","4080","6888","19469","2301.86","2452.52","0","54888","2208","2208"
"2014","direct migration background","East Germany","5407.41","3955.68","353","0","0","8624","13236","23808","4614.56","6200.26","0","48103","4416","7000"
"2014","direct migration background","West Germany","4848.89","2208","4829","0","0","6744","13128","28968","4637.33","5060.45","0","49229","4416","4416"
"2014","indirect migration background","East Germany","5825.58","4416","118","0","1104","8500","14794","26024","4534.7","7116.46","0","38661","4032","6564"
"2014","indirect migration background","West Germany","5239.65","3835.05","1815","0","300","7260","12462","28800","4930.28","5549.02","0","47330","4416","4416"
"2014","no migration background","East Germany","2724.25","0","5233","0","0","4416","8448","20130","2577.43","2871.07","0","45744","2016","2208"
"2014","no migration background","West Germany","2377.59","0","15438","0","0","4200","6990","18816","2299.53","2455.65","0","48919","2208","2208"
"2015","direct migration background","East Germany","4721.29","1139.15","435","0","0","7320","14568","33422","3998.61","5443.97","0","33719","4338","4692"
"2015","direct migration background","West Germany","4451.05","2208","5562","0","0","6616","12825","29160","4258.37","4643.73","0","44416","4320","4416"
"2015","indirect migration background","East Germany","5372.02","2233.08","118","0","0","7608","15001","33422","3909.6","6834.44","0","39276","4416","6720"
"2015","indirect migration background","West Germany","5118.04","2670","1690","0","0","6888","13320","28364","4806","5430.08","0","41898","4416","4416"
"2015","no migration background","East Germany","2707.83","0","4988","0","0","4356","8508","20090","2555.89","2859.77","0","57400","1472","2208"
"2015","no migration background","West Germany","2263.92","0","14719","0","0","3528","6696","19656","2187.16","2340.68","0","50691","2208","2208"
"2016","direct migration background","East Germany","4252.05","0","359","0","0","5976","14568","34182","3373.73","5130.37","0","39792","4320","4872"
"2016","direct migration background","West Germany","4746.16","2232","4567","0","0","6696","14104","30096","4527.25","4965.07","0","62220","4416","4416"
"2016","indirect migration background","East Germany","3690.27","1106.9","114","0","0","4416","12156","34182","2054.44","5326.1","0","39552","4056","6262"
"2016","indirect migration background","West Germany","5283.03","4266.8","1574","0","0","6876","13464","27498","4935.82","5630.24","0","62220","4464","4560"
"2016","no migration background","East Germany","2644.1","0","4695","0","0","4291","8448","20385","2494.19","2794.01","0","39552","1152","2200"
"2016","no migration background","West Germany","2327.88","0","13648","0","0","3960","6840","19080","2244.85","2410.91","0","48009","2208","2208"
"2017","direct migration background","East Germany","6322.18","3048","749","0","0","8520","19200","36060","5506.36","7138","0","71880","6808","9000"
"2017","direct migration background","West Germany","4887.08","2304","6168","0","0","6840","14304","30202","4637.69","5136.47","0","70544","4808","5856"
"2017","indirect migration background","East Germany","4070.99","2280","115","0","0","4680","11160","36060","2579.59","5562.39","0","39687","3747","4680"
"2017","indirect migration background","West Germany","5222.55","2812.29","1722","0","0","6912","13728","35250","4857.98","5587.12","0","70544","4560","4560"
"2017","no migration background","East Germany","2588.76","0","5232","0","0","4200","8160","21408","2444.46","2733.06","0","39687","1009","2160"
"2017","no migration background","West Germany","2313.55","0","15466","0","0","3504","6912","19884","2236.2","2390.9","0","71887","2208","2221"
"2018","direct migration background","East Germany","6390.22","3483.62","885","0","0","9008","19548","38460","5568.59","7211.85","0","70344","9240","11976"
"2018","direct migration background","West Germany","5065.94","2304","7223","0","0","7000","14784","32741","4791.22","5340.66","0","135312","6722","7056"
"2018","indirect migration background","East Germany","4793.95","2299.37","128","0","0","6024","15948","23208","3314.72","6273.18","0","45732","4200","6279"
"2018","indirect migration background","West Germany","5027.22","2400","1691","0","0","6960","12808","28160","4682.33","5372.11","0","55996","4576","4608"
"2018","no migration background","East Germany","2593.11","0","5140","0","0","3792","8400","19920","2442.65","2743.57","0","45732","522","1911"
"2018","no migration background","West Germany","2313.84","0","14823","0","0","3600","6984","18920","2232.34","2395.34","0","86400","2208","2280"
"2019","direct migration background","East Germany","7322.14","4608","764","0","0","12056","19576","33528","6490.02","8154.26","0","90144","9600","13380"
"2019","direct migration background","West Germany","5222.15","2328","6496","0","0","7056","16144","36000","4939.81","5504.49","0","86780","7056","7416"
"2019","indirect migration background","East Germany","5676.15","3415.58","135","0","0","6984","17928","29688","4031.78","7320.52","0","54588","2376","4656"
"2019","indirect migration background","West Germany","5368.69","3351.61","1641","0","0","7056","13689","38968","5006.54","5730.84","0","50400","4560","4656"
"2019","no migration background","East Germany","2642","0","5236","0","0","3792","8435","21288","2497.34","2786.66","0","54588","0","1163"
"2019","no migration background","West Germany","2388.69","0","15316","0","0","3710","7056","20400","2314.41","2462.97","0","51516","1536","2208"
