"year","migback","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","direct migration background","1408.24","647.71","3417","0","0","1882","3835","9633","1327.74","1488.74","0","19215","736","736"
"1984","indirect migration background","810.66","74.39","128","0","0","920","2270","7363","446.93","1174.39","0","9545","307","736"
"1984","no migration background","813.87","307","8686","0","0","736","2454","8038","779.4","848.34","0","16760","307","307"
"1985","direct migration background","1316.73","307","2945","0","0","1657","3743","11283","1230.62","1402.84","0","18320","736","859"
"1985","indirect migration background","967.05","307","144","0","0","920","3577","9326","629.03","1305.07","0","11555","614","920"
"1985","no migration background","815.54","307","7998","0","0","920","2364","7976","777.19","853.89","0","29911","307","307"
"1986","direct migration background","1288.99","307","2856","0","0","1534","3743","9878","1198.57","1379.41","0","19867","736","736"
"1986","indirect migration background","912.07","0","156","0","0","920","2270","8590","603.97","1220.17","0","11332","307","920"
"1986","no migration background","800.25","307","7631","0","0","827","2429","7614","762.73","837.77","0","19572","307","307"
"1987","direct migration background","1317.89","307","2843","0","0","1636","3927","10921","1229.46","1406.32","0","16382","736","798"
"1987","indirect migration background","903.77","0","177","0","0","920","2352","8299","571.33","1236.21","0","16382","307","920"
"1987","no migration background","833.76","0","7493","0","0","767","2331","8896","789.33","878.19","0","28095","307","307"
"1988","direct migration background","1327.98","307","2690","0","0","1534","3963","11473","1229.25","1426.71","0","22266","736","920"
"1988","indirect migration background","1280.57","307","224","0","0","1473","3681","9203","984.53","1576.61","0","13547","307","920"
"1988","no migration background","799.88","0","7108","0","0","736","2407","8590","758.12","841.64","0","18959","307","307"
"1989","direct migration background","1376.7","307","2606","0","0","1350","4258","12424","1271.23","1482.17","0","16719","736","736"
"1989","indirect migration background","1288.81","307","260","0","0","976","4571","10860","1018.88","1558.74","0","13081","307","920"
"1989","no migration background","842.04","0","6843","0","0","736","2454","10447","795.41","888.67","0","21469","307","307"
"1990","direct migration background","1381.74","307","2551","0","0","1534","3743","12271","1274.64","1488.84","0","31911","736","798"
"1990","indirect migration background","1227.35","614","296","0","0","1534","3227","8786","959.4","1495.3","0","21720","614","920"
"1990","no migration background","830.53","0","6670","0","0","736","2352","9547","782.38","878.68","0","31911","307","307"
"1991","direct migration background","1277.77","307","2501","0","0","1380","3927","10737","1170.72","1384.82","0","30371","614","736"
"1991","indirect migration background","1351.27","307","349","0","0","1380","3927","10737","1045.05","1657.49","0","30371","307","736"
