"year","regtyp","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1985","Rural Area","East Germany","","","","","","","","","","","","","",""
"1985","Rural Area","West Germany","1011.74","307","2284","0","0","988","2761","9002","930.17","1093.31","0","14173","307","558"
"1985","Urban Area","East Germany","","","","","","","","","","","","","",""
"1985","Urban Area","West Germany","818.37","307","8803","0","0","920","2331","8457","777.47","859.27","0","29911","307","307"
"1986","Rural Area","East Germany","","","","","","","","","","","","","",""
"1986","Rural Area","West Germany","992.38","307","2185","0","0","920","3221","9151","909.36","1075.4","0","17075","307","321"
"1986","Urban Area","East Germany","","","","","","","","","","","","","",""
"1986","Urban Area","West Germany","806.27","307","8458","0","0","767","2393","7841","765.03","847.51","0","19867","307","307"
"1987","Rural Area","East Germany","","","","","","","","","","","","","",""
"1987","Rural Area","West Germany","1051.18","307","2160","0","0","920","3323","8941","961.51","1140.85","0","16740","307","608"
"1987","Urban Area","East Germany","","","","","","","","","","","","","",""
"1987","Urban Area","West Germany","834.9","0","8353","0","0","736","2270","8896","789.56","880.24","0","28095","307","307"
"1988","Rural Area","East Germany","","","","","","","","","","","","","",""
"1988","Rural Area","West Germany","1033.39","307","2024","0","0","920","3272","8283","932.41","1134.37","0","22266","307","307"
"1988","Urban Area","East Germany","","","","","","","","","","","","","",""
"1988","Urban Area","West Germany","805.24","0","7998","0","0","736","2352","9185","760.79","849.69","0","15715","307","307"
"1989","Rural Area","East Germany","","","","","","","","","","","","","",""
"1989","Rural Area","West Germany","1079.54","307","1923","0","0","920","3272","12103","966.67","1192.41","0","19137","307","307"
"1989","Urban Area","East Germany","","","","","","","","","","","","","",""
"1989","Urban Area","West Germany","853.42","0","7786","0","0","736","2454","9817","805.46","901.38","0","21469","307","307"
"1990","Rural Area","East Germany","","","","","","","","","","","","","",""
"1990","Rural Area","West Germany","979.69","307","1918","0","0","920","3170","9817","883.97","1075.41","0","18940","307","307"
"1990","Urban Area","East Germany","","","","","","","","","","","","","",""
"1990","Urban Area","West Germany","874.19","0","7599","0","0","736","2405","10713","822.37","926.01","0","31911","307","307"
"1991","Rural Area","East Germany","","","","","","","","","","","","","",""
"1991","Rural Area","West Germany","1070.48","307","1952","0","0","1104","3436","9748","966.1","1174.86","0","22885","307","307"
"1991","Urban Area","East Germany","","","","","","","","","","","","","",""
"1991","Urban Area","West Germany","851.49","0","7514","0","0","736","2739","9203","802.73","900.25","0","30371","307","307"
"1992","Rural Area","East Germany","1522.57","399","2498","0","0","2301","4785","9935","1426.67","1618.47","0","17065","736","1104"
"1992","Rural Area","West Germany","1206.97","307","1943","0","0","1104","3957","9806","1083.56","1330.38","0","28837","307","307"
"1992","Urban Area","East Germany","1355.64","307","1389","0","0","1767","4301","10594","1225.34","1485.94","0","23360","404","736"
"1992","Urban Area","West Germany","895.06","0","7442","0","0","736","2914","9304","841.98","948.14","0","29757","307","307"
"1993","Rural Area","East Germany","2265.13","798","2459","0","0","3338","7056","13222","2128.88","2401.38","0","27857","1104","1227"
"1993","Rural Area","West Germany","1121.49","0","1941","0","0","1227","3988","10234","1011.73","1231.25","0","22793","429","429"
"1993","Urban Area","East Germany","2111.04","687","1381","0","0","3129","5982","15553","1918.22","2303.86","0","27687","920","1227"
"1993","Urban Area","West Germany","977.44","0","7397","0","0","859","3123","10349","920.98","1033.9","0","33370","307","429"
"1994","Rural Area","East Germany","2466.57","460","2421","0","0","3574","7772","16834","2305.25","2627.89","0","36322","935","1227"
"1994","Rural Area","West Germany","1184.48","210.98","1896","0","0","1227","3988","11473","1070.04","1298.92","0","36046","429","429"
"1994","Urban Area","East Germany","2333.63","429","1367","0","0","2916","7733","17179","2127.38","2539.88","0","27337","736","1104"
"1994","Urban Area","West Germany","1151.52","0","7260","0","0","859","3681","13141","1085.35","1217.69","0","24981","429","429"
"1995","Rural Area","East Germany","2236.24","429","2430","0","0","2824","7363","17609","2071.47","2401.01","0","38664","839","859"
"1995","Rural Area","West Germany","1505.85","352.55","2048","0","0","1350","4663","16320","1371.33","1640.37","0","25076","429","429"
"1995","Urban Area","East Germany","2006.26","429","1275","0","0","2424","6519","16566","1809.72","2202.8","0","26025","429","859"
"1995","Urban Area","West Germany","1214.25","0","7617","0","0","920","4049","13240","1145.87","1282.63","0","28440","429","429"
"1996","Rural Area","East Germany","2672.18","429","2397","0","0","3681","8344","20677","2486.5","2857.86","0","32181","859","1227"
"1996","Rural Area","West Germany","1620.21","429","2037","0","0","1334","4908","15707","1471.06","1769.36","0","28591","429","614"
"1996","Urban Area","East Germany","2664.27","429","1299","0","0","3957","8222","18407","2412.32","2916.22","0","39267","798","859"
"1996","Urban Area","West Germany","1373.81","0","7391","0","0","1227","4546","15020","1298.86","1448.76","0","33462","429","429"
"1997","Rural Area","East Germany","3131.31","1227","2376","0","0","4549","9203","20861","2941.58","3321.04","0","38551","1534","2454"
"1997","Rural Area","West Germany","2301.63","1227","1990","0","0","2761","6800","17179","2140.9","2462.36","0","21352","1227","1227"
"1997","Urban Area","East Germany","3036.21","1227","1275","0","0","4090","8549","20861","2771.4","3301.02","0","42053","1227","2250"
"1997","Urban Area","West Germany","1884.41","0","7273","0","0","2454","5829","15891","1801.32","1967.5","0","37445","1227","1227"
"1998","Rural Area","East Germany","3057.8","1350","2568","0","0","4540","8948","18529","2886.2","3229.4","0","31972","1565","2454"
"1998","Rural Area","West Germany","2338.33","1227","2317","0","0","3313","6565","15469","2192.29","2484.37","0","24527","1350","1350"
"1998","Urban Area","East Germany","2791.18","1350","1317","0","0","3927","7976","18511","2548.88","3033.48","0","36940","1350","1898"
"1998","Urban Area","West Germany","2018.3","0","8125","0","0","2700","5731","17179","1937.39","2099.21","0","48716","1350","1350"
"1999","Rural Area","East Germany","3178.76","1350","2505","0","0","4841","9449","17651","3002.39","3355.13","0","33609","2041","2608"
"1999","Rural Area","West Germany","2280.14","1350","2223","0","0","3068","6289","14664","2132.98","2427.3","0","27968","1350","1350"
"1999","Urban Area","East Germany","2706.16","1350","1298","0","0","3258","7874","18407","2491.81","2920.51","0","24542","1350","1963"
"1999","Urban Area","West Germany","1965.8","0","7742","0","0","2700","5921","15748","1885.87","2045.73","0","38131","1350","1350"
"2000","Rural Area","East Germany","3111.94","1534","3948","0","0","4786","9346","19572","2967.92","3255.96","0","39208","1534","1841"
"2000","Rural Area","West Germany","2206.74","1227","4359","0","0","3068","6050","15502","2102.01","2311.47","0","27303","1534","1534"
"2000","Urban Area","East Germany","2773.01","1506.8","1930","0","0","3630","8283","19529","2579.85","2966.17","0","32825","1534","1534"
"2000","Urban Area","West Germany","2024.41","0","14029","0","0","3068","5880","16167","1964.45","2084.37","0","35586","1288","1534"
"2001","Rural Area","East Germany","3360.01","1657","3645","0","0","5154","9371","19666","3204.63","3515.39","0","40530","1657","2454"
"2001","Rural Area","West Germany","2335.61","1043","3888","0","0","3313","6534","15768","2217.8","2453.42","0","61355","1657","1657"
"2001","Urban Area","East Germany","2689.38","1534","1820","0","0","3579","8222","18253","2494.91","2883.85","0","31925","1657","1657"
"2001","Urban Area","West Germany","2166.63","0","12710","0","0","3313","6258","15560","2103.24","2230.02","0","36199","1473","1534"
"2002","Rural Area","East Germany","3306.33","1620","3611","0","0","5040","9840","19430","3156.8","3455.86","0","32287","1703","2100"
"2002","Rural Area","West Germany","2620.31","1448.11","4059","0","0","3696","7320","17726","2507.88","2732.74","0","43764","1656","1680"
"2002","Urban Area","East Germany","3099.14","1259.17","1847","0","0","4326","10090","20556","2893.67","3304.61","0","29256","1620","1800"
"2002","Urban Area","West Germany","2215.08","135","13640","0","0","3240","6600","16740","2155.39","2274.77","0","31146","1500","1620"
"2003","Rural Area","East Germany","3657.77","1848","3534","0","0","5706","10596","19920","3499.51","3816.03","0","40572","1848","2450"
"2003","Rural Area","West Germany","2767.56","1740","3816","0","0","3960","7920","16800","2644.07","2891.05","0","31404","1848","1848"
"2003","Urban Area","East Germany","3372.66","1500","1838","0","0","5300","10716","20580","3150.98","3594.34","0","30648","1848","1848"
"2003","Urban Area","West Germany","2461.27","600","13109","0","0","3696","7402","18045","2395.56","2526.98","0","31200","1800","1800"
"2004","Rural Area","East Germany","3666.91","1848","3420","0","0","5600","10792","21477","3505.16","3828.66","0","29056","1848","2400"
"2004","Rural Area","West Germany","2947.84","1673","3774","0","0","4168","8592","17742","2816.63","3079.05","0","36840","1848","1848"
"2004","Urban Area","East Germany","3506.99","1800","1835","0","0","5844","9696","20664","3278.41","3735.57","0","30648","1848","1848"
"2004","Urban Area","West Germany","2564.87","911","12704","0","0","3696","7680","16968","2495.38","2634.36","0","43273","1800","1836"
"2005","Rural Area","East Germany","3704.83","1848","3294","0","0","6144","10050","19356","3543.39","3866.27","0","43824","1848","2260"
"2005","Rural Area","West Germany","3017.37","1725.24","3586","0","0","4609","8598","20220","2873.85","3160.89","0","35165","1848","1848"
"2005","Urban Area","East Germany","3360.2","1817.04","1770","0","0","5330","9612","21480","3143.75","3576.65","0","27185","1848","1860"
"2005","Urban Area","West Germany","2668.82","1145.87","12162","0","0","3696","7787","18216","2594.86","2742.78","0","42000","1800","1848"
"2006","Rural Area","East Germany","3646.31","1848","3540","0","0","5336","10088","23901","3475.54","3817.08","0","40800","1848","1848"
"2006","Rural Area","West Germany","2980.22","1664.63","4000","0","0","4348","8227","20926","2838.83","3121.61","0","37608","1836","1848"
"2006","Urban Area","East Germany","3451.29","1758","1853","0","0","5240","10320","20376","3237.22","3665.36","0","31128","1800","1848"
"2006","Urban Area","West Germany","2806.23","924","12988","0","0","3696","8000","19596","2731.91","2880.55","0","47076","1560","1800"
"2007","Rural Area","East Germany","3330.26","1800","3351","0","0","4920","9648","20400","3166.02","3494.5","0","37230","1848","1848"
"2007","Rural Area","West Germany","3083.33","1379.14","3753","0","0","4337","8632","19848","2938.19","3228.47","0","37255","1800","1848"
"2007","Urban Area","East Germany","3328.5","1329.09","1763","0","0","4920","9556","23103","3084.08","3572.92","0","40464","1800","1848"
"2007","Urban Area","West Germany","2922.67","923","12098","0","0","3696","8080","22126","2841.73","3003.61","0","48420","1488","1800"
"2008","Rural Area","East Germany","3246.45","1667.63","3140","0","0","4404","9458","22116","3072.31","3420.59","0","35736","1800","1848"
"2008","Rural Area","West Germany","2769.97","1250","3519","0","0","3744","7847","19440","2627.21","2912.73","0","29896","1747","1848"
"2008","Urban Area","East Germany","3057.03","923","1693","0","0","4680","9276","19716","2841.2","3272.86","0","24648","924","1848"
"2008","Urban Area","West Germany","2733.05","919.95","11334","0","0","3696","7702","20880","2654.49","2811.61","0","40200","1298","1800"
"2009","Rural Area","East Germany","3165.27","1320","2989","0","0","4440","9760","22564","2993.01","3337.53","0","35932","1250","1800"
"2009","Rural Area","West Germany","2517.2","0","3334","0","0","3696","7595","17164","2377.34","2657.06","0","30144","1200","1848"
"2009","Urban Area","East Germany","3025.64","0","1603","0","0","4920","8400","21319","2808.85","3242.43","0","30706","576","1540"
"2009","Urban Area","West Germany","2585.62","876.6","10437","0","0","3696","7344","20100","2504.33","2666.91","0","51016","1000","1680"
"2010","Rural Area","East Germany","3025.21","1250","3569","0","0","4850","8962","18786","2842.36","3208.06","0","40656","2153","2629"
"2010","Rural Area","West Germany","2687.55","984","4805","0","0","3984","7416","18436","2537.24","2837.86","0","36516","3672","3744"
"2010","Urban Area","East Germany","3251.72","1102.45","1968","0","0","4308","9564","23421","2984.12","3519.32","0","51900","2160","2700"
"2010","Urban Area","West Germany","2913.7","974.33","14090","0","0","3936","8378","21438","2822.96","3004.44","0","53600","2298","2500"
"2011","Rural Area","East Germany","2941.67","801.25","4112","0","0","4416","8320","21813","2754.12","3129.22","0","75159","2208","2208"
"2011","Rural Area","West Germany","2809.7","0","6146","0","0","4368","8258","21006","2671.46","2947.94","0","39221","2400","3600"
"2011","Urban Area","East Germany","3312.54","481.66","2301","0","0","4418","9559","25776","3050.64","3574.44","0","52280","2208","2232"
"2011","Urban Area","West Germany","2924.71","0","16456","0","0","4416","8509","21927","2833.59","3015.83","0","101700","2208","2220"
"2012","Rural Area","East Germany","2796.88","40","4041","0","0","4416","8208","19006","2627.47","2966.29","0","39481","2208","2208"
"2012","Rural Area","West Germany","2824.93","0","6118","0","0","4416","8376","22164","2692.35","2957.51","0","50208","2208","2668"
"2012","Urban Area","East Germany","3376.64","0","2239","0","0","4416","10208","29496","3099.2","3654.08","0","63616","2208","2208"
"2012","Urban Area","West Germany","2763.69","0","15878","0","0","4416","7896","21408","2678.5","2848.88","0","50496","2208","2208"
"2013","Rural Area","East Germany","2721.43","0","3978","0","0","4344","8480","19152","2538.98","2903.88","0","61701","2208","2208"
"2013","Rural Area","West Germany","2830.47","0","6582","0","0","4416","8130","20492","2696.57","2964.37","0","40343","2208","2838"
