"year","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","East Germany","","","","","","","","","","","","","",""
"1984","West Germany","870.19","307","12231","0","0","798","2684","8160","836.25","904.13","0","19215","307","307"
"1985","East Germany","","","","","","","","","","","","","",""
"1985","West Germany","863.87","307","11087","0","0","920","2454","8590","827.29","900.45","0","29911","307","307"
"1986","East Germany","","","","","","","","","","","","","",""
"1986","West Germany","849.65","307","10643","0","0","920","2582","8385","812.7","886.6","0","19867","307","307"
"1987","East Germany","","","","","","","","","","","","","",""
"1987","West Germany","884.59","307","10513","0","0","920","2479","8941","844.11","925.07","0","28095","307","307"
"1988","East Germany","","","","","","","","","","","","","",""
"1988","West Germany","856.98","0","10022","0","0","920","2700","8835","816.05","897.91","0","22266","307","307"
"1989","East Germany","","","","","","","","","","","","","",""
"1989","West Germany","903.68","0","9709","0","0","920","2761","10461","859.17","948.19","0","21469","307","307"
"1990","East Germany","","","","","","","","","","","","","",""
"1990","West Germany","897.67","0","9517","0","0","798","2608","10222","852.02","943.32","0","31911","307","307"
"1991","East Germany","","","","","","","","","","","","","",""
"1991","West Germany","901.94","0","9466","0","0","798","2822","9510","857.64","946.24","0","30371","307","307"
"1992","East Germany","1463.97","399","3993","0","0","2132","4567","10430","1388.13","1539.81","0","23360","706","920"
"1992","West Germany","967.26","0","9398","0","0","798","3190","9633","918.04","1016.48","0","29757","307","307"
"1993","East Germany","2206.73","736","3840","0","0","3190","6749","13994","2095.33","2318.13","0","27857","1104","1227"
"1993","West Germany","1009.84","0","9338","0","0","865","3307","10234","959.62","1060.06","0","33370","368","429"
"1994","East Germany","2415.89","429","3788","0","0","3368","7755","17051","2288.74","2543.04","0","36322","859","1227"
"1994","West Germany","1158.84","0","9156","0","0","920","3753","12378","1101.28","1216.4","0","36046","429","429"
"1995","East Germany","2152.16","429","3705","0","0","2730","7056","17282","2024.6","2279.72","0","38664","761","859"
"1995","West Germany","1279.91","0","9665","0","0","1135","4111","14138","1218.95","1340.87","0","28440","429","429"
"1996","East Germany","2669.15","429","3696","0","0","3779","8222","20677","2519.73","2818.57","0","39267","859","920"
"1996","West Germany","1428.68","0","9429","0","0","1227","4797","15339","1361.67","1495.69","0","33462","429","429"
"1997","East Germany","3095.31","1227","3651","0","0","4448","8896","20861","2941.09","3249.53","0","42053","1513","2250"
"1997","West Germany","1976.73","368","9264","0","0","2454","6136","16259","1902.89","2050.57","0","37445","1227","1227"
