"year","migback","pgcasmin","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1987","direct migration background","(1b) general elementary school","1318.34","307","892","0","0","1718","4009","11044","1166.32","1470.36","0","14688","736","920"
"1987","direct migration background","(1c) basic vocational qualification","924.57","307","614","0","0","920","2270","9412","776.35","1072.79","0","14688","307","736"
"1987","direct migration background","(2a) intermediate vocational","1095.36","307","87","0","0","920","3579","9412","589.79","1600.93","0","14020","0","736"
"1987","direct migration background","(2b) intermediate general qualification","1255.28","307","60","0","307","920","3681","7436","562.25","1948.31","0","13268","307","1299"
"1987","direct migration background","(2c_gen) general maturity certificate","1368.14","736","110","0","0","1910","2863","16382","823.21","1913.07","0","16382","614","920"
"1987","direct migration background","(2c_voc) vocational maturity certificate","1658.05","614","122","0","0","2270","5225","9449","1250.63","2065.47","0","12161","522","920"
"1987","direct migration background","(3a) lower tertiary education","","","","","","","","","","","","","",""
"1987","direct migration background","(3b) higher tertiary education","531.68","285.24","76","0","0","736","736","8835","190.95","872.41","0","8896","0","528"
"1987","indirect migration background","(0) in school","","","","","","","","","","","","","",""
"1987","indirect migration background","(1a) inadequately completed","","","","","","","","","","","","","",""
"1987","indirect migration background","(1b) general elementary school","2295.24","628.75","46","0","0","3906","8038","16382","1427.57","3162.91","0","16382","307","2209"
"1987","indirect migration background","(1c) basic vocational qualification","570.66","0","51","0","0","307","2239","6442","75.47","1065.85","0","7327","0","920"
"1987","indirect migration background","(2a) intermediate vocational","","","","","","","","","","","","","",""
"1987","indirect migration background","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"1987","indirect migration background","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"1987","indirect migration background","(2c_voc) vocational maturity certificate","","","","","","","","","","","","","",""
"1987","indirect migration background","(3a) lower tertiary education","","","","","","","","","","","","","",""
"1987","indirect migration background","(3b) higher tertiary education","","","","","","","","","","","","","",""
"1987","no migration background","(0) in school","1543.45","736","151","307","307","1841","4141","10308","1203.61","1883.29","0","15682","736","920"
"1987","no migration background","(1a) inadequately completed","1885.18","316.62","61","0","0","1957","5890","11148","782.4","2987.96","0","27309","307","1552"
"1987","no migration background","(1b) general elementary school","788.02","0","1516","0","0","717","2454","8896","692.21","883.83","0","20656","0","307"
"1987","no migration background","(1c) basic vocational qualification","821.7","0","2928","0","0","798","2270","8607","749.85","893.55","0","28095","307","307"
"1987","no migration background","(2a) intermediate vocational","725","0","1228","0","0","736","2025","7954","628.08","821.92","0","28095","307","307"
"1987","no migration background","(2b) intermediate general qualification","980.59","307","356","0","0","920","2685","10326","770.68","1190.5","0","16740","307","307"
"1987","no migration background","(2c_gen) general maturity certificate","1074.96","307","259","0","0","920","3651","8896","857.67","1292.25","0","9817","307","736"
"1987","no migration background","(2c_voc) vocational maturity certificate","739.55","0","283","0","0","736","1687","11044","469.59","1009.51","0","28095","0","307"
"1987","no migration background","(3a) lower tertiary education","709.99","0","224","0","0","736","1902","9019","450.4","969.58","0","19940","0","307"
"1987","no migration background","(3b) higher tertiary education","867.39","307","416","0","0","920","2454","7669","706.2","1028.58","0","13498","307","614"
"1988","direct migration background","(0) in school","","","","","","","","","","","","","",""
"1988","direct migration background","(1a) inadequately completed","2044.97","920","688","0","61","3160","6050","13547","1830.22","2259.72","0","15185","859","920"
"1988","direct migration background","(1b) general elementary school","1408.82","307","863","0","0","1738","4499","12381","1229.79","1587.85","0","22266","834","920"
"1988","direct migration background","(1c) basic vocational qualification","951.48","307","595","0","0","920","2270","11473","782.79","1120.17","0","22266","307","736"
"1988","direct migration background","(2a) intermediate vocational","1034.36","271.04","90","0","0","920","3835","8970","565.2","1503.52","0","11527","215","730"
"1988","direct migration background","(2b) intermediate general qualification","1064.59","336.96","59","0","307","933","3743","5083","660.55","1468.63","0","5215","307","1227"
"1988","direct migration background","(2c_gen) general maturity certificate","1386.55","682.31","99","0","0","2147","2792","13547","799.47","1973.63","0","13547","665","1141"
"1988","direct migration background","(2c_voc) vocational maturity certificate","1465.63","307","113","0","0","1887","4418","9449","946.17","1985.09","0","19947","307","920"
"1988","direct migration background","(3a) lower tertiary education","","","","","","","","","","","","","",""
"1988","direct migration background","(3b) higher tertiary education","532.89","190.17","64","0","0","736","1595","2682","288.87","776.91","0","6136","307","736"
"1988","indirect migration background","(0) in school","","","","","","","","","","","","","",""
"1988","indirect migration background","(1a) inadequately completed","","","","","","","","","","","","","",""
"1988","indirect migration background","(1b) general elementary school","2641.82","920","59","0","307","3886","8152","13547","1848.49","3435.15","0","13547","736","2209"
"1988","indirect migration background","(1c) basic vocational qualification","667.85","0","57","0","0","460","1994","7833","167.16","1168.54","0","7833","307","920"
"1988","indirect migration background","(2a) intermediate vocational","","","","","","","","","","","","","",""
"1988","indirect migration background","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"1988","indirect migration background","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"1988","indirect migration background","(2c_voc) vocational maturity certificate","","","","","","","","","","","","","",""
"1988","indirect migration background","(3a) lower tertiary education","","","","","","","","","","","","","",""
"1988","indirect migration background","(3b) higher tertiary education","","","","","","","","","","","","","",""
"1988","no migration background","(0) in school","1382.77","736","125","307","307","1595","2761","11044","1064.18","1701.36","0","11044","736","920"
"1988","no migration background","(1a) inadequately completed","1619.01","307","57","0","0","2086","5164","9185","919.76","2318.26","0","11565","307","920"
"1988","no migration background","(1b) general elementary school","873.58","0","1420","0","0","736","3068","9633","765.64","981.52","0","18959","0","307"
"1988","no migration background","(1c) basic vocational qualification","764.25","0","2782","0","0","736","2270","8464","701.86","826.64","0","18959","307","307"
"1988","no migration background","(2a) intermediate vocational","675.34","0","1169","0","0","736","2147","7056","584.47","766.21","0","18959","307","307"
"1988","no migration background","(2b) intermediate general qualification","942.22","307","341","0","0","920","2945","7559","757.88","1126.56","0","14002","307","606"
"1988","no migration background","(2c_gen) general maturity certificate","1066.59","307","235","0","0","920","3258","11651","778.57","1354.61","0","14002","307","307"
"1988","no migration background","(2c_voc) vocational maturity certificate","610.92","0","276","0","0","491","1623","6212","410.91","810.93","0","18959","0","307"
"1988","no migration background","(3a) lower tertiary education","744.39","0","211","0","0","736","2270","10737","495.19","993.59","0","15715","0","307"
"1988","no migration background","(3b) higher tertiary education","699.23","153","402","0","0","736","1841","6872","535.86","862.6","0","13455","307","307"
"1989","direct migration background","(0) in school","","","","","","","","","","","","","",""
"1989","direct migration background","(1a) inadequately completed","2085.49","920","652","0","0","2835","6136","13273","1845.99","2324.99","0","15952","736","920"
"1989","direct migration background","(1b) general elementary school","1396.52","307","831","0","0","1595","4540","10447","1205.42","1587.62","0","16719","736","920"
"1989","direct migration background","(1c) basic vocational qualification","1109.98","307","579","0","0","920","2761","12424","931.83","1288.13","0","15093","307","736"
"1989","direct migration background","(2a) intermediate vocational","1073.05","247.59","94","0","0","920","3743","9817","619.38","1526.72","0","12424","0","695"
"1989","direct migration background","(2b) intermediate general qualification","1166.29","307","52","0","0","976","3743","8720","662.88","1669.7","0","8720","307","920"
"1989","direct migration background","(2c_gen) general maturity certificate","1441.12","307","101","0","0","2147","4295","13081","836.58","2045.66","0","13396","307","920"
"1989","direct migration background","(2c_voc) vocational maturity certificate","1451.42","351.49","111","0","0","1270","4258","13273","891.52","2011.32","0","16719","429","920"
"1989","direct migration background","(3a) lower tertiary education","","","","","","","","","","","","","",""
"1989","direct migration background","(3b) higher tertiary education","450.63","307","65","0","0","736","736","3681","122.15","779.11","0","8994","0","736"
"1989","indirect migration background","(0) in school","2309.61","926.97","30","307","736","4571","6821","9627","1271.66","3347.56","307","9627","798","2301"
"1989","indirect migration background","(1a) inadequately completed","","","","","","","","","","","","","",""
"1989","indirect migration background","(1b) general elementary school","2462.28","920","75","0","307","4244","5215","13081","1827.17","3097.39","0","13081","307","1943"
"1989","indirect migration background","(1c) basic vocational qualification","561.5","38.12","56","0","0","920","1943","4654","200.63","922.37","0","5215","0","736"
"1989","indirect migration background","(2a) intermediate vocational","","","","","","","","","","","","","",""
"1989","indirect migration background","(2b) intermediate general qualification","1088.96","900.31","34","0","307","920","3681","6442","595.52","1582.4","0","6442","307","920"
"1989","indirect migration background","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"1989","indirect migration background","(2c_voc) vocational maturity certificate","","","","","","","","","","","","","",""
"1989","indirect migration background","(3a) lower tertiary education","","","","","","","","","","","","","",""
"1989","indirect migration background","(3b) higher tertiary education","","","","","","","","","","","","","",""
"1989","no migration background","(0) in school","1398.24","736","121","307","307","920","2761","11136","1029.09","1767.39","0","12680","736","736"
"1989","no migration background","(1a) inadequately completed","1994.16","454.83","58","0","0","2505","7541","13641","1167.28","2821.04","0","13641","307","1730"
"1989","no migration background","(1b) general elementary school","885.62","0","1316","0","0","724","2914","11351","758.78","1012.46","0","21469","0","307"
"1989","no migration background","(1c) basic vocational qualification","812.64","0","2668","0","0","736","2448","9203","738.49","886.79","0","21469","307","307"
"1989","no migration background","(2a) intermediate vocational","704.17","0","1151","0","0","736","2025","8086","608.3","800.04","0","14112","307","307"
"1989","no migration background","(2b) intermediate general qualification","1073.45","307","307","0","0","920","3270","11345","846.26","1300.64","0","12680","307","307"
"1989","no migration background","(2c_gen) general maturity certificate","888.73","307","234","0","0","920","2761","8086","690.23","1087.23","0","10461","307","307"
"1989","no migration background","(2c_voc) vocational maturity certificate","970.04","0","289","0","0","736","2761","12987","717.55","1222.53","0","13242","0","307"
"1989","no migration background","(3a) lower tertiary education","606.31","0","208","0","0","736","2270","5092","428.15","784.47","0","8326","0","307"
"1989","no migration background","(3b) higher tertiary education","711.93","307","398","0","0","736","2151","6136","579.06","844.8","0","11473","307","307"
"1990","direct migration background","(0) in school","","","","","","","","","","","","","",""
"1990","direct migration background","(1a) inadequately completed","2041.75","920","616","0","0","2957","5522","9909","1822.52","2260.98","0","21720","920","971"
"1990","direct migration background","(1b) general elementary school","1354.5","307","815","0","0","1657","3743","12271","1166.43","1542.57","0","18940","614","920"
"1990","direct migration background","(1c) basic vocational qualification","1185.3","307","570","0","0","920","2761","13780","949.03","1421.57","0","31911","307","477"
"1990","direct migration background","(2a) intermediate vocational","1125.76","0","95","0","0","920","3068","13780","563.31","1688.21","0","13780","0","491"
"1990","direct migration background","(2b) intermediate general qualification","1044.18","307","50","0","0","1227","2429","9203","510.1","1578.26","0","9203","307","1227"
"1990","direct migration background","(2c_gen) general maturity certificate","1578.6","736","91","0","0","2295","3446","21720","898.74","2258.46","0","21720","614","1227"
"1990","direct migration background","(2c_voc) vocational maturity certificate","1834.64","795.56","111","0","0","2270","5706","11657","1282.69","2386.59","0","12578","736","1273"
"1990","direct migration background","(3a) lower tertiary education","","","","","","","","","","","","","",""
"1990","direct migration background","(3b) higher tertiary education","398.8","148.4","64","0","0","736","920","1636","172.1","625.5","0","6492","0","736"
"1990","indirect migration background","(0) in school","1599.21","920","34","307","614","2147","3743","7363","1028.51","2169.91","0","7363","920","2147"
"1990","indirect migration background","(1a) inadequately completed","","","","","","","","","","","","","",""
"1990","indirect migration background","(1b) general elementary school","1852.5","920","87","0","307","2270","4602","9909","1215.76","2489.24","0","21720","736","1473"
"1990","indirect migration background","(1c) basic vocational qualification","890.46","307","59","0","0","920","2270","9280","293.73","1487.19","0","9280","307","920"
"1990","indirect migration background","(2a) intermediate vocational","","","","","","","","","","","","","",""
"1990","indirect migration background","(2b) intermediate general qualification","1248.03","802.92","34","0","307","920","2147","12578","479.06","2017","0","12578","307","920"
"1990","indirect migration background","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"1990","indirect migration background","(2c_voc) vocational maturity certificate","","","","","","","","","","","","","",""
"1990","indirect migration background","(3a) lower tertiary education","","","","","","","","","","","","","",""
"1990","indirect migration background","(3b) higher tertiary education","","","","","","","","","","","","","",""
"1990","no migration background","(0) in school","1542.02","736","101","307","307","1595","3743","14822","1086.49","1997.55","0","14822","736","920"
"1990","no migration background","(1a) inadequately completed","1429.44","307","58","0","0","1454","5264","11044","623.55","2235.33","0","16597","307","716"
"1990","no migration background","(1b) general elementary school","846.42","0","1254","0","0","589","2940","10062","729.51","963.33","0","14822","0","0"
"1990","no migration background","(1c) basic vocational qualification","763.79","0","2598","0","0","736","2270","8999","695.81","831.77","0","15454","0","307"
"1990","no migration background","(2a) intermediate vocational","765.89","0","1156","0","0","736","2270","9363","642.76","889.02","0","31911","0","307"
"1990","no migration background","(2b) intermediate general qualification","1144.65","307","276","0","0","920","3221","12148","861.29","1428.01","0","14822","307","307"
"1990","no migration background","(2c_gen) general maturity certificate","1014.53","307","231","0","0","920","2209","10430","748","1281.06","0","15454","307","307"
"1990","no migration background","(2c_voc) vocational maturity certificate","1129.96","0","295","0","0","736","3068","15454","788.38","1471.54","0","31911","0","307"
"1990","no migration background","(3a) lower tertiary education","472.15","0","210","0","0","614","1104","5092","293.45","650.85","0","9306","0","307"
"1990","no migration background","(3b) higher tertiary education","728.64","307","397","0","0","736","2270","6688","601.8","855.48","0","8651","307","307"
"1991","direct migration background","(0) in school","","","","","","","","","","","","","",""
"1991","direct migration background","(1a) inadequately completed","1856.77","920","599","0","0","2454","5343","10737","1651.72","2061.82","0","12271","859","1104"
"1991","direct migration background","(1b) general elementary school","1313.84","307","783","0","0","1473","3988","10430","1124.8","1502.88","0","22885","614","828"
"1991","direct migration background","(1c) basic vocational qualification","890.87","307","574","0","0","879","2454","8590","701.07","1080.67","0","22129","307","429"
"1991","direct migration background","(2a) intermediate vocational","832.28","0","94","0","0","920","3068","7780","329.89","1334.67","0","12271","0","307"
"1991","direct migration background","(2b) intermediate general qualification","1202.89","307","56","0","0","1677","2822","9393","633.53","1772.25","0","9393","143","920"
"1991","direct migration background","(2c_gen) general maturity certificate","2048.11","736","88","0","0","2871","5215","12615","1329.94","2766.28","0","14050","672","2239"
"1991","direct migration background","(2c_voc) vocational maturity certificate","2239.36","920","113","0","0","2930","5343","22885","1325.51","3153.21","0","30371","736","1590"
"1991","direct migration background","(3a) lower tertiary education","","","","","","","","","","","","","",""
"1991","direct migration background","(3b) higher tertiary education","425.05","0","62","0","0","429","1473","6381","9.78","840.32","0","7363","0","491"
"1991","indirect migration background","(0) in school","1898.89","1248.83","34","0","307","2761","4908","7219","1173.35","2624.43","0","7792","920","2761"
"1991","indirect migration background","(1a) inadequately completed","","","","","","","","","","","","","",""
"1991","indirect migration background","(1b) general elementary school","1985.67","920","98","0","0","2693","6160","11021","1461.02","2510.32","0","11021","307","1227"
"1991","indirect migration background","(1c) basic vocational qualification","618.42","0","70","0","0","614","1104","8428","214.26","1022.58","0","8428","0","307"
"1991","indirect migration background","(2a) intermediate vocational","","","","","","","","","","","","","",""
"1991","indirect migration background","(2b) intermediate general qualification","1574.53","553.08","43","0","0","920","2454","30371","99.15","3049.91","0","30371","307","920"
"1991","indirect migration background","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"1991","indirect migration background","(2c_voc) vocational maturity certificate","","","","","","","","","","","","","",""
"1991","indirect migration background","(3a) lower tertiary education","","","","","","","","","","","","","",""
"1991","indirect migration background","(3b) higher tertiary education","","","","","","","","","","","","","",""
"1991","no migration background","(0) in school","1456.68","736","100","307","307","1331","4356","12263","1061.85","1851.51","0","12263","736","798"
"1991","no migration background","(1a) inadequately completed","1843.78","365.25","61","0","0","2577","5743","9748","1195.35","2492.21","0","9748","307","1276"
"1991","no migration background","(1b) general elementary school","869.95","0","1198","0","0","614","2884","11044","749.18","990.72","0","13965","0","0"
"1991","no migration background","(1c) basic vocational qualification","793.45","0","2567","0","0","736","2454","9203","722.69","864.21","0","17805","0","307"
"1991","no migration background","(2a) intermediate vocational","751.92","0","1159","0","0","736","2454","7820","657.55","846.29","0","14216","0","307"
"1991","no migration background","(2b) intermediate general qualification","1042.14","307","267","0","0","920","3743","10032","792.73","1291.55","0","12263","307","307"
"1991","no migration background","(2c_gen) general maturity certificate","1097.21","307","228","0","0","1043","2914","9682","839.55","1354.87","0","10032","307","614"
"1991","no migration background","(2c_voc) vocational maturity certificate","768.19","0","306","0","0","736","2556","7820","573.64","962.74","0","10921","0","0"
"1991","no migration background","(3a) lower tertiary education","714.3","0","223","0","0","736","2454","5847","510.57","918.03","0","13069","0","307"
"1991","no migration background","(3b) higher tertiary education","812.78","307","406","0","0","736","2487","7669","663.72","961.84","0","10999","0","307"
"1992","direct migration background","(0) in school","","","","","","","","","","","","","",""
"1992","direct migration background","(1a) inadequately completed","1781.19","736","579","0","0","2454","5113","12081","1538.19","2024.19","0","17486","736","1043"
"1992","direct migration background","(1b) general elementary school","1252.08","307","772","0","0","1176","3988","9701","1050.44","1453.72","0","21474","368","736"
"1992","direct migration background","(1c) basic vocational qualification","805.39","0","621","0","0","736","2454","7823","620.06","990.72","0","20855","307","307"
"1992","direct migration background","(2a) intermediate vocational","714.56","0","101","0","0","736","2971","4755","387.72","1041.4","0","7567","0","307"
"1992","direct migration background","(2b) intermediate general qualification","1138.77","307","59","0","0","1657","2812","9137","551.02","1726.52","0","9410","0","920"
"1992","direct migration background","(2c_gen) general maturity certificate","1701.86","736","92","0","307","2454","4847","15335","881.87","2521.85","0","19189","736","1227"
"1992","direct migration background","(2c_voc) vocational maturity certificate","2550.32","487.16","117","0","0","3190","9170","19332","1733.06","3367.58","0","21474","429","1104"
"1992","direct migration background","(3a) lower tertiary education","1177.22","307","47","0","0","1473","4378","9317","561.46","1792.98","0","9317","0","736"
"1992","direct migration background","(3b) higher tertiary education","847.86","224.05","85","0","0","1288","3349","4719","507.39","1188.33","0","5951","0","920"
