"year","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","general elemantary","872.96","307","3468","0","0","808","2761","8160","809.09","936.83","0","17363","307","307"
"1984","higher education","728.4","307","793","0","0","736","2045","5875","629.54","827.26","0","17486","307","307"
"1984","higher vocational","786.71","307","660","0","0","736","2403","6442","656.16","917.26","0","17564","307","307"
"1984","in school","1450.28","736","187","307","307","1697","3860","8160","1154.21","1746.35","0","17564","736","900"
"1984","inadequately","1971.25","736","1019","0","0","2608","5951","15441","1811.61","2130.89","0","19215","736","736"
"1984","middle vocational","820.9","307","5725","0","0","736","2516","8078","775.02","866.78","0","17564","307","307"
"1984","vocational + Abi","1027.76","66.82","312","0","0","744","3743","8283","789.41","1266.11","0","10560","307","307"
"1985","general elemantary","911.6","307","3079","0","0","920","2761","9510","839.01","984.19","0","18320","307","307"
"1985","higher education","704.77","234.56","758","0","0","736","2147","6320","587.27","822.27","0","29911","307","307"
"1985","higher vocational","723.14","307","621","0","0","767","2270","7117","599.41","846.87","0","15247","307","307"
"1985","in school","1819.02","781.88","187","307","307","2025","4602","10553","1401.33","2236.71","0","29911","736","920"
"1985","inadequately","1795.23","865","849","0","0","2325","5057","11412","1628.86","1961.6","0","18320","920","920"
"1985","middle vocational","792.52","307","5198","0","0","920","2292","7363","743.99","841.05","0","29911","307","307"
"1985","vocational + Abi","999.81","0","280","0","0","920","4049","7363","738.61","1261.01","0","18320","307","307"
"1986","general elemantary","862.8","147","2924","0","0","920","2761","8713","790.58","935.02","0","19243","307","307"
"1986","higher education","821.9","307","751","0","0","920","2270","7409","705.22","938.58","0","19016","307","307"
"1986","higher vocational","779.39","307","583","0","0","736","2270","8311","653.7","905.08","0","9612","307","307"
"1986","in school","1515.8","736","188","307","307","1595","4602","10737","1170.84","1860.76","0","19867","736","920"
"1986","inadequately","1690.03","798","790","0","0","2270","4832","10983","1493.99","1886.07","0","19867","767","920"
"1986","middle vocational","789.85","307","5015","0","0","920","2356","7772","741.73","837.97","0","19867","307","307"
"1986","vocational + Abi","908.36","0","278","0","0","736","3415","10321","657.36","1159.36","0","13089","0","307"
"1987","general elemantary","872.34","0","2857","0","0","828","2706","9326","794.95","949.73","0","20656","307","307"
"1987","higher education","856.48","307","744","0","0","736","2301","9817","724.45","988.51","0","19940","307","307"
"1987","higher vocational","932.62","307","569","0","0","736","2270","11044","755.46","1109.78","0","28095","307","307"
"1987","in school","1607.08","736","191","307","307","2209","4141","10308","1272.71","1941.45","0","15682","736","920"
"1987","inadequately","1986.8","920","762","0","215","2270","5215","11486","1786.92","2186.68","0","27309","767","920"
"1987","middle vocational","810.07","153","4988","0","0","869","2270","8160","756.16","863.98","0","28095","307","307"
"1987","vocational + Abi","855.38","0","278","0","0","736","1994","12161","556.82","1153.94","0","28095","0","307"
"1988","general elemantary","940.22","0","2740","0","0","920","3172","9817","854.65","1025.79","0","22266","307","307"
"1988","higher education","713.61","0","702","0","0","736","2101","7160","588.38","838.84","0","15715","307","307"
"1988","higher vocational","721.17","0","541","0","0","736","2209","6504","586.37","855.97","0","13805","307","307"
"1988","in school","1589.51","736","163","307","307","1605","3743","11044","1282.27","1896.75","0","11044","736","920"
"1988","inadequately","2056.4","920","702","0","256","2577","6504","11565","1842.01","2270.79","0","15185","920","920"
"1988","middle vocational","777.25","0","4757","0","0","767","2270","8464","725.46","829.04","0","22266","307","307"
"1988","vocational + Abi","788.4","0","271","0","0","736","2270","9754","501.94","1074.86","0","19947","0","307"
"1989","general elemantary","974.61","0","2589","0","0","920","3272","11345","879.21","1070.01","0","21469","307","307"
"1989","higher education","665.02","0","699","0","0","736","2045","6054","565.15","764.89","0","11473","307","307"
"1989","higher vocational","642.68","0","516","0","0","736","2147","6800","511.57","773.79","0","11044","307","307"
"1989","in school","1594.41","736","175","307","307","1595","4285","11136","1248.78","1940.04","0","12680","736","920"
"1989","inadequately","2224.29","868.91","660","0","92","2816","7541","13641","1982.99","2465.59","0","15952","736","920"
"1989","middle vocational","827.95","0","4638","0","0","798","2454","9817","770.69","885.21","0","21469","307","307"
"1989","vocational + Abi","1250.13","0","290","0","0","920","3865","13089","936.91","1563.35","0","16719","0","307"
"1990","general elemantary","963.53","0","2488","0","0","920","3068","10713","868.57","1058.49","0","21720","307","307"
"1990","higher education","620.04","0","701","0","0","736","1632","6492","527.47","712.61","0","9306","0","307"
"1990","higher vocational","766.26","0","514","0","0","736","2250","8651","623.72","908.8","0","14283","0","307"
"1990","in school","1594.98","736","162","307","307","1657","3743","11473","1253.03","1936.93","0","14822","736","920"
"1990","inadequately","1906.76","736","639","0","0","2669","5264","11044","1686.55","2126.97","0","21720","920","920"
"1990","middle vocational","818.97","0","4561","0","0","736","2270","9547","756.63","881.31","0","31911","307","307"
"1990","vocational + Abi","1397.56","0","295","0","0","933","3998","15646","1026","1769.12","0","31911","0","307"
"1991","general elemantary","973.52","0","2421","0","0","920","3344","10970","876.8","1070.24","0","30371","307","307"
"1991","higher education","746.97","0","721","0","0","736","2454","6442","635.22","858.72","0","13069","0","307"
"1991","higher vocational","808.86","0","520","0","0","737","2454","7772","659.58","958.14","0","10700","307","307"
"1991","in school","1588.89","736","150","307","307","1595","4638","12263","1219.72","1958.06","0","12615","736","1043"
"1991","inadequately","1870.17","859","626","0","0","2454","5418","10737","1657.48","2082.86","0","22885","736","1043"
"1991","middle vocational","818.92","0","4555","0","0","736","2454","9234","761.7","876.14","0","22129","307","307"
"1991","vocational + Abi","1053.07","0","307","0","0","1104","3068","8201","679.34","1426.8","0","30371","0","307"
"1992","general elemantary","1000.25","0","2809","0","0","828","3640","9846","906.95","1093.55","0","23218","307","307"
"1992","higher education","1132.3","307","1660","0","0","1150","3681","9317","1019.22","1245.38","0","23360","399","736"
"1992","higher vocational","1047.12","0","770","0","0","859","3252","10369","870.13","1224.11","0","29757","307","307"
"1992","in school","1494.4","736","187","307","307","1473","3804","13627","1046.01","1942.79","0","23218","736","1104"
"1992","inadequately","1843.11","736","633","0","0","2454","5317","13848","1608.03","2078.19","0","19332","736","1074"
"1992","middle vocational","1009.86","51","6751","0","0","1074","3497","9203","955.56","1064.16","0","28837","307","307"
"1992","vocational + Abi","1408.71","307","387","0","0","1693","4499","13105","1092.2","1725.22","0","21474","307","736"
"1993","general elemantary","1125.29","0","2707","0","0","890","3745","11566","1019.32","1231.26","0","25974","429","429"
"1993","higher education","1461.43","429","1640","0","0","1350","4252","13498","1312.76","1610.1","0","33370","495","859"
"1993","higher vocational","1020.14","0","747","0","0","920","3190","9530","848","1192.28","0","17404","429","429"
"1993","in school","1863.61","859","186","429","429","2270","4924","9530","1454.6","2272.62","0","15134","859","1595"
"1993","inadequately","1976.65","583","614","0","0","2331","6749","15508","1725.34","2227.96","0","22701","614","920"
"1993","middle vocational","1199.99","0","6696","0","0","1227","4111","11044","1132.75","1267.23","0","27857","429","429"
"1993","vocational + Abi","1444.93","29.88","387","0","0","1402","4602","16751","1100.18","1789.68","0","22661","429","736"
"1994","general elemantary","1218.82","0","2516","0","0","859","4090","12378","1094.58","1343.06","0","36046","429","429"
"1994","higher education","1365.32","429","1656","0","0","1227","4126","15104","1211.37","1519.27","0","31640","429","614"
"1994","higher vocational","1124.62","0","758","0","0","1043","2884","14091","898.26","1350.98","0","36322","429","429"
"1994","in school","2227.81","859","240","429","429","2577","5749","24981","1744.76","2710.86","0","27337","920","1227"
