"year","pgcasmin","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1999","(0) in school","general elemantary","","","","","","","","","","","","","",""
"1999","(0) in school","higher education","","","","","","","","","","","","","",""
"1999","(0) in school","higher vocational","","","","","","","","","","","","","",""
"1999","(0) in school","in school","","","","","","","","","","","","","",""
"1999","(0) in school","inadequately","","","","","","","","","","","","","",""
"1999","(0) in school","middle vocational","","","","","","","","","","","","","",""
"1999","(0) in school","vocational + Abi","","","","","","","","","","","","","",""
"1999","(1a) inadequately completed","general elemantary","","","","","","","","","","","","","",""
"1999","(1a) inadequately completed","higher education","","","","","","","","","","","","","",""
"1999","(1a) inadequately completed","higher vocational","","","","","","","","","","","","","",""
"1999","(1a) inadequately completed","in school","","","","","","","","","","","","","",""
"1999","(1a) inadequately completed","inadequately","","","","","","","","","","","","","",""
"1999","(1a) inadequately completed","middle vocational","","","","","","","","","","","","","",""
"1999","(1a) inadequately completed","vocational + Abi","","","","","","","","","","","","","",""
"1999","(1b) general elementary school","general elemantary","47.98","33.38","45","11","18","66","92","205","34.17","61.79","5","205","18","56"
"1999","(1b) general elementary school","higher education","","","","","","","","","","","","","",""
"1999","(1b) general elementary school","higher vocational","","","","","","","","","","","","","",""
"1999","(1b) general elementary school","in school","","","","","","","","","","","","","",""
"1999","(1b) general elementary school","inadequately","","","","","","","","","","","","","",""
"1999","(1b) general elementary school","middle vocational","","","","","","","","","","","","","",""
"1999","(1b) general elementary school","vocational + Abi","","","","","","","","","","","","","",""
"1999","(1c) basic vocational qualification","general elemantary","","","","","","","","","","","","","",""
"1999","(1c) basic vocational qualification","higher education","","","","","","","","","","","","","",""
"1999","(1c) basic vocational qualification","higher vocational","","","","","","","","","","","","","",""
"1999","(1c) basic vocational qualification","in school","","","","","","","","","","","","","",""
"1999","(1c) basic vocational qualification","inadequately","","","","","","","","","","","","","",""
"1999","(1c) basic vocational qualification","middle vocational","59.52","41","200","11","18","74","102","256","51.22","67.82","1","614","26","41"
"1999","(1c) basic vocational qualification","vocational + Abi","","","","","","","","","","","","","",""
"1999","(2a) intermediate vocational","general elemantary","","","","","","","","","","","","","",""
"1999","(2a) intermediate vocational","higher education","","","","","","","","","","","","","",""
"1999","(2a) intermediate vocational","higher vocational","","","","","","","","","","","","","",""
"1999","(2a) intermediate vocational","in school","","","","","","","","","","","","","",""
"1999","(2a) intermediate vocational","inadequately","","","","","","","","","","","","","",""
"1999","(2a) intermediate vocational","middle vocational","51.71","42.33","188","9","15","77","98","194","44.02","59.4","1","501","26","40"
"1999","(2a) intermediate vocational","vocational + Abi","","","","","","","","","","","","","",""
"1999","(2b) intermediate general qualification","general elemantary","32.19","30.74","32","5","10","51","61","77","24.63","39.75","3","77","10","36"
"1999","(2b) intermediate general qualification","higher education","","","","","","","","","","","","","",""
"1999","(2b) intermediate general qualification","higher vocational","","","","","","","","","","","","","",""
"1999","(2b) intermediate general qualification","in school","","","","","","","","","","","","","",""
"1999","(2b) intermediate general qualification","inadequately","","","","","","","","","","","","","",""
"1999","(2b) intermediate general qualification","middle vocational","","","","","","","","","","","","","",""
"1999","(2b) intermediate general qualification","vocational + Abi","","","","","","","","","","","","","",""
"1999","(2c_gen) general maturity certificate","general elemantary","","","","","","","","","","","","","",""
"1999","(2c_gen) general maturity certificate","higher education","","","","","","","","","","","","","",""
"1999","(2c_gen) general maturity certificate","higher vocational","","","","","","","","","","","","","",""
"1999","(2c_gen) general maturity certificate","in school","","","","","","","","","","","","","",""
"1999","(2c_gen) general maturity certificate","inadequately","","","","","","","","","","","","","",""
"1999","(2c_gen) general maturity certificate","middle vocational","","","","","","","","","","","","","",""
"1999","(2c_gen) general maturity certificate","vocational + Abi","","","","","","","","","","","","","",""
"1999","(2c_voc) vocational maturity certificate","general elemantary","","","","","","","","","","","","","",""
"1999","(2c_voc) vocational maturity certificate","higher education","","","","","","","","","","","","","",""
"1999","(2c_voc) vocational maturity certificate","higher vocational","","","","","","","","","","","","","",""
"1999","(2c_voc) vocational maturity certificate","in school","","","","","","","","","","","","","",""
"1999","(2c_voc) vocational maturity certificate","inadequately","","","","","","","","","","","","","",""
"1999","(2c_voc) vocational maturity certificate","middle vocational","","","","","","","","","","","","","",""
"1999","(2c_voc) vocational maturity certificate","vocational + Abi","47.88","32.74","49","13","26","56","92","281","34.16","61.6","1","281","20","41"
"1999","(3a) lower tertiary education","general elemantary","","","","","","","","","","","","","",""
