"year","hgtyp1hh","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1999","(Married) couple without C.","64.06","51","290","10","20","82","123","297","57.5","70.62","1","501","33","51"
"1999","1-pers.-HH","51.6","37.21","108","10","18","70","93","614","38.67","64.53","1","614","21","46"
"1999","Couple + C. GT 16 ","47.12","33","103","7","13","63","102","203","37.55","56.69","1","203","20","40"
"1999","Couple + C. LE 16","40.58","32.06","170","10","15","46","61","215","32.64","48.52","1","511","23","32"
"1999","Couple + C. LE and GT 16","50.37","28.12","53","6","12","66","133","240","37.53","63.21","1","240","18","33"
"1999","Single parent","27.68","20.67","43","8","12","37","57","82","21.29","34.07","3","82","13","36"
"2000","(Married) couple without C.","65.58","51","579","10","20","88","133","307","60.63","70.53","1","501","41","51"
"2000","1-pers.-HH","51.74","46","207","8","15","76","102","205","45.87","57.61","1","220","33","51"
"2000","Couple + C. GT 16 ","49.46","31","208","8","12","66","102","281","41.43","57.49","1","458","26","36"
"2000","Couple + C. LE 16","41.47","29","341","7","13","46","77","297","36.21","46.73","1","511","26","31"
"2000","Couple + C. LE and GT 16","42.88","26","77","8","15","51","97","256","30.82","54.94","3","256","17","31"
"2000","Single parent","36.25","26","65","7","10","46","66","230","27.51","44.99","1","230","15","36"
"2001","(Married) couple without C.","59.31","51","504","8","19","79","128","215","54.84","63.78","1","343","41","51"
"2001","1-pers.-HH","53.42","42.22","205","8","15","72","102","348","46.93","59.91","1","348","31","51"
"2001","Couple + C. GT 16 ","40.92","22.36","219","5","10","51","82","460","32.51","49.33","1","463","15","28"
"2001","Couple + C. LE 16","33.57","29.58","359","7","15","46","61","118","30.9","36.24","1","222","24","28"
"2001","Couple + C. LE and GT 16","43.9","26","59","5","14","51","137","164","31.75","56.05","2","256","15","32"
"2001","Single parent","29.06","20","48","3","11","38","66","159","20.29","37.83","1","159","15","31"
"2002","(Married) couple without C.","66.56","50.41","669","10","20","85","150","300","61.03","72.09","1","636","50","60"
"2002","1-pers.-HH","46.61","40","211","9","15","75","98","185","41.26","51.96","1","200","26","50"
"2002","Couple + C. GT 16 ","47.45","35","273","7","13","55","100","200","41.51","53.39","1","400","25","40"
"2002","Couple + C. LE 16","33.43","25","413","8","13","41","61","200","30.19","36.67","1","220","25","30"
"2002","Couple + C. LE and GT 16","49.89","24.8","106","10","12","50","120","476","37.77","62.01","1","476","20","30"
"2002","Single parent","28.21","19.15","59","10","13","38","60","150","20.82","35.6","2","150","15","28"
"2003","(Married) couple without C.","65.68","51.99","668","10","20","90","150","300","60.7","70.66","1","600","50","60"
"2003","1-pers.-HH","61.15","40.05","206","8","15","73","104","776","50.81","71.49","1","776","30","50"
