"year","pgisced97","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1999","general elemantary","Female","47.59","37.87","50","10","18","66","92","205","37.03","58.15","3","205","20","55"
"1999","general elemantary","Male","","","","","","","","","","","","","",""
"1999","higher education","Female","44.46","36","64","11","20","61","77","215","35.38","53.54","1","215","26","41"
"1999","higher education","Male","53.49","32.5","84","5","13","82","128","205","41.96","65.02","1","205","20","40"
"1999","higher vocational","Female","41.32","42.63","33","8","20","57","74","102","31.73","50.91","2","102","18","46"
"1999","higher vocational","Male","","","","","","","","","","","","","",""
"1999","in school","Female","","","","","","","","","","","","","",""
"1999","in school","Male","","","","","","","","","","","","","",""
"1999","inadequately","Female","","","","","","","","","","","","","",""
"1999","inadequately","Male","","","","","","","","","","","","","",""
"1999","middle vocational","Female","49.88","41","231","11","18","70","95","240","44.38","55.38","1","289","31","40"
"1999","middle vocational","Male","65.4","41","180","8","17","77","143","501","54.83","75.97","1","614","23","40"
"1999","vocational + Abi","Female","33.35","27.28","31","15","20","51","56","61","27.43","39.27","7","61","15","41"
"1999","vocational + Abi","Male","","","","","","","","","","","","","",""
"2000","general elemantary","Female","49.01","33.11","63","8","13","77","107","179","38.47","59.55","1","179","19","49"
"2000","general elemantary","Male","","","","","","","","","","","","","",""
"2000","higher education","Female","44.57","36","149","8","19","55","82","230","38.23","50.91","1","230","26","41"
"2000","higher education","Male","68.46","50.01","201","8","23","92","153","458","58.19","78.73","1","501","36","56"
"2000","higher vocational","Female","46.23","41","60","10","20","56","97","179","37.53","54.93","1","179","22","43"
"2000","higher vocational","Male","80.81","55.93","81","5","15","92","245","511","62.63","98.99","1","511","26","62"
"2000","in school","Female","","","","","","","","","","","","","",""
"2000","in school","Male","","","","","","","","","","","","","",""
"2000","inadequately","Female","","","","","","","","","","","","","",""
"2000","inadequately","Male","","","","","","","","","","","","","",""
"2000","middle vocational","Female","53.48","44","491","10","18","77","102","203","49.63","57.33","1","383","36","43"
"2000","middle vocational","Male","48.58","26","322","7","11","64","123","258","42.39","54.77","1","501","20","29"
"2000","vocational + Abi","Female","45.14","36","59","8","14","56","80","205","34.38","55.9","1","205","23","43"
"2000","vocational + Abi","Male","65.98","52.44","44","8","27","102","128","358","44.74","87.22","1","358","28","66"
"2001","general elemantary","Female","55.46","46.52","47","3","13","77","133","271","38.45","72.47","1","271","15","51"
"2001","general elemantary","Male","","","","","","","","","","","","","",""
"2001","higher education","Female","38.74","31","134","5","12","53","87","170","33.06","44.42","1","171","21","34"
"2001","higher education","Male","58.52","41","188","9","20","78","132","222","49.27","67.77","1","463","31","46"
"2001","higher vocational","Female","41.25","41","61","15","26","51","66","102","35.58","46.92","1","102","26","43"
"2001","higher vocational","Male","61.44","47.44","76","8","16","67","110","343","48.36","74.52","1","343","26","59"
"2001","in school","Female","","","","","","","","","","","","","",""
"2001","in school","Male","","","","","","","","","","","","","",""
"2001","inadequately","Female","","","","","","","","","","","","","",""
"2001","inadequately","Male","","","","","","","","","","","","","",""
"2001","middle vocational","Female","50.16","41","471","9","15","70","102","215","46.47","53.85","1","348","29","38"
"2001","middle vocational","Male","45.53","26","295","5","13","63","118","187","39.76","51.3","1","460","20","28"
"2001","vocational + Abi","Female","44.01","31","71","12","15","61","77","192","29.56","58.46","1","460","20","36"
"2001","vocational + Abi","Male","59.83","49.46","38","8","26","94","102","153","47.91","71.75","1","153","26","61"
"2002","general elemantary","Female","65.38","58.64","60","8","12","100","171","200","50.72","80.04","2","250","24","67"
"2002","general elemantary","Male","","","","","","","","","","","","","",""
"2002","higher education","Female","43","35.37","189","7","16","60","80","140","37.08","48.92","1","360","32","45"
"2002","higher education","Male","68.06","50","277","11","20","85","150","400","59.2","76.92","1","510","50","63"
"2002","higher vocational","Female","39.71","34.78","78","10","16","51","80","130","31.4","48.02","1","200","25","50"
"2002","higher vocational","Male","64.97","41.71","85","10","20","72","150","350","51.1","78.84","2","350","30","60"
"2002","in school","Female","","","","","","","","","","","","","",""
"2002","in school","Male","","","","","","","","","","","","","",""
"2002","inadequately","Female","","","","","","","","","","","","","",""
"2002","inadequately","Male","","","","","","","","","","","","","",""
"2002","middle vocational","Female","48.21","36.13","564","10","14","70","99","220","44.08","52.34","1","500","30","41"
"2002","middle vocational","Male","43.62","25","353","8","14","60","100","220","36.87","50.37","1","636","22","30"
"2002","vocational + Abi","Female","44.6","35","88","12","15","57","90","150","35.35","53.85","1","290","30","50"
"2002","vocational + Abi","Male","69.08","49.74","43","7","36","91","150","250","49.56","88.6","1","250","36","75"
"2003","general elemantary","Female","57.03","40","52","5","8","85","183","200","42.82","71.24","2","200","15","40"
"2003","general elemantary","Male","","","","","","","","","","","","","",""
"2003","higher education","Female","41.04","35","182","6","15","53","76","180","32.95","49.13","1","450","27","40"
"2003","higher education","Male","60.51","40","254","9","15","82","140","260","51.74","69.28","1","600","40","60"
"2003","higher vocational","Female","42.84","37.86","73","10","18","60","80","144","33.39","52.29","2","237","20","50"
"2003","higher vocational","Male","72.95","53.9","78","14","25","100","140","317","60.07","85.83","1","317","31","60"
"2003","in school","Female","","","","","","","","","","","","","",""
"2003","in school","Male","","","","","","","","","","","","","",""
"2003","inadequately","Female","","","","","","","","","","","","","",""
"2003","inadequately","Male","","","","","","","","","","","","","",""
"2003","middle vocational","Female","55.37","40","567","8","18","70","100","372","50.89","59.85","1","776","30","40"
"2003","middle vocational","Male","43.77","27","341","5","11","60","95","233","37.94","49.6","1","400","20","30"
"2003","vocational + Abi","Female","55.12","40","90","10","15","78","164","200","46.11","64.13","1","200","30","50"
"2003","vocational + Abi","Male","49.69","30","42","7","20","50","100","320","29.34","70.04","2","320","25","50"
"2004","general elemantary","Female","45.49","37.11","58","5","12","67","103","150","35.64","55.34","1","150","20","50"
"2004","general elemantary","Male","26.19","15.27","32","6","6","40","58","130","14.37","38.01","1","130","8","24"
"2004","higher education","Female","46.23","35","191","10","19","65","80","355","37.99","54.47","1","500","30","44"
"2004","higher education","Male","59.64","43","274","6","16","80","120","360","48.98","70.3","1","800","46","60"
"2004","higher vocational","Female","37.09","30","84","12","18","52","70","100","30.99","43.19","1","142","20","40"
"2004","higher vocational","Male","72.87","51.17","82","7","20","115","170","312","58.4","87.34","1","312","25","60"
"2004","in school","Female","","","","","","","","","","","","","",""
"2004","in school","Male","","","","","","","","","","","","","",""
"2004","inadequately","Female","","","","","","","","","","","","","",""
"2004","inadequately","Male","","","","","","","","","","","","","",""
"2004","middle vocational","Female","52.32","40","566","10","15","75","100","267","48.34","56.3","1","443","30","40"
"2004","middle vocational","Male","43.68","26","356","8","13","55","100","250","37.49","49.87","1","560","22","30"
"2004","vocational + Abi","Female","43.23","26.49","95","3","13","60","81","180","31.22","55.24","1","479","25","45"
"2004","vocational + Abi","Male","50.38","35","46","6","11","50","200","360","30.95","69.81","2","360","20","48"
"2005","general elemantary","Female","53.76","25","55","3","6","75","113","250","33.75","73.77","2","335","20","58"
"2005","general elemantary","Male","","","","","","","","","","","","","",""
"2005","higher education","Female","44.61","30","207","6","15","58","80","320","34.31","54.91","1","730","26","39"
"2005","higher education","Male","55.36","40","262","10","15","70","120","300","46.59","64.13","1","560","36","56"
"2005","higher vocational","Female","36.29","26.11","86","12","15","52","70","115","29.74","42.84","2","147","20","40"
"2005","higher vocational","Male","59.61","30","89","8","15","90","170","240","46.17","73.05","1","280","20","51"
"2005","in school","Female","","","","","","","","","","","","","",""
"2005","in school","Male","","","","","","","","","","","","","",""
"2005","inadequately","Female","","","","","","","","","","","","","",""
"2005","inadequately","Male","","","","","","","","","","","","","",""
"2005","middle vocational","Female","47.02","30","637","10","15","61","96","280","43.04","51","1","520","28","34"
"2005","middle vocational","Male","43.09","20","385","5","10","50","90","300","37.54","48.64","1","573","20","25"
"2005","vocational + Abi","Female","49.78","30","109","8","17","75","120","150","40.38","59.18","1","380","25","40"
"2005","vocational + Abi","Male","45.05","20","55","6","13","52","80","320","27.25","62.85","1","360","19","40"
"2006","general elemantary","Female","42.33","26.36","73","2","11","65","93","200","31.52","53.14","2","245","15","46"
"2006","general elemantary","Male","31.04","16.24","31","4","10","30","80","220","14.53","47.55","4","220","10","28"
"2006","higher education","Female","39.78","30","268","5","13","58","90","191","34.04","45.52","1","400","23","34"
"2006","higher education","Male","52.15","34.31","345","8","15","66","110","340","43.68","60.62","1","681","35","50"
"2006","higher vocational","Female","35.8","30","103","9","13","52","80","105","29.71","41.89","1","170","20","37"
"2006","higher vocational","Male","48.24","22.12","100","7","12","60","120","300","34.17","62.31","1","430","16","36"
"2006","in school","Female","","","","","","","","","","","","","",""
"2006","in school","Male","","","","","","","","","","","","","",""
"2006","inadequately","Female","","","","","","","","","","","","","",""
"2006","inadequately","Male","","","","","","","","","","","","","",""
"2006","middle vocational","Female","42.15","27","794","9","14","60","90","230","39.01","45.29","1","429","22","28"
"2006","middle vocational","Male","44.58","21","459","6","12","50","100","300","39.47","49.69","1","540","20","25"
"2006","vocational + Abi","Female","41.82","27.68","150","8","14","56","105","195","33.3","50.34","1","380","25","37"
"2006","vocational + Abi","Male","38.67","30","77","6","12","40","65","350","24.3","53.04","1","360","20","35"
"2007","general elemantary","Female","39.13","24","73","8","13","60","85","200","31.24","47.02","1","200","15","31"
"2007","general elemantary","Male","28.44","17.57","30","5","10","24","100","120","15.99","40.89","3","120","10","24"
"2007","higher education","Female","40.55","30","284","10","13","56","80","170","35.5","45.6","1","300","22","33"
"2007","higher education","Male","52.98","30","342","10","15","65","118","300","45.09","60.87","1","600","30","43"
"2007","higher vocational","Female","33.64","30","110","10","14","50","62","120","28.75","38.53","1","180","18","33"
"2007","higher vocational","Male","45.69","20","109","10","12","54","100","398","33.59","57.79","1","398","15","25"
"2007","in school","Female","","","","","","","","","","","","","",""
"2007","in school","Male","","","","","","","","","","","","","",""
"2007","inadequately","Female","","","","","","","","","","","","","",""
"2007","inadequately","Male","","","","","","","","","","","","","",""
"2007","middle vocational","Female","41.33","25","796","8","12","60","90","193","36.03","46.63","1","1725","23","30"
"2007","middle vocational","Male","36.2","22","469","7","10","50","86","230","32.28","40.12","1","350","20","25"
"2007","vocational + Abi","Female","40.39","25","155","8","13","54","80","340","31.83","48.95","1","380","20","35"
"2007","vocational + Abi","Male","39.76","25","78","10","20","49","80","300","26.03","53.49","4","360","20","35"
"2008","general elemantary","Female","34.01","20","92","8","13","55","79","150","27.32","40.7","3","150","16","22"
"2008","general elemantary","Male","31.03","15","45","8","10","30","56","161","22.42","39.64","2","161","10","20"
"2008","higher education","Female","33.66","23","326","7","13","43","80","125","30.06","37.26","1","250","19","24"
"2008","higher education","Male","53.99","31.82","373","9","15","65","117","400","47.79","60.19","1","530","30","45"
"2008","higher vocational","Female","31.13","19","116","9","13","50","63","100","26.39","35.87","1","148","15","25"
"2008","higher vocational","Male","34.17","15","103","9","10","52","70","170","25.48","42.86","1","205","15","25"
"2008","in school","Female","","","","","","","","","","","","","",""
"2008","in school","Male","","","","","","","","","","","","","",""
"2008","inadequately","Female","","","","","","","","","","","","","",""
"2008","inadequately","Male","","","","","","","","","","","","","",""
"2008","middle vocational","Female","36.21","22","870","8","11","53","85","170","33.68","38.74","1","258","20","25"
"2008","middle vocational","Male","38.19","20","515","7","11","40","87","300","34.48","41.9","1","389","18","20"
"2008","vocational + Abi","Female","36.98","25","154","6","10","54","80","200","29.68","44.28","1","380","20","30"
"2008","vocational + Abi","Male","34.99","24.73","71","5","13","40","70","320","20.65","49.33","1","360","18","30"
"2009","general elemantary","Female","","","","","","","","","","","","","",""
"2009","general elemantary","Male","","","","","","","","","","","","","",""
"2009","higher education","Female","","","","","","","","","","","","","",""
"2009","higher education","Male","","","","","","","","","","","","","",""
"2009","higher vocational","Female","","","","","","","","","","","","","",""
"2009","higher vocational","Male","","","","","","","","","","","","","",""
"2009","in school","Female","","","","","","","","","","","","","",""
"2009","in school","Male","","","","","","","","","","","","","",""
"2009","inadequately","Female","","","","","","","","","","","","","",""
"2009","inadequately","Male","","","","","","","","","","","","","",""
"2009","middle vocational","Female","","","","","","","","","","","","","",""
"2009","middle vocational","Male","","","","","","","","","","","","","",""
"2009","vocational + Abi","Female","","","","","","","","","","","","","",""
"2009","vocational + Abi","Male","","","","","","","","","","","","","",""
"2010","general elemantary","Female","35.64","20","80","10","13","50","75","156","27.59","43.69","1","200","18","23"
"2010","general elemantary","Male","26.61","16.89","33","9","10","28","69","80","19.48","33.74","3","80","11","25"
"2010","higher education","Female","38.46","20","336","7","13","40","72","258","31.72","45.2","1","870","20","25"
"2010","higher education","Male","39.91","30","371","8","12","54","86","190","34.43","45.39","1","550","23","35"
"2010","higher vocational","Female","31.53","21.52","107","9","15","41","63","145","26.84","36.22","1","145","17","27"
"2010","higher vocational","Male","50.38","20","119","7","10","54","100","239","23.27","77.49","1","1600","15","26"
"2010","in school","Female","","","","","","","","","","","","","",""
"2010","in school","Male","","","","","","","","","","","","","",""
"2010","inadequately","Female","","","","","","","","","","","","","",""
"2010","inadequately","Male","","","","","","","","","","","","","",""
"2010","middle vocational","Female","37.55","24","814","8","14","53","80","198","34.99","40.11","0","380","20","26"
"2010","middle vocational","Male","36.57","19","473","6","10","40","80","278","32.34","40.8","0","620","17","20"
"2010","vocational + Abi","Female","35","25","164","9","15","50","65","141","28.75","41.25","1","380","23","30"
"2010","vocational + Abi","Male","26.71","19.61","79","6","13","30","49","100","17.07","36.35","3","360","18","25"
"2011","general elemantary","Female","37.99","23","121","9","15","60","78","150","32.25","43.73","4","160","20","26"
"2011","general elemantary","Male","23.89","17.21","49","7","14","28","50","110","17.06","30.72","2","110","15","22"
"2011","higher education","Female","38.49","25","415","7","13","50","80","300","34","42.98","1","600","21","28"
"2011","higher education","Male","43.86","28.33","459","8","15","50","95","350","38.81","48.91","1","550","25","30"
"2011","higher vocational","Female","28.35","20","126","9","12","45","60","135","24.28","32.42","2","135","16","26"
"2011","higher vocational","Male","40.46","22.71","148","8","12","50","100","270","33.07","47.85","2","270","20","27"
"2011","in school","Female","","","","","","","","","","","","","",""
"2011","in school","Male","","","","","","","","","","","","","",""
"2011","inadequately","Female","","","","","","","","","","","","","",""
"2011","inadequately","Male","","","","","","","","","","","","","",""
