"year","age_gr","e11102","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1999","16-34 y.","Employed","25.59","17.2","196","4","10","33","51","153","19.09","32.09","1","511","15","26"
"1999","16-34 y.","Not Employed","23.28","12.88","41","5","8","31","37","203","11.87","34.69","1","203","8","15"
"1999","35-65 y.","Employed","50.66","36","372","10","18","59","101","215","44.84","56.48","1","614","27","36"
"1999","35-65 y.","Not Employed","73.7","57","79","14","36","82","161","256","61.02","86.38","1","289","36","59"
"1999","66 and older","Employed","","","","","","","","","","","","","",""
"1999","66 and older","Not Employed","73.71","74.29","81","15","51","95","123","197","62.85","84.57","1","281","61","84"
"2000","16-34 y.","Employed","28.83","20","319","5","10","36","51","143","25.33","32.33","1","291","15","21"
"2000","16-34 y.","Not Employed","22.66","15","55","5","10","36","41","61","16.89","28.43","1","133","10","26"
"2000","35-65 y.","Employed","50.76","36","746","8","15","61","102","256","46.69","54.83","1","511","31","38"
"2000","35-65 y.","Not Employed","66.75","59.2","211","10","26","87","130","258","60.2","73.3","1","258","49","61"
"2000","66 and older","Employed","","","","","","","","","","","","","",""
"2000","66 and older","Not Employed","86.76","80","159","10","51","102","153","501","76.66","96.86","1","501","73","92"
"2001","16-34 y.","Employed","28.13","20","289","7","12","36","54","127","25.09","31.17","1","205","15","20"
"2001","16-34 y.","Not Employed","19.51","13.13","56","2","5","33","41","59","14.08","24.94","1","116","10","18"
"2001","35-65 y.","Employed","42","33.08","724","8","15","56","82","205","38.8","45.2","1","463","26","33"
"2001","35-65 y.","Not Employed","62.08","51.16","163","7","26","77","128","205","53.11","71.05","1","460","41","57"
"2001","66 and older","Employed","","","","","","","","","","","","","",""
"2001","66 and older","Not Employed","90.51","82.17","172","20","57","102","153","348","82.05","98.97","2","348","72","92"
"2002","16-34 y.","Employed","25.22","17","324","6","10","35","50","100","20.71","29.73","1","636","15","20"
"2002","16-34 y.","Not Employed","25.8","18.09","53","2","8","37","56","100","18.43","33.17","1","150","13","30"
"2002","35-65 y.","Employed","43.86","35","916","10","15","59","80","200","40.6","47.12","1","510","33","40"
"2002","35-65 y.","Not Employed","63.78","55","222","10","20","80","130","300","55.79","71.77","1","380","45","60"
"2002","66 and older","Employed","100.63","77.31","32","24","65","140","200","500","66.64","134.62","3","500","65","130"
"2002","66 and older","Not Employed","85.74","78.35","229","15","45","102","170","300","76.51","94.97","2","500","80","95"
"2003","16-34 y.","Employed","26.52","19","323","5","11","30","50","164","23.23","29.81","1","200","15","20"
"2003","16-34 y.","Not Employed","21.64","10","61","2","8","30","68","80","16.24","27.04","1","100","10","20"
"2003","35-65 y.","Employed","43.42","34","869","8","15","60","89","200","40.2","46.64","1","600","30","38"
"2003","35-65 y.","Not Employed","56.91","50","214","7","20","77","120","250","50.26","63.56","1","280","45","60"
"2003","66 and older","Employed","","","","","","","","","","","","","",""
"2003","66 and older","Not Employed","89.43","80","234","8","50","105","176","372","80.36","98.5","1","380","80","92"
"2004","16-34 y.","Employed","25.24","19","330","6","10","30","50","150","22.49","27.99","1","200","15","20"
"2004","16-34 y.","Not Employed","20.26","10","60","5","6","25","52","120","14.25","26.27","1","120","8","20"
"2004","35-65 y.","Employed","44.25","30","927","9","15","56","85","239","40.48","48.02","1","800","30","35"
"2004","35-65 y.","Not Employed","54.32","50","205","10","20","68","89","250","44.83","63.81","1","500","45","60"
"2004","66 and older","Employed","114.66","79.8","33","63","75","150","200","486","82.29","147.03","20","486","74","142"
"2004","66 and older","Not Employed","81.96","79","258","6","49","100","140","381","73.46","90.46","1","420","70","84"
"2005","16-34 y.","Employed","24.06","16","372","3","10","26","50","160","21.23","26.89","1","232","15","19"
"2005","16-34 y.","Not Employed","24.62","18.15","65","5","8","31","51","84","18.65","30.59","1","100","10","20"
"2005","35-65 y.","Employed","43.43","28","959","9","15","53","80","300","39.94","46.92","1","730","27","30"
"2005","35-65 y.","Not Employed","49.14","36.82","216","10","15","67","94","280","39.46","58.82","1","560","35","50"
"2005","66 and older","Employed","100.63","70","30","25","30","150","230","495","62.67","138.59","7","495","50","130"
"2005","66 and older","Not Employed","78.42","66","296","10","30","100","155","394","70.5","86.34","1","400","65","80"
"2006","16-34 y.","Employed","23.44","18","398","5","11","30","50","80","21.17","25.71","1","220","15","20"
"2006","16-34 y.","Not Employed","18.57","15","80","2","9","25","40","80","15.2","21.94","1","80","10","17"
"2006","35-65 y.","Employed","38.71","27","1254","8","13","50","80","191","36.23","41.19","1","550","25","29"
"2006","35-65 y.","Not Employed","44.48","28.65","285","9","15","60","85","340","37.02","51.94","1","430","25","39"
"2006","66 and older","Employed","127.44","89.35","44","10","48","200","250","600","95.14","159.74","2","600","60","110"
"2006","66 and older","Not Employed","71.94","63","375","10","15","95","150","360","64.04","79.84","1","681","62","72"
"2007","16-34 y.","Employed","25.1","20","391","6","10","33","50","100","22.95","27.25","1","160","15","20"
"2007","16-34 y.","Not Employed","16.76","12","59","5","6","20","30","75","10.16","23.36","3","177","10","20"
"2007","35-65 y.","Employed","38.22","25","1266","9","13","50","80","200","34.56","41.88","1","1725","23","27"
"2007","35-65 y.","Not Employed","42.23","25","273","8","13","60","100","253","35.98","48.48","1","450","25","40"
"2007","66 and older","Employed","64.71","50","50","8","12","75","170","230","48.07","81.35","6","230","20","73"
"2007","66 and older","Not Employed","64.04","60","429","9","15","86","128","300","57.26","70.82","1","450","50","65"
"2008","16-34 y.","Employed","23.92","16","404","5","10","30","50","116","21.75","26.09","1","161","15","18"
"2008","16-34 y.","Not Employed","17.5","15.25","70","5","10","22","30","50","14.72","20.28","1","53","13","20"
"2008","35-65 y.","Employed","31.87","20","1390","8","11","40","70","160","30.22","33.52","1","320","20","22"
"2008","35-65 y.","Not Employed","38.03","24","252","9","12","60","77","182","31.43","44.63","1","450","20","30"
"2008","66 and older","Employed","94.03","71.42","54","19","43","100","180","400","75.12","112.94","8","400","40","85"
"2008","66 and older","Not Employed","61.13","50","522","10","14","80","120","389","55.78","66.48","1","530","35","54"
"2009","16-34 y.","Employed","","","","","","","","","","","","","",""
"2009","16-34 y.","Not Employed","","","","","","","","","","","","","",""
"2009","35-65 y.","Employed","","","","","","","","","","","","","",""
"2009","35-65 y.","Not Employed","","","","","","","","","","","","","",""
"2009","66 and older","Employed","","","","","","","","","","","","","",""
"2009","66 and older","Not Employed","","","","","","","","","","","","","",""
"2010","16-34 y.","Employed","22.49","19","388","6","10","29","45","80","20.45","24.53","1","160","15","20"
"2010","16-34 y.","Not Employed","15.42","10.04","43","6","8","20","30","73","10.28","20.56","1","73","8","20"
"2010","35-65 y.","Employed","31.37","20","1376","8","12","40","61","150","28.63","34.11","1","1600","20","23"
"2010","35-65 y.","Not Employed","37.58","26","219","8","14","51","80","200","31.93","43.23","1","297","24","32"
"2010","66 and older","Employed","93.16","30.28","67","11","19","100","194","870","65.12","121.2","8","870","22","60"
"2010","66 and older","Not Employed","56.28","45","515","10","17","75","100","278","50.46","62.1","0","620","30","50"
"2011","16-34 y.","Employed","22.4","17","490","6","10","28","46","100","20.56","24.24","1","200","15","19"
"2011","16-34 y.","Not Employed","17.15","15","55","6","9","24","30","60","13.64","20.66","2","60","10","18"
"2011","35-65 y.","Employed","32.55","21","1801","8","13","40","67","163","30.91","34.19","1","450","20","24"
"2011","35-65 y.","Not Employed","35.27","26","282","8","15","45","75","187","30.94","39.6","1","330","20","30"
"2011","66 and older","Employed","62.03","29.93","88","9","15","75","140","360","48.39","75.67","6","360","25","53"
"2011","66 and older","Not Employed","51.81","30","699","10","15","70","100","350","47.11","56.51","1","600","29","37"
"2012","16-34 y.","Employed","25.4","19","464","6","10","30","50","170","23.22","27.58","1","208","15","20"
"2012","16-34 y.","Not Employed","15.64","10","73","5","7","24","32","40","12.04","19.24","1","100","9","15"
"2012","35-65 y.","Employed","30.79","22","1945","9","13","40","63","150","29.39","32.19","1","400","20","24"
"2012","35-65 y.","Not Employed","32.52","21","329","9","13","36","65","170","28.46","36.58","1","350","20","25"
"2012","66 and older","Employed","52.9","30","102","9","16","76","125","230","43.58","62.22","5","240","25","42"
"2012","66 and older","Not Employed","49.2","31","740","10","15","70","100","200","44.29","54.11","1","1200","27","36"
"2013","16-34 y.","Employed","24.8","19","426","6","10","35","50","120","22.72","26.88","1","180","16","20"
"2013","16-34 y.","Not Employed","16.99","11.24","68","2","6","25","35","73","12.7","21.28","1","75","10","18"
"2013","35-65 y.","Employed","31.19","23","1899","9","13","40","63","150","29.88","32.5","1","300","21","25"
"2013","35-65 y.","Not Employed","31.74","23","301","10","15","40","60","147","28.13","35.35","1","250","20","26"
"2013","66 and older","Employed","54.72","36","102","12","21","68","126","250","44.73","64.71","5","280","30","48"
"2013","66 and older","Not Employed","52.54","34","773","10","16","70","100","300","48.56","56.52","0","500","30","37"
"2014","16-34 y.","Employed","21.91","18","592","5","10","26","42","100","20.12","23.7","1","300","15","20"
"2014","16-34 y.","Not Employed","31.84","16","132","5","8","45","80","250","27.02","36.66","1","250","12","18"
"2014","35-65 y.","Employed","30.47","23","2785","8","13","40","60","150","29.39","31.55","1","428","21","24"
"2014","35-65 y.","Not Employed","30.88","24","379","9","15","38","55","110","27.69","34.07","1","350","20","25"
"2014","66 and older","Employed","41.73","30","122","14","20","55","92","167","34.94","48.52","3","182","23","35"
"2014","66 and older","Not Employed","43.78","28","820","10","14","63","90","213","40.42","47.14","1","500","25","32"
"2015","16-34 y.","Employed","","","","","","","","","","","","","",""
"2015","16-34 y.","Not Employed","","","","","","","","","","","","","",""
"2015","35-65 y.","Employed","","","","","","","","","","","","","",""
"2015","35-65 y.","Not Employed","","","","","","","","","","","","","",""
"2015","66 and older","Employed","","","","","","","","","","","","","",""
"2015","66 and older","Not Employed","","","","","","","","","","","","","",""
"2016","16-34 y.","Employed","25.17","19","412","7","10","28","48","130","22.72","27.62","1","350","16","20"
"2016","16-34 y.","Not Employed","19.72","15","61","1","8","28","32","84","16.19","23.25","1","84","9","20"
"2016","35-65 y.","Employed","30.24","24","2329","9","14","38","60","120","29.18","31.3","1","250","22","24"
"2016","35-65 y.","Not Employed","30.97","24.04","258","8","15","35","60","200","27.01","34.93","1","300","20","26"
"2016","66 and older","Employed","42.05","25.95","110","11","18","62","100","170","34.38","49.72","1","200","25","37"
"2016","66 and older","Not Employed","50.03","35.33","645","11","17","67","90","300","46.12","53.94","1","540","30","40"
"2017","16-34 y.","Employed","","","","","","","","","","","","","",""
"2017","16-34 y.","Not Employed","","","","","","","","","","","","","",""
"2017","35-65 y.","Employed","","","","","","","","","","","","","",""
"2017","35-65 y.","Not Employed","","","","","","","","","","","","","",""
"2017","66 and older","Employed","","","","","","","","","","","","","",""
"2017","66 and older","Not Employed","","","","","","","","","","","","","",""
"2018","16-34 y.","Employed","24.85","18","499","6","10","30","50","135","22.67","27.03","1","320","16","20"
"2018","16-34 y.","Not Employed","26.57","19.54","43","9","12","26","45","136","19.63","33.51","4","136","13","22"
"2018","35-65 y.","Employed","32.29","25","2628","8","14","40","64","163","31.16","33.42","1","375","24","25"
"2018","35-65 y.","Not Employed","41.34","26.37","243","9","13","48","80","288","35.89","46.79","2","359","23","30"
