"year","age_gr","regtyp","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1999","16-34 y.","Rural Area","27.33","14.69","69","7","9","31","51","203","10.85","43.81","1","511","11","26"
"1999","16-34 y.","Urban Area","24.5","17.57","168","4","10","32","43","153","20.01","28.99","1","230","14","26"
"1999","35-65 y.","Rural Area","56.32","41","135","10","15","66","137","256","47.89","64.75","1","256","20","41"
"1999","35-65 y.","Urban Area","55.31","41","316","12","20","66","102","289","48.65","61.97","1","614","32","41"
"1999","66 and older","Rural Area","","","","","","","","","","","","","",""
"1999","66 and older","Urban Area","78.59","76.32","78","17","41","95","128","297","66.53","90.65","5","297","64","86"
"2000","16-34 y.","Rural Area","26.36","15","102","5","10","31","51","128","20.61","32.11","1","205","11","20"
"2000","16-34 y.","Urban Area","28.59","20","272","5","10","36","51","143","24.89","32.29","1","291","15","23"
"2000","35-65 y.","Rural Area","47.9","31","224","8","14","66","89","256","39.83","55.97","1","501","26","38"
"2000","35-65 y.","Urban Area","56.24","41.73","733","10","20","70","127","258","52.39","60.09","1","511","36","46"
"2000","66 and older","Rural Area","","","","","","","","","","","","","",""
"2000","66 and older","Urban Area","90.5","80.27","158","10","41","102","176","383","79.49","101.51","1","501","74","92"
"2001","16-34 y.","Rural Area","23.64","15","94","5","9","31","48","82","18.04","29.24","1","205","13","18"
"2001","16-34 y.","Urban Area","27.91","20","251","6","11","36","51","127","24.83","30.99","1","205","15","22"
"2001","35-65 y.","Rural Area","39.48","26","235","6","13","51","82","205","31.94","47.02","1","463","20","31"
"2001","35-65 y.","Urban Area","47.74","41","652","8","15","64","102","205","44.47","51.01","1","271","33","41"
"2001","66 and older","Rural Area","76.64","77","33","8","31","102","133","186","58.27","95.01","2","186","31","92"
"2001","66 and older","Urban Area","92.43","82","154","15","56","110","153","348","82.91","101.95","2","348","72","92"
"2002","16-34 y.","Rural Area","20.09","13","119","5","10","26","47","100","16.03","24.15","1","120","12","20"
"2002","16-34 y.","Urban Area","27.61","20","258","6","10","37","60","100","22.08","33.14","1","636","15","25"
"2002","35-65 y.","Rural Area","40.63","30","274","8","15","59","84","200","35.54","45.72","1","250","25","35"
"2002","35-65 y.","Urban Area","50.42","38","864","10","18","60","100","250","46.73","54.11","1","510","40","45"
"2002","66 and older","Rural Area","92.94","80","45","15","41","130","185","250","75.66","110.22","10","250","60","100"
"2002","66 and older","Urban Area","86.42","78","216","15","50","100","163","300","76.09","96.75","2","500","80","93"
"2003","16-34 y.","Rural Area","20.51","13","126","4","8","27","40","120","16","25.02","1","157","12","15"
"2003","16-34 y.","Urban Area","28.22","20","258","4","11","32","58","164","24.53","31.91","1","200","15","24"
"2003","35-65 y.","Rural Area","39.97","30","258","5","12","55","85","230","35.17","44.77","1","233","25","32"
"2003","35-65 y.","Urban Area","48.13","40","825","10","18","65","100","200","44.64","51.62","1","600","40","45"
"2003","66 and older","Rural Area","71.05","70","53","7","30","100","172","200","53.81","88.29","1","250","50","100"
"2003","66 and older","Urban Area","104.76","88.56","209","10","55","120","183","776","92.91","116.61","1","776","80","100"
"2004","16-34 y.","Rural Area","17.66","15","124","5","7","24","35","70","14.34","20.98","1","160","11","15"
"2004","16-34 y.","Urban Area","27.55","20","266","6","10","35","56","150","24.27","30.83","1","200","17","21"
"2004","35-65 y.","Rural Area","41.48","30","284","8","14","50","95","150","36.22","46.74","1","479","25","30"
"2004","35-65 y.","Urban Area","47.75","38","848","10","17","60","85","250","43.38","52.12","1","800","36","43"
"2004","66 and older","Rural Area","76.79","78.33","59","6","45","100","123","250","59.65","93.93","1","310","63","100"
"2004","66 and older","Urban Area","86.66","79","232","6","50","100","170","381","77.03","96.29","1","486","73","85"
"2005","16-34 y.","Rural Area","24.38","15.66","147","2","8","25","40","232","18.71","30.05","1","232","13","16"
"2005","16-34 y.","Urban Area","24","17","290","5","12","30","50","102","21.39","26.61","1","107","16","20"
"2005","35-65 y.","Rural Area","36.07","25","322","6","12","50","75","190","29.31","42.83","1","730","20","28"
"2005","35-65 y.","Urban Area","47.25","30","853","10","15","58","85","300","43.38","51.12","1","573","30","39"
"2005","66 and older","Rural Area","59.29","52.79","58","8","11","85","113","243","39.22","79.36","1","280","25","80"
"2005","66 and older","Urban Area","83.88","70","268","10","46","105","170","394","75.22","92.54","1","495","66","80"
"2006","16-34 y.","Rural Area","20.88","15","145","3","10","28","38","80","16.73","25.03","1","220","13","18"
"2006","16-34 y.","Urban Area","23.46","18","333","5","11","30","50","80","21.26","25.66","1","180","15","20"
"2006","35-65 y.","Rural Area","32.52","20","445","7","11","43","80","191","28.94","36.1","1","300","19","25"
"2006","35-65 y.","Urban Area","42.59","30","1094","9","15","55","85","220","39.48","45.7","1","550","29","33"
"2006","66 and older","Rural Area","65.63","58.03","90","5","10","87","150","280","51.44","79.82","2","307","20","75"
"2006","66 and older","Urban Area","79.99","65","329","11","21","100","155","400","70.8","89.18","1","681","65","76"
"2007","16-34 y.","Rural Area","20.42","12","131","5","8","25","40","100","16.75","24.09","1","160","13","20"
"2007","16-34 y.","Urban Area","25.23","20","319","6","11","33","50","100","22.75","27.71","1","177","15","20"
"2007","35-65 y.","Rural Area","37.71","23","445","10","12","50","86","200","33.24","42.18","1","560","20","24"
