"year","e11102","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1999","Employed","45.59","31","583","9","15","56","87","297","41.13","50.05","1","614","26","31"
"1999","Not Employed","68.09","60.15","201","10","27","88","128","256","60.68","75.5","1","289","36","57"
"2000","Employed","46.91","31","1092","7","14","61","102","256","43.76","50.06","1","511","26","31"
"2000","Not Employed","71.39","66","425","10","26","97","138","258","66.03","76.75","1","501","51","66"
"2001","Employed","39.37","28","1028","8","14","51","78","205","36.83","41.91","1","463","25","28"
"2001","Not Employed","71.92","65","391","7","31","99","145","348","66.21","77.63","1","460","51","61"
"2002","Employed","40.32","28.78","1272","8","14","51","80","200","37.48","43.16","1","636","30","34"
"2002","Not Employed","72.6","65","504","10","25","95","150","300","66.71","78.49","1","500","60","70"
"2003","Employed","42.85","29","1220","6","14","52","80","200","39.95","45.75","1","776","26","30"
"2003","Not Employed","70.53","63","509","7","20","95","144","317","65.04","76.02","1","380","55","67"
"2004","Employed","41.42","28","1290","8","14","50","82","239","38.39","44.45","1","800","25","30"
"2004","Not Employed","66.78","60","523","6","20","86","120","381","60.88","72.68","1","500","55","65"
"2005","Employed","38.78","25","1361","8","13","50","78","290","36","41.56","1","730","25","27"
"2005","Not Employed","64.31","55","577","9","18","85","140","350","58.63","69.99","1","560","50","60"
"2006","Employed","36.85","25","1696","7","12","49","80","220","34.68","39.02","1","600","22","25"
"2006","Not Employed","57.37","40","740","8","15","80","118","340","52.24","62.5","1","681","35","50"
"2007","Employed","35.48","24","1707","8","12","47","75","180","32.66","38.3","1","1725","20","25"
"2007","Not Employed","52.76","39","761","8","13","78","104","253","48.19","57.33","1","450","32","47"
"2008","Employed","31.87","20","1848","7","11","40","70","161","30.39","33.35","1","400","20","20"
"2008","Not Employed","51.09","30","844","9","13","68","100","300","47.16","55.02","1","530","25","35"
"2009","Employed","","","","","","","","","","","","","",""
"2009","Not Employed","","","","","","","","","","","","","",""
"2010","Employed","31.78","20","1831","7","12","38","61","194","29.42","34.14","1","1600","20","21"
"2010","Not Employed","49.85","35","777","9","14","69","100","278","45.61","54.09","0","620","26","36"
"2011","Employed","31.5","20","2379","8","12","38","65","163","30.09","32.91","1","450","20","21"
"2011","Not Employed","46.36","28","1036","9","14","63","94","300","42.92","49.8","1","600","25","30"
"2012","Employed","30.62","21","2511","8","12","37","63","170","29.39","31.85","1","400","20","22"
"2012","Not Employed","42.98","26","1142","9","14","60","91","197","39.52","46.44","1","1200","24","28"
"2013","Employed","31.18","22","2427","8","13","40","64","160","30","32.36","1","300","20","23"
"2013","Not Employed","45.95","30","1142","10","15","60","95","300","43.01","48.89","0","500","25","30"
"2014","Employed","29.14","21","3499","8","13","35","60","138","28.19","30.09","1","428","20","22"
"2014","Not Employed","39.74","26","1331","9","14","55","85","213","37.39","42.09","1","500","23","25"
"2015","Employed","","","","","","","","","","","","","",""
"2015","Not Employed","","","","","","","","","","","","","",""
"2016","Employed","29.97","22","2851","8","13","37","60","130","28.98","30.96","1","350","21","23"
"2016","Not Employed","44.21","30","964","10","15","60","85","300","41.31","47.11","1","540","25","30"
"2017","Employed","","","","","","","","","","","","","",""
"2017","Not Employed","","","","","","","","","","","","","",""
"2018","Employed","31.16","24","3255","8","13","40","60","163","30.13","32.19","1","375","23","25"
"2018","Not Employed","44.48","30","991","11","17","60","96","250","41.91","47.05","1","400","26","30"
