"year","hgtyp1hh","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1999","(Married) couple without C.","Female","49.52","48.35","159","11","15","72","86","215","42.95","56.09","1","289","31","47"
"1999","(Married) couple without C.","Male","78.92","70.55","131","9","23","101","158","297","66.82","91.02","1","501","26","61"
"1999","1-pers.-HH","Female","50.06","49.69","68","11","20","74","93","139","41.87","58.25","1","153","27","57"
"1999","1-pers.-HH","Male","54.54","20","40","7","13","56","123","614","21.58","87.5","1","614","15","31"
"1999","Couple + C. GT 16 ","Female","42.2","32.84","55","8","13","47","102","203","29.88","54.52","1","203","14","41"
"1999","Couple + C. GT 16 ","Male","52.82","36.53","48","5","13","82","102","203","37.53","68.11","1","203","18","57"
"1999","Couple + C. LE 16","Female","39.34","35.23","82","11","20","43","61","215","32.26","46.42","1","215","23","36"
"1999","Couple + C. LE 16","Male","41.7","26.89","88","7","15","51","77","215","27.74","55.66","1","511","20","32"
"1999","Couple + C. LE and GT 16","Female","","","","","","","","","","","","","",""
"1999","Couple + C. LE and GT 16","Male","","","","","","","","","","","","","",""
"1999","Single parent","Female","29.68","22.11","31","9","14","41","57","82","22.25","37.11","6","82","14","37"
"1999","Single parent","Male","","","","","","","","","","","","","",""
"2000","(Married) couple without C.","Female","55.17","46","306","10","20","77","104","203","49.98","60.36","1","383","36","51"
"2000","(Married) couple without C.","Male","76.65","60.26","273","8","20","102","155","314","68","85.3","1","501","41","61"
"2000","1-pers.-HH","Female","60.93","60.15","131","10","20","92","104","205","53.29","68.57","1","205","44","67"
"2000","1-pers.-HH","Male","37.28","24.78","76","4","11","51","77","220","28.73","45.83","1","220","20","38"
"2000","Couple + C. GT 16 ","Female","44.82","31","101","9","14","52","102","205","35.67","53.97","1","281","20","36"
"2000","Couple + C. GT 16 ","Male","53.41","31","107","7","11","71","108","307","40.34","66.48","1","458","22","46"
"2000","Couple + C. LE 16","Female","36.46","30.49","176","8","15","46","61","153","32.21","40.71","1","168","26","35"
"2000","Couple + C. LE 16","Male","46.55","28","165","7","12","46","102","358","36.67","56.43","1","511","21","30"
"2000","Couple + C. LE and GT 16","Female","33.53","31","44","8","17","41","65","97","27.44","39.62","3","97","18","33"
"2000","Couple + C. LE and GT 16","Male","57.92","19.77","33","7","10","66","179","256","30.93","84.91","4","256","13","61"
"2000","Single parent","Female","37.69","26","52","7","10","46","65","230","27.6","47.78","1","230","15","36"
"2000","Single parent","Male","","","","","","","","","","","","","",""
"2001","(Married) couple without C.","Female","51.56","49","273","10","19","70","96","194","46.54","56.58","1","271","36","51"
"2001","(Married) couple without C.","Male","67.48","53","231","7","19","99","153","281","59.8","75.16","1","343","36","61"
"2001","1-pers.-HH","Female","61.99","52.3","120","10","15","79","112","348","53.43","70.55","1","348","40","64"
"2001","1-pers.-HH","Male","41.48","26","85","8","15","61","77","225","31.61","51.35","1","271","20","41"
"2001","Couple + C. GT 16 ","Female","35.89","19.44","117","3","10","51","77","205","26.28","45.5","1","460","13","27"
"2001","Couple + C. GT 16 ","Male","46.39","25","102","6","11","51","102","460","31.99","60.79","1","463","15","36"
"2001","Couple + C. LE 16","Female","32.38","31","199","8","15","43","61","118","28.9","35.86","1","192","22","31"
"2001","Couple + C. LE 16","Male","35.01","26.64","160","6","15","46","61","118","30.83","39.19","1","222","20","28"
"2001","Couple + C. LE and GT 16","Female","49.07","26","32","6","15","51","143","164","35.13","63.01","2","164","15","41"
"2001","Couple + C. LE and GT 16","Male","","","","","","","","","","","","","",""
"2001","Single parent","Female","27.75","18.81","38","3","11","36","65","159","17.56","37.94","1","159","15","28"
"2001","Single parent","Male","","","","","","","","","","","","","",""
"2002","(Married) couple without C.","Female","55.34","47.29","377","9","19","70","100","250","49.3","61.38","1","500","47","55"
"2002","(Married) couple without C.","Male","80.52","70","292","10","25","100","163","300","70.78","90.26","1","636","60","80"
"2002","1-pers.-HH","Female","52.72","50","135","10","15","80","100","180","46.14","59.3","1","185","35","60"
"2002","1-pers.-HH","Male","35.51","25","76","6","14","55","75","190","26.39","44.63","1","200","17","40"
"2002","Couple + C. GT 16 ","Female","39.97","30","125","5","12","51","80","200","33.21","46.73","1","200","20","40"
"2002","Couple + C. GT 16 ","Male","53.83","40","148","8","15","60","120","250","44.47","63.19","1","400","25","40"
"2002","Couple + C. LE 16","Female","32.47","25","227","8","15","45","61","100","28.89","36.05","1","220","25","32"
"2002","Couple + C. LE 16","Male","34.37","25","186","6","12","40","60","200","28.63","40.11","1","200","20","30"
"2002","Couple + C. LE and GT 16","Female","50.13","23.73","52","6","10","50","150","250","37.49","62.77","2","250","20","35"
"2002","Couple + C. LE and GT 16","Male","49.64","23.78","54","12","15","35","120","476","28.84","70.44","1","476","20","30"
"2002","Single parent","Female","27.16","15.63","43","10","13","36","53","150","17.68","36.64","8","150","15","25"
"2002","Single parent","Male","","","","","","","","","","","","","",""
"2003","(Married) couple without C.","Female","58.32","50","380","10","20","79","120","225","53.13","63.51","1","320","40","50"
"2003","(Married) couple without C.","Male","75.02","60","288","7","22","102","163","317","65.91","84.13","1","600","53","72"
"2003","1-pers.-HH","Female","71.52","50","137","10","19","80","105","776","57.27","85.77","1","776","38","60"
"2003","1-pers.-HH","Male","40.17","21.82","69","5","12","60","81","233","27.63","52.71","1","250","15","50"
"2003","Couple + C. GT 16 ","Female","37.24","25","144","3","6","60","100","140","31.38","43.1","1","237","20","30"
"2003","Couple + C. GT 16 ","Male","42.83","25.88","154","6","10","60","100","200","35.24","50.42","1","250","20","30"
"2003","Couple + C. LE 16","Female","32.17","25","207","5","12","48","68","140","27.5","36.84","1","300","25","35"
"2003","Couple + C. LE 16","Male","32.58","24.73","165","6","12","40","70","140","27.81","37.35","2","180","20","30"
"2003","Couple + C. LE and GT 16","Female","34.54","30","52","10","13","40","60","180","23.36","45.72","3","210","20","40"
"2003","Couple + C. LE and GT 16","Male","30.27","30","52","6","17","32","50","120","21.46","39.08","3","120","18","35"
"2003","Single parent","Female","26.18","19.45","40","7","13","30","65","90","16.44","35.92","1","150","15","30"
"2003","Single parent","Male","","","","","","","","","","","","","",""
"2004","(Married) couple without C.","Female","53","45","384","10","17","72","100","230","47.44","58.56","1","500","40","50"
"2004","(Married) couple without C.","Male","68.45","57.21","298","7","20","87","150","312","59.75","77.15","1","600","45","65"
"2004","1-pers.-HH","Female","61.04","55.55","136","10","20","81","102","381","53.03","69.05","3","381","35","61"
"2004","1-pers.-HH","Male","41.57","28.32","79","8","12","50","80","273","28.39","54.75","1","300","20","50"
"2004","Couple + C. GT 16 ","Female","37.07","25","157","5","10","50","80","267","29.02","45.12","1","479","20","30"
"2004","Couple + C. GT 16 ","Male","43.14","25","155","5","10","53","80","250","29.56","56.72","1","800","20","30"
"2004","Couple + C. LE 16","Female","36.87","26","203","8","15","50","80","150","32.98","40.76","1","156","25","35"
"2004","Couple + C. LE 16","Male","34.07","25","166","7","15","39","65","200","26.71","41.43","1","390","25","35"
"2004","Couple + C. LE and GT 16","Female","52.59","35.13","53","6","14","70","150","150","38.66","66.52","2","320","25","50"
"2004","Couple + C. LE and GT 16","Male","53.63","30","69","10","18","56","150","200","35.4","71.86","1","560","24","40"
