"year","e11103","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1999","Full Time","East Germany","31.95","15","76","6","10","38","66","215","16.47","47.43","1","511","12","21"
"1999","Full Time","West Germany","47.52","32.12","316","9","15","56","92","215","41.22","53.82","1","614","26","33"
"1999","Not Working","East Germany","","","","","","","","","","","","","",""
"1999","Not Working","West Germany","70.93","64","174","12","31","92","133","256","62.86","79","1","289","42","64"
"1999","Part Time","East Germany","","","","","","","","","","","","","",""
"1999","Part Time","West Germany","47.01","33.05","166","10","18","61","92","297","40.62","53.4","3","297","26","37"
"2000","Full Time","East Germany","25.01","13","101","3","7","31","61","132","19.43","30.59","1","132","10","15"
"2000","Full Time","West Germany","49.77","32","631","8","15","61","108","281","45.02","54.52","1","511","28","36"
"2000","Not Working","East Germany","","","","","","","","","","","","","",""
"2000","Not Working","West Germany","73.83","66","398","10","30","100","138","258","68.29","79.37","1","501","59","69"
"2000","Part Time","East Germany","20.96","13","32","5","6","19","55","128","11.83","30.09","1","128","8","15"
"2000","Part Time","West Germany","48.94","38.5","328","9","18","61","97","256","44.42","53.46","1","314","31","38"
"2001","Full Time","East Germany","19.15","13","112","2","7","20","37","170","13.08","25.22","1","271","11","15"
"2001","Full Time","West Germany","41.75","33","574","8","15","51","78","205","38.11","45.39","1","463","26","31"
"2001","Not Working","East Germany","","","","","","","","","","","","","",""
"2001","Not Working","West Germany","74.28","66","365","8","36","102","147","348","68.37","80.19","1","460","51","66"
"2001","Part Time","East Germany","14.47","13","35","1","5","15","33","55","10.28","18.66","1","55","8","15"
"2001","Part Time","West Germany","41.46","31","307","9","15","56","82","200","37.11","45.81","1","343","26","34"
"2002","Full Time","East Germany","21.41","12","129","2","6","30","50","120","15.06","27.76","1","250","12","20"
"2002","Full Time","West Germany","43.17","30","697","10","15","55","80","200","38.91","47.43","1","636","30","37"
