"year","bula_h","hgtyp1hh","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1999","Baden-W?rttemberg","(Married) couple without C.","59.67","61","30","10","20","92","97","102","42.11","77.23","10","230","20","82"
"1999","Baden-W?rttemberg","1-pers.-HH","","","","","","","","","","","","","",""
"1999","Baden-W?rttemberg","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"1999","Baden-W?rttemberg","Couple + C. LE 16","","","","","","","","","","","","","",""
"1999","Baden-W?rttemberg","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"1999","Baden-W?rttemberg","Single parent","","","","","","","","","","","","","",""
"1999","Bavaria","(Married) couple without C.","57.3","55.52","56","11","26","77","96","205","45.1","69.5","1","205","31","61"
"1999","Bavaria","1-pers.-HH","","","","","","","","","","","","","",""
"1999","Bavaria","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"1999","Bavaria","Couple + C. LE 16","39.94","35.12","30","12","20","46","57","164","28.06","51.82","1","164","20","41"
"1999","Bavaria","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"1999","Bavaria","Single parent","","","","","","","","","","","","","",""
"1999","Berlin","(Married) couple without C.","","","","","","","","","","","","","",""
"1999","Berlin","1-pers.-HH","","","","","","","","","","","","","",""
"1999","Berlin","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"1999","Berlin","Couple + C. LE 16","","","","","","","","","","","","","",""
"1999","Berlin","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"1999","Berlin","Single parent","","","","","","","","","","","","","",""
"1999","Brandenburg","(Married) couple without C.","","","","","","","","","","","","","",""
"1999","Brandenburg","1-pers.-HH","","","","","","","","","","","","","",""
"1999","Brandenburg","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"1999","Brandenburg","Couple + C. LE 16","","","","","","","","","","","","","",""
"1999","Brandenburg","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"1999","Brandenburg","Single parent","","","","","","","","","","","","","",""
"1999","Bremen","(Married) couple without C.","","","","","","","","","","","","","",""
"1999","Bremen","1-pers.-HH","","","","","","","","","","","","","",""
"1999","Bremen","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"1999","Bremen","Couple + C. LE 16","","","","","","","","","","","","","",""
"1999","Bremen","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"1999","Bremen","Single parent","","","","","","","","","","","","","",""
"1999","Hamburg","(Married) couple without C.","","","","","","","","","","","","","",""
"1999","Hamburg","1-pers.-HH","","","","","","","","","","","","","",""
"1999","Hamburg","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"1999","Hamburg","Couple + C. LE 16","","","","","","","","","","","","","",""
"1999","Hamburg","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"1999","Hamburg","Single parent","","","","","","","","","","","","","",""
"1999","Hesse","(Married) couple without C.","","","","","","","","","","","","","",""
"1999","Hesse","1-pers.-HH","","","","","","","","","","","","","",""
