"year","e11103","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1999","Full Time","Female","35.68","31.85","147","11","16","51","63","128","30.57","40.79","1","230","23","35"
"1999","Full Time","Male","50.86","27.42","245","6","13","61","111","501","41.99","59.73","1","614","20","31"
"1999","Not Working","Female","59.18","53.04","139","12","27","77","98","240","51.24","67.12","1","289","36","53"
"1999","Not Working","Male","87.32","77","62","8","23","108","189","281","71.19","103.45","1","281","23","92"
"1999","Part Time","Female","40.37","31","142","10","15","54","77","215","34.56","46.18","2","215","26","36"
"1999","Part Time","Male","61.8","30.32","49","7","10","82","133","297","43.47","80.13","5","297","24","57"
"2000","Full Time","Female","38.8","31","264","8","13","51","77","230","34.8","42.8","1","281","21","32"
"2000","Full Time","Male","51.79","31","468","6","14","61","128","307","45.65","57.93","1","511","26","31"
"2000","Not Working","Female","65.37","63.12","288","10","28","92","127","205","59.49","71.25","1","383","43","61"
"2000","Not Working","Male","84.14","75","137","9","25","118","155","501","73.1","95.18","1","501","61","87"
"2000","Part Time","Female","43.04","36","282","10","15","56","80","153","39.13","46.95","1","205","31","36"
"2000","Part Time","Male","56.73","31","78","7","10","77","127","314","43.01","70.45","1","314","15","36"
"2001","Full Time","Female","33.36","28","257","8","14","49","65","112","29.94","36.78","1","192","20","28"
"2001","Full Time","Male","42.64","30.64","429","7","15","53","82","222","37.89","47.39","1","463","25","31"
"2001","Not Working","Female","69.49","61","264","10","31","92","141","348","62.6","76.38","1","460","44","59"
"2001","Not Working","Male","76.8","74.67","127","5","21","110","153","217","66.58","87.02","1","281","51","82"
"2001","Part Time","Female","35.17","31","274","8","14","51","69","133","31.99","38.35","1","146","24","32"
"2001","Part Time","Male","54.76","23.97","68","6","14","79","153","343","39.24","70.28","1","343","18","28"
"2002","Full Time","Female","31.08","20.18","299","8","12","45","67","100","27.6","34.56","1","250","21","30"
"2002","Full Time","Male","45.12","30","527","8","15","60","100","200","39.63","50.61","1","636","30","36"
"2002","Not Working","Female","65.98","60","336","11","25","90","130","250","59.33","72.63","1","500","50","60"
"2002","Not Working","Male","87.9","75.38","168","10","30","125","180","300","76.53","99.27","2","380","70","90"
"2002","Part Time","Female","38.67","30","350","9","13","51","75","150","34.91","42.43","1","250","30","40"
"2002","Part Time","Male","45.8","24","96","5","12","50","150","250","32.42","59.18","1","400","24","40"
"2003","Full Time","Female","34.17","24","292","6","13","47","71","164","29.38","38.96","1","450","20","30"
"2003","Full Time","Male","41.99","30","471","8","14","52","95","200","37.7","46.28","1","380","25","34"
"2003","Not Working","Female","65.97","60","324","8","22","90","130","372","59.92","72.02","1","372","50","61"
"2003","Not Working","Male","80.03","73","185","6","18","105","172","317","69.46","90.6","1","380","63","83"
"2003","Part Time","Female","52.08","35","360","8","16","60","90","776","46.5","57.66","1","776","28","40"
"2003","Part Time","Male","41.84","20.01","97","5","11","50","100","250","25.47","58.21","1","600","20","33"
"2004","Full Time","Female","32.08","21","308","9","13","40","67","200","28.72","35.44","1","230","20","25"
"2004","Full Time","Male","45.14","30","507","8","15","56","100","250","39.22","51.06","1","800","25","32"
"2004","Not Working","Female","67.37","64","321","10","28","86","106","381","60.05","74.69","1","500","52","65"
"2004","Not Working","Male","65.8","55","202","5","10","87","130","360","55.85","75.75","1","420","50","70"
"2004","Part Time","Female","41.94","34","380","7","15","57","80","180","38.21","45.67","1","360","30","38"
