"year","age_gr","bula_h","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1999","16-34 y.","Baden-W?rttemberg","","","","","","","","","","","","","",""
"1999","16-34 y.","Bavaria","26.16","20","50","7","11","37","49","153","18.62","33.7","1","153","15","36"
"1999","16-34 y.","Berlin","","","","","","","","","","","","","",""
"1999","16-34 y.","Brandenburg","","","","","","","","","","","","","",""
"1999","16-34 y.","Bremen","","","","","","","","","","","","","",""
"1999","16-34 y.","Hamburg","","","","","","","","","","","","","",""
"1999","16-34 y.","Hesse","","","","","","","","","","","","","",""
"1999","16-34 y.","Lower Saxony","22.31","15","30","7","11","35","51","51","16.97","27.65","3","51","11","26"
"1999","16-34 y.","Mecklenburg-Western Pomerania","","","","","","","","","","","","","",""
"1999","16-34 y.","North Rhine-Westphalia","28.82","26","54","1","13","36","63","102","22.76","34.88","1","102","18","31"
"1999","16-34 y.","Rhineland-Palatinate,Saarland","","","","","","","","","","","","","",""
"1999","16-34 y.","Saxony","","","","","","","","","","","","","",""
"1999","16-34 y.","Saxony-Anhalt","","","","","","","","","","","","","",""
"1999","16-34 y.","Schleswig-Holstein","","","","","","","","","","","","","",""
"1999","16-34 y.","Thuringia","","","","","","","","","","","","","",""
"1999","35-65 y.","Baden-W?rttemberg","42.87","43.68","54","16","25","56","72","92","36.44","49.3","5","112","26","46"
"1999","35-65 y.","Bavaria","56.06","51","91","15","26","70","102","240","46.88","65.24","1","240","31","51"
"1999","35-65 y.","Berlin","","","","","","","","","","","","","",""
"1999","35-65 y.","Brandenburg","","","","","","","","","","","","","",""
"1999","35-65 y.","Bremen","","","","","","","","","","","","","",""
"1999","35-65 y.","Hamburg","","","","","","","","","","","","","",""
"1999","35-65 y.","Hesse","77.59","37.83","31","7","11","77","102","614","37.15","118.03","5","614","13","46"
"1999","35-65 y.","Lower Saxony","80.72","53.39","40","15","20","92","256","256","62.79","98.65","8","256","20","54"
"1999","35-65 y.","Mecklenburg-Western Pomerania","","","","","","","","","","","","","",""
"1999","35-65 y.","North Rhine-Westphalia","57.27","41","121","13","20","77","123","289","45.89","68.65","3","501","34","45"
"1999","35-65 y.","Rhineland-Palatinate,Saarland","","","","","","","","","","","","","",""
"1999","35-65 y.","Saxony","33.78","15","32","8","11","43","66","256","14.09","53.47","1","256","11","33"
"1999","35-65 y.","Saxony-Anhalt","","","","","","","","","","","","","",""
"1999","35-65 y.","Schleswig-Holstein","","","","","","","","","","","","","",""
"1999","35-65 y.","Thuringia","","","","","","","","","","","","","",""
"1999","66 and older","Baden-W?rttemberg","","","","","","","","","","","","","",""
"1999","66 and older","Bavaria","","","","","","","","","","","","","",""
"1999","66 and older","Berlin","","","","","","","","","","","","","",""
"1999","66 and older","Brandenburg","","","","","","","","","","","","","",""
"1999","66 and older","Bremen","","","","","","","","","","","","","",""
"1999","66 and older","Hamburg","","","","","","","","","","","","","",""
"1999","66 and older","Hesse","","","","","","","","","","","","","",""
"1999","66 and older","Lower Saxony","","","","","","","","","","","","","",""
"1999","66 and older","Mecklenburg-Western Pomerania","","","","","","","","","","","","","",""
"1999","66 and older","North Rhine-Westphalia","","","","","","","","","","","","","",""
"1999","66 and older","Rhineland-Palatinate,Saarland","","","","","","","","","","","","","",""
"1999","66 and older","Saxony","","","","","","","","","","","","","",""
"1999","66 and older","Saxony-Anhalt","","","","","","","","","","","","","",""
"1999","66 and older","Schleswig-Holstein","","","","","","","","","","","","","",""
"1999","66 and older","Thuringia","","","","","","","","","","","","","",""
"2000","16-34 y.","Baden-W?rttemberg","21.3","15.93","53","4","9","31","41","66","14.98","27.62","1","133","10","31"
"2000","16-34 y.","Bavaria","34.76","26","65","6","13","40","77","205","23.52","46","1","291","20","31"
"2000","16-34 y.","Berlin","","","","","","","","","","","","","",""
"2000","16-34 y.","Brandenburg","","","","","","","","","","","","","",""
"2000","16-34 y.","Bremen","","","","","","","","","","","","","",""
"2000","16-34 y.","Hamburg","","","","","","","","","","","","","",""
"2000","16-34 y.","Hesse","","","","","","","","","","","","","",""
"2000","16-34 y.","Lower Saxony","20.24","13.41","35","6","10","26","51","61","14.92","25.56","1","61","9","15"
"2000","16-34 y.","Mecklenburg-Western Pomerania","","","","","","","","","","","","","",""
"2000","16-34 y.","North Rhine-Westphalia","30.7","26","116","5","10","36","51","205","25.68","35.72","1","205","15","29"
"2000","16-34 y.","Rhineland-Palatinate,Saarland","","","","","","","","","","","","","",""
