"year","e11102","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1999","Employed","Female","38.22","31","289","10","15","51","75","203","34.37","42.07","1","230","26","34"
"1999","Employed","Male","52.65","28.49","294","6","13","63","111","501","44.68","60.62","1","614","23","31"
"1999","Not Employed","Female","59.18","53.04","139","12","27","77","98","240","51.24","67.12","1","289","36","53"
"1999","Not Employed","Male","87.32","77","62","8","23","108","189","281","71.19","103.45","1","281","23","92"
"2000","Employed","Female","40.95","35.13","546","9","15","54","77","194","38.15","43.75","1","281","28","34"
"2000","Employed","Male","52.57","31","546","7","13","63","128","314","46.97","58.17","1","511","26","31"
"2000","Not Employed","Female","65.37","63.12","288","10","28","92","127","205","59.49","71.25","1","383","43","61"
"2000","Not Employed","Male","84.14","75","137","9","25","118","155","501","73.1","95.18","1","501","61","87"
"2001","Employed","Female","34.28","28.28","531","8","14","51","66","133","31.96","36.6","1","192","23","29"
"2001","Employed","Male","44.41","26","497","7","14","54","91","225","39.81","49.01","1","463","24","28"
"2001","Not Employed","Female","69.49","61","264","10","31","92","141","348","62.6","76.38","1","460","44","59"
"2001","Not Employed","Male","76.8","74.67","127","5","21","110","153","217","66.58","87.02","1","281","51","82"
"2002","Employed","Female","35.34","26.31","649","8","12","50","70","150","32.75","37.93","1","250","25","33"
"2002","Employed","Male","45.22","30","623","8","15","59","100","220","40.15","50.29","1","636","30","35"
"2002","Not Employed","Female","65.98","60","336","11","25","90","130","250","59.33","72.63","1","500","50","60"
"2002","Not Employed","Male","87.9","75.38","168","10","30","125","180","300","76.53","99.27","2","380","70","90"
"2003","Employed","Female","43.63","28","652","7","15","52","80","200","39.87","47.39","1","776","25","30"
"2003","Employed","Male","41.96","30","568","6","13","50","98","200","37.46","46.46","1","600","25","31"
"2003","Not Employed","Female","65.97","60","324","8","22","90","130","372","59.92","72.02","1","372","50","61"
"2003","Not Employed","Male","80.03","73","185","6","18","105","172","317","69.46","90.6","1","380","63","83"
"2004","Employed","Female","37.76","26","688","8","15","50","80","180","35.19","40.33","1","360","25","30"
"2004","Employed","Male","45.45","29.4","602","8","14","56","100","250","39.71","51.19","1","800","25","30"
"2004","Not Employed","Female","67.37","64","321","10","28","86","106","381","60.05","74.69","1","500","52","65"
"2004","Not Employed","Male","65.8","55","202","5","10","87","130","360","55.85","75.75","1","420","50","70"
"2005","Employed","Female","35.98","25","745","9","14","47","72","232","32.45","39.51","1","730","24","28"
"2005","Employed","Male","41.86","23.62","616","6","12","50","84","300","37.43","46.29","1","573","22","28"
"2005","Not Employed","Female","64.11","57.4","367","10","20","85","120","394","57.41","70.81","1","500","50","60"
"2005","Not Employed","Male","64.68","49.99","210","7","11","87","174","260","54.3","75.06","1","560","45","64"
"2006","Employed","Female","35.27","24","934","8","13","45","76","191","32.99","37.55","1","300","20","26"
"2006","Employed","Male","38.68","25","762","7","12","50","80","220","34.76","42.6","1","600","21","27"
"2006","Not Employed","Female","51.51","40","469","9","15","76","102","200","46.22","56.8","1","429","30","49"
"2006","Not Employed","Male","68.37","40.59","271","8","15","88","150","400","57.85","78.89","1","681","36","60"
"2007","Employed","Female","33.82","20","946","8","12","45","68","165","29.64","38","1","1725","20","25"
"2007","Employed","Male","37.4","25","761","8","12","50","80","200","33.77","41.03","1","600","20","25"
"2007","Not Employed","Female","50.71","40","486","8","14","77","100","200","45.59","55.83","1","450","30","48"
"2007","Not Employed","Male","56.99","25.26","275","8","12","80","150","300","48.16","65.82","1","450","25","53"
"2008","Employed","Female","29.8","20","1037","7","10","40","70","148","28.14","31.46","1","230","18","20"
"2008","Employed","Male","34.27","20","811","7","11","45","72","180","31.65","36.89","1","400","20","22"
"2008","Not Employed","Female","44.5","30","535","9","13","65","90","200","40.42","48.58","1","380","25","35"
"2008","Not Employed","Male","64.33","30","309","10","12","82","150","389","56.27","72.39","1","530","22","48"
"2009","Employed","Female","","","","","","","","","","","","","",""
"2009","Employed","Male","","","","","","","","","","","","","",""
"2009","Not Employed","Female","","","","","","","","","","","","","",""
"2009","Not Employed","Male","","","","","","","","","","","","","",""
"2010","Employed","Female","30.64","20","1035","8","13","36","60","194","28.35","32.93","1","870","20","22"
"2010","Employed","Male","33.05","20","796","6","10","40","75","224","28.51","37.59","1","1600","19","21"
"2010","Not Employed","Female","48.42","37.71","481","10","16","69","95","200","43.74","53.1","0","500","28","40"
"2010","Not Employed","Male","52.45","25.15","296","8","11","69","117","278","44.31","60.59","0","620","20","37"
"2011","Employed","Female","31.52","20","1359","8","12","40","65","163","29.82","33.22","1","450","20","22"
"2011","Employed","Male","31.48","20","1020","8","12","37","70","163","29.09","33.87","1","450","20","22"
"2011","Not Employed","Female","44.11","29","618","9","14","61","85","242","40.01","48.21","1","600","25","30"
"2011","Not Employed","Male","50.24","27.85","418","8","14","65","110","350","44.23","56.25","1","550","23","32"
"2012","Employed","Female","29.09","20","1428","8","12","36","60","121","27.71","30.47","1","230","20","23"
"2012","Employed","Male","32.3","22","1083","8","12","38","65","170","30.11","34.49","1","400","20","23"
"2012","Not Employed","Female","42.08","28","695","9","14","60","91","187","38.65","45.51","1","480","24","30"
"2012","Not Employed","Male","44.65","25","447","8","13","62","90","220","37.61","51.69","1","1200","20","28"
"2013","Employed","Female","30.65","21","1395","8","13","40","65","127","29.28","32.02","1","250","20","25"
"2013","Employed","Male","31.78","23","1032","8","13","40","60","170","29.71","33.85","1","300","20","24"
"2013","Not Employed","Female","45.66","30","702","10","15","60","92","300","42.3","49.02","0","410","25","30"
"2013","Not Employed","Male","46.47","25","440","9","13","63","100","300","41.05","51.89","0","500","23","30"
"2014","Employed","Female","29.02","21","2047","8","14","36","60","128","27.81","30.23","1","428","20","23"
"2014","Employed","Male","29.29","21","1452","8","12","35","60","150","27.75","30.83","1","300","20","23"
"2014","Not Employed","Female","40.04","28","825","10","15","58","85","200","37.43","42.65","1","480","24","28"
"2014","Not Employed","Male","39.22","24","506","8","13","52","82","220","34.72","43.72","1","500","20","25"
"2015","Employed","Female","","","","","","","","","","","","","",""
"2015","Employed","Male","","","","","","","","","","","","","",""
"2015","Not Employed","Female","","","","","","","","","","","","","",""
"2015","Not Employed","Male","","","","","","","","","","","","","",""
"2016","Employed","Female","30.57","24","1677","10","15","40","60","120","29.42","31.72","1","240","22","25"
"2016","Employed","Male","29.28","21","1174","8","12","35","60","140","27.54","31.02","1","350","20","22"
"2016","Not Employed","Female","44.32","30","604","10","16","60","85","250","40.86","47.78","1","540","25","30"
"2016","Not Employed","Male","44.01","25","360","10","15","62","85","300","38.87","49.15","1","400","25","35"
"2017","Employed","Female","","","","","","","","","","","","","",""
"2017","Employed","Male","","","","","","","","","","","","","",""
"2017","Not Employed","Female","","","","","","","","","","","","","",""
"2017","Not Employed","Male","","","","","","","","","","","","","",""
"2018","Employed","Female","31.17","24","1881","8","14","40","62","130","29.9","32.44","1","295","23","25"
"2018","Employed","Male","31.16","24","1374","8","12","38","60","180","29.46","32.86","1","375","20","25"
"2018","Not Employed","Female","43.33","30","603","11","17","60","90","215","40.39","46.27","1","359","26","30"
"2018","Not Employed","Male","46.4","28.68","388","10","15","55","100","300","41.68","51.12","1","400","25","33"
