"year","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1999","Female","46.43","37.82","428","11","18","63","87","215","42.72","50.14","1","289","31","36"
"1999","Male","60.35","33","356","7","15","77","137","297","53.17","67.53","1","614","25","31"
"2000","Female","50.27","41","834","10","17","70","102","205","47.44","53.1","1","383","32","40"
"2000","Male","59.4","35.28","683","7","14","77","133","314","54.36","64.44","1","511","28","36"
"2001","Female","47.15","36","795","8","15","65","95","200","44.24","50.06","1","460","29","36"
"2001","Male","51.55","35.59","624","6","15","66","118","225","47.24","55.86","1","463","26","35"
"2002","Female","47.76","37","985","9","15","66","99","220","44.79","50.73","1","500","35","40"
"2002","Male","54.8","35","791","9","15","72","130","300","50.01","59.59","1","636","35","42"
"2003","Female","52.11","39","976","8","15","68","100","280","48.83","55.39","1","776","30","40"
"2003","Male","51.45","30","753","6","13","70","120","260","47.02","55.88","1","600","30","40"
"2004","Female","48.56","37.1","1009","8","15","70","99","239","45.52","51.6","1","500","30","40"
"2004","Male","50.97","30","804","6","13","66","120","310","45.96","55.98","1","800","30","36"
"2005","Female","46.16","30","1112","9","15","60","98","250","42.85","49.47","1","730","29","32"
"2005","Male","47.41","25","826","6","12","60","100","300","43.11","51.71","1","573","25","30"
"2006","Female","40.92","27","1403","8","13","60","90","200","38.54","43.3","1","429","25","29"
"2006","Male","46","26","1033","7","12","55","100","300","41.92","50.08","1","681","25","30"
"2007","Female","40.08","25","1432","8","12","55","84","180","36.79","43.37","1","1725","24","28"
"2007","Male","42.24","25","1036","8","12","50","94","250","38.63","45.85","1","600","23","27"
"2008","Female","35.16","20.84","1572","8","12","50","80","161","33.34","36.98","1","380","20","24"
"2008","Male","41.74","21.26","1120","8","12","50","90","320","38.75","44.73","1","530","20","24"
"2009","Female","","","","","","","","","","","","","",""
"2009","Male","","","","","","","","","","","","","",""
"2010","Female","36.7","22","1516","8","14","50","75","194","34.5","38.9","0","870","20","25"
"2010","Male","37.71","20","1092","7","11","48","80","234","33.7","41.72","0","1600","20","22"
"2011","Female","35.83","22.03","1977","8","13","45","75","210","34.07","37.59","1","600","21","25"
"2011","Male","36.25","22","1438","8","12","45","80","250","33.78","38.72","1","550","20","24"
"2012","Female","33.66","23.75","2123","8","13","42","75","170","32.18","35.14","1","480","21","25"
"2012","Male","35.3","23","1530","8","12","42","80","180","32.7","37.9","1","1200","20","24"
"2013","Female","36.1","25","2097","9","14","48","76","193","34.63","37.57","0","410","23","25"
"2013","Male","35.64","23","1472","8","13","40","80","200","33.44","37.84","0","500","21","25"
"2014","Female","32.75","23","2872","8","14","42","70","140","31.6","33.9","1","480","21","24"
"2014","Male","31.96","22","1958","8","12","40","70","160","30.32","33.6","1","500","20","23"
"2015","Female","","","","","","","","","","","","","",""
"2015","Male","","","","","","","","","","","","","",""
"2016","Female","34.77","25","2281","10","15","45","70","190","33.51","36.03","1","540","23","25"
"2016","Male","32.51","22","1534","8","12","40","70","170","30.68","34.34","1","400","20","24"
"2017","Female","","","","","","","","","","","","","",""
"2017","Male","","","","","","","","","","","","","",""
"2018","Female","34.81","25","2484","10","15","45","70","150","33.6","36.02","1","359","24","25"
"2018","Male","34.51","25","1762","8","13","40","70","200","32.81","36.21","1","400","23","25"
