"year","regtyp","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1999","Rural Area","East Germany","26.97","15","81","7","9","29","51","176","12.61","41.33","1","511","13","21"
"1999","Rural Area","West Germany","60.9","49.32","141","10","20","77","137","256","52.52","69.28","1","256","26","41"
"1999","Urban Area","East Germany","41.69","15","47","2","9","33","137","256","25.82","57.56","1","256","9","20"
"1999","Urban Area","West Germany","53.6","40","515","10","18","74","98","289","48.92","58.28","1","614","31","38"
"2000","Rural Area","East Germany","23.87","15","97","5","9","30","56","128","18.49","29.25","1","152","13","19"
"2000","Rural Area","West Germany","53.78","41","257","9","15","77","104","256","46.34","61.22","1","501","30","41"
"2000","Urban Area","East Germany","21.24","11.22","63","2","5","15","55","132","13.93","28.55","1","132","8","13"
"2000","Urban Area","West Germany","58.03","41","1100","9","18","77","128","268","54.76","61.3","1","511","36","41"
"2001","Rural Area","East Germany","16.25","13","96","1","7","20","37","66","13.19","19.31","1","66","11","15"
"2001","Rural Area","West Germany","45.45","31","266","7","15","61","87","205","38.29","52.61","1","463","26","36"
"2001","Urban Area","East Germany","18.32","11","77","2","5","23","33","271","9.86","26.78","1","271","8","14"
"2001","Urban Area","West Germany","53.47","41","980","9","18","71","112","225","50.58","56.36","1","348","35","41"
"2002","Rural Area","East Germany","21.88","13","124","3","7","30","50","120","15.57","28.19","1","250","14","20"
"2002","Rural Area","West Germany","45.29","35","314","10","15","66","95","200","40.17","50.41","1","250","30","40"
"2002","Urban Area","East Germany","15.1","10.3","75","2","4","15","30","100","9.38","20.82","1","150","10","15"
"2002","Urban Area","West Germany","55.77","40","1263","10","18","75","120","261","52.33","59.21","1","636","40","50"
"2003","Rural Area","East Germany","21.47","14","124","2","6","23","40","160","15.88","27.06","1","230","12","15"
"2003","Rural Area","West Germany","42.77","30","313","6","12","65","90","200","37.69","47.85","1","250","28","38"
"2003","Urban Area","East Germany","15.82","9.71","81","1","2","19","40","200","5.89","25.75","1","237","10","17"
"2003","Urban Area","West Germany","58.11","40","1211","10","18","75","120","317","54.7","61.52","1","776","40","47"
"2004","Rural Area","East Germany","18.79","12","136","3","7","25","37","150","14.14","23.44","1","250","12","16"
"2004","Rural Area","West Germany","46.35","30","331","6","15","67","105","200","40.76","51.94","1","479","28","35"
"2004","Urban Area","East Germany","22.43","10","105","2","6","24","40","300","12.45","32.41","1","390","9","17"
"2004","Urban Area","West Germany","54.32","40","1241","9","17","73","100","312","50.72","57.92","1","800","40","48"
"2005","Rural Area","East Germany","18.94","12","176","2","6","21","35","105","10.49","27.39","1","730","12","15"
"2005","Rural Area","West Germany","40.68","25","351","8","13","56","90","232","34.56","46.8","1","520","25","30"
"2005","Urban Area","East Germany","12.17","10","101","1","5","17","25","60","8.53","15.81","1","100","7","12"
"2005","Urban Area","West Germany","52.32","35","1310","10","15","65","100","300","49.06","55.58","1","573","35","40"
"2006","Rural Area","East Germany","18.75","13","218","2","8","20","30","191","15.2","22.3","1","300","13","16"
"2006","Rural Area","West Germany","39.76","23","462","8","11","54","87","280","35.41","44.11","1","307","20","29"
"2006","Urban Area","East Germany","14.15","10","123","1","5","15","35","100","10.17","18.13","1","100","9","12"
"2006","Urban Area","West Germany","48.04","30","1633","9","15","60","100","250","45.1","50.98","1","681","30","35"
"2007","Rural Area","East Germany","16.4","12","234","4","10","20","30","62","13.46","19.34","1","300","12","15"
"2007","Rural Area","West Germany","41.3","25","454","8","12","54","95","200","36.57","46.03","1","560","24","30"
"2007","Urban Area","East Germany","28.46","12","157","3","8","20","36","100","6.69","50.23","1","1725","10","15"
"2007","Urban Area","West Germany","43.94","29","1623","9","14","60","90","230","41.26","46.62","1","600","30","35"
"2008","Rural Area","East Germany","15.05","12.85","246","1","8","20","28","50","13.61","16.49","1","101","12","15"
"2008","Rural Area","West Germany","32.93","20","497","7","10","41","79","193","29.53","36.33","1","300","19","21"
"2008","Urban Area","East Germany","16.68","13","202","1","9","20","30","100","14.37","18.99","1","100","12","15"
"2008","Urban Area","West Germany","43.1","27","1747","9","13","60","90","250","40.87","45.33","1","530","25","30"
"2009","Rural Area","East Germany","","","","","","","","","","","","","",""
"2009","Rural Area","West Germany","","","","","","","","","","","","","",""
"2009","Urban Area","East Germany","","","","","","","","","","","","","",""
"2009","Urban Area","West Germany","","","","","","","","","","","","","",""
"2010","Rural Area","East Germany","25.74","16","270","4","9","25","35","130","13.87","37.61","1","1600","14","18"
"2010","Rural Area","West Germany","37.63","23","434","8","12","50","80","224","33.87","41.39","1","380","20","25"
"2010","Urban Area","East Germany","16.52","15","186","3","8","21","30","80","14.15","18.89","1","120","12","15"
"2010","Urban Area","West Germany","39.68","25","1718","9","14","50","80","230","37.3","42.06","0","870","25","28"
"2011","Rural Area","East Germany","19.04","15","334","5","10","24","35","74","16.76","21.32","1","240","14","17"
"2011","Rural Area","West Germany","32.13","20","671","8","12","36","68","187","29.45","34.81","1","300","20","24"
