"year","education","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1999","college entrance qualification","47.97","36","191","10","20","70","102","203","41.65","54.29","1","281","27","36"
"1999","lower secondary degree","58.7","41","265","10","18","74","112","256","51.78","65.62","1","614","26","41"
"1999","no degree/no degree yet","","","","","","","","","","","","","",""
"1999","Other degree","","","","","","","","","","","","","",""
"1999","secondary school degree","50.48","41","270","8","15","76","98","205","43.39","57.57","1","511","26","36"
"2000","college entrance qualification","53.63","41","422","8","20","69","128","205","48.68","58.58","1","358","32","41"
"2000","lower secondary degree","57.79","41","482","9","15","77","127","281","52.65","62.93","1","511","31","43"
"2000","no degree/no degree yet","","","","","","","","","","","","","",""
"2000","Other degree","38.09","23.43","32","6","10","66","92","153","24.66","51.52","1","153","10","40"
"2000","secondary school degree","52.28","36","555","7","15","70","102","256","47.69","56.87","1","458","29","36"
"2001","college entrance qualification","49.49","36","418","9","18","64","102","217","44.47","54.51","1","463","29","36"
"2001","lower secondary degree","48.74","41","439","8","15","66","102","187","44.45","53.03","1","460","26","38"
"2001","no degree/no degree yet","","","","","","","","","","","","","",""
"2001","Other degree","","","","","","","","","","","","","",""
"2001","secondary school degree","48.67","36","520","5","13","66","102","271","44.74","52.6","1","348","26","36"
"2002","college entrance qualification","51.96","40","592","10","18","70","100","250","47.26","56.66","1","510","40","50"
"2002","lower secondary degree","49.79","35","494","10","15","70","100","200","44.58","55","2","636","30","40"
"2002","no degree/no degree yet","","","","","","","","","","","","","",""
"2002","Other degree","39.14","23.49","35","1","12","50","80","250","21.38","56.9","1","250","17","45"
"2002","secondary school degree","50.95","35.1","632","8","15","70","100","250","46.47","55.43","1","500","30","40"
"2003","college entrance qualification","51.34","38.22","563","10","15","70","120","200","46.35","56.33","1","600","37","45"
"2003","lower secondary degree","54.33","34","487","8","16","70","104","260","49.11","59.55","1","776","30","40"
"2003","no degree/no degree yet","","","","","","","","","","","","","",""
"2003","Other degree","","","","","","","","","","","","","",""
"2003","secondary school degree","50.8","35","618","5","13","70","100","250","46.69","54.91","1","400","30","39"
"2004","college entrance qualification","50.85","38","606","8","16","68","96","250","45.25","56.45","1","800","36","45"
"2004","lower secondary degree","46.26","30","523","8","15","67","100","200","41.87","50.65","1","560","26","35"
"2004","no degree/no degree yet","","","","","","","","","","","","","",""
"2004","Other degree","","","","","","","","","","","","","",""
"2004","secondary school degree","52.86","35","619","7","14","70","107","355","48.22","57.5","1","500","29","36"
"2005","college entrance qualification","48.98","32.64","631","8","15","60","100","300","43.79","54.17","1","730","30","40"
"2005","lower secondary degree","46.69","26","540","8","14","60","98","260","41.63","51.75","1","573","25","30"
"2005","no degree/no degree yet","","","","","","","","","","","","","",""
"2005","Other degree","37.24","23.49","30","10","13","40","59","350","13.53","60.95","2","350","17","40"
"2005","secondary school degree","46.79","26","692","7","13","60","100","300","42.91","50.67","1","500","25","30"
"2006","college entrance qualification","43.7","30","787","8","14","56","90","220","39.09","48.31","1","681","30","35"
"2006","lower secondary degree","41.77","25","673","9","13","60","95","225","38.34","45.2","1","250","20","25"
"2006","no degree/no degree yet","","","","","","","","","","","","","",""
"2006","Other degree","43.71","24.13","47","10","15","60","105","340","27","60.42","1","340","20","58"
"2006","secondary school degree","43.82","25","877","7","12","60","96","280","40.4","47.24","1","540","23","27"
"2007","college entrance qualification","44.73","30","804","8","14","56","86","250","40.53","48.93","1","600","27","35"
"2007","lower secondary degree","38.88","22.8","674","9","12","50","86","200","35.34","42.42","1","560","20","25"
"2007","no degree/no degree yet","","","","","","","","","","","","","",""
"2007","Other degree","42.54","19.81","51","7","13","50","150","300","27.4","57.68","2","300","17","40"
"2007","secondary school degree","40.09","23","894","7","12","55","90","200","35.3","44.88","1","1725","22","27"
"2008","college entrance qualification","40.93","28","852","8","14","51","83","230","37.54","44.32","1","530","25","30"
"2008","lower secondary degree","36.4","20","771","9","12","48","80","230","33.59","39.21","1","389","19","20"
"2008","no degree/no degree yet","","","","","","","","","","","","","",""
"2008","Other degree","27.75","15.08","50","8","10","32","100","150","19.6","35.9","1","150","12","30"
"2008","secondary school degree","38.32","20","968","7","12","50","89","258","35.78","40.86","1","400","20","24"
"2009","college entrance qualification","","","","","","","","","","","","","",""
"2009","lower secondary degree","","","","","","","","","","","","","",""
"2009","no degree/no degree yet","","","","","","","","","","","","","",""
"2009","Other degree","","","","","","","","","","","","","",""
"2009","secondary school degree","","","","","","","","","","","","","",""
"2010","college entrance qualification","36.77","23","889","8","12","49","75","189","33.29","40.25","1","870","23","28"
"2010","lower secondary degree","39.16","20","662","8","12","45","80","278","33.36","44.96","0","1600","19","21"
"2010","no degree/no degree yet","","","","","","","","","","","","","",""
"2010","Other degree","46.01","19.96","62","9","15","33","224","224","35.85","56.17","1","224","16","25"
"2010","secondary school degree","35.95","25","940","8","13","50","80","185","33.46","38.44","0","500","20","25"
"2011","college entrance qualification","38.88","25","1088","8","13","50","80","300","36.04","41.72","1","550","25","28"
"2011","lower secondary degree","33.07","20","892","8","12","37","70","210","30.36","35.78","1","450","20","22"
"2011","no degree/no degree yet","24.13","20","37","8","10","25","57","120","15.98","32.28","2","120","12","20"
"2011","Other degree","30.18","20","88","9","15","34","50","200","18.9","41.46","1","450","20","29"
"2011","secondary school degree","37.14","23.24","1265","8","13","50","80","200","34.89","39.39","1","600","20","24"
"2012","college entrance qualification","36","25","1156","8","14","47","80","180","33.5","38.5","1","480","24","27"
"2012","lower secondary degree","32.42","20","984","8","12","40","69","170","29.25","35.59","1","1200","20","24"
"2012","no degree/no degree yet","26.6","14.05","35","8","10","24","58","200","14.71","38.49","4","200","11","20"
"2012","Other degree","32.44","25","104","9","15","40","68","119","26.54","38.34","1","180","20","30"
"2012","secondary school degree","35.35","22.23","1312","8","13","44","80","180","33.35","37.35","1","400","20","23"
"2013","college entrance qualification","38.8","26","1116","8","14","50","80","240","36.23","41.37","1","500","25","29"
"2013","lower secondary degree","35.67","23","954","10","14","40","75","240","33.45","37.89","1","300","21","25"
"2013","no degree/no degree yet","18.82","15","41","10","12","20","25","130","10.77","26.87","1","130","12","20"
"2013","Other degree","35.97","30","92","5","17","46","80","240","29.05","42.89","0","240","20","30"
"2013","secondary school degree","34.54","23","1301","9","13","40","76","180","32.58","36.5","1","362","21","25"
"2014","college entrance qualification","36.5","25","1606","8","15","46","80","182","34.56","38.44","1","500","25","27"
"2014","lower secondary degree","30.17","22","1115","9","13","38","62","125","28.4","31.94","1","350","20","22"
"2014","no degree/no degree yet","20.26","15","58","7","11","23","43","100","15.96","24.56","2","100","11","20"
"2014","Other degree","31.73","24.62","232","9","13","35","60","162","27.27","36.19","1","300","20","26"
"2014","secondary school degree","31.27","21","1727","8","12","39","70","140","29.84","32.7","1","314","20","22"
"2015","college entrance qualification","","","","","","","","","","","","","",""
"2015","lower secondary degree","","","","","","","","","","","","","",""
"2015","no degree/no degree yet","","","","","","","","","","","","","",""
"2015","Other degree","","","","","","","","","","","","","",""
"2015","secondary school degree","","","","","","","","","","","","","",""
"2016","college entrance qualification","36.01","26","1343","8","15","48","70","200","34.08","37.94","1","410","25","28"
"2016","lower secondary degree","34.98","25","813","10","15","45","70","250","32.79","37.17","1","333","20","25"
"2016","no degree/no degree yet","16.81","15","37","11","12","21","26","35","13.77","19.85","2","36","11","20"
"2016","Other degree","33.45","21.32","212","11","14","40","60","240","29.44","37.46","1","240","20","28"
"2016","secondary school degree","31.49","22","1342","8","13","40","70","140","29.8","33.18","1","540","20","23"
"2017","college entrance qualification","","","","","","","","","","","","","",""
