"year","age_gr","pgcasmin","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1999","16-34 y.","(0) in school","","","","","","","","","","","","","",""
"1999","16-34 y.","(1a) inadequately completed","","","","","","","","","","","","","",""
"1999","16-34 y.","(1b) general elementary school","","","","","","","","","","","","","",""
"1999","16-34 y.","(1c) basic vocational qualification","25.96","15","38","9","11","31","41","153","12.05","39.87","1","230","15","31"
"1999","16-34 y.","(2a) intermediate vocational","27.41","13","64","5","7","32","63","179","10.36","44.46","1","511","11","20"
"1999","16-34 y.","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"1999","16-34 y.","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"1999","16-34 y.","(2c_voc) vocational maturity certificate","","","","","","","","","","","","","",""
"1999","16-34 y.","(3a) lower tertiary education","","","","","","","","","","","","","",""
"1999","16-34 y.","(3b) higher tertiary education","","","","","","","","","","","","","",""
"1999","35-65 y.","(0) in school","","","","","","","","","","","","","",""
"1999","35-65 y.","(1a) inadequately completed","","","","","","","","","","","","","",""
"1999","35-65 y.","(1b) general elementary school","","","","","","","","","","","","","",""
"1999","35-65 y.","(1c) basic vocational qualification","61.92","41","146","12","20","63","102","614","51.56","72.28","3","614","25","41"
"1999","35-65 y.","(2a) intermediate vocational","52.29","43","131","11","18","72","92","289","41.85","62.73","1","501","26","43"
"1999","35-65 y.","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"1999","35-65 y.","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"1999","35-65 y.","(2c_voc) vocational maturity certificate","","","","","","","","","","","","","",""
"1999","35-65 y.","(3a) lower tertiary education","47.52","33","46","8","12","77","87","205","33.39","61.65","1","205","15","40"
"1999","35-65 y.","(3b) higher tertiary education","53.72","34.21","56","8","15","82","111","215","39.72","67.72","5","215","25","43"
"1999","66 and older","(0) in school","","","","","","","","","","","","","",""
"1999","66 and older","(1a) inadequately completed","","","","","","","","","","","","","",""
"1999","66 and older","(1b) general elementary school","","","","","","","","","","","","","",""
"1999","66 and older","(1c) basic vocational qualification","69.88","74","36","8","33","88","139","197","53.31","86.45","1","197","40","86"
"1999","66 and older","(2a) intermediate vocational","","","","","","","","","","","","","",""
"1999","66 and older","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"1999","66 and older","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"1999","66 and older","(2c_voc) vocational maturity certificate","","","","","","","","","","","","","",""
"1999","66 and older","(3a) lower tertiary education","","","","","","","","","","","","","",""
"1999","66 and older","(3b) higher tertiary education","","","","","","","","","","","","","",""
"2000","16-34 y.","(0) in school","","","","","","","","","","","","","",""
"2000","16-34 y.","(1a) inadequately completed","","","","","","","","","","","","","",""
"2000","16-34 y.","(1b) general elementary school","","","","","","","","","","","","","",""
"2000","16-34 y.","(1c) basic vocational qualification","33.69","18","59","8","10","37","128","143","26.91","40.47","2","143","11","26"
"2000","16-34 y.","(2a) intermediate vocational","26.31","15.19","131","6","10","32","61","143","21.33","31.29","1","143","13","20"
"2000","16-34 y.","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"2000","16-34 y.","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"2000","16-34 y.","(2c_voc) vocational maturity certificate","26.61","24.42","43","4","10","38","51","102","20.06","33.16","1","102","10","32"
