"year","age_gr","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1999","16-34 y.","East Germany","24.27","9","42","3","7","18","36","511","-1.75","50.29","1","511","7","18"
"1999","16-34 y.","West Germany","25.35","18","195","5","10","33","51","153","21.02","29.68","1","230","15","26"
"1999","35-65 y.","East Germany","34.46","15","79","8","11","40","77","215","23.64","45.28","1","256","14","22"
"1999","35-65 y.","West Germany","58.24","43","372","13","23","72","111","256","52.27","64.21","1","614","33","41"
"1999","66 and older","East Germany","","","","","","","","","","","","","",""
"1999","66 and older","West Germany","79.21","77","89","18","51","96","128","297","68.27","90.15","8","297","70","86"
"2000","16-34 y.","East Germany","24.03","10","52","5","5","20","102","132","15.04","33.02","1","132","8","15"
"2000","16-34 y.","West Germany","28.49","20","322","6","10","36","51","143","25.18","31.8","1","291","15","24"
"2000","35-65 y.","East Germany","20.94","14.77","104","3","10","26","53","89","16.79","25.09","1","128","11","15"
"2000","35-65 y.","West Germany","57.73","44","853","10","21","74","123","258","53.92","61.54","1","511","41","46"
"2000","66 and older","East Germany","","","","","","","","","","","","","",""
"2000","66 and older","West Germany","90.56","80.44","182","10","51","102","164","383","80.83","100.29","1","501","77","92"
"2001","16-34 y.","East Germany","14.86","10","67","1","5","15","33","51","9.5","20.22","1","170","9","13"
"2001","16-34 y.","West Germany","28.77","20","278","7","13","36","54","127","25.73","31.81","1","205","16","25"
"2001","35-65 y.","East Germany","18.83","13","99","2","7","20","36","77","12.66","25","1","271","11","15"
"2001","35-65 y.","West Germany","47.91","41","788","8","17","63","92","205","44.54","51.28","1","463","35","41"
"2001","66 and older","East Germany","","","","","","","","","","","","","",""
"2001","66 and older","West Germany","91.99","82","180","19","56","103","158","348","83.44","100.54","2","348","72","92"
"2002","16-34 y.","East Germany","14.33","9","68","2","5","15","30","120","8.47","20.19","1","150","10","15"
"2002","16-34 y.","West Germany","27.18","20","309","8","10","37","56","100","22.49","31.87","1","636","17","25"
"2002","35-65 y.","East Germany","23.17","15","124","3","10","30","50","180","16.77","29.57","1","250","13","20"
"2002","35-65 y.","West Germany","50.32","40","1014","10","19","61","100","250","47.02","53.62","1","510","40","45"
"2002","66 and older","East Germany","","","","","","","","","","","","","",""
"2002","66 and older","West Germany","88.45","80","254","15","50","104","171","300","79.34","97.56","2","500","80","98"
"2003","16-34 y.","East Germany","18.3","8.54","75","1","4","20","40","157","9.51","27.09","1","200","8","14"
"2003","16-34 y.","West Germany","26.88","19.6","309","5","10","30","56","164","23.96","29.8","1","170","15","20"
"2003","35-65 y.","East Germany","20.18","13","116","1","6","20","38","200","13.13","27.23","1","237","12","17"
"2003","35-65 y.","West Germany","48.5","40","967","10","20","65","97","200","45.39","51.61","1","600","40","45"
"2003","66 and older","East Germany","","","","","","","","","","","","","",""
"2003","66 and older","West Germany","102.3","85","248","12","55","110","183","776","91.98","112.62","1","776","85","100"
"2004","16-34 y.","East Germany","15.08","11.94","79","2","6","20","38","60","11.81","18.35","1","75","10","14"
"2004","16-34 y.","West Germany","25.93","19","311","6","10","30","50","150","22.95","28.91","1","200","17","20"
"2004","35-65 y.","East Germany","22.6","12","143","2","7","24","37","250","14.43","30.77","1","390","12","20"
"2004","35-65 y.","West Germany","48.62","38","989","10","19","60","90","239","44.78","52.46","1","800","39","43"
"2004","66 and older","East Germany","","","","","","","","","","","","","",""
"2004","66 and older","West Germany","88.06","80","272","9","60","100","160","381","79.4","96.72","1","486","78","90"
