"year","pgisced97","regtyp","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1999","general elemantary","Rural Area","","","","","","","","","","","","","",""
"1999","general elemantary","Urban Area","36.92","26.82","54","8","15","57","77","92","29.8","44.04","3","92","15","35"
"1999","higher education","Rural Area","43.2","20.32","34","8","12","51","77","205","25.16","61.24","1","205","14","40"
"1999","higher education","Urban Area","51.53","36","114","7","20","77","111","194","43.14","59.92","1","215","28","40"
"1999","higher vocational","Rural Area","","","","","","","","","","","","","",""
"1999","higher vocational","Urban Area","55.49","43.98","44","10","20","72","123","215","39.42","71.56","2","256","20","49"
"1999","in school","Rural Area","","","","","","","","","","","","","",""
"1999","in school","Urban Area","","","","","","","","","","","","","",""
"1999","inadequately","Rural Area","","","","","","","","","","","","","",""
"1999","inadequately","Urban Area","","","","","","","","","","","","","",""
"1999","middle vocational","Rural Area","52.61","36.13","125","8","14","66","102","256","44.98","60.24","1","256","19","36"
"1999","middle vocational","Urban Area","58.2","41","286","11","18","77","98","297","50.97","65.43","1","614","31","41"
"1999","vocational + Abi","Rural Area","","","","","","","","","","","","","",""
"1999","vocational + Abi","Urban Area","46.72","31","38","13","20","56","92","281","30.14","63.3","1","281","18","41"
"2000","general elemantary","Rural Area","","","","","","","","","","","","","",""
"2000","general elemantary","Urban Area","43.01","26","71","4","10","61","102","268","31.81","54.21","1","268","15","34"
"2000","higher education","Rural Area","50.23","27.15","58","5","11","66","89","458","30.86","69.6","1","458","15","36"
"2000","higher education","Urban Area","59.95","41","292","8","21","77","128","291","52.99","66.91","1","501","36","50"
"2000","higher vocational","Rural Area","52.5","41","35","11","31","66","102","153","38.84","66.16","1","153","31","61"
"2000","higher vocational","Urban Area","69.16","41","106","8","15","66","179","511","54.84","83.48","1","511","23","49"
"2000","in school","Rural Area","","","","","","","","","","","","","",""
"2000","in school","Urban Area","","","","","","","","","","","","","",""
"2000","inadequately","Rural Area","","","","","","","","","","","","","",""
"2000","inadequately","Urban Area","","","","","","","","","","","","","",""
"2000","middle vocational","Rural Area","42.13","26","214","7","12","61","87","230","35.27","48.99","1","501","20","31"
"2000","middle vocational","Urban Area","54.71","41","599","9","16","77","118","258","50.85","58.57","1","383","31","41"
"2000","vocational + Abi","Rural Area","","","","","","","","","","","","","",""
"2000","vocational + Abi","Urban Area","56.24","43","81","8","26","75","108","358","44.18","68.3","1","358","28","46"
"2001","general elemantary","Rural Area","","","","","","","","","","","","","",""
"2001","general elemantary","Urban Area","39.37","23","51","3","6","57","102","271","25.74","53","1","271","14","35"
"2001","higher education","Rural Area","43.65","26.22","58","5","13","51","84","463","25.94","61.36","1","463","15","31"
"2001","higher education","Urban Area","52.05","36","264","8","18","67","118","217","45.84","58.26","1","281","31","41"
"2001","higher vocational","Rural Area","39.56","36","34","12","18","54","66","118","30.09","49.03","1","118","27","46"
"2001","higher vocational","Urban Area","55.19","43","103","10","20","64","94","343","45.41","64.97","1","343","26","49"
"2001","in school","Rural Area","","","","","","","","","","","","","",""
"2001","in school","Urban Area","","","","","","","","","","","","","",""
"2001","inadequately","Rural Area","","","","","","","","","","","","","",""
"2001","inadequately","Urban Area","","","","","","","","","","","","","",""
"2001","middle vocational","Rural Area","35.86","23.18","223","5","11","51","77","158","29.97","41.75","1","460","17","26"
"2001","middle vocational","Urban Area","52.65","41","543","8","15","72","116","215","48.92","56.38","1","348","31","38"
"2001","vocational + Abi","Rural Area","","","","","","","","","","","","","",""
"2001","vocational + Abi","Urban Area","51.67","42.46","84","12","21","75","102","153","44.42","58.92","1","179","26","43"
"2002","general elemantary","Rural Area","","","","","","","","","","","","","",""
"2002","general elemantary","Urban Area","60.76","44.84","59","8","15","100","140","180","46.98","74.54","2","250","20","60"
"2002","higher education","Rural Area","47.3","30","91","10","14","80","85","250","35.93","58.67","1","250","25","40"
"2002","higher education","Urban Area","60.59","50","375","10","20","80","125","360","53.76","67.42","1","510","49","52"
"2002","higher vocational","Rural Area","43.82","30","44","2","10","60","100","250","26.49","61.15","2","250","25","52"
"2002","higher vocational","Urban Area","54.8","36.09","119","10","20","60","102","300","45.26","64.34","1","350","26","50"
"2002","in school","Rural Area","","","","","","","","","","","","","",""
"2002","in school","Urban Area","","","","","","","","","","","","","",""
"2002","inadequately","Rural Area","","","","","","","","","","","","","",""
"2002","inadequately","Urban Area","","","","","","","","","","","","","",""
"2002","middle vocational","Rural Area","33.63","20","253","6","12","50","75","150","29.24","38.02","1","200","20","26"
"2002","middle vocational","Urban Area","50.92","35","664","10","15","70","100","250","46.25","55.59","1","636","33","43"
"2002","vocational + Abi","Rural Area","","","","","","","","","","","","","",""
"2002","vocational + Abi","Urban Area","55.74","40.67","105","15","20","71","150","250","45.13","66.35","1","290","35","50"
"2003","general elemantary","Rural Area","","","","","","","","","","","","","",""
"2003","general elemantary","Urban Area","45.88","15","52","3","8","61","140","183","34.03","57.73","2","183","10","29"
"2003","higher education","Rural Area","45.15","25","84","6","12","80","90","230","33.74","56.56","1","250","18","31"
"2003","higher education","Urban Area","54.89","39.95","352","8","18","70","125","260","47.74","62.04","1","600","40","50"
"2003","higher vocational","Rural Area","27.67","16","39","10","10","38","50","192","15.87","39.47","2","192","14","41"
"2003","higher vocational","Urban Area","64.42","50.95","112","15","25","90","134","317","54.42","74.42","1","317","32","58"
"2003","in school","Rural Area","","","","","","","","","","","","","",""
"2003","in school","Urban Area","","","","","","","","","","","","","",""
"2003","inadequately","Rural Area","","","","","","","","","","","","","",""
"2003","inadequately","Urban Area","","","","","","","","","","","","","",""
"2003","middle vocational","Rural Area","38.47","30","253","4","10","51","80","200","33.29","43.65","1","233","20","30"
"2003","middle vocational","Urban Area","55.98","40","655","8","15","70","100","372","51.51","60.45","1","776","30","40"
"2003","vocational + Abi","Rural Area","27.17","12.7","32","7","10","40","60","90","15.53","38.81","2","130","12","40"
"2003","vocational + Abi","Urban Area","65.28","44.8","100","15","26","80","164","250","54.48","76.08","1","320","38","50"
"2004","general elemantary","Rural Area","36.47","15.92","30","6","8","67","103","120","23.56","49.38","1","120","8","45"
"2004","general elemantary","Urban Area","40.2","30.88","60","5","8","61","100","150","30.38","50.02","1","150","15","40"
"2004","higher education","Rural Area","40.83","29.03","98","7","14","60","82","160","31.41","50.25","1","210","20","32"
"2004","higher education","Urban Area","57.87","42.65","367","7","20","75","100","360","49.18","66.56","1","800","46","56"
"2004","higher vocational","Rural Area","55.18","30","46","3","13","90","150","200","39.02","71.34","1","200","16","43"
"2004","higher vocational","Urban Area","55.95","37.67","120","10","20","61","120","312","46.64","65.26","1","312","25","50"
"2004","in school","Rural Area","","","","","","","","","","","","","",""
"2004","in school","Urban Area","","","","","","","","","","","","","",""
"2004","inadequately","Rural Area","","","","","","","","","","","","","",""
"2004","inadequately","Urban Area","","","","","","","","","","","","","",""
"2004","middle vocational","Rural Area","40.16","29.94","250","7","13","50","100","190","35.01","45.31","2","310","20","30"
"2004","middle vocational","Urban Area","52.15","40","672","9","15","72","100","270","47.91","56.39","1","560","30","40"
"2004","vocational + Abi","Rural Area","35.09","20","32","6","7","45","75","150","4.4","65.78","1","479","12","45"
"2004","vocational + Abi","Urban Area","48.83","33.84","109","6","14","60","90","250","38.92","58.74","1","360","27","45"
