"plh0177","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","1985","in school","Urban Area","1","","","","0"
"0 Completely dissatisfied","1985","in school","Rural Area","","","","","0"
"0 Completely dissatisfied","1985","inadequately","Urban Area","34","0.0392413085334982","0.0252135563400623","0.0532690607269341","0"
"0 Completely dissatisfied","1985","inadequately","Rural Area","4","","","","0"
"0 Completely dissatisfied","1985","general elemantary","Urban Area","52","0.0116079371856337","0.00724558260727791","0.0159702917639895","0"
"0 Completely dissatisfied","1985","general elemantary","Rural Area","10","","","","0"
"0 Completely dissatisfied","1985","middle vocational","Urban Area","46","0.00821041265358678","0.00543262857945122","0.0109881967277223","0"
"0 Completely dissatisfied","1985","middle vocational","Rural Area","5","","","","0"
"0 Completely dissatisfied","1985","vocational + Abi","Urban Area","5","","","","0"
"0 Completely dissatisfied","1985","vocational + Abi","Rural Area","1","","","","0"
"0 Completely dissatisfied","1985","higher vocational","Urban Area","2","","","","0"
"0 Completely dissatisfied","1985","higher vocational","Rural Area","1","","","","0"
"0 Completely dissatisfied","1985","higher education","Urban Area","1","","","","0"
"0 Completely dissatisfied","1985","higher education","Rural Area","","","","","0"
"1 on Scale 1 to 10","1985","higher education","Urban Area","4","","","","1"
"1 on Scale 1 to 10","1985","inadequately","Rural Area","2","","","","1"
"1 on Scale 1 to 10","1985","in school","Urban Area","1","","","","1"
"1 on Scale 1 to 10","1985","middle vocational","Urban Area","41","0.00712761422371057","0.00453805988983777","0.00971716855758338","1"
"1 on Scale 1 to 10","1985","higher education","Rural Area","1","","","","1"
"1 on Scale 1 to 10","1985","higher vocational","Urban Area","1","","","","1"
"1 on Scale 1 to 10","1985","higher vocational","Rural Area","","","","","1"
"1 on Scale 1 to 10","1985","in school","Rural Area","","","","","1"
"1 on Scale 1 to 10","1985","inadequately","Urban Area","13","","","","1"
"1 on Scale 1 to 10","1985","general elemantary","Urban Area","16","","","","1"
"1 on Scale 1 to 10","1985","general elemantary","Rural Area","5","","","","1"
"1 on Scale 1 to 10","1985","middle vocational","Rural Area","9","","","","1"
"1 on Scale 1 to 10","1985","vocational + Abi","Urban Area","5","","","","1"
"1 on Scale 1 to 10","1985","vocational + Abi","Rural Area","","","","","1"
"10 Completely satisfied","1985","in school","Urban Area","50","0.339613323554887","0.262795291974963","0.41643135513481","10"
"10 Completely satisfied","1985","in school","Rural Area","14","","","","10"
"10 Completely satisfied","1985","inadequately","Urban Area","123","0.195943314587392","0.167267369329566","0.224619259845218","10"
"10 Completely satisfied","1985","general elemantary","Urban Area","636","0.315545655733602","0.296618639336799","0.334472672130405","10"
"10 Completely satisfied","1985","general elemantary","Rural Area","213","0.305437661829625","0.27172403916856","0.339151284490691","10"
"10 Completely satisfied","1985","middle vocational","Urban Area","1104","0.289283240757822","0.275325467654922","0.303241013860721","10"
"10 Completely satisfied","1985","middle vocational","Rural Area","356","0.326099881181765","0.298472252253117","0.353727510110413","10"
"10 Completely satisfied","1985","vocational + Abi","Urban Area","50","0.205106204124205","0.15326034412221","0.2569520641262","10"
"10 Completely satisfied","1985","vocational + Abi","Rural Area","14","","","","10"
"10 Completely satisfied","1985","higher vocational","Urban Area","154","0.32305149829307","0.281645453607007","0.364457542979134","10"
"10 Completely satisfied","1985","higher education","Urban Area","149","0.240517870384596","0.207353618397609","0.273682122371583","10"
"10 Completely satisfied","1985","higher education","Rural Area","43","0.399268433848739","0.31052670714583","0.488010160551648","10"
"10 Completely satisfied","1985","inadequately","Rural Area","27","","","","10"
"10 Completely satisfied","1985","higher vocational","Rural Area","45","0.384015082238605","0.299758801131047","0.468271363346162","10"
"2 on Scale 1 to 10","1985","in school","Urban Area","2","","","","2"
"2 on Scale 1 to 10","1985","inadequately","Urban Area","25","","","","2"
"2 on Scale 1 to 10","1985","middle vocational","Rural Area","8","","","","2"
"2 on Scale 1 to 10","1985","vocational + Abi","Urban Area","6","","","","2"
"2 on Scale 1 to 10","1985","in school","Rural Area","1","","","","2"
"2 on Scale 1 to 10","1985","general elemantary","Rural Area","12","","","","2"
"2 on Scale 1 to 10","1985","middle vocational","Urban Area","66","0.0145108460219693","0.0108297384392536","0.018191953604685","2"
"2 on Scale 1 to 10","1985","inadequately","Rural Area","3","","","","2"
"2 on Scale 1 to 10","1985","higher education","Rural Area","1","","","","2"
"2 on Scale 1 to 10","1985","general elemantary","Urban Area","47","0.0118900341601657","0.00747562072988538","0.0163044475904461","2"
"2 on Scale 1 to 10","1985","vocational + Abi","Rural Area","1","","","","2"
"2 on Scale 1 to 10","1985","higher vocational","Urban Area","9","","","","2"
"2 on Scale 1 to 10","1985","higher vocational","Rural Area","","","","","2"
"2 on Scale 1 to 10","1985","higher education","Urban Area","15","","","","2"
"3 on Scale 1 to 10","1985","in school","Rural Area","1","","","","3"
"3 on Scale 1 to 10","1985","in school","Urban Area","4","","","","3"
"3 on Scale 1 to 10","1985","inadequately","Urban Area","44","0.0714588366786155","0.0528492068118488","0.0900684665453822","3"
"3 on Scale 1 to 10","1985","inadequately","Rural Area","3","","","","3"
"3 on Scale 1 to 10","1985","general elemantary","Urban Area","93","0.0259352563363419","0.019462071650021","0.0324084410226629","3"
"3 on Scale 1 to 10","1985","general elemantary","Rural Area","17","","","","3"
"3 on Scale 1 to 10","1985","middle vocational","Urban Area","131","0.0268397844571741","0.0218648438113292","0.031814725103019","3"
"3 on Scale 1 to 10","1985","middle vocational","Rural Area","17","","","","3"
"3 on Scale 1 to 10","1985","vocational + Abi","Urban Area","19","","","","3"
"3 on Scale 1 to 10","1985","vocational + Abi","Rural Area","","","","","3"
"3 on Scale 1 to 10","1985","higher vocational","Urban Area","10","","","","3"
"3 on Scale 1 to 10","1985","higher vocational","Rural Area","","","","","3"
"3 on Scale 1 to 10","1985","higher education","Urban Area","16","","","","3"
"3 on Scale 1 to 10","1985","higher education","Rural Area","3","","","","3"
"4 on Scale 1 to 10","1985","general elemantary","Rural Area","13","","","","4"
"4 on Scale 1 to 10","1985","middle vocational","Urban Area","136","0.0295489959602654","0.0243362760504325","0.0347617158700982","4"
"4 on Scale 1 to 10","1985","in school","Rural Area","1","","","","4"
"4 on Scale 1 to 10","1985","vocational + Abi","Rural Area","1","","","","4"
"4 on Scale 1 to 10","1985","inadequately","Urban Area","50","0.0769527698018775","0.0576982242108146","0.0962073153929404","4"
"4 on Scale 1 to 10","1985","inadequately","Rural Area","4","","","","4"
"4 on Scale 1 to 10","1985","general elemantary","Urban Area","77","0.0209496466286747","0.015116946101837","0.0267823471555125","4"
"4 on Scale 1 to 10","1985","higher vocational","Urban Area","14","","","","4"
"4 on Scale 1 to 10","1985","higher vocational","Rural Area","1","","","","4"
"4 on Scale 1 to 10","1985","higher education","Urban Area","22","","","","4"
"4 on Scale 1 to 10","1985","higher education","Rural Area","3","","","","4"
"4 on Scale 1 to 10","1985","in school","Urban Area","3","","","","4"
"4 on Scale 1 to 10","1985","middle vocational","Rural Area","15","","","","4"
"4 on Scale 1 to 10","1985","vocational + Abi","Urban Area","4","","","","4"
"5 on Scale 1 to 10","1985","in school","Urban Area","9","","","","5"
"5 on Scale 1 to 10","1985","middle vocational","Rural Area","93","0.0839482973827969","0.0676051210379872","0.100291473727607","5"
"5 on Scale 1 to 10","1985","vocational + Abi","Rural Area","1","","","","5"
"5 on Scale 1 to 10","1985","middle vocational","Urban Area","380","0.0889351888653777","0.0801728978880237","0.0976974798427316","5"
"5 on Scale 1 to 10","1985","vocational + Abi","Urban Area","18","","","","5"
"5 on Scale 1 to 10","1985","in school","Rural Area","","","","","5"
"5 on Scale 1 to 10","1985","higher vocational","Rural Area","8","","","","5"
"5 on Scale 1 to 10","1985","higher education","Urban Area","58","0.0874590680883601","0.0655377657808117","0.109380370395909","5"
"5 on Scale 1 to 10","1985","higher education","Rural Area","6","","","","5"
"5 on Scale 1 to 10","1985","inadequately","Urban Area","100","0.155686885117573","0.129493781177019","0.181879989058126","5"
"5 on Scale 1 to 10","1985","inadequately","Rural Area","7","","","","5"
"5 on Scale 1 to 10","1985","general elemantary","Urban Area","233","0.0840349776929441","0.0727357618997543","0.0953341934861338","5"
"5 on Scale 1 to 10","1985","general elemantary","Rural Area","60","0.0809329831789192","0.0609700258789054","0.100895940478933","5"
"5 on Scale 1 to 10","1985","higher vocational","Urban Area","37","0.0706953835909159","0.0480006741990523","0.0933900929827795","5"
"6 on Scale 1 to 10","1985","in school","Rural Area","3","","","","6"
"6 on Scale 1 to 10","1985","in school","Urban Area","8","","","","6"
"6 on Scale 1 to 10","1985","inadequately","Rural Area","16","","","","6"
"6 on Scale 1 to 10","1985","general elemantary","Urban Area","177","0.0683696634624111","0.0580911018013954","0.0786482251234268","6"
"6 on Scale 1 to 10","1985","vocational + Abi","Rural Area","3","","","","6"
"6 on Scale 1 to 10","1985","higher education","Rural Area","4","","","","6"
"6 on Scale 1 to 10","1985","inadequately","Urban Area","61","0.0690384819405756","0.0507229023958726","0.0873540614852787","6"
"6 on Scale 1 to 10","1985","middle vocational","Rural Area","49","0.0406362416696369","0.0289998334382723","0.0522726499010016","6"
"6 on Scale 1 to 10","1985","vocational + Abi","Urban Area","20","","","","6"
"6 on Scale 1 to 10","1985","general elemantary","Rural Area","43","0.0555331377885643","0.0387698970454828","0.0722963785316457","6"
"6 on Scale 1 to 10","1985","middle vocational","Urban Area","241","0.0563151627588709","0.0492188560281894","0.0634114694895524","6"
"6 on Scale 1 to 10","1985","higher vocational","Urban Area","21","","","","6"
"6 on Scale 1 to 10","1985","higher vocational","Rural Area","9","","","","6"
"6 on Scale 1 to 10","1985","higher education","Urban Area","33","0.0543057048675462","0.0367209684164088","0.0718904413186836","6"
"7 on Scale 1 to 10","1985","inadequately","Urban Area","78","0.0916770032251385","0.0708292363050134","0.112524770145264","7"
"7 on Scale 1 to 10","1985","in school","Rural Area","1","","","","7"
"7 on Scale 1 to 10","1985","in school","Urban Area","12","","","","7"
"7 on Scale 1 to 10","1985","inadequately","Rural Area","9","","","","7"
"7 on Scale 1 to 10","1985","general elemantary","Urban Area","252","0.109981977085233","0.0972399367550045","0.122724017415461","7"
"7 on Scale 1 to 10","1985","general elemantary","Rural Area","81","0.126213040424215","0.101905366206234","0.150520714642197","7"
"7 on Scale 1 to 10","1985","vocational + Abi","Rural Area","5","","","","7"
"7 on Scale 1 to 10","1985","higher vocational","Urban Area","57","0.116630420184633","0.0882102161869864","0.14505062418228","7"
"7 on Scale 1 to 10","1985","higher education","Urban Area","76","0.118149210521726","0.0931024987740647","0.143195922269387","7"
"7 on Scale 1 to 10","1985","higher education","Rural Area","10","","","","7"
"7 on Scale 1 to 10","1985","middle vocational","Urban Area","473","0.116337815398868","0.106467982359181","0.126207648438555","7"
"7 on Scale 1 to 10","1985","middle vocational","Rural Area","124","0.113409899832411","0.0947221311502853","0.132097668514537","7"
"7 on Scale 1 to 10","1985","vocational + Abi","Urban Area","26","","","","7"
"7 on Scale 1 to 10","1985","higher vocational","Rural Area","14","","","","7"
"8 on Scale 1 to 10","1985","general elemantary","Urban Area","440","0.211563010346718","0.194929566436859","0.228196454256576","8"
"8 on Scale 1 to 10","1985","higher vocational","Rural Area","35","0.26622274265488","0.189654653943092","0.342790831366668","8"
"8 on Scale 1 to 10","1985","inadequately","Rural Area","19","","","","8"
"8 on Scale 1 to 10","1985","higher vocational","Urban Area","101","0.20203794763276","0.166486470956495","0.237589424309026","8"
"8 on Scale 1 to 10","1985","in school","Urban Area","31","0.200885822952099","0.135895196208432","0.265876449695765","8"
"8 on Scale 1 to 10","1985","in school","Rural Area","4","","","","8"
"8 on Scale 1 to 10","1985","inadequately","Urban Area","123","0.126080470759508","0.102099386392026","0.150061555126991","8"
"8 on Scale 1 to 10","1985","general elemantary","Rural Area","144","0.201259191965408","0.171911813539483","0.230606570391333","8"
"8 on Scale 1 to 10","1985","middle vocational","Urban Area","867","0.217072150198869","0.204381930413879","0.229762369983859","8"
"8 on Scale 1 to 10","1985","middle vocational","Rural Area","252","0.227332426743493","0.202632391964385","0.2520324615226","8"
"8 on Scale 1 to 10","1985","vocational + Abi","Rural Area","10","","","","8"
"8 on Scale 1 to 10","1985","vocational + Abi","Urban Area","37","0.163849236582534","0.116322867436646","0.211375605728423","8"
"8 on Scale 1 to 10","1985","higher education","Urban Area","150","0.241150301775829","0.20795630561664","0.274344297935017","8"
"8 on Scale 1 to 10","1985","higher education","Rural Area","24","","","","8"
"9 on Scale 1 to 10","1985","general elemantary","Rural Area","119","0.162495443611533","0.13549302309775","0.189497864125316","9"
"9 on Scale 1 to 10","1985","middle vocational","Urban Area","569","0.145818788703487","0.134954833424631","0.156682743982342","9"
"9 on Scale 1 to 10","1985","middle vocational","Rural Area","178","0.161957516518991","0.140245303088806","0.183669729949177","9"
"9 on Scale 1 to 10","1985","in school","Urban Area","25","","","","9"
"9 on Scale 1 to 10","1985","in school","Rural Area","8","","","","9"
"9 on Scale 1 to 10","1985","general elemantary","Urban Area","293","0.134844074894334","0.120933600512352","0.148754549276316","9"
"9 on Scale 1 to 10","1985","higher education","Urban Area","114","0.182093667246507","0.152147795636715","0.212039538856298","9"
"9 on Scale 1 to 10","1985","inadequately","Urban Area","85","0.114525723088389","0.0915193223763478","0.13753212380043","9"
"9 on Scale 1 to 10","1985","inadequately","Rural Area","12","","","","9"
"9 on Scale 1 to 10","1985","vocational + Abi","Urban Area","43","0.21309789773901","0.160517960189899","0.26567783528812","9"
"9 on Scale 1 to 10","1985","vocational + Abi","Rural Area","7","","","","9"
"9 on Scale 1 to 10","1985","higher vocational","Urban Area","84","0.17269429373603","0.139226887545826","0.206161699926234","9"
"9 on Scale 1 to 10","1985","higher vocational","Rural Area","15","","","","9"
"9 on Scale 1 to 10","1985","higher education","Rural Area","22","","","","9"
"0 Completely dissatisfied","1986","in school","Urban Area","2","","","","0"
"0 Completely dissatisfied","1986","in school","Rural Area","1","","","","0"
"0 Completely dissatisfied","1986","inadequately","Urban Area","29","","","","0"
"0 Completely dissatisfied","1986","inadequately","Rural Area","3","","","","0"
"0 Completely dissatisfied","1986","general elemantary","Urban Area","29","","","","0"
"0 Completely dissatisfied","1986","general elemantary","Rural Area","10","","","","0"
"0 Completely dissatisfied","1986","middle vocational","Urban Area","47","0.0105296065925548","0.00733836788905115","0.0137208452960584","0"
"0 Completely dissatisfied","1986","middle vocational","Rural Area","6","","","","0"
"0 Completely dissatisfied","1986","vocational + Abi","Urban Area","7","","","","0"
"0 Completely dissatisfied","1986","vocational + Abi","Rural Area","","","","","0"
"0 Completely dissatisfied","1986","higher vocational","Urban Area","3","","","","0"
"0 Completely dissatisfied","1986","higher vocational","Rural Area","","","","","0"
"0 Completely dissatisfied","1986","higher education","Urban Area","4","","","","0"
"0 Completely dissatisfied","1986","higher education","Rural Area","1","","","","0"
"1 on Scale 1 to 10","1986","higher education","Urban Area","7","","","","1"
"1 on Scale 1 to 10","1986","in school","Urban Area","","","","","1"
"1 on Scale 1 to 10","1986","in school","Rural Area","","","","","1"
"1 on Scale 1 to 10","1986","inadequately","Urban Area","12","","","","1"
"1 on Scale 1 to 10","1986","inadequately","Rural Area","3","","","","1"
"1 on Scale 1 to 10","1986","general elemantary","Urban Area","28","","","","1"
