"plh0177","year","regtyp","sex","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","1985","Rural Area","Female","12","","","","0"
"0 Completely dissatisfied","1985","Rural Area","Male","9","","","","0"
"0 Completely dissatisfied","1985","Urban Area","Female","67","0.00896489465364023","0.00618642953973712","0.0117433597675433","0"
"0 Completely dissatisfied","1985","Urban Area","Male","75","0.00996212547131731","0.00699031332682883","0.0129339376158058","0"
"1 on Scale 1 to 10","1985","Rural Area","Female","8","","","","1"
"1 on Scale 1 to 10","1985","Rural Area","Male","9","","","","1"
"1 on Scale 1 to 10","1985","Urban Area","Male","42","0.0074694245439212","0.00489289596350758","0.0100459531243348","1"
"1 on Scale 1 to 10","1985","Urban Area","Female","42","0.00605122038811751","0.00376514093038918","0.00833729984584585","1"
"10 Completely satisfied","1985","Rural Area","Female","387","0.347766474960561","0.3202523411669","0.375280608754223","10"
"10 Completely satisfied","1985","Rural Area","Male","329","0.307130027395754","0.28004105659592","0.334218998195588","10"
"10 Completely satisfied","1985","Urban Area","Female","1240","0.309496464014842","0.295869514943708","0.323123413085975","10"
"10 Completely satisfied","1985","Urban Area","Male","1054","0.270649459758397","0.257354372817017","0.283944546699778","10"
"2 on Scale 1 to 10","1985","Rural Area","Female","13","","","","2"
"2 on Scale 1 to 10","1985","Rural Area","Male","13","","","","2"
"2 on Scale 1 to 10","1985","Urban Area","Female","89","0.0157861320107016","0.0121118673243922","0.0194603966970109","2"
"2 on Scale 1 to 10","1985","Urban Area","Male","85","0.0143468050780914","0.0107883694748647","0.0179052406813181","2"
"3 on Scale 1 to 10","1985","Rural Area","Female","23","","","","3"
"3 on Scale 1 to 10","1985","Urban Area","Male","169","0.0293885573230949","0.0243346033549856","0.0344425112912042","3"
"3 on Scale 1 to 10","1985","Rural Area","Male","18","","","","3"
"3 on Scale 1 to 10","1985","Urban Area","Female","151","0.0268880853240696","0.0221199434695466","0.0316562271785925","3"
"4 on Scale 1 to 10","1985","Rural Area","Female","18","","","","4"
"4 on Scale 1 to 10","1985","Rural Area","Male","20","","","","4"
"4 on Scale 1 to 10","1985","Urban Area","Female","159","0.027460058627389","0.0226428851463375","0.0322772321084404","4"
"4 on Scale 1 to 10","1985","Urban Area","Male","150","0.0280499959959922","0.0231090761379186","0.0329909158540658","4"
"5 on Scale 1 to 10","1985","Urban Area","Female","430","0.0869950492274262","0.0786875239971984","0.0953025744576541","5"
"5 on Scale 1 to 10","1985","Rural Area","Female","88","0.0773100235555722","0.0618803679225906","0.0927396791885539","5"
"5 on Scale 1 to 10","1985","Rural Area","Male","88","0.0750788645794002","0.0596043620793767","0.0905533670794238","5"
"5 on Scale 1 to 10","1985","Urban Area","Male","415","0.0873074705127392","0.0788603751761783","0.0957545658493002","5"
"6 on Scale 1 to 10","1985","Rural Area","Female","70","0.0550075908713299","0.0418360706904106","0.0681791110522492","6"
"6 on Scale 1 to 10","1985","Rural Area","Male","59","0.0450223220087083","0.032846002075556","0.0571986419418607","6"
"6 on Scale 1 to 10","1985","Urban Area","Female","286","0.059255558830298","0.0522958957932711","0.0662152218673249","6"
"6 on Scale 1 to 10","1985","Urban Area","Male","281","0.060175404534083","0.05305913551678","0.0672916735513861","6"
"7 on Scale 1 to 10","1985","Rural Area","Female","130","0.120207297240307","0.101419925738037","0.138994668742577","7"
"7 on Scale 1 to 10","1985","Rural Area","Male","118","0.110702510448977","0.0922774991185322","0.129127521779421","7"
"7 on Scale 1 to 10","1985","Urban Area","Female","482","0.109234884060173","0.100039918433868","0.118429849686478","7"
"7 on Scale 1 to 10","1985","Urban Area","Male","500","0.117590804406776","0.107951601148288","0.127230007665263","7"
"8 on Scale 1 to 10","1985","Rural Area","Female","220","0.190622602257967","0.167930582012885","0.21331462250305","8"
"8 on Scale 1 to 10","1985","Rural Area","Male","270","0.244285357500166","0.219054434851043","0.269516280149289","8"
"8 on Scale 1 to 10","1985","Urban Area","Female","857","0.204336420604385","0.192450701457337","0.216222139751433","8"
"8 on Scale 1 to 10","1985","Urban Area","Male","912","0.221873805339925","0.209440188532174","0.234307422147676","8"
"9 on Scale 1 to 10","1985","Rural Area","Female","182","0.154850153264721","0.133950787463032","0.175749519066411","9"
"9 on Scale 1 to 10","1985","Rural Area","Male","181","0.165410674787759","0.143592235823262","0.187229113752256","9"
"9 on Scale 1 to 10","1985","Urban Area","Female","618","0.145531232258958","0.135136482624381","0.155925981893535","9"
"9 on Scale 1 to 10","1985","Urban Area","Male","607","0.153186147035663","0.142408519558823","0.163963774512503","9"
"0 Completely dissatisfied","1986","Rural Area","Female","11","","","","0"
"0 Completely dissatisfied","1986","Rural Area","Male","11","","","","0"
"0 Completely dissatisfied","1986","Urban Area","Female","57","0.0107249637993836","0.00762197363293985","0.0138279539658273","0"
"0 Completely dissatisfied","1986","Urban Area","Male","65","0.00915195714860022","0.00626444121000128","0.0120394730871992","0"
"1 on Scale 1 to 10","1986","Rural Area","Female","4","","","","1"
"1 on Scale 1 to 10","1986","Rural Area","Male","3","","","","1"
"1 on Scale 1 to 10","1986","Urban Area","Female","37","0.00590903951556831","0.0036001908584952","0.00821788817264142","1"
"1 on Scale 1 to 10","1986","Urban Area","Male","40","0.00708694488289221","0.00454334374113546","0.00963054602464897","1"
"10 Completely satisfied","1986","Rural Area","Female","325","0.313825883945164","0.286489829755085","0.341161938135244","10"
"10 Completely satisfied","1986","Rural Area","Male","292","0.278215257233067","0.251327151853109","0.305103362613024","10"
"10 Completely satisfied","1986","Urban Area","Female","1041","0.269582914170484","0.256215247722671","0.282950580618297","10"
"10 Completely satisfied","1986","Urban Area","Male","923","0.244786633729219","0.231749186694399","0.257824080764038","10"
"2 on Scale 1 to 10","1986","Rural Area","Female","14","","","","2"
"2 on Scale 1 to 10","1986","Urban Area","Female","86","0.0138804732220787","0.0103560271285964","0.017404919315561","2"
"2 on Scale 1 to 10","1986","Rural Area","Male","18","","","","2"
"2 on Scale 1 to 10","1986","Urban Area","Male","79","0.0156361636210077","0.01187426747864","0.0193980597633753","2"
"3 on Scale 1 to 10","1986","Rural Area","Female","23","","","","3"
"3 on Scale 1 to 10","1986","Urban Area","Male","131","0.022780893624456","0.0182566578859599","0.0273051293629522","3"
"3 on Scale 1 to 10","1986","Rural Area","Male","21","","","","3"
"3 on Scale 1 to 10","1986","Urban Area","Female","112","0.019824372292949","0.0156250846013571","0.0240236599845408","3"
"4 on Scale 1 to 10","1986","Rural Area","Female","30","0.0245698060888434","0.0154502595817983","0.0336893525958885","4"
"4 on Scale 1 to 10","1986","Rural Area","Male","23","","","","4"
"4 on Scale 1 to 10","1986","Urban Area","Female","140","0.0253744611706078","0.020637047981401","0.0301118743598147","4"
"4 on Scale 1 to 10","1986","Urban Area","Male","123","0.0263560938531831","0.0214986871153075","0.0312135005910587","4"
"5 on Scale 1 to 10","1986","Rural Area","Male","79","0.0706284387808434","0.0552557309219031","0.0860011466397836","5"
"5 on Scale 1 to 10","1986","Rural Area","Female","74","0.0590977899052521","0.0452068336137223","0.0729887461967819","5"
