"plh0177","year","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"3 on Scale 1 to 10","1984","vocational + Abi","10","","","","3"
"3 on Scale 1 to 10","1984","higher vocational","15","","","","3"
"3 on Scale 1 to 10","1984","higher education","25","","","","3"
"3 on Scale 1 to 10","1984","in school","4","","","","3"
"4 on Scale 1 to 10","1984","in school","3","","","","4"
"4 on Scale 1 to 10","1984","inadequately","69","0.0840431918924236","0.0670078926959181","0.101078491088929","4"
"4 on Scale 1 to 10","1984","general elemantary","111","0.0242862840108383","0.0191399251736601","0.0294326428480166","4"
"4 on Scale 1 to 10","1984","middle vocational","162","0.0244078341282786","0.0203997379589313","0.0284159302976259","4"
"4 on Scale 1 to 10","1984","vocational + Abi","16","","","","4"
"4 on Scale 1 to 10","1984","higher vocational","24","","","","4"
"4 on Scale 1 to 10","1984","higher education","29","","","","4"
"5 on Scale 1 to 10","1984","inadequately","125","0.117934011688176","0.0981310077805037","0.137737015595848","5"
"5 on Scale 1 to 10","1984","general elemantary","322","0.082435186285266","0.0732405826474528","0.0916297899230792","5"
"5 on Scale 1 to 10","1984","in school","13","","","","5"
"5 on Scale 1 to 10","1984","middle vocational","536","0.086631285469496","0.0793249467043235","0.0939376242346686","5"
"5 on Scale 1 to 10","1984","vocational + Abi","30","0.0670469924832898","0.0392952453733308","0.0947987395932487","5"
"5 on Scale 1 to 10","1984","higher vocational","58","0.0870137456437433","0.0654451324097063","0.10858235887778","5"
"5 on Scale 1 to 10","1984","higher education","60","0.0687218315416574","0.0511031837397576","0.0863404793435572","5"
"6 on Scale 1 to 10","1984","higher vocational","22","","","","6"
"6 on Scale 1 to 10","1984","higher education","45","0.056146344312393","0.0401139430604704","0.0721787455643156","6"
"6 on Scale 1 to 10","1984","in school","13","","","","6"
"6 on Scale 1 to 10","1984","inadequately","76","0.091834667309142","0.0741031137859852","0.109566220832299","6"
"6 on Scale 1 to 10","1984","general elemantary","186","0.0479878364399756","0.0408421301971423","0.0551335426828089","6"
"6 on Scale 1 to 10","1984","middle vocational","329","0.0556968304184569","0.0497400673827595","0.0616535934541543","6"
"6 on Scale 1 to 10","1984","vocational + Abi","16","","","","6"
"7 on Scale 1 to 10","1984","in school","23","","","","7"
"7 on Scale 1 to 10","1984","inadequately","106","0.0851112407492854","0.067978035969169","0.102244445529402","7"
"7 on Scale 1 to 10","1984","general elemantary","312","0.0883841540085703","0.0788944763133978","0.0978738317037427","7"
"7 on Scale 1 to 10","1984","middle vocational","573","0.0979970852057462","0.0902747275950353","0.105719442816457","7"
"7 on Scale 1 to 10","1984","vocational + Abi","36","0.127832058345255","0.0907818423125865","0.164882274377923","7"
"7 on Scale 1 to 10","1984","higher vocational","61","0.0893333637791413","0.0675069327267058","0.111159794831577","7"
"7 on Scale 1 to 10","1984","higher education","73","0.0972418040383784","0.0766071247227666","0.11787648335399","7"
"8 on Scale 1 to 10","1984","higher vocational","130","0.194566005957022","0.164272842310744","0.224859169603301","8"
"8 on Scale 1 to 10","1984","higher education","156","0.186693308207336","0.159555357531659","0.213831258883014","8"
"8 on Scale 1 to 10","1984","in school","27","","","","8"
"8 on Scale 1 to 10","1984","general elemantary","629","0.190386933482596","0.177261439756196","0.203512427208996","8"
"8 on Scale 1 to 10","1984","middle vocational","1066","0.191905999300719","0.181677437423397","0.202134561178041","8"
"8 on Scale 1 to 10","1984","vocational + Abi","55","0.195907225833004","0.151867044233237","0.239947407432771","8"
"8 on Scale 1 to 10","1984","inadequately","154","0.147345906123368","0.125583020642771","0.169108791603966","8"
"9 on Scale 1 to 10","1984","higher vocational","97","0.144219299509252","0.11733559543056","0.171103003587944","9"
"9 on Scale 1 to 10","1984","higher education","122","0.164323668230184","0.138515652669367","0.190131683791002","9"
"9 on Scale 1 to 10","1984","in school","25","","","","9"
"9 on Scale 1 to 10","1984","inadequately","87","0.0964634007293281","0.0783368505418011","0.114589950916855","9"
"9 on Scale 1 to 10","1984","general elemantary","477","0.14999137866017","0.138054160284882","0.161928597035458","9"
"9 on Scale 1 to 10","1984","middle vocational","748","0.14109079685304","0.132048842070645","0.150132751635435","9"
"9 on Scale 1 to 10","1984","vocational + Abi","39","0.128534353298107","0.0913974626946929","0.165671243901521","9"
"0 Completely dissatisfied","1985","in school","1","","","","0"
"0 Completely dissatisfied","1985","inadequately","38","0.0367598108765696","0.0240497984082847","0.0494698233448545","0"
"0 Completely dissatisfied","1985","general elemantary","62","0.0109852435410391","0.00727572012899622","0.0146947669530821","0"
"0 Completely dissatisfied","1985","middle vocational","51","0.0075166637465839","0.00516000112598965","0.00987332636717816","0"
"0 Completely dissatisfied","1985","vocational + Abi","6","","","","0"
"0 Completely dissatisfied","1985","higher vocational","3","","","","0"
"0 Completely dissatisfied","1985","higher education","1","","","","0"
"1 on Scale 1 to 10","1985","middle vocational","50","0.00695697122703554","0.0046891052938756","0.00922483716019548","1"
"1 on Scale 1 to 10","1985","vocational + Abi","5","","","","1"
"1 on Scale 1 to 10","1985","higher education","5","","","","1"
"1 on Scale 1 to 10","1985","in school","1","","","","1"
"1 on Scale 1 to 10","1985","inadequately","15","","","","1"
"1 on Scale 1 to 10","1985","general elemantary","21","","","","1"
"1 on Scale 1 to 10","1985","higher vocational","1","","","","1"
"10 Completely satisfied","1985","in school","64","0.360905714816627","0.290549750157692","0.431261679475562","10"
"10 Completely satisfied","1985","inadequately","150","0.211452149623534","0.18387101528219","0.239033283964877","10"
"10 Completely satisfied","1985","general elemantary","849","0.312751245506158","0.296251836420897","0.329250654591419","10"
"10 Completely satisfied","1985","middle vocational","1460","0.29778914568263","0.285312109307219","0.310266182058041","10"
"10 Completely satisfied","1985","vocational + Abi","64","0.234596397380174","0.184604517255866","0.284588277504483","10"
"10 Completely satisfied","1985","higher vocational","199","0.336316207718619","0.299067744622158","0.373564670815081","10"
"10 Completely satisfied","1985","higher education","192","0.267557317639555","0.235980391294543","0.299134243984566","10"
"2 on Scale 1 to 10","1985","general elemantary","59","0.0114894084688755","0.00769668320837149","0.0152821337293796","2"
"2 on Scale 1 to 10","1985","inadequately","28","","","","2"
"2 on Scale 1 to 10","1985","in school","3","","","","2"
"2 on Scale 1 to 10","1985","middle vocational","74","0.0128312429805667","0.00976043043853289","0.0159020555226004","2"
"2 on Scale 1 to 10","1985","vocational + Abi","7","","","","2"
"2 on Scale 1 to 10","1985","higher vocational","9","","","","2"
"2 on Scale 1 to 10","1985","higher education","16","","","","2"
"3 on Scale 1 to 10","1985","in school","5","","","","3"
"3 on Scale 1 to 10","1985","inadequately","47","0.0582052882168493","0.0423909365857768","0.0740196398479218","3"
"3 on Scale 1 to 10","1985","general elemantary","110","0.0250818263604436","0.0195166933663713","0.0306469593545159","3"
"3 on Scale 1 to 10","1985","middle vocational","148","0.0239294384828484","0.0197594956475802","0.0280993813181166","3"
"3 on Scale 1 to 10","1985","vocational + Abi","19","","","","3"
"3 on Scale 1 to 10","1985","higher vocational","10","","","","3"
"3 on Scale 1 to 10","1985","higher education","19","","","","3"
"4 on Scale 1 to 10","1985","middle vocational","151","0.0258493170656128","0.0215195867477959","0.0301790473834298","4"
"4 on Scale 1 to 10","1985","vocational + Abi","5","","","","4"
"4 on Scale 1 to 10","1985","in school","4","","","","4"
"4 on Scale 1 to 10","1985","inadequately","54","0.0633458784854832","0.0468930393619479","0.0797987176090186","4"
"4 on Scale 1 to 10","1985","general elemantary","90","0.0206796387242441","0.0156150317164398","0.0257442457320483","4"
"4 on Scale 1 to 10","1985","higher vocational","15","","","","4"
"4 on Scale 1 to 10","1985","higher education","25","","","","4"
"5 on Scale 1 to 10","1985","in school","9","","","","5"
"5 on Scale 1 to 10","1985","inadequately","107","0.132831217364349","0.109907030531348","0.155755404197349","5"
"5 on Scale 1 to 10","1985","general elemantary","293","0.0831774143348917","0.0733495931620485","0.0930052355077348","5"
"5 on Scale 1 to 10","1985","middle vocational","473","0.0877830461295733","0.0800619735754987","0.0955041186836478","5"
"5 on Scale 1 to 10","1985","vocational + Abi","19","","","","5"
"5 on Scale 1 to 10","1985","higher vocational","45","0.068667519793141","0.0487295052348389","0.088605534351443","5"
"5 on Scale 1 to 10","1985","higher education","64","0.0801526178059009","0.0607843242392607","0.0995209113725412","5"
"6 on Scale 1 to 10","1985","in school","11","","","","6"
"6 on Scale 1 to 10","1985","inadequately","77","0.0737178547383626","0.0560676382803615","0.0913680711963636","6"
"6 on Scale 1 to 10","1985","general elemantary","220","0.0648209356961887","0.0560586598391469","0.0735832115532304","6"
"6 on Scale 1 to 10","1985","middle vocational","290","0.0526927949769951","0.0465968045244391","0.0587887854295511","6"
"6 on Scale 1 to 10","1985","vocational + Abi","23","","","","6"
"6 on Scale 1 to 10","1985","higher vocational","30","0.0505029633758352","0.0332382611853023","0.0677676655663681","6"
"6 on Scale 1 to 10","1985","higher education","37","0.0507568243585431","0.0350997512977548","0.0664138974193313","6"
"7 on Scale 1 to 10","1985","in school","13","","","","7"
"7 on Scale 1 to 10","1985","inadequately","87","0.0983282340412543","0.0782162275565125","0.118440240525996","7"
"7 on Scale 1 to 10","1985","general elemantary","333","0.114469143364479","0.103138411776915","0.125799874952043","7"
"7 on Scale 1 to 10","1985","middle vocational","597","0.115661366620561","0.106935135749261","0.124387597491861","7"
"7 on Scale 1 to 10","1985","vocational + Abi","31","0.102989745151349","0.067131482353781","0.138848007948916","7"
"7 on Scale 1 to 10","1985","higher vocational","71","0.114289705158289","0.0892053318160358","0.139374078500543","7"
"7 on Scale 1 to 10","1985","higher education","86","0.113936045551895","0.0912719850416017","0.136600106062187","7"
"8 on Scale 1 to 10","1985","in school","35","0.182782165254917","0.126163790016249","0.239400540493585","8"
"8 on Scale 1 to 10","1985","general elemantary","584","0.208714463370929","0.19425158371591","0.223177343025949","8"
"8 on Scale 1 to 10","1985","vocational + Abi","47","0.165884075054427","0.121999782240947","0.209768367867907","8"
"8 on Scale 1 to 10","1985","higher vocational","136","0.216003541523492","0.183559022538844","0.248448060508139","8"
"8 on Scale 1 to 10","1985","inadequately","142","0.153874114826572","0.129502050270172","0.178246179382972","8"
"8 on Scale 1 to 10","1985","middle vocational","1119","0.21944262549987","0.208150228157287","0.230735022842454","8"
"8 on Scale 1 to 10","1985","higher education","174","0.228498690449687","0.19854951936796","0.258447861531414","8"
"9 on Scale 1 to 10","1985","in school","33","0.19598208311914","0.137830355226962","0.254133811011317","9"
"9 on Scale 1 to 10","1985","general elemantary","412","0.142488447089273","0.130048409218975","0.154928484959571","9"
"9 on Scale 1 to 10","1985","middle vocational","747","0.149547387587723","0.13981683026559","0.159277944909856","9"
"9 on Scale 1 to 10","1985","vocational + Abi","50","0.204445490200442","0.156866273439409","0.252024706961475","9"
"9 on Scale 1 to 10","1985","higher vocational","99","0.155899336517583","0.127298870622425","0.18449980241274","9"
"9 on Scale 1 to 10","1985","inadequately","97","0.111060145130599","0.0898371168623103","0.132283173398887","9"
"9 on Scale 1 to 10","1985","higher education","136","0.185020874169303","0.157322248435558","0.212719499903048","9"
"0 Completely dissatisfied","1986","general elemantary","39","0.0103350106424867","0.00665415606659889","0.0140158652183744","0"
"0 Completely dissatisfied","1986","middle vocational","53","0.00895541803003769","0.00634231318407765","0.0115685228759977","0"
"0 Completely dissatisfied","1986","vocational + Abi","7","","","","0"
"0 Completely dissatisfied","1986","higher vocational","3","","","","0"
"0 Completely dissatisfied","1986","higher education","5","","","","0"
"0 Completely dissatisfied","1986","in school","3","","","","0"
"0 Completely dissatisfied","1986","inadequately","32","0.0274717462838751","0.0160375008583488","0.0389059917094015","0"
"1 on Scale 1 to 10","1986","in school","","","","","1"
"1 on Scale 1 to 10","1986","inadequately","15","","","","1"
"1 on Scale 1 to 10","1986","general elemantary","31","0.00612395408451699","0.00328452408335924","0.00896338408567473","1"
"1 on Scale 1 to 10","1986","middle vocational","24","","","","1"
"1 on Scale 1 to 10","1986","vocational + Abi","2","","","","1"
"1 on Scale 1 to 10","1986","higher vocational","4","","","","1"
"1 on Scale 1 to 10","1986","higher education","7","","","","1"
"10 Completely satisfied","1986","inadequately","117","0.176346826188095","0.149686265743442","0.203007386632747","10"
"10 Completely satisfied","1986","general elemantary","721","0.280037281306727","0.263695024811426","0.296379537802027","10"
"10 Completely satisfied","1986","in school","48","0.262124214832332","0.198921341975144","0.325327087689521","10"
"10 Completely satisfied","1986","higher education","158","0.216473149928364","0.186978982430683","0.245967317426044","10"
"10 Completely satisfied","1986","middle vocational","1284","0.272659436220372","0.260307174680203","0.285011697760541","10"
"10 Completely satisfied","1986","vocational + Abi","64","0.23227856028664","0.18263852399321","0.28191859658007","10"
"10 Completely satisfied","1986","higher vocational","159","0.271736186581632","0.235563719633289","0.307908653529975","10"
"2 on Scale 1 to 10","1986","general elemantary","43","0.00961528274525857","0.0060636169981903","0.0131669484923268","2"
"2 on Scale 1 to 10","1986","middle vocational","87","0.0151409197572382","0.0117538005344136","0.0185280389800629","2"
"2 on Scale 1 to 10","1986","vocational + Abi","7","","","","2"
"2 on Scale 1 to 10","1986","higher vocational","9","","","","2"
"2 on Scale 1 to 10","1986","higher education","10","","","","2"
"2 on Scale 1 to 10","1986","in school","4","","","","2"
"2 on Scale 1 to 10","1986","inadequately","34","0.0417625802624388","0.0277685281304249","0.0557566323944527","2"
"3 on Scale 1 to 10","1986","general elemantary","86","0.0204393422981858","0.0152894491578927","0.0255892354384788","3"
"3 on Scale 1 to 10","1986","middle vocational","105","0.0182120491172554","0.0145030599629571","0.0219210382715537","3"
"3 on Scale 1 to 10","1986","vocational + Abi","10","","","","3"
"3 on Scale 1 to 10","1986","higher vocational","8","","","","3"
"3 on Scale 1 to 10","1986","higher education","26","","","","3"
"3 on Scale 1 to 10","1986","in school","6","","","","3"
"3 on Scale 1 to 10","1986","inadequately","42","0.0520418908568359","0.0365042753778314","0.0675795063358405","3"
"4 on Scale 1 to 10","1986","in school","3","","","","4"
"4 on Scale 1 to 10","1986","inadequately","41","0.0606665496885861","0.0439672674594483","0.0773658319177239","4"
"4 on Scale 1 to 10","1986","general elemantary","88","0.0250261130535576","0.0193409583762609","0.0307112677308544","4"
"4 on Scale 1 to 10","1986","middle vocational","138","0.0242821884543648","0.020012724638857","0.0285516522698725","4"
"4 on Scale 1 to 10","1986","vocational + Abi","10","","","","4"
"4 on Scale 1 to 10","1986","higher vocational","14","","","","4"
"4 on Scale 1 to 10","1986","higher education","18","","","","4"
"5 on Scale 1 to 10","1986","in school","10","","","","5"
"5 on Scale 1 to 10","1986","inadequately","109","0.127431891313052","0.104105261619061","0.150758521007043","5"
"5 on Scale 1 to 10","1986","general elemantary","281","0.0821108824671763","0.0721190633735904","0.0921027015607622","5"
"5 on Scale 1 to 10","1986","middle vocational","439","0.0855113041279415","0.0777547604272296","0.0932678478286535","5"
"5 on Scale 1 to 10","1986","vocational + Abi","34","0.118807262195637","0.080772330404139","0.156842193987134","5"
"5 on Scale 1 to 10","1986","higher vocational","57","0.0995907171151181","0.0752412513838785","0.123940182846358","5"
"5 on Scale 1 to 10","1986","higher education","53","0.0705189789166523","0.0521839983908604","0.0888539594424442","5"
"6 on Scale 1 to 10","1986","in school","8","","","","6"
"6 on Scale 1 to 10","1986","inadequately","78","0.0981643465437476","0.0773504278829881","0.118978265204507","6"
"6 on Scale 1 to 10","1986","general elemantary","205","0.0623163333420322","0.0535184497059639","0.0711142169781006","6"
"6 on Scale 1 to 10","1986","middle vocational","337","0.0633116585980956","0.0565569485560316","0.0700663686401597","6"
"6 on Scale 1 to 10","1986","vocational + Abi","12","","","","6"
"6 on Scale 1 to 10","1986","higher vocational","35","0.058984823237661","0.0398277799810584","0.0781418664942635","6"
"6 on Scale 1 to 10","1986","higher education","46","0.0690076986554589","0.0508555098890522","0.0871598874218657","6"
"7 on Scale 1 to 10","1986","in school","24","","","","7"
"7 on Scale 1 to 10","1986","inadequately","101","0.121834822739189","0.0989531860147112","0.144716459463667","7"
"7 on Scale 1 to 10","1986","general elemantary","352","0.119961214887701","0.10813569000741","0.131786739767992","7"
"7 on Scale 1 to 10","1986","middle vocational","649","0.12729722689037","0.118052162135577","0.136542291645164","7"
"7 on Scale 1 to 10","1986","vocational + Abi","38","0.159317323255354","0.116297042256417","0.20233760425429","7"
"7 on Scale 1 to 10","1986","higher vocational","64","0.106824478598353","0.0817077066835398","0.131941250513165","7"
"7 on Scale 1 to 10","1986","higher education","100","0.129835007329729","0.105763466572102","0.153906548087357","7"
"8 on Scale 1 to 10","1986","in school","45","0.273806182177912","0.209723671663026","0.337888692692799","8"
"8 on Scale 1 to 10","1986","inadequately","132","0.15241202572693","0.127269131204689","0.17755492024917","8"
"8 on Scale 1 to 10","1986","general elemantary","625","0.234360182834999","0.218943062522214","0.249777303147784","8"
"8 on Scale 1 to 10","1986","middle vocational","1135","0.231076480814772","0.219384536107007","0.242768425522537","8"
"8 on Scale 1 to 10","1986","vocational + Abi","63","0.221164625116555","0.172377372810673","0.269951877422437","8"
"8 on Scale 1 to 10","1986","higher vocational","143","0.248298356421647","0.213169040148415","0.283427672694879","8"
"8 on Scale 1 to 10","1986","higher education","173","0.229233165304293","0.199130328971103","0.259336001637483","8"
"9 on Scale 1 to 10","1986","in school","35","0.184021083642633","0.12833266578271","0.239709501502557","9"
"9 on Scale 1 to 10","1986","inadequately","84","0.125585478412008","0.102403971942419","0.148766984881597","9"
"9 on Scale 1 to 10","1986","general elemantary","429","0.149674402337359","0.13669019371381","0.162658610960907","9"
"9 on Scale 1 to 10","1986","middle vocational","742","0.149181089702066","0.139299137189842","0.159063042214289","9"
"9 on Scale 1 to 10","1986","vocational + Abi","31","0.127576120231856","0.0883591389814162","0.166793101482295","9"
"9 on Scale 1 to 10","1986","higher vocational","85","0.148909372325388","0.119962013448576","0.1778567312022","9"
"9 on Scale 1 to 10","1986","higher education","153","0.20562563817347","0.176681646588551","0.234569629758389","9"
"0 Completely dissatisfied","1987","general elemantary","22","","","","0"
"0 Completely dissatisfied","1987","middle vocational","19","","","","0"
"0 Completely dissatisfied","1987","vocational + Abi","3","","","","0"
"0 Completely dissatisfied","1987","higher vocational","1","","","","0"
"0 Completely dissatisfied","1987","higher education","4","","","","0"
"0 Completely dissatisfied","1987","in school","","","","","0"
"0 Completely dissatisfied","1987","inadequately","","","","","0"
"1 on Scale 1 to 10","1987","vocational + Abi","1","","","","1"
"1 on Scale 1 to 10","1987","in school","","","","","1"
"1 on Scale 1 to 10","1987","inadequately","1","","","","1"
"1 on Scale 1 to 10","1987","general elemantary","9","","","","1"
"1 on Scale 1 to 10","1987","middle vocational","21","","","","1"
"1 on Scale 1 to 10","1987","higher vocational","4","","","","1"
"1 on Scale 1 to 10","1987","higher education","4","","","","1"
"10 Completely satisfied","1987","in school","32","0.19129638171467","0.129175758863255","0.253417004566085","10"
"10 Completely satisfied","1987","general elemantary","604","0.309330009995633","0.288877580211656","0.329782439779611","10"
"10 Completely satisfied","1987","inadequately","19","","","","10"
"10 Completely satisfied","1987","middle vocational","1153","0.272292877879967","0.258927268092027","0.285658487667907","10"
"10 Completely satisfied","1987","vocational + Abi","33","0.184697046890655","0.128929556335446","0.240464537445863","10"
"10 Completely satisfied","1987","higher vocational","132","0.254150221073927","0.217664296463648","0.290636145684205","10"
"10 Completely satisfied","1987","higher education","164","0.251091998278265","0.21871257180428","0.283471424752251","10"
"2 on Scale 1 to 10","1987","in school","1","","","","2"
"2 on Scale 1 to 10","1987","inadequately","3","","","","2"
"2 on Scale 1 to 10","1987","general elemantary","21","","","","2"
"2 on Scale 1 to 10","1987","middle vocational","55","0.0125340067132538","0.00919360760180977","0.0158744058246979","2"
"2 on Scale 1 to 10","1987","vocational + Abi","3","","","","2"
"2 on Scale 1 to 10","1987","higher vocational","8","","","","2"
"2 on Scale 1 to 10","1987","higher education","12","","","","2"
"3 on Scale 1 to 10","1987","general elemantary","37","0.0189915710212702","0.0129518704960941","0.0250312715464462","3"
"3 on Scale 1 to 10","1987","middle vocational","93","0.0217558865989386","0.0173755817268872","0.02613619147099","3"
"3 on Scale 1 to 10","1987","vocational + Abi","4","","","","3"
"3 on Scale 1 to 10","1987","higher vocational","11","","","","3"
"3 on Scale 1 to 10","1987","higher education","17","","","","3"
"3 on Scale 1 to 10","1987","in school","1","","","","3"
"3 on Scale 1 to 10","1987","inadequately","1","","","","3"
"4 on Scale 1 to 10","1987","in school","7","","","","4"
"4 on Scale 1 to 10","1987","inadequately","4","","","","4"
"4 on Scale 1 to 10","1987","general elemantary","53","0.0251629730738745","0.0182327761695278","0.0320931699782212","4"
"4 on Scale 1 to 10","1987","middle vocational","121","0.02752745013842","0.0226148208638273","0.0324400794130128","4"
"4 on Scale 1 to 10","1987","vocational + Abi","5","","","","4"
"4 on Scale 1 to 10","1987","higher vocational","13","","","","4"
"4 on Scale 1 to 10","1987","higher education","17","","","","4"
"5 on Scale 1 to 10","1987","in school","10","","","","5"
"5 on Scale 1 to 10","1987","inadequately","10","","","","5"
"5 on Scale 1 to 10","1987","general elemantary","140","0.0707287578201562","0.0593847150929305","0.0820728005473818","5"
"5 on Scale 1 to 10","1987","middle vocational","303","0.0747761265277548","0.0668784885636871","0.0826737644918225","5"
"5 on Scale 1 to 10","1987","vocational + Abi","11","","","","5"
"5 on Scale 1 to 10","1987","higher vocational","45","0.0845982672555386","0.0612775970736411","0.107918937437436","5"
"5 on Scale 1 to 10","1987","higher education","39","0.0572708036446863","0.0399208388680906","0.0746207684212819","5"
"6 on Scale 1 to 10","1987","higher education","48","0.066013436815744","0.047472786368997","0.0845540872624909","6"
"6 on Scale 1 to 10","1987","in school","9","","","","6"
"6 on Scale 1 to 10","1987","vocational + Abi","14","","","","6"
"6 on Scale 1 to 10","1987","inadequately","5","","","","6"
"6 on Scale 1 to 10","1987","general elemantary","105","0.0530600170926856","0.0431415739196523","0.0629784602657188","6"
"6 on Scale 1 to 10","1987","middle vocational","264","0.0619701728252341","0.0547309490477308","0.0692093966027375","6"
"6 on Scale 1 to 10","1987","higher vocational","22","","","","6"
"7 on Scale 1 to 10","1987","in school","19","","","","7"
"7 on Scale 1 to 10","1987","inadequately","12","","","","7"
"7 on Scale 1 to 10","1987","middle vocational","498","0.114320067714649","0.104765919754118","0.123874215675179","7"
"7 on Scale 1 to 10","1987","vocational + Abi","29","","","","7"
"7 on Scale 1 to 10","1987","higher vocational","72","0.122413420633044","0.0949462496333474","0.149880591632741","7"
"7 on Scale 1 to 10","1987","higher education","89","0.128944370115346","0.103920030891829","0.153968709338862","7"
"7 on Scale 1 to 10","1987","general elemantary","188","0.0973303841920179","0.0842148126595973","0.110445955724439","7"
"8 on Scale 1 to 10","1987","in school","44","0.297190643258997","0.225009448888523","0.369371837629471","8"
"8 on Scale 1 to 10","1987","inadequately","16","","","","8"
"8 on Scale 1 to 10","1987","general elemantary","454","0.228682832375586","0.210099145908946","0.247266518842226","8"
"8 on Scale 1 to 10","1987","middle vocational","1001","0.236086161851208","0.223334999409606","0.248837324292811","8"
"8 on Scale 1 to 10","1987","vocational + Abi","46","0.218418159272223","0.159040479869799","0.277795838674646","8"
"8 on Scale 1 to 10","1987","higher vocational","135","0.242112335093418","0.206214744070457","0.27800992611638","8"
"8 on Scale 1 to 10","1987","higher education","154","0.219962138655169","0.189032824605656","0.250891452704683","8"
"9 on Scale 1 to 10","1987","middle vocational","733","0.168981991909968","0.157730302019657","0.180233681800279","9"
"9 on Scale 1 to 10","1987","vocational + Abi","37","0.20025810728535","0.142745693454724","0.257770521115976","9"
"9 on Scale 1 to 10","1987","higher education","141","0.200789554640677","0.170877956743865","0.23070115253749","9"
"9 on Scale 1 to 10","1987","in school","31","0.200032193121445","0.136853020547386","0.263211365695505","9"
"9 on Scale 1 to 10","1987","inadequately","13","","","","9"
"9 on Scale 1 to 10","1987","general elemantary","329","0.170982865281222","0.154323569529626","0.187642161032819","9"
"9 on Scale 1 to 10","1987","higher vocational","104","0.185286631535872","0.15272704418331","0.217846218888433","9"
"0 Completely dissatisfied","1988","general elemantary","42","0.00836478604385757","0.00494586907246792","0.0117837030152472","0"
"0 Completely dissatisfied","1988","middle vocational","34","0.0042241409884665","0.00237742307453644","0.00607085890239655","0"
"0 Completely dissatisfied","1988","vocational + Abi","1","","","","0"
"0 Completely dissatisfied","1988","higher vocational","1","","","","0"
"0 Completely dissatisfied","1988","higher education","1","","","","0"
"0 Completely dissatisfied","1988","in school","","","","","0"
"0 Completely dissatisfied","1988","inadequately","31","0.0257336871804969","0.0139871398888597","0.037480234472134","0"
"1 on Scale 1 to 10","1988","higher vocational","3","","","","1"
"1 on Scale 1 to 10","1988","middle vocational","31","0.00619191625111186","0.00395827016257643","0.00842556233964729","1"
"1 on Scale 1 to 10","1988","vocational + Abi","2","","","","1"
"1 on Scale 1 to 10","1988","in school","1","","","","1"
"1 on Scale 1 to 10","1988","general elemantary","26","","","","1"
"1 on Scale 1 to 10","1988","higher education","1","","","","1"
"1 on Scale 1 to 10","1988","inadequately","12","","","","1"
"10 Completely satisfied","1988","general elemantary","636","0.262774490528865","0.246251945513426","0.279297035544304","10"
