"plh0177","year","hgtyp1hh","sex","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","1984","1-pers.-HH","Male","14","","","","0"
"0 Completely dissatisfied","1984","1-pers.-HH","Female","7","","","","0"
"0 Completely dissatisfied","1984","(Married) couple without C. ","Male","15","","","","0"
"0 Completely dissatisfied","1984","(Married) couple without C. ","Female","19","","","","0"
"0 Completely dissatisfied","1984","Single parent ","Male","4","","","","0"
"0 Completely dissatisfied","1984","Single parent ","Female","13","","","","0"
"0 Completely dissatisfied","1984","Couple + C. LE 16 ","Male","47","0.0201258321000009","0.0131052481927774","0.0271464160072244","0"
"0 Completely dissatisfied","1984","Couple + C. LE 16 ","Female","42","0.0163096877197266","0.00997117405048799","0.0226482013889652","0"
"0 Completely dissatisfied","1984","Couple + C. GT 16 ","Male","19","","","","0"
"0 Completely dissatisfied","1984","Couple + C. GT 16 ","Female","15","","","","0"
"0 Completely dissatisfied","1984","Couple + C. LE and GT 16","Male","23","","","","0"
"0 Completely dissatisfied","1984","Couple + C. LE and GT 16","Female","20","","","","0"
"1 on Scale 1 to 10","1984","1-pers.-HH","Male","11","","","","1"
"1 on Scale 1 to 10","1984","Couple + C. GT 16 ","Male","8","","","","1"
"1 on Scale 1 to 10","1984","(Married) couple without C. ","Female","15","","","","1"
"1 on Scale 1 to 10","1984","Single parent ","Male","","","","","1"
"1 on Scale 1 to 10","1984","Couple + C. LE 16 ","Male","25","","","","1"
"1 on Scale 1 to 10","1984","Couple + C. LE 16 ","Female","28","","","","1"
"1 on Scale 1 to 10","1984","Couple + C. GT 16 ","Female","11","","","","1"
"1 on Scale 1 to 10","1984","Single parent ","Female","3","","","","1"
"1 on Scale 1 to 10","1984","1-pers.-HH","Female","11","","","","1"
"1 on Scale 1 to 10","1984","(Married) couple without C. ","Male","6","","","","1"
"1 on Scale 1 to 10","1984","Couple + C. LE and GT 16","Male","9","","","","1"
"1 on Scale 1 to 10","1984","Couple + C. LE and GT 16","Female","9","","","","1"
"10 Completely satisfied","1984","Couple + C. LE 16 ","Male","425","0.307055211585557","0.28399471207989","0.330115711091225","10"
"10 Completely satisfied","1984","Couple + C. LE 16 ","Female","483","0.354918420477479","0.330973852723517","0.378862988231441","10"
"10 Completely satisfied","1984","Couple + C. GT 16 ","Male","340","0.337130519136845","0.308818789500703","0.365442248772987","10"
"10 Completely satisfied","1984","Couple + C. GT 16 ","Female","315","0.380693195983482","0.348935396240527","0.412450995726436","10"
"10 Completely satisfied","1984","Couple + C. LE and GT 16","Male","245","0.290055370588282","0.260652465727998","0.319458275448566","10"
"10 Completely satisfied","1984","Couple + C. LE and GT 16","Female","235","0.322258267953018","0.289565822256417","0.354950713649619","10"
"10 Completely satisfied","1984","1-pers.-HH","Male","133","0.268915327854414","0.231483130120034","0.306347525588794","10"
"10 Completely satisfied","1984","1-pers.-HH","Female","279","0.36758599814879","0.333922038253705","0.401249958043876","10"
"10 Completely satisfied","1984","(Married) couple without C. ","Male","501","0.403128278772033","0.376981278044932","0.429275279499133","10"
"10 Completely satisfied","1984","(Married) couple without C. ","Female","515","0.411207952442371","0.384940686856007","0.437475218028734","10"
"10 Completely satisfied","1984","Single parent ","Male","57","0.304934362396674","0.2403173494449","0.369551375348448","10"
"10 Completely satisfied","1984","Single parent ","Female","93","0.25502389950791","0.211141527244977","0.298906271770842","10"
"2 on Scale 1 to 10","1984","1-pers.-HH","Female","6","","","","2"
"2 on Scale 1 to 10","1984","Couple + C. LE 16 ","Male","37","0.015832206271104","0.00959174846003335","0.0220726640821747","2"
"2 on Scale 1 to 10","1984","Couple + C. LE 16 ","Female","33","0.0149652921064266","0.00888948780608222","0.0210410964067709","2"
"2 on Scale 1 to 10","1984","Couple + C. GT 16 ","Male","17","","","","2"
"2 on Scale 1 to 10","1984","Couple + C. GT 16 ","Female","8","","","","2"
"2 on Scale 1 to 10","1984","Couple + C. LE and GT 16","Male","18","","","","2"
"2 on Scale 1 to 10","1984","Couple + C. LE and GT 16","Female","24","","","","2"
"2 on Scale 1 to 10","1984","1-pers.-HH","Male","14","","","","2"
"2 on Scale 1 to 10","1984","(Married) couple without C. ","Male","29","","","","2"
"2 on Scale 1 to 10","1984","(Married) couple without C. ","Female","20","","","","2"
"2 on Scale 1 to 10","1984","Single parent ","Male","7","","","","2"
"2 on Scale 1 to 10","1984","Single parent ","Female","5","","","","2"
"3 on Scale 1 to 10","1984","Couple + C. LE and GT 16","Female","30","0.0362002770063109","0.023133676657089","0.0492668773555328","3"
"3 on Scale 1 to 10","1984","Couple + C. LE 16 ","Male","58","0.0274369561604527","0.019270417856675","0.0356034944642305","3"
"3 on Scale 1 to 10","1984","Single parent ","Female","23","","","","3"
"3 on Scale 1 to 10","1984","1-pers.-HH","Male","22","","","","3"
"3 on Scale 1 to 10","1984","1-pers.-HH","Female","22","","","","3"
"3 on Scale 1 to 10","1984","(Married) couple without C. ","Male","28","","","","3"
"3 on Scale 1 to 10","1984","(Married) couple without C. ","Female","29","","","","3"
"3 on Scale 1 to 10","1984","Single parent ","Male","6","","","","3"
"3 on Scale 1 to 10","1984","Couple + C. LE 16 ","Female","57","0.0283656977787106","0.0200579449647294","0.0366734505926917","3"
"3 on Scale 1 to 10","1984","Couple + C. GT 16 ","Male","24","","","","3"
"3 on Scale 1 to 10","1984","Couple + C. GT 16 ","Female","31","0.0245783365615065","0.0144513003124463","0.0347053728105667","3"
"3 on Scale 1 to 10","1984","Couple + C. LE and GT 16","Male","29","","","","3"
"4 on Scale 1 to 10","1984","1-pers.-HH","Female","24","","","","4"
"4 on Scale 1 to 10","1984","(Married) couple without C. ","Female","39","0.0233171430347845","0.0152611775696528","0.0313731084999163","4"
"4 on Scale 1 to 10","1984","Single parent ","Male","11","","","","4"
"4 on Scale 1 to 10","1984","Couple + C. LE 16 ","Male","55","0.0287680877046406","0.0204115163431404","0.0371246590661407","4"
"4 on Scale 1 to 10","1984","Couple + C. LE 16 ","Female","52","0.0276645466943919","0.0194571532880186","0.0358719401007651","4"
"4 on Scale 1 to 10","1984","1-pers.-HH","Male","33","0.0628832594793453","0.0423896678034461","0.0833768511552446","4"
"4 on Scale 1 to 10","1984","(Married) couple without C. ","Male","29","","","","4"
"4 on Scale 1 to 10","1984","Couple + C. GT 16 ","Female","34","0.0276036012599604","0.0168880512817107","0.03831915123821","4"
"4 on Scale 1 to 10","1984","Single parent ","Female","12","","","","4"
"4 on Scale 1 to 10","1984","Couple + C. GT 16 ","Male","31","0.0207092199284373","0.0121803584949837","0.029238081361891","4"
"4 on Scale 1 to 10","1984","Couple + C. LE and GT 16","Female","34","0.0382359752620743","0.0248211934726671","0.0516507570514815","4"
"4 on Scale 1 to 10","1984","Couple + C. LE and GT 16","Male","33","0.0284365959757115","0.0176666897543021","0.0392065021971208","4"
"5 on Scale 1 to 10","1984","(Married) couple without C. ","Male","121","0.0790431244003003","0.0646613841121765","0.0934248646884241","5"
"5 on Scale 1 to 10","1984","1-pers.-HH","Female","61","0.0746344632578524","0.05628550765852","0.0929834188571847","5"
"5 on Scale 1 to 10","1984","Couple + C. LE 16 ","Male","154","0.0871197247376339","0.0730211141179206","0.101218335357347","5"
"5 on Scale 1 to 10","1984","Couple + C. LE 16 ","Female","168","0.099332987861173","0.0843649701303955","0.11430100559195","5"
"5 on Scale 1 to 10","1984","Couple + C. GT 16 ","Male","91","0.0848160594347788","0.068130276232254","0.101501842637304","5"
"5 on Scale 1 to 10","1984","Couple + C. GT 16 ","Female","66","0.0717388312237325","0.0548607853568372","0.0886168770906278","5"
"5 on Scale 1 to 10","1984","Couple + C. LE and GT 16","Male","109","0.106868155872276","0.0868502110100596","0.126886100734492","5"
"5 on Scale 1 to 10","1984","Couple + C. LE and GT 16","Female","79","0.0974334073136743","0.0766887227653318","0.118178091862017","5"
"5 on Scale 1 to 10","1984","1-pers.-HH","Male","58","0.093667778533916","0.0690701902102135","0.118265366857618","5"
"5 on Scale 1 to 10","1984","(Married) couple without C. ","Female","98","0.0625244100037329","0.049600083222706","0.0754487367847598","5"
"5 on Scale 1 to 10","1984","Single parent ","Male","20","","","","5"
"5 on Scale 1 to 10","1984","Single parent ","Female","44","0.110294401607896","0.0787568203787893","0.141831982837003","5"
"6 on Scale 1 to 10","1984","(Married) couple without C. ","Male","62","0.0410855643027869","0.0305053539650492","0.0516657746405246","6"
"6 on Scale 1 to 10","1984","Couple + C. GT 16 ","Male","61","0.0581655441079645","0.044147948064833","0.072183140151096","6"
"6 on Scale 1 to 10","1984","1-pers.-HH","Female","35","0.0437533105434966","0.0294717582614608","0.0580348628255324","6"
"6 on Scale 1 to 10","1984","Couple + C. LE and GT 16","Female","36","0.0472293787969962","0.0323900739092171","0.0620686836847754","6"
"6 on Scale 1 to 10","1984","1-pers.-HH","Male","27","","","","6"
"6 on Scale 1 to 10","1984","Couple + C. LE 16 ","Female","84","0.0509919970717276","0.0399836691208888","0.0620003250225664","6"
"6 on Scale 1 to 10","1984","Couple + C. GT 16 ","Female","49","0.0562899516062393","0.0412153914224309","0.0713645117900476","6"
"6 on Scale 1 to 10","1984","Couple + C. LE and GT 16","Male","60","0.063546801033657","0.0477406026224964","0.0793529994448175","6"
"6 on Scale 1 to 10","1984","(Married) couple without C. ","Female","74","0.0541130939921408","0.0420356805196482","0.0661905074646334","6"
"6 on Scale 1 to 10","1984","Single parent ","Male","17","","","","6"
"6 on Scale 1 to 10","1984","Single parent ","Female","36","0.0776080775681964","0.050671668773325","0.104544486363068","6"
"6 on Scale 1 to 10","1984","Couple + C. LE 16 ","Male","108","0.0651872929131295","0.0528461627203702","0.0775284231058887","6"
"7 on Scale 1 to 10","1984","1-pers.-HH","Male","76","0.133563973814486","0.104845151592333","0.16228279603664","7"
"7 on Scale 1 to 10","1984","(Married) couple without C. ","Male","121","0.0878597225420562","0.0727698533314135","0.102949591752699","7"
"7 on Scale 1 to 10","1984","(Married) couple without C. ","Female","115","0.0825806641831278","0.0678871297416356","0.09727419862462","7"
"7 on Scale 1 to 10","1984","1-pers.-HH","Female","71","0.0871877216050564","0.0674905720098863","0.106884871200227","7"
"7 on Scale 1 to 10","1984","Single parent ","Male","20","","","","7"
"7 on Scale 1 to 10","1984","Single parent ","Female","32","0.0921699724294762","0.0630476848239989","0.121292260034954","7"
"7 on Scale 1 to 10","1984","Couple + C. GT 16 ","Male","108","0.0960552580905845","0.0784076899009218","0.113702826280247","7"
"7 on Scale 1 to 10","1984","Couple + C. GT 16 ","Female","76","0.0869477029728256","0.0685193379541644","0.105376067991487","7"
"7 on Scale 1 to 10","1984","Couple + C. LE and GT 16","Male","92","0.103302002003672","0.0835816340862445","0.1230223699211","7"
"7 on Scale 1 to 10","1984","Couple + C. LE 16 ","Male","170","0.113039594281512","0.0972096797913434","0.128869508771681","7"
"7 on Scale 1 to 10","1984","Couple + C. LE 16 ","Female","149","0.0916510286478702","0.0772122503707476","0.106089806924993","7"
"7 on Scale 1 to 10","1984","Couple + C. LE and GT 16","Female","74","0.0902537578178688","0.0702087585615126","0.110298757074225","7"
"8 on Scale 1 to 10","1984","Couple + C. LE 16 ","Male","271","0.190281986848038","0.170658467565519","0.209905506130558","8"
"8 on Scale 1 to 10","1984","Couple + C. LE 16 ","Female","262","0.180766441704239","0.161509018136037","0.200023865272441","8"
"8 on Scale 1 to 10","1984","Couple + C. GT 16 ","Female","157","0.170390727589813","0.145800095051888","0.194981360127739","8"
"8 on Scale 1 to 10","1984","1-pers.-HH","Female","152","0.192118942791047","0.164611907230896","0.219625978351198","8"
"8 on Scale 1 to 10","1984","(Married) couple without C. ","Male","261","0.19800800246445","0.176766455898536","0.219249549030364","8"
"8 on Scale 1 to 10","1984","(Married) couple without C. ","Female","246","0.182150507015888","0.161546341425779","0.202754672605997","8"
"8 on Scale 1 to 10","1984","Couple + C. LE and GT 16","Male","174","0.189495694371349","0.164102643634027","0.21488874510867","8"
"8 on Scale 1 to 10","1984","Couple + C. LE and GT 16","Female","152","0.198971800581261","0.171044244645959","0.226899356516563","8"
"8 on Scale 1 to 10","1984","Single parent ","Male","34","0.20321619689969","0.14673808185849","0.259694311940891","8"
"8 on Scale 1 to 10","1984","Couple + C. GT 16 ","Male","211","0.197353935151358","0.173517665421103","0.221190204881613","8"
"8 on Scale 1 to 10","1984","1-pers.-HH","Male","92","0.184456785564405","0.151713329603972","0.217200241524837","8"
"8 on Scale 1 to 10","1984","Single parent ","Female","65","0.173871953904902","0.13571559401137","0.212028313798434","8"
"9 on Scale 1 to 10","1984","Single parent ","Male","19","","","","9"
"9 on Scale 1 to 10","1984","(Married) couple without C. ","Female","178","0.137184939680348","0.118818912539719","0.155550966820976","9"
"9 on Scale 1 to 10","1984","Couple + C. GT 16 ","Male","161","0.162599342189295","0.140499997457442","0.184698686921148","9"
