"plh0177","year","migback","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","1984","no migration background","83","0.00894597777551252","0.00695882567175831","0.0109331298792667","0"
"0 Completely dissatisfied","1984","direct migration background","177","0.0406687069100819","0.0340303704185179","0.0473070434016458","0"
"0 Completely dissatisfied","1984","indirect migration background","4","","","","0"
"1 on Scale 1 to 10","1984","direct migration background","76","0.0202351924399057","0.0155030330692656","0.0249673518105458","1"
"1 on Scale 1 to 10","1984","no migration background","68","0.00779922079518162","0.00594272517618497","0.00965571641417828","1"
"1 on Scale 1 to 10","1984","indirect migration background","3","","","","1"
"10 Completely satisfied","1984","no migration background","3016","0.356172754343407","0.34606665501999","0.366278853666825","10"
"10 Completely satisfied","1984","direct migration background","793","0.268963483041799","0.254060919889632","0.283866046193966","10"
"10 Completely satisfied","1984","indirect migration background","37","0.245089643023425","0.170280203322644","0.319899082724205","10"
"2 on Scale 1 to 10","1984","indirect migration background","2","","","","2"
"2 on Scale 1 to 10","1984","direct migration background","129","0.0317512243552926","0.0258584679084902","0.0376439808020951","2"
"2 on Scale 1 to 10","1984","no migration background","108","0.0116810629632005","0.00941350561222103","0.0139486203141799","2"
"3 on Scale 1 to 10","1984","direct migration background","172","0.039312011469539","0.0327807271726054","0.0458432957664726","3"
"3 on Scale 1 to 10","1984","no migration background","206","0.0220682446182722","0.0189679232886004","0.0251685659479439","3"
"3 on Scale 1 to 10","1984","indirect migration background","2","","","","3"
"4 on Scale 1 to 10","1984","no migration background","225","0.0255726907191632","0.0222412547093904","0.0289041267289361","4"
"4 on Scale 1 to 10","1984","indirect migration background","6","","","","4"
"4 on Scale 1 to 10","1984","direct migration background","185","0.048742774336374","0.0415059358219525","0.0559796128507954","4"
"5 on Scale 1 to 10","1984","no migration background","728","0.0815316526779964","0.0757564961588868","0.087306809197106","5"
"5 on Scale 1 to 10","1984","direct migration background","405","0.105910037330065","0.0955680513354853","0.116252023324645","5"
"5 on Scale 1 to 10","1984","indirect migration background","15","","","","5"
"6 on Scale 1 to 10","1984","no migration background","467","0.0525223980617656","0.0478145191007499","0.0572302770227813","6"
"6 on Scale 1 to 10","1984","direct migration background","215","0.0579687294743588","0.0501150291520225","0.0658224297966952","6"
"6 on Scale 1 to 10","1984","indirect migration background","9","","","","6"
"7 on Scale 1 to 10","1984","indirect migration background","13","","","","7"
"7 on Scale 1 to 10","1984","no migration background","830","0.095190752749293","0.0889971344807669","0.101384371017819","7"
"7 on Scale 1 to 10","1984","direct migration background","350","0.0977212283268368","0.0877417094609495","0.107700747192724","7"
"8 on Scale 1 to 10","1984","indirect migration background","22","","","","8"
"8 on Scale 1 to 10","1984","direct migration background","566","0.17804004723664","0.165183363678665","0.190896730794614","8"
"8 on Scale 1 to 10","1984","no migration background","1643","0.190839707686346","0.18254654487012","0.199132870502571","8"
"9 on Scale 1 to 10","1984","indirect migration background","14","","","","9"
"9 on Scale 1 to 10","1984","direct migration background","333","0.110686565079107","0.100142218873004","0.12123091128521","9"
"9 on Scale 1 to 10","1984","no migration background","1251","0.147675537609862","0.140188236552674","0.15516283866705","9"
"0 Completely dissatisfied","1985","no migration background","49","0.00598672589473679","0.00428768552230216","0.00768576626717143","0"
"0 Completely dissatisfied","1985","direct migration background","112","0.0363499375235824","0.029555706300714","0.0431441687464508","0"
"0 Completely dissatisfied","1985","indirect migration background","2","","","","0"
"1 on Scale 1 to 10","1985","indirect migration background","2","","","","1"
"1 on Scale 1 to 10","1985","direct migration background","46","0.0109798424559343","0.00719690259295117","0.0147627823189174","1"
"1 on Scale 1 to 10","1985","no migration background","53","0.00610675052323922","0.00439086670298427","0.00782263434349418","1"
"10 Completely satisfied","1985","no migration background","2359","0.305887421559714","0.295738761953914","0.316036081165515","10"
"10 Completely satisfied","1985","direct migration background","606","0.239995014557519","0.224491215099708","0.255498814015331","10"
"10 Completely satisfied","1985","indirect migration background","45","0.374448247552815","0.294844879636871","0.454051615468759","10"
"2 on Scale 1 to 10","1985","direct migration background","101","0.0262097819933946","0.0204102463810281","0.0320093176057612","2"
"2 on Scale 1 to 10","1985","indirect migration background","4","","","","2"
"2 on Scale 1 to 10","1985","no migration background","95","0.0117751707672975","0.00939929128374423","0.0141510502508509","2"
"3 on Scale 1 to 10","1985","direct migration background","164","0.0503750505692694","0.0424351947302946","0.0583149064082442","3"
"3 on Scale 1 to 10","1985","no migration background","191","0.0227592079709482","0.0194745338770752","0.0260438820648213","3"
"3 on Scale 1 to 10","1985","indirect migration background","6","","","","3"
"4 on Scale 1 to 10","1985","no migration background","188","0.022766454200022","0.0194812694293652","0.0260516389706789","4"
"4 on Scale 1 to 10","1985","indirect migration background","9","","","","4"
"4 on Scale 1 to 10","1985","direct migration background","150","0.0440128547632692","0.0365664848460767","0.0514592246804617","4"
"5 on Scale 1 to 10","1985","no migration background","652","0.0811550240017817","0.0751406317713543","0.0871694162322091","5"
"5 on Scale 1 to 10","1985","direct migration background","356","0.118004055392042","0.106292607997394","0.12971550278669","5"
"5 on Scale 1 to 10","1985","indirect migration background","13","","","","5"
"6 on Scale 1 to 10","1985","no migration background","453","0.056872717393806","0.0517717791765044","0.0619736556111077","6"
"6 on Scale 1 to 10","1985","direct migration background","236","0.0645430588653185","0.0556230459264358","0.0734630718042011","6"
"6 on Scale 1 to 10","1985","indirect migration background","7","","","","6"
"7 on Scale 1 to 10","1985","no migration background","919","0.114168332293825","0.107164086966602","0.121172577621049","7"
"7 on Scale 1 to 10","1985","indirect migration background","14","","","","7"
"7 on Scale 1 to 10","1985","direct migration background","297","0.109030863006172","0.097716376039417","0.120345349972927","7"
"8 on Scale 1 to 10","1985","indirect migration background","25","","","","8"
"8 on Scale 1 to 10","1985","direct migration background","507","0.173097726449007","0.159363582773567","0.186831870124446","8"
"8 on Scale 1 to 10","1985","no migration background","1727","0.217641240223508","0.208552859950664","0.226729620496352","8"
"9 on Scale 1 to 10","1985","indirect migration background","15","","","","9"
"9 on Scale 1 to 10","1985","no migration background","1233","0.154880955171121","0.146912559827122","0.162849350515119","9"
"9 on Scale 1 to 10","1985","direct migration background","340","0.127401814424491","0.115297957793923","0.13950567105506","9"
"0 Completely dissatisfied","1986","no migration background","48","0.00686039379443522","0.00500341528948033","0.0087173722993901","0"
"0 Completely dissatisfied","1986","direct migration background","90","0.0251104467392833","0.0193571416834431","0.0308637517951235","0"
"0 Completely dissatisfied","1986","indirect migration background","6","","","","0"
"1 on Scale 1 to 10","1986","no migration background","38","0.00465302996253455","0.00312200462874711","0.006184055296322","1"
"1 on Scale 1 to 10","1986","direct migration background","45","0.0122386920336719","0.00819567116907096","0.0162817128982728","1"
"1 on Scale 1 to 10","1986","indirect migration background","1","","","","1"
"10 Completely satisfied","1986","direct migration background","497","0.203343220907602","0.188543178786636","0.218143263028567","10"
"10 Completely satisfied","1986","no migration background","2047","0.27379454232176","0.263762962094874","0.283826122548646","10"
"10 Completely satisfied","1986","indirect migration background","37","0.309319544519031","0.236318345221556","0.382320743816505","10"
"2 on Scale 1 to 10","1986","no migration background","102","0.0130239216594103","0.0104732685163184","0.0155745748025022","2"
"2 on Scale 1 to 10","1986","direct migration background","93","0.0254194230095975","0.019631747231244","0.0312070987879511","2"
"2 on Scale 1 to 10","1986","indirect migration background","2","","","","2"
"3 on Scale 1 to 10","1986","direct migration background","124","0.0294571225509057","0.0232396339412715","0.0356746111605398","3"
"3 on Scale 1 to 10","1986","no migration background","156","0.0197776558135392","0.0166452580195964","0.022910053607482","3"
"3 on Scale 1 to 10","1986","indirect migration background","7","","","","3"
"4 on Scale 1 to 10","1986","no migration background","182","0.0238434348888279","0.0204112446419893","0.0272756251356666","4"
"4 on Scale 1 to 10","1986","indirect migration background","6","","","","4"
"4 on Scale 1 to 10","1986","direct migration background","128","0.0378591856341013","0.0308411199742416","0.0448772512939611","4"
"5 on Scale 1 to 10","1986","no migration background","622","0.0814745180268337","0.0753201465358753","0.0876288895177921","5"
"5 on Scale 1 to 10","1986","direct migration background","360","0.123652271209418","0.111547634609746","0.135756907809089","5"
"5 on Scale 1 to 10","1986","indirect migration background","14","","","","5"
"6 on Scale 1 to 10","1986","no migration background","471","0.0616886445491818","0.0562760773281724","0.0671012117701911","6"
"6 on Scale 1 to 10","1986","direct migration background","238","0.0739936259353765","0.0643682740147678","0.0836189778559852","6"
"6 on Scale 1 to 10","1986","indirect migration background","17","","","","6"
"7 on Scale 1 to 10","1986","no migration background","936","0.124218991413147","0.116798734127035","0.13163924869926","7"
"7 on Scale 1 to 10","1986","indirect migration background","17","","","","7"
"7 on Scale 1 to 10","1986","direct migration background","390","0.130696475816156","0.118301943821917","0.143091007810396","7"
"8 on Scale 1 to 10","1986","indirect migration background","25","","","","8"
"8 on Scale 1 to 10","1986","direct migration background","554","0.210356383120773","0.195369687525276","0.22534307871627","8"
"8 on Scale 1 to 10","1986","no migration background","1761","0.234419331806786","0.224888750425102","0.24394991318847","8"
"9 on Scale 1 to 10","1986","indirect migration background","22","","","","9"
"9 on Scale 1 to 10","1986","no migration background","1227","0.156245535763544","0.148077097073894","0.164413974453194","9"
"9 on Scale 1 to 10","1986","direct migration background","322","0.127873153043115","0.115593333378988","0.140152972707242","9"
"0 Completely dissatisfied","1987","no migration background","44","0.00558372288655444","0.00389154839355151","0.00727589737955737","0"
"0 Completely dissatisfied","1987","direct migration background","6","","","","0"
"0 Completely dissatisfied","1987","indirect migration background","1","","","","0"
"1 on Scale 1 to 10","1987","no migration background","41","0.00606083870319775","0.00429827278507311","0.00782340462132239","1"
"1 on Scale 1 to 10","1987","indirect migration background","","","","","1"
"1 on Scale 1 to 10","1987","direct migration background","","","","","1"
"10 Completely satisfied","1987","no migration background","2019","0.275207745622593","0.265065451470123","0.285350039775063","10"
"10 Completely satisfied","1987","direct migration background","117","0.265168422286856","0.224109134323574","0.306227710250138","10"
"10 Completely satisfied","1987","indirect migration background","15","","","","10"
"2 on Scale 1 to 10","1987","no migration background","98","0.0125332823408387","0.0100069368117049","0.0150596278699726","2"
"2 on Scale 1 to 10","1987","indirect migration background","1","","","","2"
"2 on Scale 1 to 10","1987","direct migration background","4","","","","2"
"3 on Scale 1 to 10","1987","direct migration background","8","","","","3"
"3 on Scale 1 to 10","1987","no migration background","158","0.0214198262528181","0.0181320270785616","0.0247076254270747","3"
"3 on Scale 1 to 10","1987","indirect migration background","","","","","3"
"4 on Scale 1 to 10","1987","no migration background","210","0.0270845862347077","0.0233982262047292","0.0307709462646862","4"
"4 on Scale 1 to 10","1987","direct migration background","14","","","","4"
"4 on Scale 1 to 10","1987","indirect migration background","","","","","4"
"5 on Scale 1 to 10","1987","direct migration background","30","0.0744870438044908","0.0500646501789108","0.0989094374300709","5"
"5 on Scale 1 to 10","1987","no migration background","530","0.0734732536186605","0.0675481940584564","0.0793983131788646","5"
"5 on Scale 1 to 10","1987","indirect migration background","3","","","","5"
"6 on Scale 1 to 10","1987","direct migration background","34","0.0803887439089725","0.0550983049953038","0.105679182822641","6"
"6 on Scale 1 to 10","1987","no migration background","429","0.0570852000447809","0.0518165774047968","0.0623538226847651","6"
"6 on Scale 1 to 10","1987","indirect migration background","5","","","","6"
"7 on Scale 1 to 10","1987","no migration background","859","0.113684933820201","0.106476438407248","0.120893429233155","7"
"7 on Scale 1 to 10","1987","direct migration background","53","0.112827356113887","0.0833988726247309","0.142255839603042","7"
"7 on Scale 1 to 10","1987","indirect migration background","1","","","","7"
"8 on Scale 1 to 10","1987","direct migration background","95","0.205262012617873","0.167693596682801","0.242830428552945","8"
"8 on Scale 1 to 10","1987","indirect migration background","16","","","","8"
"8 on Scale 1 to 10","1987","no migration background","1751","0.23458374753464","0.224961048479911","0.244206446589369","8"
"9 on Scale 1 to 10","1987","indirect migration background","7","","","","9"
"9 on Scale 1 to 10","1987","no migration background","1310","0.173282862941007","0.164687674921089","0.181878050960925","9"
"9 on Scale 1 to 10","1987","direct migration background","83","0.193090456093894","0.156374956993745","0.229805955194044","9"
"0 Completely dissatisfied","1988","no migration background","36","0.00455153483436166","0.00298285400880099","0.00612021565992232","0"
"0 Completely dissatisfied","1988","direct migration background","76","0.0136341232376187","0.00924608521574598","0.0180221612594915","0"
"0 Completely dissatisfied","1988","indirect migration background","3","","","","0"
"1 on Scale 1 to 10","1988","no migration background","37","0.00474272140786102","0.00314158714763109","0.00634385566809095","1"
"1 on Scale 1 to 10","1988","direct migration background","41","0.00942804926510859","0.00577132941402979","0.0130847691161874","1"
"1 on Scale 1 to 10","1988","indirect migration background","3","","","","1"
"10 Completely satisfied","1988","no migration background","1744","0.251062266851719","0.240956719513963","0.261167814189475","10"
"10 Completely satisfied","1988","direct migration background","404","0.187246458673195","0.172485179418573","0.202007737927816","10"
